"Status","Year","Disability","Ethnicity","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","White","Outside London","Male","13840","13115","30600","27570"
"In post","2021","Declared disabled","White","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Overseas","Female","55","55","50430","53000"
"In post","2021","Declared disabled","White","Overseas","Male","110","110","48880","46720"
"In post","2021","Declared disabled","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Unknown","Female","85","80","31240","27570"
"In post","2021","Declared disabled","White","Unknown","Male","55","50","31800","27570"
"In post","2021","Declared disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","London","Female","6380","5865","36180","31060"
"In post","2021","Declared non-disabled","Asian","London","Male","4290","4210","37880","32530"
"In post","2021","Declared non-disabled","Asian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Outside London","Female","6365","5605","27800","25560"
"In post","2021","Declared non-disabled","Asian","Outside London","Male","5720","5535","29190","27570"
"In post","2021","Declared non-disabled","Asian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Overseas","Female","55","50","41430","34460"
"In post","2021","Declared non-disabled","Asian","Overseas","Male","75","75","48850","45910"
"In post","2021","Declared non-disabled","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Unknown","Female","85","70","27790","25110"
"In post","2021","Declared non-disabled","Asian","Unknown","Male","45","45","30950","27570"
"In post","2021","Declared non-disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","London","Female","5150","4940","34130","31060"
"In post","2021","Declared non-disabled","Black","London","Male","2525","2490","35450","31550"
"In post","2021","Declared non-disabled","Black","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Outside London","Female","2455","2280","28290","27570"
"In post","2021","Declared non-disabled","Black","Outside London","Male","1840","1800","30320","27570"
"In post","2021","Declared non-disabled","Black","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Overseas","Female","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Overseas","Male","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Unknown","Female","35","35","29570","27570"
"In post","2021","Declared non-disabled","Black","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","London","Female","280","270","44200","40150"
"In post","2021","Declared non-disabled","Chinese","London","Male","195","190","42340","37650"
"In post","2021","Declared non-disabled","Chinese","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Outside London","Female","290","265","29860","26000"
"In post","2021","Declared non-disabled","Chinese","Outside London","Male","215","210","31160","27570"
"In post","2021","Declared non-disabled","Chinese","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Overseas","Female","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","London","Female","1540","1480","39920","35060"
"In post","2021","Declared non-disabled","Mixed","London","Male","1015","1000","42540","37000"
"In post","2021","Declared non-disabled","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Outside London","Female","1935","1775","29760","27570"
"In post","2021","Declared non-disabled","Mixed","Outside London","Male","1440","1405","32280","27680"
"In post","2021","Declared non-disabled","Mixed","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Overseas","Female","40","40","45190","37500"
"In post","2021","Declared non-disabled","Mixed","Overseas","Male","45","45","51120","52720"
"In post","2021","Declared non-disabled","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","London","Female","555","515","39800","33690"
"In post","2021","Declared non-disabled","Other ethnicity","London","Male","360","355","42210","35680"
"In post","2021","Declared non-disabled","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Outside London","Female","460","425","29230","26560"
"In post","2021","Declared non-disabled","Other ethnicity","Outside London","Male","425","410","33320","27570"
"In post","2021","Declared non-disabled","Other ethnicity","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Overseas","Female","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Overseas","Male","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","London","Female","1070","985","37860","31880"
"In post","2021","Declared non-disabled","Undeclared","London","Male","1080","1045","42760","37110"
"In post","2021","Declared non-disabled","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Outside London","Female","3045","2615","28280","27370"
"In post","2021","Declared non-disabled","Undeclared","Outside London","Male","3635","3475","32690","28040"
"In post","2021","Declared non-disabled","Undeclared","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Overseas","Female","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Overseas","Male","55","55","49980","43960"
"In post","2021","Declared non-disabled","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","London","Female","910","835","41640","35020"
"In post","2021","Declared non-disabled","Unknown","London","Male","835","820","45090","38120"
"In post","2021","Declared non-disabled","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Outside London","Female","4235","3665","28370","26670"
"In post","2021","Declared non-disabled","Unknown","Outside London","Male","3540","3400","31860","27570"
"In post","2021","Declared non-disabled","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Overseas","Female","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Overseas","Male","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","Female","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","White","London","Female","20715","19520","46670","41820"
"In post","2021","Declared non-disabled","White","London","Male","20380","19985","48770","43630"
"In post","2021","Declared non-disabled","White","London","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","White","Outside London","Female","120800","107655","30210","27570"
"In post","2021","Declared non-disabled","White","Outside London","Male","93630","90520","33190","28850"
"In post","2021","Declared non-disabled","White","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","White","Overseas","Female","785","780","49780","51500"
"In post","2021","Declared non-disabled","White","Overseas","Male","1345","1345","50000","48350"
"In post","2021","Declared non-disabled","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","White","Unknown","Female","415","380","33250","27570"
"In post","2021","Declared non-disabled","White","Unknown","Male","340","330","33840","27570"
"In post","2021","Declared non-disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","London","Female","340","315","37130","31710"
"In post","2021","Undeclared","Asian","London","Male","220","215","36540","31060"
"In post","2021","Undeclared","Asian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Outside London","Female","330","290","27210","25740"
"In post","2021","Undeclared","Asian","Outside London","Male","325","310","29390","27570"
"In post","2021","Undeclared","Asian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","London","Female","320","300","32880","31060"
"In post","2021","Undeclared","Black","London","Male","190","185","34420","32320"
"In post","2021","Undeclared","Black","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Outside London","Female","145","135","27800","27570"
"In post","2021","Undeclared","Black","Outside London","Male","115","110","31390","29970"
"In post","2021","Undeclared","Black","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","London","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Chinese","London","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Chinese","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Undeclared","Chinese","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Chinese","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","London","Female","90","85","38320","33660"
"In post","2021","Undeclared","Mixed","London","Male","65","65","44270","36750"
"In post","2021","Undeclared","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Outside London","Female","115","110","30240","27570"
"In post","2021","Undeclared","Mixed","Outside London","Male","135","130","31020","28650"
"In post","2021","Undeclared","Mixed","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","London","Female","50","45","41330","34020"
"In post","2021","Undeclared","Other ethnicity","London","Male","25","25","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Outside London","Female","25","25","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Outside London","Male","70","70","36700","31670"
"In post","2021","Undeclared","Other ethnicity","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","London","Female","620","580","41620","36400"
"In post","2021","Undeclared","Undeclared","London","Male","990","965","46070","41760"
"In post","2021","Undeclared","Undeclared","Outside London","Female","1935","1745","31950","27920"
"In post","2021","Undeclared","Undeclared","Outside London","Male","3730","3600","34130","31810"
"In post","2021","Undeclared","Undeclared","Overseas","Female","20","15","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Overseas","Male","65","65","46620","41850"
"In post","2021","Undeclared","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Unknown","London","Female","380","370","40750","35430"
"In post","2021","Undeclared","Unknown","London","Male","485","470","43420","38130"
"In post","2021","Undeclared","Unknown","Outside London","Female","510","450","29250","26860"
"In post","2021","Undeclared","Unknown","Outside London","Male","645","610","31860","31420"
"In post","2021","Undeclared","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","London","Female","1125","1070","43000","37310"
"In post","2021","Undeclared","White","London","Male","1160","1130","44840","38380"
"In post","2021","Undeclared","White","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Outside London","Female","7010","6285","29080","27570"
"In post","2021","Undeclared","White","Outside London","Male","7300","6915","31690","31650"
"In post","2021","Undeclared","White","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Overseas","Female","25","25","[c]","[c]"
"In post","2021","Undeclared","White","Overseas","Male","50","50","46670","40580"
"In post","2021","Undeclared","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Unknown","Female","15","10","[c]","[c]"
"In post","2021","Undeclared","White","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","London","Female","640","615","39070","33570"
"In post","2021","Unknown","Asian","London","Male","410","400","42440","36670"
"In post","2021","Unknown","Asian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Outside London","Female","525","475","31920","26980"
"In post","2021","Unknown","Asian","Outside London","Male","560","540","33080","28840"
"In post","2021","Unknown","Asian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Overseas","Female","10","10","[c]","[c]"
"In post","2021","Unknown","Asian","Overseas","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","London","Female","370","360","37060","32790"
"In post","2021","Unknown","Black","London","Male","200","200","38850","36160"
"In post","2021","Unknown","Black","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Outside London","Female","220","205","32910","27570"
"In post","2021","Unknown","Black","Outside London","Male","140","135","33720","28650"
"In post","2021","Unknown","Black","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","London","Female","35","35","49050","40990"
"In post","2021","Unknown","Chinese","London","Male","25","25","[c]","[c]"
"In post","2021","Unknown","Chinese","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Outside London","Female","40","35","36660","29540"
"In post","2021","Unknown","Chinese","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Unknown","Chinese","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","London","Female","160","155","41020","36200"
"In post","2021","Unknown","Mixed","London","Male","115","110","44560","43630"
"In post","2021","Unknown","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Outside London","Female","185","175","31330","27610"
"In post","2021","Unknown","Mixed","Outside London","Male","155","150","36060","32590"
"In post","2021","Unknown","Mixed","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","London","Female","70","65","47000","38550"
"In post","2021","Unknown","Other ethnicity","London","Male","55","55","49770","43790"
"In post","2021","Unknown","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Outside London","Female","55","50","33100","32290"
"In post","2021","Unknown","Other ethnicity","Outside London","Male","50","50","41120","35000"
"In post","2021","Unknown","Other ethnicity","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
