"Status","Year","Disability","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Heterosexual / straight","35","35","40530","34800"
"In post","2021","Declared disabled","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Heterosexual / straight","80","75","37880","33300"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Heterosexual / straight","555","510","41870","38000"
"In post","2021","Declared disabled","Crown Prosecution Service","LGBO","40","40","44270","37120"
"In post","2021","Declared disabled","Crown Prosecution Service","Undeclared","30","25","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Unknown","95","85","42870","42770"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Heterosexual / straight","835","805","35390","33130"
"In post","2021","Declared disabled","Defence Equipment and Support","LGBO","60","60","30580","28700"
"In post","2021","Declared disabled","Defence Equipment and Support","Undeclared","165","155","37850","36940"
"In post","2021","Declared disabled","Defence Equipment and Support","Unknown","30","30","34100","30600"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Heterosexual / straight","375","360","38230","37320"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","LGBO","45","45","35450","37320"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","340","335","47610","43040"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","75","70","45270","40050"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","40","40","46200","40600"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Heterosexual / straight","75","75","48390","39360"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Heterosexual / straight","390","370","41600","36960"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","LGBO","55","55","41090","33810"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Undeclared","45","45","41790","37100"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Unknown","30","30","46050","41020"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","450","440","40370","36970"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","70","70","40850","36520"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","50","45","39270","37240"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Heterosexual / straight","125","125","45620","41640"
"In post","2021","Declared disabled","Department for International Trade","LGBO","30","30","44850","45810"
"In post","2021","Declared disabled","Department for International Trade","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Unknown","30","30","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Heterosexual / straight","145","140","45280","42890"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","LGBO","35","35","47750","46710"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","11015","9670","27190","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","LGBO","1095","1030","27590","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Undeclared","1600","1390","26520","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","1515","1275","26150","27570"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","85","80","46440","40650"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Disclosure Scotland","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Disclosure Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Disclosure Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Licensing Agency","Heterosexual / straight","380","320","24830","21590"
"In post","2021","Declared disabled","Driver and Vehicle Licensing Agency","LGBO","30","25","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Licensing Agency","Undeclared","245","185","22960","21590"
"In post","2021","Declared disabled","Driver and Vehicle Licensing Agency","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Heterosexual / straight","300","275","29590","26780"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Undeclared","110","100","29140","26780"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Unknown","25","25","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Heterosexual / straight","110","105","39080","36960"
"In post","2021","Declared disabled","Education and Skills Funding Agency","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Unknown","25","20","[c]","[c]"
"In post","2021","Declared disabled","Education Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Education Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","Heterosexual / straight","60","60","37390","32850"
"In post","2021","Declared disabled","FCDO Services","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Heterosexual / straight","40","40","36330","32830"
"In post","2021","Declared disabled","Food Standards Agency","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Scotland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","560","545","44220","38600"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","70","70","45510","44620"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","55","55","44680","38600"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","35","30","44070","39260"
"In post","2021","Declared disabled","Forestry and Land Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","Unknown","30","25","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Heterosexual / straight","45","45","43540","40310"
"In post","2021","Declared disabled","Government Internal Audit Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","Heterosexual / straight","130","125","53150","51830"
"In post","2021","Declared disabled","Government Legal Department","LGBO","30","30","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Heterosexual / straight","240","225","39530","35910"
"In post","2021","Declared disabled","Health and Safety Executive","LGBO","25","20","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Undeclared","50","40","38020","35910"
"In post","2021","Declared disabled","Health and Safety Executive","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Heterosexual / straight","1660","1490","23820","20650"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","LGBO","145","145","22450","20100"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Undeclared","230","210","24150","20420"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Unknown","40","30","22150","20910"
"In post","2021","Declared disabled","HM Land Registry","Heterosexual / straight","350","305","30630","27130"
"In post","2021","Declared disabled","HM Land Registry","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Undeclared","70","60","31130","27130"
"In post","2021","Declared disabled","HM Land Registry","Unknown","50","40","29440","27130"
"In post","2021","Declared disabled","HM Prison and Probation Service","Heterosexual / straight","4690","4395","30580","28690"
"In post","2021","Declared disabled","HM Prison and Probation Service","LGBO","540","525","30070","28380"
"In post","2021","Declared disabled","HM Prison and Probation Service","Undeclared","520","480","31850","31480"
"In post","2021","Declared disabled","HM Prison and Probation Service","Unknown","210","185","29840","31650"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","3905","3500","31390","28130"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","LGBO","410","385","31730","31810"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Undeclared","475","425","31360","28130"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Unknown","700","600","27690","25560"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Heterosexual / straight","130","130","45770","42650"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Heterosexual / straight","2400","2200","31020","27370"
"In post","2021","Declared disabled","Home Office (incl. agencies)","LGBO","225","215","33680","30010"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Undeclared","425","385","31840","28650"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","Heterosexual / straight","105","100","35590","32060"
"In post","2021","Declared disabled","Insolvency Service","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","Unknown","55","50","28130","25060"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal Aid Agency","Heterosexual / straight","115","105","25640","21310"
"In post","2021","Declared disabled","Legal Aid Agency","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Legal Aid Agency","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","Heterosexual / straight","50","50","34350","30730"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Unknown","15","10","[c]","[c]"
"In post","2021","Declared disabled","Met Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Met Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Met Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Met Office","Unknown","100","95","36210","33860"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","Heterosexual / straight","2720","2615","31440","27570"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","LGBO","155","150","32900","29250"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","Undeclared","465","445","33080","32200"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","Unknown","120","115","31520","29200"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","220","215","42840","38230"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","45","45","41410","35060"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","Heterosexual / straight","425","415","40200","36710"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","LGBO","60","60","41110","35300"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","Undeclared","60","55","42410","36800"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Heterosexual / straight","160","155","38240","36630"
"In post","2021","Declared disabled","National Crime Agency","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","National Infrastructure Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Infrastructure Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Infrastructure Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Infrastructure Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Records of Scotland","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","National Records of Scotland","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","National Records of Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Records of Scotland","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Budget Responsibility","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Budget Responsibility","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Budget Responsibility","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","110","105","45660","51360"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Office of the Public Guardian","Heterosexual / straight","160","145","22690","20420"
"In post","2021","Declared disabled","Office of the Public Guardian","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Office of the Public Guardian","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Office of the Public Guardian","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Office of the Scottish Charity Regulator","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Office of the Scottish Charity Regulator","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of the Scottish Charity Regulator","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectorate","Heterosexual / straight","40","35","33520","26050"
"In post","2021","Declared disabled","Planning Inspectorate","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectorate","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectorate","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Public Health England","Heterosexual / straight","250","230","39050","33290"
"In post","2021","Declared disabled","Public Health England","LGBO","45","45","34500","28590"
"In post","2021","Declared disabled","Public Health England","Undeclared","30","25","[c]","[c]"
"In post","2021","Declared disabled","Public Health England","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Queen Elizabeth II Centre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Queen Elizabeth II Centre","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Queen Elizabeth II Centre","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Queen Elizabeth II Centre","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Registers of Scotland","Heterosexual / straight","95","90","32450","30080"
"In post","2021","Declared disabled","Registers of Scotland","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Registers of Scotland","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Registers of Scotland","Unknown","30","30","29870","24130"
