"Status","Year","Region_ITL2","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Eastern Scotland","Outside London","SEO","2450","2325","43720","43940"
"In post","2021","Eastern Scotland","Outside London","Unknown","30","30","40730","40970"
"In post","2021","Essex","Outside London","AA","185","170","19290","19560"
"In post","2021","Essex","Outside London","AO","1425","1290","24300","22980"
"In post","2021","Essex","Outside London","EO","2275","2080","28700","29290"
"In post","2021","Essex","Outside London","G6","60","55","71040","64670"
"In post","2021","Essex","Outside London","G7","230","220","55800","52580"
"In post","2021","Essex","Outside London","HEO","735","685","34130","33000"
"In post","2021","Essex","Outside London","SCS level","30","25","96810","99910"
"In post","2021","Essex","Outside London","SEO","410","385","41440","38700"
"In post","2021","Essex","Outside London","Unknown","245","225","27880","24800"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA","615","590","19360","19560"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AO","3260","3000","22670","21130"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","5995","5590","25950","26670"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6","1245","1180","67200","66430"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G7","3865","3735","52550","52580"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","HEO","6295","6010","31730","31990"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SCS level","305","295","96380","90530"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO","5825","5600","40630","40580"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","1910","1830","39200","36500"
"In post","2021","Greater Manchester","Outside London","AA","480","435","19400","20070"
"In post","2021","Greater Manchester","Outside London","AO","5230","4730","21460","21010"
"In post","2021","Greater Manchester","Outside London","EO","5800","5455","26560","27280"
"In post","2021","Greater Manchester","Outside London","G6","535","520","66680","64670"
"In post","2021","Greater Manchester","Outside London","G7","1560","1510","53270","52580"
"In post","2021","Greater Manchester","Outside London","HEO","3190","3060","31920","31810"
"In post","2021","Greater Manchester","Outside London","SCS level","140","135","86860","81150"
"In post","2021","Greater Manchester","Outside London","SEO","2030","1955","39180","38630"
"In post","2021","Greater Manchester","Outside London","Unknown","755","705","29800","30210"
"In post","2021","Hampshire and Isle of Wight","Outside London","AA","1145","950","19530","19560"
"In post","2021","Hampshire and Isle of Wight","Outside London","AO","3520","3045","22930","21010"
"In post","2021","Hampshire and Isle of Wight","Outside London","EO","3745","3505","26990","26700"
"In post","2021","Hampshire and Isle of Wight","Outside London","G6","280","270","68650","66300"
"In post","2021","Hampshire and Isle of Wight","Outside London","G7","1580","1520","53680","52580"
"In post","2021","Hampshire and Isle of Wight","Outside London","HEO","2780","2670","32540","33260"
"In post","2021","Hampshire and Isle of Wight","Outside London","SCS level","90","85","87410","83070"
"In post","2021","Hampshire and Isle of Wight","Outside London","SEO","1860","1795","40310","40080"
"In post","2021","Hampshire and Isle of Wight","Outside London","Unknown","355","325","32850","31420"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","AA","310","290","19800","20600"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","AO","1515","1405","23840","21430"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","1090","1020","27130","27570"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","G6","25","25","65550","61710"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","G7","75","70","56140","50660"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","HEO","410","395","32730","31990"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","SCS level","15","10","87860","77480"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO","250","235","43070","40890"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","300","275","29210","28200"
"In post","2021","Highlands and Islands","Outside London","AA","210","195","20070","19560"
"In post","2021","Highlands and Islands","Outside London","AO","630","580","23100","22220"
"In post","2021","Highlands and Islands","Outside London","EO","685","640","28850","27570"
"In post","2021","Highlands and Islands","Outside London","G6","15","15","71820","69690"
"In post","2021","Highlands and Islands","Outside London","G7","40","35","59620","56800"
"In post","2021","Highlands and Islands","Outside London","HEO","235","225","35020","35110"
"In post","2021","Highlands and Islands","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Outside London","SEO","130","125","43650","44180"
"In post","2021","Highlands and Islands","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Inner London - East","London","AA","270","255","22300","21790"
"In post","2021","Inner London - East","London","AO","2450","2255","26310","25110"
"In post","2021","Inner London - East","London","EO","4475","4245","30800","31060"
"In post","2021","Inner London - East","London","G6","1065","1015","72150","71290"
"In post","2021","Inner London - East","London","G7","2695","2600","57630","57870"
"In post","2021","Inner London - East","London","HEO","2740","2655","36560","36160"
"In post","2021","Inner London - East","London","SCS level","670","625","98940","94530"
"In post","2021","Inner London - East","London","SEO","2140","2065","43400","41850"
"In post","2021","Inner London - East","London","Unknown","695","675","33380","32090"
"In post","2021","Inner London - West","London","AA","630","600","22280","22210"
"In post","2021","Inner London - West","London","AO","3865","3670","26100","24590"
"In post","2021","Inner London - West","London","EO","7875","7650","29290","29180"
"In post","2021","Inner London - West","London","G6","6505","6260","68860","67060"
"In post","2021","Inner London - West","London","G7","15195","14730","56360","54760"
"In post","2021","Inner London - West","London","HEO","13685","13490","34750","34550"
"In post","2021","Inner London - West","London","SCS level","3890","3775","89230","79670"
"In post","2021","Inner London - West","London","SEO","9270","9080","42520","41950"
"In post","2021","Inner London - West","London","Unknown","230","225","37660","35310"
"In post","2021","Kent","Outside London","AA","435","410","20270","20600"
"In post","2021","Kent","Outside London","AO","2550","2390","25860","24730"
"In post","2021","Kent","Outside London","EO","3585","3300","28340","27370"
"In post","2021","Kent","Outside London","G6","35","35","70820","67220"
"In post","2021","Kent","Outside London","G7","250","240","53610","52070"
"In post","2021","Kent","Outside London","HEO","945","910","34020","32740"
"In post","2021","Kent","Outside London","SCS level","10","10","101830","99710"
"In post","2021","Kent","Outside London","SEO","430","410","42990","40710"
"In post","2021","Kent","Outside London","Unknown","285","265","30180","30880"
"In post","2021","Lancashire","Outside London","AA","465","415","20050","20600"
"In post","2021","Lancashire","Outside London","AO","5630","5005","22020","21010"
"In post","2021","Lancashire","Outside London","EO","4380","3965","27480","27570"
"In post","2021","Lancashire","Outside London","G6","205","195","67440","65000"
"In post","2021","Lancashire","Outside London","G7","565","540","52700","52580"
"In post","2021","Lancashire","Outside London","HEO","1475","1385","32930","31990"
"In post","2021","Lancashire","Outside London","SCS level","45","45","82080","75500"
"In post","2021","Lancashire","Outside London","SEO","915","865","39700","38630"
"In post","2021","Lancashire","Outside London","Unknown","430","395","29630","30210"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Outside London","AA","365","335","19230","18800"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Outside London","AO","2550","2275","22320","21010"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Outside London","EO","1825","1685","27320","27570"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Outside London","G6","25","25","79040","79190"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Outside London","G7","170","160","55150","52770"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Outside London","HEO","620","585","33520","33300"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Outside London","SEO","330","310","42530","40890"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","355","330","29420","30210"
"In post","2021","Lincolnshire","Outside London","AA","325","310","19610","19560"
"In post","2021","Lincolnshire","Outside London","AO","970","900","23130","21130"
"In post","2021","Lincolnshire","Outside London","EO","750","700","27810","27570"
"In post","2021","Lincolnshire","Outside London","G6","10","10","[c]","[c]"
"In post","2021","Lincolnshire","Outside London","G7","70","65","57910","54540"
"In post","2021","Lincolnshire","Outside London","HEO","370","355","33330","33300"
"In post","2021","Lincolnshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Outside London","SEO","195","195","42630","41720"
"In post","2021","Lincolnshire","Outside London","Unknown","135","130","30830","30210"
"In post","2021","Merseyside","Outside London","AA","565","495","18700","17990"
"In post","2021","Merseyside","Outside London","AO","6605","5780","21310","21430"
"In post","2021","Merseyside","Outside London","EO","6190","5640","26260","26160"
"In post","2021","Merseyside","Outside London","G6","300","295","65790","64670"
"In post","2021","Merseyside","Outside London","G7","1120","1075","52990","52580"
"In post","2021","Merseyside","Outside London","HEO","2620","2490","31720","31810"
"In post","2021","Merseyside","Outside London","SCS level","85","85","90770","84660"
"In post","2021","Merseyside","Outside London","SEO","1590","1520","39510","38630"
"In post","2021","Merseyside","Outside London","Unknown","410","375","29440","28200"
"In post","2021","North Eastern Scotland","Outside London","AA","90","75","20650","20500"
"In post","2021","North Eastern Scotland","Outside London","AO","455","430","26230","22920"
"In post","2021","North Eastern Scotland","Outside London","EO","595","560","29290","27570"
"In post","2021","North Eastern Scotland","Outside London","G6","40","35","73810","73940"
"In post","2021","North Eastern Scotland","Outside London","G7","90","90","63520","61010"
"In post","2021","North Eastern Scotland","Outside London","HEO","290","280","35730","34150"
"In post","2021","North Eastern Scotland","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","North Eastern Scotland","Outside London","SEO","295","280","56170","46600"
"In post","2021","North Yorkshire","Outside London","AA","285","270","19090","19560"
"In post","2021","North Yorkshire","Outside London","AO","1095","1030","23330","21050"
"In post","2021","North Yorkshire","Outside London","EO","1040","980","27370","26750"
"In post","2021","North Yorkshire","Outside London","G6","105","105","66450","62760"
"In post","2021","North Yorkshire","Outside London","G7","585","550","57110","54540"
"In post","2021","North Yorkshire","Outside London","HEO","810","780","32720","33000"
"In post","2021","North Yorkshire","Outside London","SCS level","30","30","92710","92240"
"In post","2021","North Yorkshire","Outside London","SEO","585","565","40130","38890"
"In post","2021","North Yorkshire","Outside London","Unknown","190","170","29490","28200"
"In post","2021","Northern Ireland","Outside London","AA","495","480","19900","20310"
"In post","2021","Northern Ireland","Outside London","AO","1190","1075","21130","21430"
"In post","2021","Northern Ireland","Outside London","EO","980","920","26560","25560"
"In post","2021","Northern Ireland","Outside London","G6","35","35","65380","64670"
"In post","2021","Northern Ireland","Outside London","G7","200","190","54120","52580"
"In post","2021","Northern Ireland","Outside London","HEO","620","595","32850","31810"
"In post","2021","Northern Ireland","Outside London","SCS level","15","15","80880","74780"
"In post","2021","Northern Ireland","Outside London","SEO","280","270","39220","38630"
"In post","2021","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Outside London","AA","650","500","19680","20070"
"In post","2021","Northumberland and Tyne and Wear","Outside London","AO","8355","7080","20790","21010"
"In post","2021","Northumberland and Tyne and Wear","Outside London","EO","5535","5040","26510","27370"
"In post","2021","Northumberland and Tyne and Wear","Outside London","G6","375","365","64020","64670"
"In post","2021","Northumberland and Tyne and Wear","Outside London","G7","1300","1255","51720","52580"
"In post","2021","Northumberland and Tyne and Wear","Outside London","HEO","2950","2785","31900","31810"
"In post","2021","Northumberland and Tyne and Wear","Outside London","SCS level","95","90","89060","79460"
"In post","2021","Northumberland and Tyne and Wear","Outside London","SEO","1765","1680","38400","38630"
"In post","2021","Northumberland and Tyne and Wear","Outside London","Unknown","345","325","29270","28200"
"In post","2021","Outer London - East and North East","London","AA","270","250","22770","23790"
"In post","2021","Outer London - East and North East","London","AO","1155","1070","27490","25110"
"In post","2021","Outer London - East and North East","London","EO","1715","1595","31230","31060"
"In post","2021","Outer London - East and North East","London","G6","5","5","[c]","[c]"
"In post","2021","Outer London - East and North East","London","G7","20","20","61890","60330"
"In post","2021","Outer London - East and North East","London","HEO","260","250","37520","37060"
"In post","2021","Outer London - East and North East","London","SEO","75","70","47290","44300"
"In post","2021","Outer London - East and North East","London","Unknown","285","275","33080","33950"
"In post","2021","Outer London - South","London","AA","260","230","21250","22210"
"In post","2021","Outer London - South","London","AO","1750","1600","24640","25630"
"In post","2021","Outer London - South","London","EO","3220","3030","29970","29570"
"In post","2021","Outer London - South","London","G6","475","455","72190","71290"
"In post","2021","Outer London - South","London","G7","1120","1090","59760","59160"
"In post","2021","Outer London - South","London","HEO","2155","2080","36000","36160"
"In post","2021","Outer London - South","London","SCS level","75","75","91460","82690"
"In post","2021","Outer London - South","London","SEO","1510","1460","43990","42550"
"In post","2021","Outer London - South","London","Unknown","180","170","33900","32090"
"In post","2021","Outer London - West and North West","London","AA","345","310","22250","22210"
"In post","2021","Outer London - West and North West","London","AO","1720","1580","26270","25630"
"In post","2021","Outer London - West and North West","London","EO","4020","3675","29930","30410"
"In post","2021","Outer London - West and North West","London","G6","135","125","69700","68940"
"In post","2021","Outer London - West and North West","London","G7","425","415","55990","55130"
"In post","2021","Outer London - West and North West","London","HEO","1300","1240","35010","35200"
"In post","2021","Outer London - West and North West","London","SCS level","60","55","111920","101920"
"In post","2021","Outer London - West and North West","London","SEO","800","770","43220","42470"
"In post","2021","Outer London - West and North West","London","Unknown","255","250","32450","29210"
"In post","2021","Overseas","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Overseas","AO","55","55","22530","23000"
"In post","2021","Overseas","Overseas","EO","280","275","28020","27370"
"In post","2021","Overseas","Overseas","G6","455","455","66560","65330"
"In post","2021","Overseas","Overseas","G7","880","875","56480","55360"
"In post","2021","Overseas","Overseas","HEO","1075","1070","36610","34330"
"In post","2021","Overseas","Overseas","SCS level","285","285","85970","77460"
"In post","2021","Overseas","Overseas","SEO","470","470","47460","42330"
"In post","2021","Overseas","Overseas","Unknown","255","255","39460","36710"
"In post","2021","Shropshire and Staffordshire","Outside London","AA","540","500","20030","20600"
"In post","2021","Shropshire and Staffordshire","Outside London","AO","2710","2490","23190","21710"
"In post","2021","Shropshire and Staffordshire","Outside London","EO","2470","2290","27630","27570"
"In post","2021","Shropshire and Staffordshire","Outside London","G6","110","110","70040","64670"
"In post","2021","Shropshire and Staffordshire","Outside London","G7","390","370","54710","52580"
"In post","2021","Shropshire and Staffordshire","Outside London","HEO","975","925","33510","33300"
"In post","2021","Shropshire and Staffordshire","Outside London","SCS level","30","30","96890","92520"
"In post","2021","Shropshire and Staffordshire","Outside London","SEO","730","700","42040","40580"
"In post","2021","Shropshire and Staffordshire","Outside London","Unknown","355","320","30820","30880"
"In post","2021","South Yorkshire","Outside London","AA","300","275","19680","20600"
"In post","2021","South Yorkshire","Outside London","AO","2790","2455","22260","21430"
"In post","2021","South Yorkshire","Outside London","EO","2735","2455","27020","27570"
"In post","2021","South Yorkshire","Outside London","G6","285","275","64910","63280"
"In post","2021","South Yorkshire","Outside London","G7","880","840","52770","51150"
"In post","2021","South Yorkshire","Outside London","HEO","1430","1345","32130","31990"
"In post","2021","South Yorkshire","Outside London","SCS level","80","75","80350","76230"
"In post","2021","South Yorkshire","Outside London","SEO","1090","1040","39090","37460"
"In post","2021","South Yorkshire","Outside London","Unknown","340","305","29210","28200"
"In post","2021","Southern Scotland","Outside London","AA","180","160","20570","20070"
"In post","2021","Southern Scotland","Outside London","AO","2050","1770","21480","21010"
"In post","2021","Southern Scotland","Outside London","EO","1895","1700","26890","27570"
"In post","2021","Southern Scotland","Outside London","G6","135","135","65460","64670"
"In post","2021","Southern Scotland","Outside London","G7","355","345","51790","52410"
"In post","2021","Southern Scotland","Outside London","HEO","885","835","32590","32470"
"In post","2021","Southern Scotland","Outside London","SCS level","35","35","76350","75790"
"In post","2021","Southern Scotland","Outside London","SEO","480","460","40650","39630"
"In post","2021","Surrey, East and West Sussex","Outside London","AA","425","385","21020","20600"
"In post","2021","Surrey, East and West Sussex","Outside London","AO","2500","2280","24950","22360"
"In post","2021","Surrey, East and West Sussex","Outside London","EO","3000","2705","28230","27570"
"In post","2021","Surrey, East and West Sussex","Outside London","G6","95","95","68520","65310"
"In post","2021","Surrey, East and West Sussex","Outside London","G7","370","355","56110","53870"
"In post","2021","Surrey, East and West Sussex","Outside London","HEO","920","865","34190","33300"
"In post","2021","Surrey, East and West Sussex","Outside London","SCS level","35","30","93200","85480"
"In post","2021","Surrey, East and West Sussex","Outside London","SEO","565","535","42270","40370"
"In post","2021","Surrey, East and West Sussex","Outside London","Unknown","390","350","29520","30210"
"In post","2021","Tees Valley and Durham","Outside London","AA","535","475","20040","20600"
"In post","2021","Tees Valley and Durham","Outside London","AO","4145","3680","23320","21430"
"In post","2021","Tees Valley and Durham","Outside London","EO","2370","2145","27520","27570"
"In post","2021","Tees Valley and Durham","Outside London","G6","70","70","68580","63850"
"In post","2021","Tees Valley and Durham","Outside London","G7","295","285","53380","50630"
"In post","2021","Tees Valley and Durham","Outside London","HEO","850","805","32530","31990"
"In post","2021","Tees Valley and Durham","Outside London","SCS level","25","25","79360","75410"
"In post","2021","Tees Valley and Durham","Outside London","SEO","590","555","41520","38650"
"In post","2021","Tees Valley and Durham","Outside London","Unknown","365","340","29480","28200"
"In post","2021","Unknown","Unknown","AA","15","10","20120","20120"
"In post","2021","Unknown","Unknown","AO","230","205","22370","21010"
"In post","2021","Unknown","Unknown","EO","590","555","28030","27570"
"In post","2021","Unknown","Unknown","G6","60","55","66610","64500"
"In post","2021","Unknown","Unknown","G7","140","135","53540","53070"
"In post","2021","Unknown","Unknown","HEO","620","610","32600","32000"
"In post","2021","Unknown","Unknown","SCS level","25","25","92980","77380"
"In post","2021","Unknown","Unknown","SEO","140","140","41010","39960"
"In post","2021","Unknown","Unknown","Unknown","1915","1910","37270","33570"
"In post","2021","West Central Scotland","Outside London","AA","1115","1035","20300","20060"
"In post","2021","West Central Scotland","Outside London","AO","5870","5220","22490","21010"
"In post","2021","West Central Scotland","Outside London","EO","5190","4795","27960","27570"
"In post","2021","West Central Scotland","Outside London","G6","445","430","70370","69970"
"In post","2021","West Central Scotland","Outside London","G7","965","935","55880","54540"
"In post","2021","West Central Scotland","Outside London","HEO","2525","2405","33310","32140"
"In post","2021","West Central Scotland","Outside London","SCS level","75","70","86420","83230"
"In post","2021","West Central Scotland","Outside London","SEO","1660","1585","42610","41750"
"In post","2021","West Central Scotland","Outside London","Unknown","75","75","38990","41370"
"In post","2021","West Midlands","Outside London","AA","400","360","18690","18760"
"In post","2021","West Midlands","Outside London","AO","4875","4325","21100","20880"
"In post","2021","West Midlands","Outside London","EO","5800","5310","26790","27570"
"In post","2021","West Midlands","Outside London","G6","390","380","67160","64670"
"In post","2021","West Midlands","Outside London","G7","1375","1325","53590","52580"
"In post","2021","West Midlands","Outside London","HEO","2765","2640","32470","31810"
"In post","2021","West Midlands","Outside London","SCS level","170","160","96640","88490"
"In post","2021","West Midlands","Outside London","SEO","1670","1610","40190","38630"
"In post","2021","West Midlands","Outside London","Unknown","760","695","29200","28200"
"In post","2021","West Wales and The Valleys","Outside London","AA","1440","1145","18450","18060"
"In post","2021","West Wales and The Valleys","Outside London","AO","5755","5080","21750","21590"
"In post","2021","West Wales and The Valleys","Outside London","EO","3915","3590","27360","27570"
"In post","2021","West Wales and The Valleys","Outside London","G6","185","180","75210","74730"
"In post","2021","West Wales and The Valleys","Outside London","G7","620","600","57380","58460"
"In post","2021","West Wales and The Valleys","Outside London","HEO","1855","1755","34390","33840"
"In post","2021","West Wales and The Valleys","Outside London","SCS level","45","40","88010","81760"
