"Status","Year","Age","Function_of_post","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Analysis","Economics","Female","255","255","37640","33880"
"In post","2021","20-29","Analysis","Economics","Male","505","505","37040","34090"
"In post","2021","20-29","Analysis","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Finance","Male","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Intelligence Analysis","Female","40","40","48380","53360"
"In post","2021","20-29","Analysis","Intelligence Analysis","Male","35","35","45230","52120"
"In post","2021","20-29","Analysis","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Operational Delivery","Female","55","55","31020","29540"
"In post","2021","20-29","Analysis","Operational Delivery","Male","55","55","31240","30000"
"In post","2021","20-29","Analysis","Operational Research","Female","75","75","33530","31900"
"In post","2021","20-29","Analysis","Operational Research","Male","105","105","35990","36030"
"In post","2021","20-29","Analysis","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Other","Female","20","20","[c]","[c]"
"In post","2021","20-29","Analysis","Other","Male","45","45","37450","36590"
"In post","2021","20-29","Analysis","Policy","Female","75","75","41160","41990"
"In post","2021","20-29","Analysis","Policy","Male","65","65","42380","39280"
"In post","2021","20-29","Analysis","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Science and Engineering","Female","50","50","27020","24920"
"In post","2021","20-29","Analysis","Science and Engineering","Male","60","60","27580","28500"
"In post","2021","20-29","Analysis","Social Research","Female","240","235","34750","32540"
"In post","2021","20-29","Analysis","Social Research","Male","105","105","35610","32880"
"In post","2021","20-29","Analysis","Social Research","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Statistics","Female","295","290","35190","32790"
"In post","2021","20-29","Analysis","Statistics","Male","260","260","34890","33210"
"In post","2021","20-29","Analysis","Statistics","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Analysis","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Tax","Male","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Unknown","Female","15","15","[c]","[c]"
"In post","2021","20-29","Analysis","Unknown","Male","20","20","[c]","[c]"
"In post","2021","20-29","Commercial","Commercial","Female","320","315","31900","30090"
"In post","2021","20-29","Commercial","Commercial","Male","280","280","30850","28970"
"In post","2021","20-29","Commercial","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Knowledge and Information Management","Female","40","40","25990","26670"
"In post","2021","20-29","Commercial","Knowledge and Information Management","Male","45","45","26370","20920"
"In post","2021","20-29","Commercial","Operational Delivery","Female","35","35","31280","31920"
"In post","2021","20-29","Commercial","Operational Delivery","Male","35","35","33740","32400"
"In post","2021","20-29","Commercial","Other","Female","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Project Delivery","Male","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Science and Engineering","Male","15","15","[c]","[c]"
"In post","2021","20-29","Commercial","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Unknown","Female","70","70","45920","46530"
"In post","2021","20-29","Commercial","Unknown","Male","55","55","45660","43500"
"In post","2021","20-29","Communications","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Communications","Female","480","480","33370","32010"
"In post","2021","20-29","Communications","Communications","Male","255","255","35080","33610"
"In post","2021","20-29","Communications","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Operational Delivery","Female","115","110","27800","25560"
"In post","2021","20-29","Communications","Operational Delivery","Male","175","170","28330","25560"
"In post","2021","20-29","Communications","Other","Female","10","10","[c]","[c]"
"In post","2021","20-29","Communications","Other","Male","5","5","[c]","[c]"
"In post","2021","20-29","Communications","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Tax","Female","355","350","26480","25560"
"In post","2021","20-29","Communications","Tax","Male","390","390","26580","25560"
"In post","2021","20-29","Communications","Unknown","Female","145","145","32110","29260"
"In post","2021","20-29","Communications","Unknown","Male","130","130","30390","27500"
"In post","2021","20-29","Counter Fraud","Counter Fraud","Female","40","40","31210","30810"
"In post","2021","20-29","Counter Fraud","Counter Fraud","Male","25","25","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Intelligence Analysis","Female","15","15","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Intelligence Analysis","Male","20","20","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Legal","Female","220","215","27120","25560"
"In post","2021","20-29","Counter Fraud","Legal","Male","250","250","27760","25560"
"In post","2021","20-29","Counter Fraud","Operational Delivery","Female","115","110","27460","25560"
"In post","2021","20-29","Counter Fraud","Operational Delivery","Male","150","150","27480","25560"
"In post","2021","20-29","Counter Fraud","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Other","Female","10","10","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Other","Male","5","5","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Tax","Female","90","90","36100","31810"
"In post","2021","20-29","Counter Fraud","Tax","Male","100","100","35400","31810"
"In post","2021","20-29","Counter Fraud","Unknown","Female","30","30","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Unknown","Male","35","35","32140","29570"
"In post","2021","20-29","Debt","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Debt","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Debt","Operational Delivery","Female","250","235","21740","20140"
"In post","2021","20-29","Debt","Operational Delivery","Male","320","315","21850","20140"
"In post","2021","20-29","Debt","Tax","Female","235","230","20420","20140"
"In post","2021","20-29","Debt","Tax","Male","215","210","20330","20140"
"In post","2021","20-29","Debt","Unknown","Female","10","10","[c]","[c]"
"In post","2021","20-29","Debt","Unknown","Male","30","30","23180","20140"
"In post","2021","20-29","Digital, Data & Technology","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Digital, Data and Technology","Female","565","560","33380","31810"
"In post","2021","20-29","Digital, Data & Technology","Digital, Data and Technology","Male","1025","1020","32420","31740"
"In post","2021","20-29","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Knowledge and Information Management","Female","10","10","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Knowledge and Information Management","Male","15","15","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Operational Delivery","Female","40","40","32400","31810"
"In post","2021","20-29","Digital, Data & Technology","Operational Delivery","Male","35","35","30480","26270"
"In post","2021","20-29","Digital, Data & Technology","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Operational Research","Male","5","5","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Science and Engineering","Female","20","20","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Science and Engineering","Male","30","30","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Tax","Male","5","5","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Unknown","Female","125","125","37310","34550"
"In post","2021","20-29","Digital, Data & Technology","Unknown","Male","155","155","39580","34550"
"In post","2021","20-29","Finance","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Corporate Finance","Female","10","10","[c]","[c]"
"In post","2021","20-29","Finance","Corporate Finance","Male","10","10","[c]","[c]"
"In post","2021","20-29","Finance","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Economics","Female","30","30","[c]","[c]"
"In post","2021","20-29","Finance","Economics","Male","25","25","[c]","[c]"
"In post","2021","20-29","Finance","Finance","Female","500","490","32280","30040"
"In post","2021","20-29","Finance","Finance","Male","495","490","33070","30750"
"In post","2021","20-29","Finance","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Operational Delivery","Female","50","50","24680","23050"
"In post","2021","20-29","Finance","Operational Delivery","Male","55","55","23950","21270"
"In post","2021","20-29","Finance","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Other","Female","10","10","[c]","[c]"
"In post","2021","20-29","Finance","Other","Male","5","5","[c]","[c]"
"In post","2021","20-29","Finance","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Project Delivery","Male","5","5","[c]","[c]"
"In post","2021","20-29","Finance","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Tax","Female","5","5","[c]","[c]"
"In post","2021","20-29","Finance","Tax","Male","10","10","[c]","[c]"
"In post","2021","20-29","Finance","Unknown","Female","40","40","36820","36160"
"In post","2021","20-29","Finance","Unknown","Male","40","40","34350","34550"
"In post","2021","20-29","Grants Management","Operational Delivery","Female","135","135","22470","21050"
"In post","2021","20-29","Grants Management","Operational Delivery","Male","105","105","22290","21050"
"In post","2021","20-29","Human Resources","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Human Resources","Female","705","695","30940","28970"
"In post","2021","20-29","Human Resources","Human Resources","Male","255","255","31190","28840"
"In post","2021","20-29","Human Resources","Operational Delivery","Female","75","75","26380","25560"
"In post","2021","20-29","Human Resources","Operational Delivery","Male","40","40","25820","25560"
"In post","2021","20-29","Human Resources","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Policy","Female","20","20","[c]","[c]"
"In post","2021","20-29","Human Resources","Policy","Male","10","10","[c]","[c]"
"In post","2021","20-29","Human Resources","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Tax","Female","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","Tax","Male","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","Unknown","Female","170","170","31540","28400"
"In post","2021","20-29","Human Resources","Unknown","Male","110","110","28900","27500"
"In post","2021","20-29","Internal Audit","Internal Audit","Female","30","30","34590","33300"
"In post","2021","20-29","Internal Audit","Internal Audit","Male","20","20","[c]","[c]"
"In post","2021","20-29","Internal Audit","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Legal","Female","500","500","37160","36160"
"In post","2021","20-29","Legal","Legal","Male","245","245","37820","37230"
"In post","2021","20-29","Legal","Operational Delivery","Female","635","625","23850","23470"
"In post","2021","20-29","Legal","Operational Delivery","Male","260","260","24310","23140"
"In post","2021","20-29","Legal","Other","Female","65","65","27600","27350"
"In post","2021","20-29","Legal","Other","Male","45","40","27150","27350"
