"Status","Year","Parent_department","Region_ITL2","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","East Anglia","Peterborough","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","Suffolk","Female","25","20","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","Suffolk","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","Cardiff and Vale of Glamorgan","Female","135","125","38430","38000"
"In post","2021","Attorney General's Departments","East Wales","Cardiff and Vale of Glamorgan","Male","75","75","45890","48830"
"In post","2021","Attorney General's Departments","East Wales","Flintshire and Wrexham","Female","50","45","39110","34480"
"In post","2021","Attorney General's Departments","East Wales","Flintshire and Wrexham","Male","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Female","50","45","37270","28430"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Male","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","Heart of Essex","Female","135","120","40170","34140"
"In post","2021","Attorney General's Departments","Essex","Heart of Essex","Male","55","50","43630","36240"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","25","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Female","95","90","39350","33310"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Male","60","55","45430","50220"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Female","15","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Greater Manchester","Manchester","Female","245","215","39720","33900"
"In post","2021","Attorney General's Departments","Greater Manchester","Manchester","Male","120","120","44360","48080"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","Portsmouth","Female","70","65","36650","30110"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","Portsmouth","Male","40","35","42820","39880"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","South Hampshire","Female","100","90","46040","45530"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","South Hampshire","Male","50","50","45410","50520"
"In post","2021","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Warwickshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Warwickshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Worcestershire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Worcestershire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - East","Haringey and Islington","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - East","Haringey and Islington","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - East","Lewisham and Southwark","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - East","Lewisham and Southwark","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - West","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - West","Camden and City of London","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - West","Westminster","Female","2825","2600","50040","51250"
"In post","2021","Attorney General's Departments","Inner London - West","Westminster","Male","1675","1640","51380","51250"
"In post","2021","Attorney General's Departments","Kent","East Kent","Female","80","70","37110","30110"
"In post","2021","Attorney General's Departments","Kent","East Kent","Male","45","45","43570","40000"
"In post","2021","Attorney General's Departments","Kent","Mid Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Kent","Mid Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lancashire","Mid Lancashire","Female","110","100","38190","32890"
"In post","2021","Attorney General's Departments","Lancashire","Mid Lancashire","Male","65","65","43340","48080"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicester","Female","100","90","37020","33310"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicester","Male","40","40","43920","48830"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","Lincolnshire","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","Lincolnshire","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Merseyside","Liverpool","Female","240","225","35850","28430"
"In post","2021","Attorney General's Departments","Merseyside","Liverpool","Male","125","125","40890","38180"
"In post","2021","Attorney General's Departments","North Eastern Scotland","Aberdeen City and Aberdeenshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North Eastern Scotland","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North Yorkshire","York","Female","195","170","45790","51470"
"In post","2021","Attorney General's Departments","North Yorkshire","York","Male","125","120","49250","55610"
"In post","2021","Attorney General's Departments","Northumberland and Tyne and Wear","Northumberland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Northumberland and Tyne and Wear","Northumberland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Northumberland and Tyne and Wear","Tyneside","Female","160","140","36090","28430"
"In post","2021","Attorney General's Departments","Northumberland and Tyne and Wear","Tyneside","Male","85","80","41760","48080"
"In post","2021","Attorney General's Departments","Outer London - East and North East","Bexley and Greenwich","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - East and North East","Bexley and Greenwich","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - East and North East","Redbridge and Waltham Forest","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - East and North East","Redbridge and Waltham Forest","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - South","Croydon","Female","55","50","40580","33610"
"In post","2021","Attorney General's Departments","Outer London - South","Croydon","Male","35","35","37220","31180"
"In post","2021","Attorney General's Departments","Outer London - South","Merton, Kingston upon Thames and Sutton","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - South","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - West and North West","Harrow and Hillingdon","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - West and North West","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - West and North West","Hounslow and Richmond upon Thames","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - West and North West","Hounslow and Richmond upon Thames","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Shropshire and Staffordshire","Shropshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Shropshire and Staffordshire","Shropshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Shropshire and Staffordshire","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Shropshire and Staffordshire","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Shropshire and Staffordshire","Stoke-on-Trent","Female","50","45","39920","48080"
"In post","2021","Attorney General's Departments","Shropshire and Staffordshire","Stoke-on-Trent","Male","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","South Yorkshire","Sheffield","Female","100","85","34320","28430"
"In post","2021","Attorney General's Departments","South Yorkshire","Sheffield","Male","40","40","39800","34480"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","Brighton and Hove","Female","75","70","41200","32020"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","Brighton and Hove","Male","35","30","46020","50520"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","West Surrey","Female","40","40","40650","40000"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","West Surrey","Male","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Tees Valley and Durham","South Teesside","Female","70","60","36990","28430"
"In post","2021","Attorney General's Departments","Tees Valley and Durham","South Teesside","Male","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands","Birmingham","Female","325","295","38170","32290"
"In post","2021","Attorney General's Departments","West Midlands","Birmingham","Male","160","160","43130","40420"
"In post","2021","Attorney General's Departments","West Midlands","Wolverhampton","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands","Wolverhampton","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Wales and The Valleys","Bridgend and Neath Port Talbot","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Wales and The Valleys","Bridgend and Neath Port Talbot","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Wales and The Valleys","Central Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Wales and The Valleys","Central Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Wales and The Valleys","Swansea","Female","55","50","39220","33310"
"In post","2021","Attorney General's Departments","West Wales and The Valleys","Swansea","Male","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","West Yorkshire","Leeds","Female","255","225","39750","37890"
"In post","2021","Attorney General's Departments","West Yorkshire","Leeds","Male","130","125","46290","49210"
"In post","2021","Attorney General's Departments","West Yorkshire","Wakefield","Female","40","35","33960","29280"
"In post","2021","Attorney General's Departments","West Yorkshire","Wakefield","Male","30","30","38730","30130"
"In post","2021","Cabinet Office","Bedfordshire and Hertfordshire","Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bedfordshire and Hertfordshire","Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Female","50","45","28550","26670"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Male","40","40","31660","33300"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cheshire","Warrington","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cheshire","Warrington","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cumbria","West Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cumbria","West Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Derbyshire and Nottinghamshire","Nottingham","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Derbyshire and Nottinghamshire","Nottingham","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Devon","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Devon","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Devon","Plymouth","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Devon","Plymouth","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Dorset and Somerset","Dorset CC","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Dorset and Somerset","Dorset CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Anglia","Cambridgeshire CC","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office","East Anglia","Cambridgeshire CC","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office","East Anglia","Norwich and East Norfolk","Female","50","45","45630","39370"
"In post","2021","Cabinet Office","East Anglia","Norwich and East Norfolk","Male","45","45","46660","49700"
"In post","2021","Cabinet Office","East Anglia","Peterborough","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Anglia","Peterborough","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Anglia","Suffolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Anglia","Suffolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Wales","Cardiff and Vale of Glamorgan","Female","20","20","[c]","[c]"
"In post","2021","Cabinet Office","East Wales","Cardiff and Vale of Glamorgan","Male","15","15","[c]","[c]"
"In post","2021","Cabinet Office","East Wales","Monmouthshire and Newport","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office","East Wales","Monmouthshire and Newport","Male","15","15","[c]","[c]"
"In post","2021","Cabinet Office","Eastern Scotland","City of Edinburgh","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office","Eastern Scotland","City of Edinburgh","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","25","25","[c]","[c]"
"In post","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Female","35","30","39300","37300"
"In post","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Male","30","30","47420","49700"
"In post","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Female","20","20","[c]","[c]"
"In post","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Male","45","45","59490","53320"
"In post","2021","Cabinet Office","Greater Manchester","Greater Manchester South East","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester","Greater Manchester South East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester","Greater Manchester South West","Female","100","95","44200","38410"
"In post","2021","Cabinet Office","Greater Manchester","Greater Manchester South West","Male","70","70","46580","49700"
"In post","2021","Cabinet Office","Greater Manchester","Manchester","Female","55","55","42720","33300"
"In post","2021","Cabinet Office","Greater Manchester","Manchester","Male","40","40","51340","49700"
"In post","2021","Cabinet Office","Hampshire and Isle of Wight","Central Hampshire","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office","Hampshire and Isle of Wight","Central Hampshire","Male","25","20","[c]","[c]"
"In post","2021","Cabinet Office","Hampshire and Isle of Wight","North Hampshire","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Hampshire and Isle of Wight","North Hampshire","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Hampshire and Isle of Wight","Portsmouth","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office","Hampshire and Isle of Wight","Portsmouth","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Hampshire and Isle of Wight","South Hampshire","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Hampshire and Isle of Wight","South Hampshire","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Inner London - East","Hackney and Newham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Inner London - East","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Inner London - East","Lambeth","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Inner London - East","Lambeth","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Inner London - East","Lewisham and Southwark","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Inner London - East","Lewisham and Southwark","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Inner London - East","Tower Hamlets","Female","435","425","48900","54700"
"In post","2021","Cabinet Office","Inner London - East","Tower Hamlets","Male","435","430","54470","54700"
"In post","2021","Cabinet Office","Inner London - West","Camden and City of London","Female","40","35","50970","54700"
"In post","2021","Cabinet Office","Inner London - West","Camden and City of London","Male","60","55","56290","56340"
"In post","2021","Cabinet Office","Inner London - West","Westminster","Female","2930","2875","46750","38580"
"In post","2021","Cabinet Office","Inner London - West","Westminster","Male","2520","2510","52440","43890"
"In post","2021","Cabinet Office","Kent","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Kent","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Kent","Mid Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Kent","Mid Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Kent","West Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Kent","West Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lancashire","Blackpool","Female","20","20","[c]","[c]"
"In post","2021","Cabinet Office","Lancashire","Blackpool","Male","20","20","[c]","[c]"
"In post","2021","Cabinet Office","Lancashire","Lancaster and Wyre","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lancashire","Lancaster and Wyre","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lincolnshire","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lincolnshire","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Merseyside","East Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Merseyside","East Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Merseyside","Liverpool","Female","60","55","46930","49700"
"In post","2021","Cabinet Office","Merseyside","Liverpool","Male","65","65","51310","49700"
"In post","2021","Cabinet Office","Merseyside","Sefton","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Merseyside","Sefton","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North Yorkshire","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North Yorkshire","North Yorkshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North Yorkshire","York","Female","235","215","28550","26670"
"In post","2021","Cabinet Office","North Yorkshire","York","Male","210","200","29910","26670"
"In post","2021","Cabinet Office","Northern Ireland","Ards and North Down","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Northern Ireland","Ards and North Down","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Northern Ireland","Belfast","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Northern Ireland","Belfast","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Northumberland and Tyne and Wear","Tyneside","Female","250","225","27650","23850"
"In post","2021","Cabinet Office","Northumberland and Tyne and Wear","Tyneside","Male","155","150","29760","23850"
"In post","2021","Cabinet Office","Outer London - South","Croydon","Female","30","30","[c]","[c]"
"In post","2021","Cabinet Office","Outer London - South","Croydon","Male","20","20","[c]","[c]"
"In post","2021","Cabinet Office","Outer London - West and North West","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Outer London - West and North West","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Shropshire and Staffordshire","Telford and Wrekin","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Shropshire and Staffordshire","Telford and Wrekin","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office","South Yorkshire","Sheffield","Female","55","55","46160","40160"
"In post","2021","Cabinet Office","South Yorkshire","Sheffield","Male","45","45","48050","49700"
"In post","2021","Cabinet Office","Southern Scotland","South Lanarkshire","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office","Southern Scotland","South Lanarkshire","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Surrey, East and West Sussex","Brighton and Hove","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Surrey, East and West Sussex","Brighton and Hove","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Surrey, East and West Sussex","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Surrey, East and West Sussex","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Tees Valley and Durham","Darlington","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Tees Valley and Durham","Darlington","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Tees Valley and Durham","South Teesside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Tees Valley and Durham","South Teesside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Unknown","Female","325","320","36050","32000"
"In post","2021","Cabinet Office","Unknown","Unknown","Male","275","275","36480","32000"
"In post","2021","Cabinet Office","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Central Scotland","Glasgow City","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office","West Central Scotland","Glasgow City","Male","15","15","[c]","[c]"
"In post","2021","Cabinet Office","West Midlands","Birmingham","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office","West Midlands","Birmingham","Male","15","15","[c]","[c]"
"In post","2021","Cabinet Office","West Midlands","Coventry","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office","West Midlands","Coventry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Wales and The Valleys","South West Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Wales and The Valleys","South West Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Wales and The Valleys","Swansea","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Wales and The Valleys","Swansea","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Yorkshire","Bradford","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Yorkshire","Bradford","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Yorkshire","Leeds","Female","105","100","47700","40250"
"In post","2021","Cabinet Office","West Yorkshire","Leeds","Male","85","80","46360","40250"
"In post","2021","Chancellor's other departments","Eastern Scotland","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Eastern Scotland","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Inner London - West","Camden and City of London","Female","75","70","60350","60780"
"In post","2021","Chancellor's other departments","Inner London - West","Camden and City of London","Male","125","120","67730","57250"
"In post","2021","Chancellor's other departments","Inner London - West","Westminster","Female","80","80","47740","44370"
"In post","2021","Chancellor's other departments","Inner London - West","Westminster","Male","80","80","57400","49220"
