"Status","Year","Age","Ethnicity","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Asian","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
