"Status","Year","Parent_department","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Chancellor's other departments","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Chancellor's other departments","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","G6","Heterosexual / straight","90","85","88700","80760"
"In post","2021","Chancellor's other departments","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","G6","Undeclared","20","15","[c]","[c]"
"In post","2021","Chancellor's other departments","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","G7","Heterosexual / straight","45","45","55680","55960"
"In post","2021","Chancellor's other departments","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","G7","Undeclared","20","20","[c]","[c]"
"In post","2021","Chancellor's other departments","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","HEO","Heterosexual / straight","50","45","36460","36550"
"In post","2021","Chancellor's other departments","HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Chancellor's other departments","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","SEO","Heterosexual / straight","60","60","45740","45490"
"In post","2021","Chancellor's other departments","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Chancellor's other departments","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Charity Commission","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","AO","Unknown","10","5","[c]","[c]"
"In post","2021","Charity Commission","EO","Heterosexual / straight","60","55","24590","24440"
"In post","2021","Charity Commission","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Charity Commission","EO","Unknown","45","40","24980","24440"
"In post","2021","Charity Commission","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Charity Commission","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G6","Unknown","10","10","[c]","[c]"
"In post","2021","Charity Commission","G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Charity Commission","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G7","Unknown","20","15","[c]","[c]"
"In post","2021","Charity Commission","HEO","Heterosexual / straight","80","75","29340","29160"
"In post","2021","Charity Commission","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Charity Commission","HEO","Unknown","50","50","29600","29160"
"In post","2021","Charity Commission","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SEO","Heterosexual / straight","50","45","38250","37910"
"In post","2021","Charity Commission","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SEO","Unknown","45","40","38430","37910"
"In post","2021","Competition and Markets Authority","AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Competition and Markets Authority","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","EO","Heterosexual / straight","60","60","28520","28160"
"In post","2021","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","G6","Heterosexual / straight","150","145","76360","75140"
"In post","2021","Competition and Markets Authority","G6","LGBO","15","15","[c]","[c]"
"In post","2021","Competition and Markets Authority","G6","Undeclared","15","15","[c]","[c]"
"In post","2021","Competition and Markets Authority","G6","Unknown","15","15","[c]","[c]"
"In post","2021","Competition and Markets Authority","G7","Heterosexual / straight","195","190","57790","56360"
"In post","2021","Competition and Markets Authority","G7","LGBO","15","15","[c]","[c]"
"In post","2021","Competition and Markets Authority","G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Competition and Markets Authority","G7","Unknown","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","HEO","Heterosexual / straight","115","110","35240","34570"
"In post","2021","Competition and Markets Authority","HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Competition and Markets Authority","HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","SCS level","Heterosexual / straight","90","85","107200","99920"
"In post","2021","Competition and Markets Authority","SCS level","LGBO","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","SEO","Heterosexual / straight","50","50","44460","43880"
"In post","2021","Competition and Markets Authority","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA","Unknown","65","60","19410","18900"
"In post","2021","Department for Business, Energy and Industrial Strategy","AO","Heterosexual / straight","655","595","21790","21140"
"In post","2021","Department for Business, Energy and Industrial Strategy","AO","LGBO","45","45","21200","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","AO","Undeclared","60","55","22210","22490"
"In post","2021","Department for Business, Energy and Industrial Strategy","AO","Unknown","640","595","21780","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","970","915","26850","26860"
"In post","2021","Department for Business, Energy and Industrial Strategy","EO","LGBO","95","95","26550","26860"
"In post","2021","Department for Business, Energy and Industrial Strategy","EO","Undeclared","105","100","27620","27460"
"In post","2021","Department for Business, Energy and Industrial Strategy","EO","Unknown","775","745","25830","25270"
"In post","2021","Department for Business, Energy and Industrial Strategy","G6","Heterosexual / straight","570","550","67940","65740"
"In post","2021","Department for Business, Energy and Industrial Strategy","G6","LGBO","60","60","65980","64990"
"In post","2021","Department for Business, Energy and Industrial Strategy","G6","Undeclared","95","90","68740","66830"
"In post","2021","Department for Business, Energy and Industrial Strategy","G6","Unknown","220","205","63680","62660"
"In post","2021","Department for Business, Energy and Industrial Strategy","G7","Heterosexual / straight","1565","1520","55560","53800"
"In post","2021","Department for Business, Energy and Industrial Strategy","G7","LGBO","165","165","55040","53600"
"In post","2021","Department for Business, Energy and Industrial Strategy","G7","Undeclared","240","235","55580","53600"
"In post","2021","Department for Business, Energy and Industrial Strategy","G7","Unknown","705","680","52000","50600"
"In post","2021","Department for Business, Energy and Industrial Strategy","HEO","Heterosexual / straight","1580","1520","34120","33570"
"In post","2021","Department for Business, Energy and Industrial Strategy","HEO","LGBO","150","145","33590","33570"
"In post","2021","Department for Business, Energy and Industrial Strategy","HEO","Undeclared","225","215","35210","34000"
"In post","2021","Department for Business, Energy and Industrial Strategy","HEO","Unknown","1070","1035","34010","33640"
"In post","2021","Department for Business, Energy and Industrial Strategy","SCS level","Heterosexual / straight","300","285","83320","75500"
"In post","2021","Department for Business, Energy and Industrial Strategy","SCS level","LGBO","30","30","84740","75330"
"In post","2021","Department for Business, Energy and Industrial Strategy","SCS level","Undeclared","25","25","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","SCS level","Unknown","35","35","88930","86500"
"In post","2021","Department for Business, Energy and Industrial Strategy","SEO","Heterosexual / straight","1345","1305","42430","40450"
"In post","2021","Department for Business, Energy and Industrial Strategy","SEO","LGBO","135","135","41560","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy","SEO","Undeclared","170","165","42550","40270"
"In post","2021","Department for Business, Energy and Industrial Strategy","SEO","Unknown","1040","990","41320","40140"
"In post","2021","Department for Digital, Culture, Media and Sport","AA","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","130","125","27360","26180"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","Unknown","25","25","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","G6","Heterosexual / straight","140","135","67210","65410"
"In post","2021","Department for Digital, Culture, Media and Sport","G6","LGBO","20","20","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","G6","Undeclared","15","15","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","G6","Unknown","30","30","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","G7","Heterosexual / straight","425","415","55900","52250"
"In post","2021","Department for Digital, Culture, Media and Sport","G7","LGBO","60","60","56610","52250"
"In post","2021","Department for Digital, Culture, Media and Sport","G7","Undeclared","40","40","56240","52300"
"In post","2021","Department for Digital, Culture, Media and Sport","G7","Unknown","75","75","56140","52250"
"In post","2021","Department for Digital, Culture, Media and Sport","HEO","Heterosexual / straight","450","445","37210","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","HEO","LGBO","75","75","35420","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","HEO","Undeclared","40","40","37690","34210"
"In post","2021","Department for Digital, Culture, Media and Sport","HEO","Unknown","95","95","37070","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS level","Heterosexual / straight","100","95","86740","75950"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS level","LGBO","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","Department for Education","AO","Heterosexual / straight","70","65","21650","21000"
"In post","2021","Department for Education","AO","LGBO","15","10","[c]","[c]"
"In post","2021","Department for Education","AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for Education","AO","Unknown","20","20","[c]","[c]"
"In post","2021","Department for Education","EO","Heterosexual / straight","665","640","26600","26000"
"In post","2021","Department for Education","EO","LGBO","50","50","26300","26000"
"In post","2021","Department for Education","EO","Undeclared","55","55","27450","26000"
"In post","2021","Department for Education","EO","Unknown","185","180","26820","26000"
"In post","2021","Department for Education","G6","Heterosexual / straight","650","630","64870","64180"
"In post","2021","Department for Education","G6","LGBO","40","40","64800","64180"
"In post","2021","Department for Education","G6","Undeclared","70","65","65400","65110"
"In post","2021","Department for Education","G6","Unknown","165","160","65260","64590"
"In post","2021","Department for Education","G7","Heterosexual / straight","1350","1295","52410","50630"
"In post","2021","Department for Education","G7","LGBO","95","95","52880","52570"
"In post","2021","Department for Education","G7","Undeclared","140","140","52400","50880"
"In post","2021","Department for Education","G7","Unknown","375","365","52810","53320"
"In post","2021","Department for Education","HEO","Heterosexual / straight","1180","1140","31490","30200"
"In post","2021","Department for Education","HEO","LGBO","100","95","31300","30090"
"In post","2021","Department for Education","HEO","Undeclared","110","110","31700","30200"
"In post","2021","Department for Education","HEO","Unknown","310","300","31860","31860"
"In post","2021","Department for Education","SCS level","Heterosexual / straight","210","205","82720","74240"
"In post","2021","Department for Education","SCS level","LGBO","20","20","[c]","[c]"
"In post","2021","Department for Education","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2021","Department for Education","SCS level","Unknown","55","50","88870","81790"
"In post","2021","Department for Education","SEO","Heterosexual / straight","1370","1320","39060","37100"
"In post","2021","Department for Education","SEO","LGBO","100","100","39860","38140"
"In post","2021","Department for Education","SEO","Undeclared","140","135","39520","38000"
"In post","2021","Department for Education","SEO","Unknown","355","345","39480","39930"
"In post","2021","Department for Education","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","AA","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","AA","Unknown","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","AO","Heterosexual / straight","1060","965","21690","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","AO","LGBO","75","75","21680","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","AO","Undeclared","110","100","21520","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","AO","Unknown","765","700","21320","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","EO","Heterosexual / straight","1245","1175","26380","25560"
"In post","2021","Department for Environment, Food and Rural Affairs","EO","LGBO","110","105","26100","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","EO","Undeclared","155","150","26420","25670"
"In post","2021","Department for Environment, Food and Rural Affairs","EO","Unknown","545","505","25860","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","G6","Heterosexual / straight","420","410","62300","61710"
"In post","2021","Department for Environment, Food and Rural Affairs","G6","LGBO","25","25","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","G6","Undeclared","40","40","62290","61710"
"In post","2021","Department for Environment, Food and Rural Affairs","G6","Unknown","120","120","63210","63450"
"In post","2021","Department for Environment, Food and Rural Affairs","G7","Heterosexual / straight","1170","1135","51660","52010"
"In post","2021","Department for Environment, Food and Rural Affairs","G7","LGBO","85","80","51410","52290"
"In post","2021","Department for Environment, Food and Rural Affairs","G7","Undeclared","145","140","52370","52290"
"In post","2021","Department for Environment, Food and Rural Affairs","G7","Unknown","330","315","51660","51930"
"In post","2021","Department for Environment, Food and Rural Affairs","HEO","Heterosexual / straight","1470","1410","31350","30730"
"In post","2021","Department for Environment, Food and Rural Affairs","HEO","LGBO","110","110","31700","32150"
"In post","2021","Department for Environment, Food and Rural Affairs","HEO","Undeclared","190","180","31620","31650"
"In post","2021","Department for Environment, Food and Rural Affairs","HEO","Unknown","470","445","31120","30230"
"In post","2021","Department for Environment, Food and Rural Affairs","SCS level","Heterosexual / straight","165","160","84270","77370"
"In post","2021","Department for Environment, Food and Rural Affairs","SCS level","LGBO","20","15","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","SCS level","Unknown","45","45","84670","76550"
"In post","2021","Department for Environment, Food and Rural Affairs","SEO","Heterosexual / straight","1420","1360","38630","37480"
"In post","2021","Department for Environment, Food and Rural Affairs","SEO","LGBO","90","85","38600","38750"
"In post","2021","Department for Environment, Food and Rural Affairs","SEO","Undeclared","190","185","39350","38310"
"In post","2021","Department for Environment, Food and Rural Affairs","SEO","Unknown","440","415","38530","37590"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Department for International Trade","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","AO","Unknown","10","10","[c]","[c]"
"In post","2021","Department for International Trade","EO","Heterosexual / straight","140","140","27320","26510"
"In post","2021","Department for International Trade","EO","LGBO","20","20","[c]","[c]"
"In post","2021","Department for International Trade","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for International Trade","EO","Unknown","90","90","27370","26510"
"In post","2021","Department for International Trade","G6","Heterosexual / straight","185","180","63460","62170"
"In post","2021","Department for International Trade","G6","LGBO","20","20","[c]","[c]"
"In post","2021","Department for International Trade","G6","Undeclared","15","15","[c]","[c]"
"In post","2021","Department for International Trade","G6","Unknown","75","75","63370","62170"
"In post","2021","Department for International Trade","G7","Heterosexual / straight","455","445","52280","51970"
"In post","2021","Department for International Trade","G7","LGBO","60","60","52010","51970"
"In post","2021","Department for International Trade","G7","Undeclared","40","40","52180","51970"
"In post","2021","Department for International Trade","G7","Unknown","225","225","52900","51970"
"In post","2021","Department for International Trade","HEO","Heterosexual / straight","335","330","32130","32120"
"In post","2021","Department for International Trade","HEO","LGBO","40","40","31850","32070"
"In post","2021","Department for International Trade","HEO","Undeclared","30","30","33390","33090"
"In post","2021","Department for International Trade","HEO","Unknown","220","220","32460","32120"
"In post","2021","Department for International Trade","SCS level","Heterosexual / straight","110","105","86920","76810"
"In post","2021","Department for International Trade","SCS level","LGBO","15","15","[c]","[c]"
"In post","2021","Department for International Trade","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for International Trade","SCS level","Unknown","40","40","86220","75570"
"In post","2021","Department for International Trade","SEO","Heterosexual / straight","295","290","38920","38540"
"In post","2021","Department for International Trade","SEO","LGBO","30","30","[c]","[c]"
"In post","2021","Department for International Trade","SEO","Undeclared","40","40","38870","38540"
"In post","2021","Department for International Trade","SEO","Unknown","155","155","39440","38540"
"In post","2021","Department for Transport","AA","Heterosexual / straight","635","520","18380","18060"
"In post","2021","Department for Transport","AA","LGBO","30","25","18060","18060"
"In post","2021","Department for Transport","AA","Undeclared","440","325","18350","18060"
"In post","2021","Department for Transport","AA","Unknown","205","165","18510","18060"
"In post","2021","Department for Transport","AO","Heterosexual / straight","2610","2350","22710","21590"
"In post","2021","Department for Transport","AO","LGBO","130","125","22400","21590"
"In post","2021","Department for Transport","AO","Undeclared","840","700","22260","21590"
"In post","2021","Department for Transport","AO","Unknown","810","745","23800","21590"
"In post","2021","Department for Transport","EO","Heterosexual / straight","2525","2380","28080","26780"
"In post","2021","Department for Transport","EO","LGBO","130","130","28040","26780"
"In post","2021","Department for Transport","EO","Undeclared","835","745","28000","26780"
"In post","2021","Department for Transport","EO","Unknown","685","665","27810","26700"
"In post","2021","Department for Transport","G6","Heterosexual / straight","385","375","69470","66230"
"In post","2021","Department for Transport","G6","LGBO","20","20","[c]","[c]"
"In post","2021","Department for Transport","G6","Undeclared","55","50","73850","67940"
"In post","2021","Department for Transport","G6","Unknown","65","60","70700","66230"
"In post","2021","Department for Transport","G7","Heterosexual / straight","930","905","56630","54760"
"In post","2021","Department for Transport","G7","LGBO","80","80","54960","54650"
"In post","2021","Department for Transport","G7","Undeclared","165","160","57520","55300"
"In post","2021","Department for Transport","G7","Unknown","185","180","56750","54650"
"In post","2021","Department for Transport","HEO","Heterosexual / straight","1545","1495","33770","33350"
"In post","2021","Department for Transport","HEO","LGBO","110","105","34220","34710"
"In post","2021","Department for Transport","HEO","Undeclared","320","310","33700","33330"
"In post","2021","Department for Transport","HEO","Unknown","325","320","33630","34710"
"In post","2021","Department for Transport","SCS level","Heterosexual / straight","185","175","89330","80590"
"In post","2021","Department for Transport","SCS level","LGBO","15","15","[c]","[c]"
"In post","2021","Department for Transport","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2021","Department for Transport","SCS level","Unknown","20","20","[c]","[c]"
"In post","2021","Department for Transport","SEO","Heterosexual / straight","1155","1125","43420","42520"
"In post","2021","Department for Transport","SEO","LGBO","65","65","42380","42890"
"In post","2021","Department for Transport","SEO","Undeclared","245","240","43190","42470"
"In post","2021","Department for Transport","SEO","Unknown","225","220","42450","42470"
"In post","2021","Department for Work and Pensions","AA","Heterosexual / straight","165","135","20160","20230"
"In post","2021","Department for Work and Pensions","AA","LGBO","10","10","[c]","[c]"
"In post","2021","Department for Work and Pensions","AA","Undeclared","25","25","[c]","[c]"
"In post","2021","Department for Work and Pensions","AA","Unknown","85","70","20140","20230"
"In post","2021","Department for Work and Pensions","AO","Heterosexual / straight","17740","15395","21220","21010"
"In post","2021","Department for Work and Pensions","AO","LGBO","1070","1010","21300","21010"
"In post","2021","Department for Work and Pensions","AO","Undeclared","2580","2210","21190","21010"
"In post","2021","Department for Work and Pensions","AO","Unknown","7925","6500","21110","21010"
"In post","2021","Department for Work and Pensions","EO","Heterosexual / straight","32355","29490","28120","27570"
"In post","2021","Department for Work and Pensions","EO","LGBO","2080","2000","28160","27570"
"In post","2021","Department for Work and Pensions","EO","Undeclared","3790","3395","28060","27570"
"In post","2021","Department for Work and Pensions","EO","Unknown","10795","9485","28100","27570"
"In post","2021","Department for Work and Pensions","G6","Heterosexual / straight","585","565","66590","66250"
"In post","2021","Department for Work and Pensions","G6","LGBO","30","30","[c]","[c]"
"In post","2021","Department for Work and Pensions","G6","Undeclared","65","60","70390","69730"
"In post","2021","Department for Work and Pensions","G6","Unknown","190","180","66360","66250"
"In post","2021","Department for Work and Pensions","G7","Heterosexual / straight","1640","1570","53760","52750"
