"Status","Year","Organisation","Region_ITL1","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Advisory, Conciliation and Arbitration Service","North West (England)","EO","Male","30","30","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North West (England)","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North West (England)","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North West (England)","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North West (England)","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North West (England)","HEO","Female","35","30","32920","34500"
"In post","2021","Advisory, Conciliation and Arbitration Service","North West (England)","HEO","Male","25","25","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North West (England)","SEO","Female","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North West (England)","SEO","Male","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","EO","Female","25","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","EO","Male","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","HEO","Female","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","HEO","Male","20","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","SEO","Male","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","HEO","Male","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","SEO","Male","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","EO","Female","10","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","EO","Male","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","HEO","Female","20","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","HEO","Male","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","SEO","Male","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","EO","Female","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","EO","Male","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","HEO","Female","25","25","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","HEO","Male","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","SEO","Female","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","SEO","Male","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","EO","Female","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","EO","Male","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","HEO","Female","25","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","HEO","Male","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","SEO","Female","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","EO","Female","15","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","EO","Male","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","HEO","Female","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","HEO","Male","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","SEO","Female","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","AO","Female","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","EO","Female","20","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","EO","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","G7","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","HEO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","HEO","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","SEO","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","SEO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","AO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","AO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","EO","Female","35","30","25330","25100"
"In post","2021","Animal and Plant Health Agency","East of England","EO","Male","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","HEO","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","HEO","Male","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","SEO","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","SEO","Male","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","AO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","EO","Female","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","EO","Male","30","30","31200","31460"
"In post","2021","Animal and Plant Health Agency","London","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","G7","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","G7","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","HEO","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","HEO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","SEO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","AO","Female","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","EO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","SEO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","AO","Female","80","70","21130","21050"
"In post","2021","Animal and Plant Health Agency","North West (England)","AO","Male","40","40","21050","21050"
"In post","2021","Animal and Plant Health Agency","North West (England)","EO","Female","50","45","25350","25100"
"In post","2021","Animal and Plant Health Agency","North West (England)","EO","Male","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","G7","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","G7","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","HEO","Female","20","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","HEO","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","SEO","Female","30","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","SEO","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","AO","Female","30","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","AO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","EO","Female","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","EO","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","G7","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","G7","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","HEO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","HEO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","SEO","Female","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","SEO","Male","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","AA","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","AO","Female","110","105","24340","24370"
"In post","2021","Animal and Plant Health Agency","South East (England)","AO","Male","60","60","24370","24370"
"In post","2021","Animal and Plant Health Agency","South East (England)","EO","Female","130","120","27780","28270"
"In post","2021","Animal and Plant Health Agency","South East (England)","EO","Male","70","70","27640","28170"
"In post","2021","Animal and Plant Health Agency","South East (England)","G6","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","G6","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","G7","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","G7","Male","25","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","HEO","Female","75","75","33070","33120"
"In post","2021","Animal and Plant Health Agency","South East (England)","HEO","Male","50","50","33400","33510"
"In post","2021","Animal and Plant Health Agency","South East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","SEO","Female","55","55","40510","39420"
"In post","2021","Animal and Plant Health Agency","South East (England)","SEO","Male","55","50","40990","40200"
"In post","2021","Animal and Plant Health Agency","South West (England)","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","AO","Female","105","100","21130","21050"
"In post","2021","Animal and Plant Health Agency","South West (England)","AO","Male","55","55","21120","21050"
"In post","2021","Animal and Plant Health Agency","South West (England)","EO","Female","60","55","25220","25100"
"In post","2021","Animal and Plant Health Agency","South West (England)","EO","Male","45","45","25650","25320"
"In post","2021","Animal and Plant Health Agency","South West (England)","G6","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","G7","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","G7","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","HEO","Female","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","HEO","Male","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","SEO","Female","55","50","40110","37480"
"In post","2021","Animal and Plant Health Agency","South West (England)","SEO","Male","30","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wales","AO","Female","105","95","21110","21050"
"In post","2021","Animal and Plant Health Agency","Wales","AO","Male","35","35","21080","21050"
"In post","2021","Animal and Plant Health Agency","Wales","EO","Female","40","35","25630","25190"
"In post","2021","Animal and Plant Health Agency","Wales","EO","Male","30","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wales","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wales","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wales","G7","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wales","G7","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wales","HEO","Female","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wales","HEO","Male","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wales","SEO","Female","35","35","38410","37360"
"In post","2021","Animal and Plant Health Agency","Wales","SEO","Male","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","AO","Female","55","50","21110","21050"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","AO","Male","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","EO","Female","45","45","25210","25100"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","EO","Male","30","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","G7","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","G7","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","HEO","Female","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","HEO","Male","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","SEO","Female","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","SEO","Male","30","30","41080","37700"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","AO","Female","40","40","21440","21050"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","AO","Male","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","EO","Female","30","30","26050","25320"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","EO","Male","35","30","25680","25210"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","G6","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","G7","Female","[c]","[c]","[c]","[c]"
