"Status","Year","Ethnicity","Parent_department","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Cabinet Office","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","EO","Heterosexual / straight","70","70","27710","27500"
"In post","2021","Asian","Cabinet Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","G6","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Asian","Cabinet Office","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","G7","Heterosexual / straight","120","115","56130","54700"
"In post","2021","Asian","Cabinet Office","G7","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Cabinet Office","G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Cabinet Office","G7","Unknown","10","5","[c]","[c]"
"In post","2021","Asian","Cabinet Office","HEO","Heterosexual / straight","100","100","34690","34550"
"In post","2021","Asian","Cabinet Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Cabinet Office","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Asian","Cabinet Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","SEO","Heterosexual / straight","55","55","41070","40600"
"In post","2021","Asian","Cabinet Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","HEO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","AO","Heterosexual / straight","55","50","22130","20880"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","AO","Unknown","25","20","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","95","90","27740","27680"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","EO","Unknown","20","20","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","G6","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","G7","Heterosexual / straight","110","110","55040","53600"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","G7","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","G7","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","HEO","Heterosexual / straight","150","150","33990","33640"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","HEO","Unknown","20","15","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","SEO","Heterosexual / straight","120","120","41850","40220"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","SEO","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","SEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","SEO","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","G7","Heterosexual / straight","35","35","56630","52130"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","HEO","Heterosexual / straight","45","45","37730","35220"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Department for Education","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","EO","Heterosexual / straight","120","115","26440","25000"
"In post","2021","Asian","Department for Education","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Department for Education","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Department for Education","G6","Heterosexual / straight","35","35","65690","65370"
"In post","2021","Asian","Department for Education","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","G7","Heterosexual / straight","105","105","52160","52310"
"In post","2021","Asian","Department for Education","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","G7","Unknown","20","20","[c]","[c]"
"In post","2021","Asian","Department for Education","HEO","Heterosexual / straight","155","150","31920","30920"
"In post","2021","Asian","Department for Education","HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Department for Education","HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Department for Education","HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Department for Education","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","Department for Education","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","SEO","Heterosexual / straight","165","160","39400","40230"
"In post","2021","Asian","Department for Education","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","SEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Department for Education","SEO","Unknown","25","25","[c]","[c]"
"In post","2021","Asian","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","AO","Heterosexual / straight","40","40","22260","21050"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","AO","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","AO","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","EO","Heterosexual / straight","65","60","27390","27960"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","EO","Unknown","10","5","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","G7","Heterosexual / straight","40","40","54310","53870"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","HEO","Heterosexual / straight","70","70","32830","32560"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","SEO","Heterosexual / straight","65","65","39060","38820"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","EO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Asian","Department for International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","Department for International Trade","G6","LGBO","[c]","[c]","[c]","[c]"
