"Status","Year","Age","Ethnicity","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Legal","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Legal","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Legal","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","No function","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","No function","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","No function","London","5","5","[c]","[c]"
"In post","2021","16-19","Asian","No function","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","No function","North West (England)","5","5","[c]","[c]"
"In post","2021","16-19","Asian","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","No function","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","No function","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","No function","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","No function","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Property","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Security","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","London","10","10","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Debt","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Debt","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Debt","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Debt","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Debt","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Debt","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Legal","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Legal","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Legal","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","No function","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","No function","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","No function","London","5","5","[c]","[c]"
"In post","2021","16-19","Black","No function","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","No function","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","No function","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","No function","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","No function","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","No function","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Property","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Security","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Debt","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Debt","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Debt","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Debt","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Debt","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Debt","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Legal","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Legal","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Legal","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","No function","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","No function","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","No function","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","No function","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","No function","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","No function","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","No function","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","No function","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","No function","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Security","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","North East (England)","[c]","[c]","[c]","[c]"
