"Status","Year","Age","Disability","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Declared non-disabled","London","Male","5830","5810","36910","34020"
"In post","2021","20-29","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Outside London","Female","17890","17410","26090","25300"
"In post","2021","20-29","Declared non-disabled","Outside London","Male","14855","14730","26490","25560"
"In post","2021","20-29","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Overseas","Female","110","110","35890","33860"
"In post","2021","20-29","Declared non-disabled","Overseas","Male","110","110","36520","33860"
"In post","2021","20-29","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Unknown","Female","80","80","30290","27570"
"In post","2021","20-29","Declared non-disabled","Unknown","Male","65","65","29430","27570"
"In post","2021","20-29","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","London","Female","550","545","36010","34020"
"In post","2021","20-29","Undeclared","London","Male","540","535","36950","34320"
"In post","2021","20-29","Undeclared","Outside London","Female","825","800","26430","26670"
"In post","2021","20-29","Undeclared","Outside London","Male","835","830","26790","26350"
"In post","2021","20-29","Undeclared","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Unknown","Female","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Unknown","Male","5","5","[c]","[c]"
"In post","2021","20-29","Unknown","London","Female","3995","3975","34290","32000"
"In post","2021","20-29","Unknown","London","Male","3075","3065","35740","32790"
"In post","2021","20-29","Unknown","London","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Unknown","Outside London","Female","7755","7555","25320","24000"
"In post","2021","20-29","Unknown","Outside London","Male","7605","7520","25810","25000"
"In post","2021","20-29","Unknown","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Unknown","Overseas","Female","40","40","39430","38300"
"In post","2021","20-29","Unknown","Overseas","Male","30","30","40240","38650"
"In post","2021","20-29","Unknown","Unknown","Female","245","245","30070","29250"
"In post","2021","20-29","Unknown","Unknown","Male","460","460","29690","29250"
"In post","2021","30-39","Declared disabled","London","Female","1010","955","42770","38750"
"In post","2021","30-39","Declared disabled","London","Male","740","735","45070","41770"
"In post","2021","30-39","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Outside London","Female","3650","3320","29180","27570"
"In post","2021","30-39","Declared disabled","Outside London","Male","2630","2580","29580","27570"
"In post","2021","30-39","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Overseas","Female","30","30","49200","53000"
"In post","2021","30-39","Declared disabled","Overseas","Male","40","40","48840","52430"
"In post","2021","30-39","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Unknown","Female","20","20","[c]","[c]"
"In post","2021","30-39","Declared disabled","Unknown","Male","15","15","[c]","[c]"
"In post","2021","30-39","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","London","Female","8905","8415","45190","41950"
"In post","2021","30-39","Declared non-disabled","London","Male","7465","7405","46420","42470"
"In post","2021","30-39","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Outside London","Female","28625","25575","30080","27570"
"In post","2021","30-39","Declared non-disabled","Outside London","Male","23340","23130","31420","27680"
"In post","2021","30-39","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Overseas","Female","280","280","46140","50180"
"In post","2021","30-39","Declared non-disabled","Overseas","Male","420","420","45890","46430"
"In post","2021","30-39","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Unknown","Female","110","100","33310","27570"
"In post","2021","30-39","Declared non-disabled","Unknown","Male","100","100","34860","27570"
"In post","2021","30-39","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","London","Female","680","650","44010","40500"
"In post","2021","30-39","Undeclared","London","Male","670","665","46500","42890"
"In post","2021","30-39","Undeclared","Outside London","Female","2015","1815","29780","27570"
"In post","2021","30-39","Undeclared","Outside London","Male","2035","2010","31620","29620"
"In post","2021","30-39","Undeclared","Overseas","Female","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Overseas","Male","30","30","[c]","[c]"
"In post","2021","30-39","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Unknown","Male","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","London","Female","2535","2445","46130","42710"
"In post","2021","30-39","Unknown","London","Male","2305","2290","46710","42630"
"In post","2021","30-39","Unknown","London","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Outside London","Female","7410","6775","30190","27130"
"In post","2021","30-39","Unknown","Outside London","Male","7535","7450","31160","28380"
"In post","2021","30-39","Unknown","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Overseas","Female","125","125","49820","51500"
"In post","2021","30-39","Unknown","Overseas","Male","125","125","50370","52430"
"In post","2021","30-39","Unknown","Unknown","Female","95","95","39340","33000"
"In post","2021","30-39","Unknown","Unknown","Male","430","430","37700","33570"
"In post","2021","40-49","Declared disabled","London","Female","1140","1050","43320","36800"
"In post","2021","40-49","Declared disabled","London","Male","895","880","43820","37910"
"In post","2021","40-49","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Outside London","Female","6030","5340","29970","27570"
"In post","2021","40-49","Declared disabled","Outside London","Male","3640","3550","31330","27570"
"In post","2021","40-49","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Overseas","Female","25","25","[c]","[c]"
"In post","2021","40-49","Declared disabled","Overseas","Male","40","40","43880","38300"
"In post","2021","40-49","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Unknown","Female","20","20","[c]","[c]"
"In post","2021","40-49","Declared disabled","Unknown","Male","15","15","[c]","[c]"
"In post","2021","40-49","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","London","Female","8625","7870","47130","41970"
"In post","2021","40-49","Declared non-disabled","London","Male","6865","6805","50130","45140"
"In post","2021","40-49","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Outside London","Female","34585","30660","32060","27570"
"In post","2021","40-49","Declared non-disabled","Outside London","Male","25745","25410","34870","31340"
"In post","2021","40-49","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Overseas","Female","335","330","52390","55470"
"In post","2021","40-49","Declared non-disabled","Overseas","Male","475","475","52110","53790"
"In post","2021","40-49","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Unknown","Female","130","120","33460","27570"
"In post","2021","40-49","Declared non-disabled","Unknown","Male","90","90","34020","27770"
"In post","2021","40-49","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","London","Female","655","605","43430","36850"
"In post","2021","40-49","Undeclared","London","Male","705","700","46740","41500"
"In post","2021","40-49","Undeclared","Outside London","Female","2535","2280","31310","27570"
"In post","2021","40-49","Undeclared","Outside London","Male","2875","2830","33060","31650"
"In post","2021","40-49","Undeclared","Overseas","Female","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Overseas","Male","30","30","[c]","[c]"
"In post","2021","40-49","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Unknown","Male","5","5","[c]","[c]"
"In post","2021","40-49","Unknown","London","Female","1855","1725","50860","48900"
"In post","2021","40-49","Unknown","London","Male","1555","1540","53530","50520"
"In post","2021","40-49","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Outside London","Female","6545","5910","33070","28200"
"In post","2021","40-49","Unknown","Outside London","Male","6140","6045","35090","31810"
"In post","2021","40-49","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Overseas","Female","130","130","51620","46620"
"In post","2021","40-49","Unknown","Overseas","Male","130","130","56680","55390"
"In post","2021","40-49","Unknown","Unknown","Female","75","70","38220","32730"
"In post","2021","40-49","Unknown","Unknown","Male","385","385","40990","36670"
"In post","2021","50-59","Declared disabled","London","Female","1730","1625","38900","31880"
"In post","2021","50-59","Declared disabled","London","Male","1175","1150","43130","36620"
"In post","2021","50-59","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Outside London","Female","9380","8335","29120","27570"
"In post","2021","50-59","Declared disabled","Outside London","Male","6030","5785","31820","27570"
"In post","2021","50-59","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Overseas","Female","15","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Overseas","Male","45","45","51350","40580"
"In post","2021","50-59","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Unknown","Female","50","50","31880","27570"
"In post","2021","50-59","Declared disabled","Unknown","Male","20","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","London","Female","8710","8225","42160","35290"
"In post","2021","50-59","Declared non-disabled","London","Male","7820","7695","47680","41360"
"In post","2021","50-59","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Outside London","Female","43715","39310","30720","27570"
"In post","2021","50-59","Declared non-disabled","Outside London","Male","33525","32600","35340","31650"
"In post","2021","50-59","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Overseas","Female","220","215","50830","43540"
"In post","2021","50-59","Declared non-disabled","Overseas","Male","465","465","53240","52080"
"In post","2021","50-59","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Unknown","Female","195","180","32300","27570"
"In post","2021","50-59","Declared non-disabled","Unknown","Male","125","125","35040","31060"
"In post","2021","50-59","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","London","Female","805","760","39760","34940"
"In post","2021","50-59","Undeclared","London","Male","915","900","44540","37480"
"In post","2021","50-59","Undeclared","Outside London","Female","3550","3245","29780","27380"
"In post","2021","50-59","Undeclared","Outside London","Male","4870","4695","33780","31650"
"In post","2021","50-59","Undeclared","Overseas","Female","15","15","[c]","[c]"
"In post","2021","50-59","Undeclared","Overseas","Male","45","45","49630","50580"
"In post","2021","50-59","Undeclared","Unknown","Female","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Unknown","Male","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","London","Female","1505","1440","47330","39800"
"In post","2021","50-59","Unknown","London","Male","1560","1545","51990","44510"
"In post","2021","50-59","Unknown","Outside London","Female","6460","5805","31610","26160"
"In post","2021","50-59","Unknown","Outside London","Male","7310","7075","35340","33300"
"In post","2021","50-59","Unknown","Overseas","Female","90","90","54660","47110"
"In post","2021","50-59","Unknown","Overseas","Male","90","90","61020","57760"
"In post","2021","50-59","Unknown","Unknown","Female","40","40","44500","36060"
"In post","2021","50-59","Unknown","Unknown","Male","530","530","43160","38310"
"In post","2021","60-64","Declared disabled","London","Female","430","375","35470","31060"
"In post","2021","60-64","Declared disabled","London","Male","350","315","39310","32530"
"In post","2021","60-64","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Outside London","Female","2720","2075","26510","26000"
"In post","2021","60-64","Declared disabled","Outside London","Male","1985","1675","30310","27570"
"In post","2021","60-64","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Overseas","Male","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Unknown","Female","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Unknown","Male","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","London","Female","1990","1740","37430","31290"
"In post","2021","60-64","Declared non-disabled","London","Male","1905","1715","45080","37920"
"In post","2021","60-64","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Outside London","Female","11500","8905","27650","25960"
"In post","2021","60-64","Declared non-disabled","Outside London","Male","9455","8080","32930","28130"
"In post","2021","60-64","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Overseas","Female","30","30","62370","63200"
"In post","2021","60-64","Declared non-disabled","Overseas","Male","110","110","55070","47890"
"In post","2021","60-64","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Unknown","Female","50","40","31490","27570"
"In post","2021","60-64","Declared non-disabled","Unknown","Male","35","35","35640","30980"
"In post","2021","60-64","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","London","Female","190","165","36210","30300"
"In post","2021","60-64","Undeclared","London","Male","210","185","42530","35650"
"In post","2021","60-64","Undeclared","Outside London","Female","910","730","27640","25080"
"In post","2021","60-64","Undeclared","Outside London","Male","1295","1060","31390","29760"
"In post","2021","60-64","Undeclared","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Overseas","Male","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","London","Female","290","255","43250","36160"
"In post","2021","60-64","Unknown","London","Male","340","310","48820","41760"
"In post","2021","60-64","Unknown","Outside London","Female","1715","1340","27240","22230"
"In post","2021","60-64","Unknown","Outside London","Male","1980","1675","32850","28130"
"In post","2021","60-64","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Overseas","Male","20","20","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","Male","135","135","41080","37300"
"In post","2021","65+","Declared disabled","London","Female","155","125","32160","29140"
"In post","2021","65+","Declared disabled","London","Male","115","95","37700","31880"
"In post","2021","65+","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Outside London","Female","700","500","25560","23210"
"In post","2021","65+","Declared disabled","Outside London","Male","680","520","28960","26780"
"In post","2021","65+","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","London","Female","750","605","32480","28650"
"In post","2021","65+","Declared non-disabled","London","Male","755","630","40770","33370"
"In post","2021","65+","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Outside London","Female","2940","2110","26170","23030"
"In post","2021","65+","Declared non-disabled","Outside London","Male","3250","2525","31680","27570"
"In post","2021","65+","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Overseas","Male","15","15","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Unknown","Female","10","10","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Unknown","Male","15","10","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","London","Female","55","45","32730","27630"
"In post","2021","65+","Undeclared","London","Male","115","95","39010","32740"
"In post","2021","65+","Undeclared","Outside London","Female","250","175","25420","22300"
"In post","2021","65+","Undeclared","Outside London","Male","425","330","30040","27380"
"In post","2021","65+","Undeclared","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","London","Female","130","110","41810","32260"
"In post","2021","65+","Unknown","London","Male","145","120","47990","39800"
"In post","2021","65+","Unknown","Outside London","Female","415","305","28030","22230"
"In post","2021","65+","Unknown","Outside London","Male","685","540","31680","26480"
"In post","2021","65+","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Unknown","Declared disabled","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Outside London","Female","15","10","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Unknown","Unknown","Outside London","Male","10","10","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","London","Female","45","[c]","31320","30380"
"Leaver CS","2021","20-29","Declared disabled","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Outside London","Female","115","[c]","22360","21010"
"Leaver CS","2021","20-29","Declared disabled","Outside London","Male","115","[c]","23580","21010"
"Leaver CS","2021","20-29","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","London","Female","385","[c]","29260","27150"
"Leaver CS","2021","20-29","Declared non-disabled","London","Male","310","[c]","31320","28710"
"Leaver CS","2021","20-29","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Outside London","Female","985","[c]","23160","21010"
"Leaver CS","2021","20-29","Declared non-disabled","Outside London","Male","930","[c]","24320","21590"
"Leaver CS","2021","20-29","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
