"Status","Year","Ethnicity","Region_london","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","Outside London","HEO","Male","350","340","32650","31810"
"In post","2021","Black","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Outside London","SCS level","Female","15","15","[c]","[c]"
"In post","2021","Black","Outside London","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Black","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Outside London","SEO","Female","235","225","40120","38890"
"In post","2021","Black","Outside London","SEO","Male","235","230","41920","39960"
"In post","2021","Black","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Outside London","Unknown","Female","235","220","29380","28200"
"In post","2021","Black","Outside London","Unknown","Male","125","120","29110","28200"
"In post","2021","Black","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","EO","Female","10","10","[c]","[c]"
"In post","2021","Black","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","G7","Female","10","10","[c]","[c]"
"In post","2021","Black","Overseas","G7","Male","5","5","[c]","[c]"
"In post","2021","Black","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","HEO","Female","10","10","[c]","[c]"
"In post","2021","Black","Overseas","HEO","Male","10","10","[c]","[c]"
"In post","2021","Black","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","AO","Female","15","15","[c]","[c]"
"In post","2021","Black","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","EO","Female","20","15","[c]","[c]"
"In post","2021","Black","Unknown","EO","Male","10","10","[c]","[c]"
"In post","2021","Black","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","HEO","Female","5","5","[c]","[c]"
"In post","2021","Black","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","AA","Male","5","5","[c]","[c]"
"In post","2021","Chinese","London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","AO","Female","20","20","[c]","[c]"
"In post","2021","Chinese","London","AO","Male","25","25","[c]","[c]"
"In post","2021","Chinese","London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","EO","Female","75","70","29520","29570"
"In post","2021","Chinese","London","EO","Male","45","45","29620","29330"
"In post","2021","Chinese","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","G6","Female","35","35","68280","67900"
"In post","2021","Chinese","London","G6","Male","10","10","[c]","[c]"
"In post","2021","Chinese","London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","G7","Female","80","80","55980","54290"
"In post","2021","Chinese","London","G7","Male","65","60","56600","55530"
"In post","2021","Chinese","London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","HEO","Female","75","70","35940","35150"
"In post","2021","Chinese","London","HEO","Male","60","60","35410","35070"
"In post","2021","Chinese","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Chinese","London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","SEO","Female","55","55","42800","41880"
"In post","2021","Chinese","London","SEO","Male","30","30","42400","41970"
"In post","2021","Chinese","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outside London","AA","Female","10","10","[c]","[c]"
"In post","2021","Chinese","Outside London","AA","Male","15","15","[c]","[c]"
"In post","2021","Chinese","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outside London","AO","Female","120","105","21210","21010"
"In post","2021","Chinese","Outside London","AO","Male","70","70","22500","21430"
"In post","2021","Chinese","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outside London","EO","Female","110","100","26550","26160"
"In post","2021","Chinese","Outside London","EO","Male","70","65","26710","25920"
"In post","2021","Chinese","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outside London","G6","Female","5","5","[c]","[c]"
"In post","2021","Chinese","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outside London","G7","Female","25","25","[c]","[c]"
"In post","2021","Chinese","Outside London","G7","Male","25","25","[c]","[c]"
"In post","2021","Chinese","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outside London","HEO","Female","50","50","32310","31870"
"In post","2021","Chinese","Outside London","HEO","Male","40","40","32440","31810"
"In post","2021","Chinese","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outside London","SEO","Female","45","40","40990","40560"
"In post","2021","Chinese","Outside London","SEO","Male","35","35","41900","38890"
"In post","2021","Chinese","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outside London","Unknown","Female","10","5","[c]","[c]"
"In post","2021","Chinese","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","London","AA","Female","20","15","[c]","[c]"
"In post","2021","Mixed","London","AA","Male","20","20","[c]","[c]"
"In post","2021","Mixed","London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","London","AO","Female","240","225","25480","25110"
"In post","2021","Mixed","London","AO","Male","150","150","26910","25390"
"In post","2021","Mixed","London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","London","EO","Female","505","480","29570","30110"
"In post","2021","Mixed","London","EO","Male","275","270","29910","29570"
"In post","2021","Mixed","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","London","G6","Female","110","100","68100","67460"
"In post","2021","Mixed","London","G6","Male","85","80","68650","66870"
"In post","2021","Mixed","London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","London","G7","Female","355","340","55590","54700"
"In post","2021","Mixed","London","G7","Male","295","290","56350","54760"
"In post","2021","Mixed","London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","London","HEO","Female","425","420","34770","34710"
"In post","2021","Mixed","London","HEO","Male","290","285","35480","35070"
"In post","2021","Mixed","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","London","SCS level","Female","55","50","81860","78940"
"In post","2021","Mixed","London","SCS level","Male","50","50","85410","78210"
"In post","2021","Mixed","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","London","SEO","Female","260","250","42020","41950"
"In post","2021","Mixed","London","SEO","Male","180","175","42620","41970"
"In post","2021","Mixed","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","London","Unknown","Female","80","75","32540","32090"
"In post","2021","Mixed","London","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Mixed","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Outside London","AA","Female","70","65","19690","20070"
"In post","2021","Mixed","Outside London","AA","Male","55","50","19580","19560"
"In post","2021","Mixed","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Outside London","AO","Female","770","675","21660","21010"
"In post","2021","Mixed","Outside London","AO","Male","590","565","23770","21430"
"In post","2021","Mixed","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Outside London","EO","Female","855","790","27010","27570"
"In post","2021","Mixed","Outside London","EO","Male","550","535","27600","27570"
"In post","2021","Mixed","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Outside London","G6","Female","35","35","67790","64370"
"In post","2021","Mixed","Outside London","G6","Male","50","50","69220","65770"
"In post","2021","Mixed","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Outside London","G7","Female","165","155","54500","52580"
"In post","2021","Mixed","Outside London","G7","Male","160","155","53560","52580"
"In post","2021","Mixed","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Outside London","HEO","Female","370","355","32130","31810"
"In post","2021","Mixed","Outside London","HEO","Male","310","305","33030","32000"
"In post","2021","Mixed","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Outside London","SCS level","Female","15","15","[c]","[c]"
"In post","2021","Mixed","Outside London","SCS level","Male","15","15","[c]","[c]"
