"Status","Year","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Counter Fraud","Female","Heterosexual / straight","275","255","34210","31070"
"In post","2021","Counter Fraud","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Counter Fraud","Female","Undeclared","25","20","[c]","[c]"
"In post","2021","Counter Fraud","Female","Unknown","90","85","38890","35240"
"In post","2021","Counter Fraud","Male","Heterosexual / straight","320","310","40380","37910"
"In post","2021","Counter Fraud","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Counter Fraud","Male","Undeclared","35","35","37830","34390"
"In post","2021","Counter Fraud","Male","Unknown","115","115","42130","39740"
"In post","2021","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Heterosexual / straight","2990","2830","40910","38000"
"In post","2021","Digital, Data and Technology","Female","LGBO","210","210","40070","37130"
"In post","2021","Digital, Data and Technology","Female","Undeclared","445","425","39980","37410"
"In post","2021","Digital, Data and Technology","Female","Unknown","980","940","40200","36890"
"In post","2021","Digital, Data and Technology","Male","Heterosexual / straight","5290","5225","43090","39310"
"In post","2021","Digital, Data and Technology","Male","LGBO","275","275","42290","38040"
"In post","2021","Digital, Data and Technology","Male","Undeclared","885","865","41570","38980"
"In post","2021","Digital, Data and Technology","Male","Unknown","2205","2180","41030","38160"
"In post","2021","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Female","Heterosexual / straight","530","505","47690","49100"
"In post","2021","Economics","Female","LGBO","50","50","43250","36150"
"In post","2021","Economics","Female","Undeclared","50","45","45100","40300"
"In post","2021","Economics","Female","Unknown","165","160","45120","40170"
"In post","2021","Economics","Male","Heterosexual / straight","865","860","47940","46240"
"In post","2021","Economics","Male","LGBO","75","70","47610","40050"
"In post","2021","Economics","Male","Undeclared","110","110","48310","48180"
"In post","2021","Economics","Male","Unknown","315","310","45390","37890"
"In post","2021","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Heterosexual / straight","3720","3455","38490","33930"
"In post","2021","Finance","Female","LGBO","105","100","39000","33930"
"In post","2021","Finance","Female","Undeclared","520","475","37710","33300"
"In post","2021","Finance","Female","Unknown","790","730","35740","32790"
"In post","2021","Finance","Male","Heterosexual / straight","2860","2815","43830","39910"
"In post","2021","Finance","Male","LGBO","140","140","47040","45070"
"In post","2021","Finance","Male","Undeclared","385","375","44010","41800"
"In post","2021","Finance","Male","Unknown","645","625","40030","36180"
"In post","2021","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Heterosexual / straight","4395","4110","38700","33900"
"In post","2021","Human Resources","Female","LGBO","145","140","38280","32870"
"In post","2021","Human Resources","Female","Undeclared","400","370","35880","32890"
"In post","2021","Human Resources","Female","Unknown","615","575","36090","32140"
"In post","2021","Human Resources","Male","Heterosexual / straight","1605","1580","40000","35760"
"In post","2021","Human Resources","Male","LGBO","205","200","42860","39580"
"In post","2021","Human Resources","Male","Undeclared","210","205","37890","35130"
"In post","2021","Human Resources","Male","Unknown","285","280","37230","33300"
"In post","2021","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Female","Heterosexual / straight","515","500","63490","64500"
"In post","2021","Inspector of Education and Training","Female","LGBO","25","25","[c]","[c]"
"In post","2021","Inspector of Education and Training","Female","Undeclared","35","30","70080","74730"
"In post","2021","Inspector of Education and Training","Female","Unknown","30","30","54720","51360"
"In post","2021","Inspector of Education and Training","Male","Heterosexual / straight","205","200","73650","75500"
"In post","2021","Inspector of Education and Training","Male","LGBO","30","30","[c]","[c]"
"In post","2021","Inspector of Education and Training","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Inspector of Education and Training","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Inspector of Education and Training","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Female","Heterosexual / straight","1150","1070","32900","29250"
"In post","2021","Intelligence Analysis","Female","LGBO","60","60","32100","29280"
"In post","2021","Intelligence Analysis","Female","Undeclared","185","175","32790","30100"
"In post","2021","Intelligence Analysis","Female","Unknown","160","155","41640","36290"
"In post","2021","Intelligence Analysis","Male","Heterosexual / straight","1315","1290","35380","31920"
"In post","2021","Intelligence Analysis","Male","LGBO","60","60","39640","33900"
"In post","2021","Intelligence Analysis","Male","Undeclared","235","230","35480","32670"
"In post","2021","Intelligence Analysis","Male","Unknown","220","215","41770","37400"
"In post","2021","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Female","Heterosexual / straight","305","285","43320","41340"
"In post","2021","Internal Audit","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Internal Audit","Female","Undeclared","50","50","45460","42140"
"In post","2021","Internal Audit","Female","Unknown","25","25","[c]","[c]"
"In post","2021","Internal Audit","Male","Heterosexual / straight","295","285","48820","46500"
"In post","2021","Internal Audit","Male","LGBO","20","15","[c]","[c]"
"In post","2021","Internal Audit","Male","Undeclared","35","35","46320","43250"
"In post","2021","Internal Audit","Male","Unknown","30","30","42640","40530"
"In post","2021","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Female","Heterosexual / straight","375","365","46960","41290"
"In post","2021","International Trade","Female","LGBO","20","20","[c]","[c]"
"In post","2021","International Trade","Female","Undeclared","45","45","45580","39440"
"In post","2021","International Trade","Female","Unknown","210","205","43580","38540"
"In post","2021","International Trade","Male","Heterosexual / straight","460","455","48430","50010"
"In post","2021","International Trade","Male","LGBO","60","60","51900","51970"
"In post","2021","International Trade","Male","Undeclared","45","45","44040","38540"
"In post","2021","International Trade","Male","Unknown","255","250","46290","39110"
"In post","2021","International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Female","Heterosexual / straight","900","840","35810","33050"
"In post","2021","Knowledge and Information Management","Female","LGBO","45","45","31220","27920"
"In post","2021","Knowledge and Information Management","Female","Undeclared","160","150","34910","32440"
"In post","2021","Knowledge and Information Management","Female","Unknown","190","165","36200","33280"
"In post","2021","Knowledge and Information Management","Male","Heterosexual / straight","740","730","37940","35070"
"In post","2021","Knowledge and Information Management","Male","LGBO","45","45","36950","34770"
"In post","2021","Knowledge and Information Management","Male","Undeclared","165","165","40210","37410"
"In post","2021","Knowledge and Information Management","Male","Unknown","145","145","37920","35370"
"In post","2021","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Female","Heterosexual / straight","4650","4250","48850","50520"
"In post","2021","Legal","Female","LGBO","170","165","46530","49540"
"In post","2021","Legal","Female","Undeclared","550","495","47940","45480"
"In post","2021","Legal","Female","Unknown","1665","1495","48780","51990"
"In post","2021","Legal","Male","Heterosexual / straight","3085","2985","47300","48080"
"In post","2021","Legal","Male","LGBO","275","270","52250","51830"
"In post","2021","Legal","Male","Undeclared","470","455","45670","41760"
"In post","2021","Legal","Male","Unknown","1280","1245","46500","41760"
"In post","2021","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Female","Heterosexual / straight","1215","1080","49690","37890"
"In post","2021","Medicine","Female","LGBO","25","20","[c]","[c]"
"In post","2021","Medicine","Female","Undeclared","145","125","59100","45100"
"In post","2021","Medicine","Female","Unknown","355","310","56840","40890"
"In post","2021","Medicine","Male","Heterosexual / straight","495","460","65160","64380"
"In post","2021","Medicine","Male","LGBO","25","25","[c]","[c]"
"In post","2021","Medicine","Male","Undeclared","85","70","71920","82100"
"In post","2021","Medicine","Male","Unknown","155","145","66210","56450"
"In post","2021","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Female","Heterosexual / straight","65030","58135","28030","25480"
"In post","2021","Operational Delivery","Female","LGBO","3615","3475","28610","25900"
"In post","2021","Operational Delivery","Female","Undeclared","9685","8400","27620","25560"
"In post","2021","Operational Delivery","Female","Unknown","18570","16285","26130","22920"
"In post","2021","Operational Delivery","Male","Heterosexual / straight","50970","48930","30420","27370"
"In post","2021","Operational Delivery","Male","LGBO","2815","2725","29410","26220"
"In post","2021","Operational Delivery","Male","Undeclared","7800","7360","30340","27380"
"In post","2021","Operational Delivery","Male","Unknown","17615","16700","28440","25930"
"In post","2021","Operational Delivery","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Female","Heterosexual / straight","320","300","43560","40530"
"In post","2021","Operational Research","Female","LGBO","25","25","[c]","[c]"
"In post","2021","Operational Research","Female","Undeclared","30","30","44700","42670"
"In post","2021","Operational Research","Female","Unknown","50","45","42430","37320"
"In post","2021","Operational Research","Male","Heterosexual / straight","535","520","45310","46080"
"In post","2021","Operational Research","Male","LGBO","45","45","42600","37840"
"In post","2021","Operational Research","Male","Undeclared","75","75","46200","46080"
"In post","2021","Operational Research","Male","Unknown","105","105","42980","40480"
"In post","2021","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Female","Heterosexual / straight","7950","7470","29240","24890"
"In post","2021","Other","Female","LGBO","270","260","30760","26510"
"In post","2021","Other","Female","Undeclared","1035","975","29340","25610"
"In post","2021","Other","Female","Unknown","1505","1420","34550","30150"
"In post","2021","Other","Male","Heterosexual / straight","7315","7145","32050","26930"
"In post","2021","Other","Male","LGBO","330","320","32510","28660"
"In post","2021","Other","Male","Undeclared","1130","1100","33180","27880"
"In post","2021","Other","Male","Unknown","3140","3085","37110","33280"
"In post","2021","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Female","Heterosexual / straight","80","75","45760","40790"
"In post","2021","Planning","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Planning","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Planning","Male","Heterosexual / straight","80","75","48270","41020"
"In post","2021","Planning","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Planning","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Planning","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Planning","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Female","Heterosexual / straight","105","90","57580","58810"
"In post","2021","Planning Inspectors","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Planning Inspectors","Female","Unknown","15","10","[c]","[c]"
"In post","2021","Planning Inspectors","Male","Heterosexual / straight","160","145","58050","58810"
"In post","2021","Planning Inspectors","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Planning Inspectors","Male","Undeclared","25","20","[c]","[c]"
"In post","2021","Planning Inspectors","Male","Unknown","25","20","[c]","[c]"
"In post","2021","Planning Inspectors","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Female","Heterosexual / straight","10970","10495","46190","41760"
"In post","2021","Policy","Female","LGBO","805","790","44230","39600"
"In post","2021","Policy","Female","Undeclared","1285","1235","45250","40580"
"In post","2021","Policy","Female","Unknown","2665","2555","45770","40650"
"In post","2021","Policy","Male","Heterosexual / straight","8725","8630","49450","48400"
"In post","2021","Policy","Male","LGBO","1105","1095","49130","50870"
"In post","2021","Policy","Male","Undeclared","1340","1325","49160","47300"
"In post","2021","Policy","Male","Unknown","2195","2170","47580","43360"
"In post","2021","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Female","Heterosexual / straight","6040","5770","40490","37450"
"In post","2021","Project Delivery","Female","LGBO","240","240","39490","35960"
"In post","2021","Project Delivery","Female","Undeclared","690","660","41310","38630"
"In post","2021","Project Delivery","Female","Unknown","1085","1035","40820","38630"
"In post","2021","Project Delivery","Male","Heterosexual / straight","5835","5745","44410","40580"
"In post","2021","Project Delivery","Male","LGBO","320","320","43220","39310"
"In post","2021","Project Delivery","Male","Undeclared","800","780","45970","41790"
"In post","2021","Project Delivery","Male","Unknown","1005","995","43060","39450"
"In post","2021","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Female","Heterosexual / straight","1940","1810","35030","33000"
"In post","2021","Property","Female","LGBO","75","75","34040","32010"
"In post","2021","Property","Female","Undeclared","290","270","34990","33300"
"In post","2021","Property","Female","Unknown","470","425","31650","29450"
"In post","2021","Property","Male","Heterosexual / straight","2930","2855","37940","33570"
"In post","2021","Property","Male","LGBO","100","100","37670","33300"
"In post","2021","Property","Male","Undeclared","460","450","38750","36140"
"In post","2021","Property","Male","Unknown","695","675","35700","32100"
"In post","2021","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Heterosexual / straight","935","890","35650","31180"
"In post","2021","Psychology","Female","LGBO","45","45","31610","29400"
"In post","2021","Psychology","Female","Undeclared","80","75","34770","31180"
"In post","2021","Psychology","Female","Unknown","185","170","36260","33300"
"In post","2021","Psychology","Male","Heterosexual / straight","120","120","36780","31180"
"In post","2021","Psychology","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Psychology","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Psychology","Male","Unknown","25","25","[c]","[c]"
"In post","2021","Psychology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Female","Heterosexual / straight","2785","2580","38080","36150"
"In post","2021","Science and Engineering","Female","LGBO","185","180","35380","31250"
"In post","2021","Science and Engineering","Female","Undeclared","420","385","40410","38130"
"In post","2021","Science and Engineering","Female","Unknown","1090","1005","38730","37420"
"In post","2021","Science and Engineering","Male","Heterosexual / straight","6100","5970","38510","37320"
"In post","2021","Science and Engineering","Male","LGBO","240","235","37080","31710"
"In post","2021","Science and Engineering","Male","Undeclared","1155","1110","39250","37360"
"In post","2021","Science and Engineering","Male","Unknown","2115","2050","40320","39650"
"In post","2021","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Female","Heterosexual / straight","1215","1170","31980","28750"
"In post","2021","Security","Female","LGBO","110","110","32010","28990"
"In post","2021","Security","Female","Undeclared","165","160","31380","29080"
"In post","2021","Security","Female","Unknown","240","235","33580","30630"
"In post","2021","Security","Male","Heterosexual / straight","4670","4590","30520","26610"
"In post","2021","Security","Male","LGBO","140","140","33660","32860"
"In post","2021","Security","Male","Undeclared","775","755","35170","39070"
"In post","2021","Security","Male","Unknown","990","985","31730","28890"
"In post","2021","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Female","Heterosexual / straight","605","570","43210","41760"
"In post","2021","Social Research","Female","LGBO","55","50","41890","37020"
"In post","2021","Social Research","Female","Undeclared","45","45","43980","42710"
"In post","2021","Social Research","Female","Unknown","95","90","39220","37020"
"In post","2021","Social Research","Male","Heterosexual / straight","240","240","43850","40960"
"In post","2021","Social Research","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Social Research","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Social Research","Male","Unknown","75","70","39190","37020"
"In post","2021","Social Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Statistics","Female","Heterosexual / straight","680","640","44190","40640"
"In post","2021","Statistics","Female","LGBO","65","60","38870","37020"
"In post","2021","Statistics","Female","Undeclared","60","55","41480","37750"
"In post","2021","Statistics","Female","Unknown","145","135","39270","36160"
"In post","2021","Statistics","Male","Heterosexual / straight","715","700","44500","40640"
"In post","2021","Statistics","Male","LGBO","75","75","42790","37800"
"In post","2021","Statistics","Male","Undeclared","80","75","42260","38500"
"In post","2021","Statistics","Male","Unknown","205","200","41970","37020"
"In post","2021","Statistics","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Tax","Female","Heterosexual / straight","4635","4265","34380","31810"
"In post","2021","Tax","Female","LGBO","255","240","32820","31810"
"In post","2021","Tax","Female","Undeclared","585","525","36420","31870"
"In post","2021","Tax","Female","Unknown","2950","2750","27590","25560"
"In post","2021","Tax","Male","Heterosexual / straight","4960","4775","36830","31810"
"In post","2021","Tax","Male","LGBO","385","375","33670","31810"
"In post","2021","Tax","Male","Undeclared","740","700","39460","35000"
"In post","2021","Tax","Male","Unknown","3285","3170","29860","25560"
"In post","2021","Tax","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Female","Heterosexual / straight","47800","42395","30040","27570"
"In post","2021","Unknown","Female","LGBO","2255","2140","30210","27570"
"In post","2021","Unknown","Female","Undeclared","5300","4590","28530","27570"
"In post","2021","Unknown","Female","Unknown","19495","16725","29720","27570"
"In post","2021","Unknown","Male","Heterosexual / straight","27195","26365","32460","27570"
"In post","2021","Unknown","Male","LGBO","2710","2645","31630","27570"
"In post","2021","Unknown","Male","Undeclared","3395","3255","31420","27570"
"In post","2021","Unknown","Male","Unknown","12490","12030","33450","27570"
"In post","2021","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Female","Heterosexual / straight","165","160","44810","38750"
"In post","2021","Veterinarian","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Veterinarian","Female","Undeclared","45","40","45300","44760"
"In post","2021","Veterinarian","Female","Unknown","40","40","46710","45000"
"In post","2021","Veterinarian","Male","Heterosexual / straight","125","120","46760","46450"
"In post","2021","Veterinarian","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Veterinarian","Male","Undeclared","35","30","51310","51760"
"In post","2021","Veterinarian","Male","Unknown","30","25","[c]","[c]"
"In post","2021","Veterinarian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","Heterosexual / straight","60","[c]","37140","35370"
"Leaver CS","2021","Commercial","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","Heterosexual / straight","70","[c]","42030","40470"
"Leaver CS","2021","Commercial","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","Heterosexual / straight","70","[c]","37530","34160"
"Leaver CS","2021","Communications","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","Unknown","50","[c]","35290","33120"
"Leaver CS","2021","Communications","Male","Heterosexual / straight","60","[c]","36630","32700"
"Leaver CS","2021","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","Heterosexual / straight","65","[c]","41980","38100"
"Leaver CS","2021","Digital, Data and Technology","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","Unknown","45","[c]","42740","38500"
"Leaver CS","2021","Digital, Data and Technology","Male","Heterosexual / straight","160","[c]","43310","38770"
"Leaver CS","2021","Digital, Data and Technology","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","Unknown","110","[c]","41000","38220"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
