"Status","Year","Age","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","540","530","23670","22920"
"In post","2021","20-29","West Midlands (England)","Shropshire and Staffordshire","1115","1095","24980","24910"
"In post","2021","20-29","West Midlands (England)","West Midlands","2635","2585","25930","25000"
"In post","2021","20-29","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","640","630","24100","24000"
"In post","2021","20-29","Yorkshire and The Humber","North Yorkshire","530","525","26120","25790"
"In post","2021","20-29","Yorkshire and The Humber","South Yorkshire","1410","1385","26840","25000"
"In post","2021","20-29","Yorkshire and The Humber","West Yorkshire","3215","3170","26350","25560"
"In post","2021","30-39","East Midlands (England)","Derbyshire and Nottinghamshire","2470","2315","29940","27570"
"In post","2021","30-39","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","1325","1215","27110","26220"
"In post","2021","30-39","East Midlands (England)","Lincolnshire","450","430","27710","26670"
"In post","2021","30-39","East of England","Bedfordshire and Hertfordshire","905","860","32570","30160"
"In post","2021","30-39","East of England","East Anglia","2300","2150","29620","27570"
"In post","2021","30-39","East of England","Essex","860","800","29750","29290"
"In post","2021","30-39","London","Inner London - East","4035","3875","43060","38650"
"In post","2021","30-39","London","Inner London - West","15850","15445","49440","51970"
"In post","2021","30-39","London","Outer London - East and North East","725","695","31110","31060"
"In post","2021","30-39","London","Outer London - South","1950","1865","37970","35070"
"In post","2021","30-39","London","Outer London - West and North West","1760","1695","32760","31060"
"In post","2021","30-39","North East (England)","Northumberland and Tyne and Wear","4420","4110","28530","25560"
"In post","2021","30-39","North East (England)","Tees Valley and Durham","1790","1665","27150","25560"
"In post","2021","30-39","North West (England)","Cheshire","845","810","31230","30040"
"In post","2021","30-39","North West (England)","Cumbria","360","325","27470","25100"
"In post","2021","30-39","North West (England)","Greater Manchester","4390","4210","31050","27570"
"In post","2021","30-39","North West (England)","Lancashire","2295","2130","26740","26670"
"In post","2021","30-39","North West (England)","Merseyside","4175","3905","28280","25560"
"In post","2021","30-39","Northern Ireland","Northern Ireland","830","790","28130","25560"
"In post","2021","30-39","Overseas","Overseas","1065","1060","47130","50940"
"In post","2021","30-39","Scotland","Eastern Scotland","4485","4280","34000","30930"
"In post","2021","30-39","Scotland","Highlands and Islands","325","310","28720","27570"
"In post","2021","30-39","Scotland","North Eastern Scotland","425","400","33380","30650"
"In post","2021","30-39","Scotland","Southern Scotland","1260","1185","30050","27150"
"In post","2021","30-39","Scotland","West Central Scotland","3840","3655","30750","27570"
"In post","2021","30-39","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","1840","1765","32500","30450"
"In post","2021","30-39","South East (England)","Hampshire and Isle of Wight","2650","2500","32970","30790"
"In post","2021","30-39","South East (England)","Kent","1650","1565","29020","29290"
"In post","2021","30-39","South East (England)","Surrey, East and West Sussex","1400","1300","30020","27960"
"In post","2021","30-39","South West (England)","Cornwall and Isles of Scilly","245","220","25820","25100"
"In post","2021","30-39","South West (England)","Devon","1805","1675","31030","27570"
"In post","2021","30-39","South West (England)","Dorset and Somerset","855","810","29070","27570"
"In post","2021","30-39","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","6600","6270","35650","33300"
"In post","2021","30-39","Unknown","Unknown","780","765","36640","32700"
"In post","2021","30-39","Wales","East Wales","4975","4725","31940","28850"
"In post","2021","30-39","Wales","West Wales and The Valleys","3685","3365","27080","25390"
"In post","2021","30-39","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","720","675","27060","25790"
"In post","2021","30-39","West Midlands (England)","Shropshire and Staffordshire","1500","1420","29040","27380"
"In post","2021","30-39","West Midlands (England)","West Midlands","4095","3840","29940","27570"
"In post","2021","30-39","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","820","755","27300","26530"
"In post","2021","30-39","Yorkshire and The Humber","North Yorkshire","785","740","32800","30350"
"In post","2021","30-39","Yorkshire and The Humber","South Yorkshire","2235","2070","31210","27570"
"In post","2021","30-39","Yorkshire and The Humber","West Yorkshire","3650","3420","30910","27570"
"In post","2021","40-49","East Midlands (England)","Derbyshire and Nottinghamshire","2920","2710","32760","28430"
"In post","2021","40-49","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","1485","1345","28930","27380"
"In post","2021","40-49","East Midlands (England)","Lincolnshire","575","545","28950","27380"
"In post","2021","40-49","East of England","Bedfordshire and Hertfordshire","1015","955","34510","30210"
"In post","2021","40-49","East of England","East Anglia","2950","2740","31490","27570"
"In post","2021","40-49","East of England","Essex","1320","1220","31370","29290"
"In post","2021","40-49","London","Inner London - East","4000","3770","45980","40450"
"In post","2021","40-49","London","Inner London - West","12950","12370","53850","53760"
"In post","2021","40-49","London","Outer London - East and North East","760","715","30960","31060"
"In post","2021","40-49","London","Outer London - South","2540","2405","40180","35310"
"In post","2021","40-49","London","Outer London - West and North West","2055","1920","34970","31060"
"In post","2021","40-49","North East (England)","Northumberland and Tyne and Wear","5340","4885","30050","27370"
"In post","2021","40-49","North East (England)","Tees Valley and Durham","2140","1975","29070","27190"
"In post","2021","40-49","North West (England)","Cheshire","880","840","33480","31650"
"In post","2021","40-49","North West (England)","Cumbria","635","570","28570","25790"
"In post","2021","40-49","North West (England)","Greater Manchester","4555","4300","32990","27570"
"In post","2021","40-49","North West (England)","Lancashire","3815","3490","29200","27570"
"In post","2021","40-49","North West (England)","Merseyside","4670","4315","30190","27370"
"In post","2021","40-49","Northern Ireland","Northern Ireland","990","935","28070","25560"
"In post","2021","40-49","Overseas","Overseas","1175","1170","52150","54030"
"In post","2021","40-49","Scotland","Eastern Scotland","4705","4430","37440","31990"
"In post","2021","40-49","Scotland","Highlands and Islands","455","425","30220","27570"
"In post","2021","40-49","Scotland","North Eastern Scotland","445","425","40490","33650"
"In post","2021","40-49","Scotland","Southern Scotland","1300","1200","31520","27570"
"In post","2021","40-49","Scotland","West Central Scotland","3840","3615","32950","27570"
"In post","2021","40-49","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","2080","1980","34940","31810"
"In post","2021","40-49","South East (England)","Hampshire and Isle of Wight","3220","3005","34840","31810"
"In post","2021","40-49","South East (England)","Kent","2015","1895","30430","29290"
"In post","2021","40-49","South East (England)","Surrey, East and West Sussex","1890","1735","32390","28350"
"In post","2021","40-49","South West (England)","Cornwall and Isles of Scilly","370","335","27920","27570"
"In post","2021","40-49","South West (England)","Devon","2225","2050","33680","30450"
"In post","2021","40-49","South West (England)","Dorset and Somerset","1140","1065","31230","27570"
"In post","2021","40-49","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","6630","6285","39870","37390"
"In post","2021","40-49","Unknown","Unknown","725","710","37770","33130"
"In post","2021","40-49","Wales","East Wales","4695","4415","36210","31710"
"In post","2021","40-49","Wales","West Wales and The Valleys","3960","3670","30460","27130"
"In post","2021","40-49","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","910","855","30100","27570"
"In post","2021","40-49","West Midlands (England)","Shropshire and Staffordshire","1820","1710","31590","27570"
"In post","2021","40-49","West Midlands (England)","West Midlands","4470","4115","33210","27570"
"In post","2021","40-49","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","990","915","28620","27570"
"In post","2021","40-49","Yorkshire and The Humber","North Yorkshire","1150","1100","36510","32370"
"In post","2021","40-49","Yorkshire and The Humber","South Yorkshire","2425","2210","34050","29730"
"In post","2021","40-49","Yorkshire and The Humber","West Yorkshire","4065","3760","33730","30120"
"In post","2021","50-59","East Midlands (England)","Derbyshire and Nottinghamshire","3880","3610","33020","27570"
"In post","2021","50-59","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","1885","1745","28510","27380"
"In post","2021","50-59","East Midlands (England)","Lincolnshire","1080","1025","28930","27570"
"In post","2021","50-59","East of England","Bedfordshire and Hertfordshire","1365","1280","33680","29920"
"In post","2021","50-59","East of England","East Anglia","4120","3905","31500","27570"
"In post","2021","50-59","East of England","Essex","2015","1875","32660","29290"
"In post","2021","50-59","London","Inner London - East","4525","4350","43770","36340"
"In post","2021","50-59","London","Inner London - West","12280","11985","50310","44030"
"In post","2021","50-59","London","Outer London - East and North East","1175","1105","31320","31060"
"In post","2021","50-59","London","Outer London - South","3600","3445","38680","35050"
"In post","2021","50-59","London","Outer London - West and North West","2635","2455","34520","31060"
"In post","2021","50-59","North East (England)","Northumberland and Tyne and Wear","6275","5545","29110","25560"
"In post","2021","50-59","North East (England)","Tees Valley and Durham","3060","2780","29520","27570"
"In post","2021","50-59","North West (England)","Cheshire","1195","1120","32630","28860"
"In post","2021","50-59","North West (England)","Cumbria","685","640","29260","26270"
"In post","2021","50-59","North West (England)","Greater Manchester","5735","5390","32120","27570"
"In post","2021","50-59","North West (England)","Lancashire","4900","4490","29840","27570"
"In post","2021","50-59","North West (England)","Merseyside","5700","5210","30290","27130"
"In post","2021","50-59","Northern Ireland","Northern Ireland","1205","1150","29740","26660"
"In post","2021","50-59","Overseas","Overseas","990","985","53290","52400"
"In post","2021","50-59","Scotland","Eastern Scotland","5665","5370","36520","31870"
"In post","2021","50-59","Scotland","Highlands and Islands","705","670","29630","27570"
"In post","2021","50-59","Scotland","North Eastern Scotland","580","555","38660","32700"
"In post","2021","50-59","Scotland","Southern Scotland","1920","1735","30170","27570"
"In post","2021","50-59","Scotland","West Central Scotland","5840","5400","31780","27570"
"In post","2021","50-59","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","2945","2820","34710","31880"
"In post","2021","50-59","South East (England)","Hampshire and Isle of Wight","5145","4785","32830","28130"
"In post","2021","50-59","South East (England)","Kent","2715","2540","31060","29290"
"In post","2021","50-59","South East (England)","Surrey, East and West Sussex","2715","2515","31650","28130"
"In post","2021","50-59","South West (England)","Cornwall and Isles of Scilly","645","605","26910","26670"
"In post","2021","50-59","South West (England)","Devon","2870","2670","32620","27570"
"In post","2021","50-59","South West (England)","Dorset and Somerset","1870","1755","30780","27570"
"In post","2021","50-59","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","7860","7555","40140","37180"
"In post","2021","50-59","Unknown","Unknown","985","960","39020","33570"
"In post","2021","50-59","Wales","East Wales","5285","4955","34250","28850"
"In post","2021","50-59","Wales","West Wales and The Valleys","4430","4055","30660","27370"
"In post","2021","50-59","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","1360","1285","29480","27570"
"In post","2021","50-59","West Midlands (England)","Shropshire and Staffordshire","2840","2665","31500","27570"
"In post","2021","50-59","West Midlands (England)","West Midlands","5250","4850","32220","27570"
"In post","2021","50-59","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","1700","1565","28960","27570"
"In post","2021","50-59","Yorkshire and The Humber","North Yorkshire","1660","1590","35000","30620"
"In post","2021","50-59","Yorkshire and The Humber","South Yorkshire","2965","2730","32550","27570"
"In post","2021","50-59","Yorkshire and The Humber","West Yorkshire","4765","4425","33840","28430"
"In post","2021","60-64","East Midlands (England)","Derbyshire and Nottinghamshire","885","715","30120","27570"
"In post","2021","60-64","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","545","450","26320","24380"
"In post","2021","60-64","East Midlands (England)","Lincolnshire","345","300","27520","25610"
"In post","2021","60-64","East of England","Bedfordshire and Hertfordshire","410","355","31150","29050"
"In post","2021","60-64","East of England","East Anglia","1175","1010","29320","27080"
"In post","2021","60-64","East of England","Essex","535","435","30440","29050"
"In post","2021","60-64","London","Inner London - East","1100","975","42050","35310"
"In post","2021","60-64","London","Inner London - West","2600","2400","46230","39800"
"In post","2021","60-64","London","Outer London - East and North East","300","240","30280","30780"
"In post","2021","60-64","London","Outer London - South","860","755","35630","31060"
"In post","2021","60-64","London","Outer London - West and North West","835","690","33200","30680"
"In post","2021","60-64","North East (England)","Northumberland and Tyne and Wear","2085","1550","25980","21440"
"In post","2021","60-64","North East (England)","Tees Valley and Durham","780","580","26790","25310"
"In post","2021","60-64","North West (England)","Cheshire","275","230","29460","27570"
"In post","2021","60-64","North West (England)","Cumbria","185","155","27170","23410"
"In post","2021","60-64","North West (England)","Greater Manchester","1335","1060","29720","27570"
"In post","2021","60-64","North West (England)","Lancashire","1155","900","27820","26580"
"In post","2021","60-64","North West (England)","Merseyside","1710","1330","27340","25260"
"In post","2021","60-64","Northern Ireland","Northern Ireland","260","220","26880","22330"
"In post","2021","60-64","Overseas","Overseas","190","190","56220","54540"
"In post","2021","60-64","Scotland","Eastern Scotland","1510","1230","33140","27570"
"In post","2021","60-64","Scotland","Highlands and Islands","220","190","27650","27570"
"In post","2021","60-64","Scotland","North Eastern Scotland","145","120","35710","27570"
"In post","2021","60-64","Scotland","Southern Scotland","650","495","27290","26120"
"In post","2021","60-64","Scotland","West Central Scotland","1510","1170","29290","26120"
"In post","2021","60-64","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","855","755","32750","29290"
"In post","2021","60-64","South East (England)","Hampshire and Isle of Wight","1680","1430","30420","27570"
"In post","2021","60-64","South East (England)","Kent","695","575","28980","27370"
"In post","2021","60-64","South East (England)","Surrey, East and West Sussex","865","710","29280","27570"
"In post","2021","60-64","South West (England)","Cornwall and Isles of Scilly","210","175","26290","26430"
"In post","2021","60-64","South West (England)","Devon","820","680","28740","26460"
"In post","2021","60-64","South West (England)","Dorset and Somerset","575","495","28500","27570"
"In post","2021","60-64","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","2040","1755","37800","33840"
"In post","2021","60-64","Unknown","Unknown","260","240","37350","33570"
"In post","2021","60-64","Wales","East Wales","1425","1145","31750","27570"
"In post","2021","60-64","Wales","West Wales and The Valleys","1405","1065","28420","23830"
"In post","2021","60-64","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","330","280","26500","25190"
"In post","2021","60-64","West Midlands (England)","Shropshire and Staffordshire","800","665","29100","27570"
"In post","2021","60-64","West Midlands (England)","West Midlands","1375","1120","30270","27570"
"In post","2021","60-64","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","455","370","28800","27570"
"In post","2021","60-64","Yorkshire and The Humber","North Yorkshire","460","405","31730","26750"
"In post","2021","60-64","Yorkshire and The Humber","South Yorkshire","690","525","28190","26780"
"In post","2021","60-64","Yorkshire and The Humber","West Yorkshire","1175","900","30040","27570"
"In post","2021","65+","East Midlands (England)","Derbyshire and Nottinghamshire","235","170","30070","26780"
"In post","2021","65+","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","125","95","26140","21710"
"In post","2021","65+","East Midlands (England)","Lincolnshire","95","80","25830","22080"
"In post","2021","65+","East of England","Bedfordshire and Hertfordshire","130","105","30340","29050"
"In post","2021","65+","East of England","East Anglia","385","290","28620","26120"
"In post","2021","65+","East of England","Essex","180","130","27810","26780"
"In post","2021","65+","London","Inner London - East","475","385","39900","31880"
"In post","2021","65+","London","Inner London - West","865","755","42830","35870"
"In post","2021","65+","London","Outer London - East and North East","130","100","28540","25110"
"In post","2021","65+","London","Outer London - South","385","305","31060","28840"
"In post","2021","65+","London","Outer London - West and North West","370","280","31500","28870"
"In post","2021","65+","North East (England)","Northumberland and Tyne and Wear","475","335","24200","21440"
"In post","2021","65+","North East (England)","Tees Valley and Durham","215","155","25570","21980"
"In post","2021","65+","North West (England)","Cheshire","65","50","28400","27570"
"In post","2021","65+","North West (England)","Cumbria","55","40","28750","26670"
"In post","2021","65+","North West (England)","Greater Manchester","375","265","28580","26670"
"In post","2021","65+","North West (England)","Lancashire","345","250","26430","22350"
"In post","2021","65+","North West (England)","Merseyside","515","370","26110","21440"
"In post","2021","65+","Northern Ireland","Northern Ireland","90","70","26780","21430"
"In post","2021","65+","Overseas","Overseas","25","25","47980","35530"
"In post","2021","65+","Scotland","Eastern Scotland","420","335","32410","27570"
"In post","2021","65+","Scotland","Highlands and Islands","50","40","26650","26530"
"In post","2021","65+","Scotland","North Eastern Scotland","40","30","37250","29190"
"In post","2021","65+","Scotland","Southern Scotland","165","115","25450","24110"
"In post","2021","65+","Scotland","West Central Scotland","395","290","27310","22230"
"In post","2021","65+","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","355","290","31870","27570"
"In post","2021","65+","South East (England)","Hampshire and Isle of Wight","700","540","28450","23050"
"In post","2021","65+","South East (England)","Kent","200","155","28390","26850"
"In post","2021","65+","South East (England)","Surrey, East and West Sussex","310","235","28530","26580"
"In post","2021","65+","South West (England)","Cornwall and Isles of Scilly","55","45","25240","22080"
"In post","2021","65+","South West (England)","Devon","235","170","28280","25780"
"In post","2021","65+","South West (England)","Dorset and Somerset","215","170","28000","27280"
"In post","2021","65+","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","685","545","37170","33000"
"In post","2021","65+","Unknown","Unknown","50","45","32230","30630"
"In post","2021","65+","Wales","East Wales","455","330","31770","27160"
"In post","2021","65+","Wales","West Wales and The Valleys","390","280","27140","22350"
"In post","2021","65+","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","120","100","25630","24560"
"In post","2021","65+","West Midlands (England)","Shropshire and Staffordshire","210","165","28480","26670"
"In post","2021","65+","West Midlands (England)","West Midlands","350","265","29090","26780"
"In post","2021","65+","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","95","70","26640","26930"
"In post","2021","65+","Yorkshire and The Humber","North Yorkshire","130","105","28920","25400"
"In post","2021","65+","Yorkshire and The Humber","South Yorkshire","180","125","27530","25400"
"In post","2021","65+","Yorkshire and The Humber","West Yorkshire","310","225","28950","27570"
"In post","2021","Unknown","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Inner London - West","10","10","45090","34020"
"In post","2021","Unknown","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","Northern Ireland","15","15","33450","28480"
"In post","2021","Unknown","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","North East (England)","Northumberland and Tyne and Wear","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","North West (England)","Greater Manchester","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scotland","Eastern Scotland","15","[c]","20960","21080"
"Leaver CS","2021","16-19","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","South East (England)","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
