"Status","Year","Ethnicity","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Companies House","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Companies House","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Competition and Markets Authority","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Criminal Injuries Compensation Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Criminal Injuries Compensation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Criminal Injuries Compensation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Commercial Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Office and Procurator Fiscal Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Office and Procurator Fiscal Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Office and Procurator Fiscal Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Office and Procurator Fiscal Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Office and Procurator Fiscal Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Prosecution Service","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Prosecution Service","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Prosecution Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Prosecution Service Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Debt Management Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Debt Management Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Electronics and Components Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Electronics and Components Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Electronics and Components Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Equipment and Support","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Equipment and Support","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Equipment and Support","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Science and Technology Laboratory","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Science and Technology Laboratory","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Science and Technology Laboratory","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Education (excl. agencies)","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Education (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Education (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for International Development","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for International Development","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for International Development","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for International Development","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for International Development","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Transport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Transport (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Transport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Transport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Work and Pensions (excl. agencies)","AA/AO","140","[c]","21930","21010"
"Leaver CS","2021","Asian","Department for Work and Pensions (excl. agencies)","EO","100","[c]","29120","27570"
"Leaver CS","2021","Asian","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Work and Pensions (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department of Health and Social Care (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department of Health and Social Care (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Disclosure Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Disclosure Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Driver and Vehicle Licensing Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Driver and Vehicle Licensing Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Driver and Vehicle Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Education and Skills Funding Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Education and Skills Funding Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Education and Skills Funding Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Education and Skills Funding Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Education Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Education Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Education Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Education Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","ESTYN","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","ESTYN","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","FCDO Services","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","FCDO Services","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","FCDO Services","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","FCDO Services","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Food Standards Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Food Standards Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Food Standards Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Food Standards Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign and Commonwealth Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign and Commonwealth Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign and Commonwealth Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign and Commonwealth Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign and Commonwealth Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Forestry and Land Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Forestry and Land Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Forestry and Land Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Forestry and Land Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Actuary's Department","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Actuary's Department","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Actuary's Department","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Internal Audit Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Internal Audit Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Internal Audit Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Internal Audit Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Legal Department","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Legal Department","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Legal Department","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Legal Department","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Legal Department","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Property Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Property Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Health and Safety Executive","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Courts and Tribunals Service","AA/AO","50","[c]","20970","20650"
"Leaver CS","2021","Asian","HM Courts and Tribunals Service","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Courts and Tribunals Service","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Land Registry","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Prison and Probation Service","AA/AO","45","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Prison and Probation Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Prison and Probation Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Prison and Probation Service","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Prison and Probation Service","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Revenue and Customs (excl. agencies)","AA/AO","145","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Revenue and Customs (excl. agencies)","EO","55","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Revenue and Customs (excl. agencies)","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Revenue and Customs (excl. agencies)","SEO/HEO","45","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Treasury (excl. agencies)","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Treasury (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Treasury (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Treasury (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Home Office (incl. agencies)","AA/AO","45","[c]","22270","21770"
"Leaver CS","2021","Asian","Home Office (incl. agencies)","EO","55","[c]","28100","28290"
"Leaver CS","2021","Asian","Home Office (incl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Home Office (incl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Home Office (incl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Insolvency Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Insolvency Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Institute for Apprenticeships and Technical Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal Aid Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal Aid Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal Aid Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal Aid Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Maritime and Coastguard Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicines and Healthcare Products Regulatory Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicines and Healthcare Products Regulatory Agency","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicines and Healthcare Products Regulatory Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Met Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Met Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Defence (excl. agencies)","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Defence (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Justice (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Justice (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Infrastructure Commission","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Infrastructure Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Infrastructure Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Records of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Records of Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Records of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Savings and Investments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Savings and Investments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Savings and Investments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office for Budget Responsibility","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office for Budget Responsibility","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office for Standards in Education, Children's Services and Skills","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
