"Status","Year","Age","Parent_department","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","Department for Transport","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Female","Unknown","15","15","[c]","[c]"
"In post","2021","16-19","Department for Transport","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Department for Transport","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Male","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Department for Transport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Female","Heterosexual / straight","90","90","22690","21010"
"In post","2021","16-19","Department for Work and Pensions","Female","LGBO","15","15","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Female","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Male","Heterosexual / straight","65","60","22520","21010"
"In post","2021","16-19","Department for Work and Pensions","Male","LGBO","10","10","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Female","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Female","Heterosexual / straight","40","35","20700","20140"
"In post","2021","16-19","HM Revenue and Customs","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Female","Unknown","80","80","20470","20140"
"In post","2021","16-19","HM Revenue and Customs","Male","Heterosexual / straight","40","35","20870","20140"
"In post","2021","16-19","HM Revenue and Customs","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Male","Unknown","75","70","20750","20140"
"In post","2021","16-19","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","HM Treasury","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","HM Treasury","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","16-19","Home Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Female","Unknown","20","20","[c]","[c]"
"In post","2021","16-19","Home Office","Male","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","16-19","Home Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Male","Unknown","20","15","[c]","[c]"
"In post","2021","16-19","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Female","Heterosexual / straight","30","30","19690","19040"
"In post","2021","16-19","Ministry of Defence","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Female","Unknown","15","15","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Male","Heterosexual / straight","95","95","19150","17780"
"In post","2021","16-19","Ministry of Defence","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Male","Unknown","95","95","18170","16780"
"In post","2021","16-19","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Female","Heterosexual / straight","45","45","21980","21920"
"In post","2021","16-19","Ministry of Justice","Female","LGBO","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Female","Unknown","35","35","21060","20600"
"In post","2021","16-19","Ministry of Justice","Male","Heterosexual / straight","30","30","22350","22480"
"In post","2021","16-19","Ministry of Justice","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Male","Unknown","20","20","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Female","Heterosexual / straight","35","35","21720","21150"
"In post","2021","16-19","Scottish Government","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","16-19","Scottish Government","Female","Unknown","15","15","[c]","[c]"
"In post","2021","16-19","Scottish Government","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","Scottish Government","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Male","Unknown","20","20","[c]","[c]"
"In post","2021","16-19","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","The National Archives","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","The National Archives","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","The National Archives","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","The National Archives","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","The National Archives","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","The National Archives","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","The National Archives","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","The National Archives","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","The National Archives","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","The National Archives","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Female","Heterosexual / straight","700","690","30080","26970"
"In post","2021","20-29","Attorney General's Departments","Female","LGBO","55","55","29320","26970"
"In post","2021","20-29","Attorney General's Departments","Female","Undeclared","40","40","31150","27670"
"In post","2021","20-29","Attorney General's Departments","Female","Unknown","95","95","28090","26350"
"In post","2021","20-29","Attorney General's Departments","Male","Heterosexual / straight","300","300","30970","26970"
"In post","2021","20-29","Attorney General's Departments","Male","LGBO","55","55","33160","28980"
"In post","2021","20-29","Attorney General's Departments","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Male","Unknown","50","50","28220","25790"
"In post","2021","20-29","Attorney General's Departments","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office","Female","Heterosexual / straight","625","620","36470","34550"
"In post","2021","20-29","Cabinet Office","Female","LGBO","85","85","35630","34550"
"In post","2021","20-29","Cabinet Office","Female","Undeclared","65","65","36800","34550"
"In post","2021","20-29","Cabinet Office","Female","Unknown","1155","1155","31770","29250"
"In post","2021","20-29","Cabinet Office","Male","Heterosexual / straight","445","445","36410","34550"
"In post","2021","20-29","Cabinet Office","Male","LGBO","110","110","39490","34550"
"In post","2021","20-29","Cabinet Office","Male","Undeclared","65","65","39050","34550"
"In post","2021","20-29","Cabinet Office","Male","Unknown","850","850","32360","29250"
"In post","2021","20-29","Cabinet Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","Male","Heterosexual / straight","40","40","37380","36550"
"In post","2021","20-29","Chancellor's other departments","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Female","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","20-29","Charity Commission","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Female","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Charity Commission","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Charity Commission","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Male","Undeclared","[c]","[c]","[c]","[c]"
