"Status","Year","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Corporate Finance","London","Heterosexual / straight","60","55","56210","54380"
"In post","2021","Corporate Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","London","Unknown","15","15","[c]","[c]"
"In post","2021","Corporate Finance","Outside London","Heterosexual / straight","65","60","41190","38600"
"In post","2021","Corporate Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Outside London","Unknown","25","25","[c]","[c]"
"In post","2021","Counter Fraud","London","Heterosexual / straight","255","250","43380","40000"
"In post","2021","Counter Fraud","London","LGBO","15","15","[c]","[c]"
"In post","2021","Counter Fraud","London","Undeclared","25","20","[c]","[c]"
"In post","2021","Counter Fraud","London","Unknown","100","100","44970","40350"
"In post","2021","Counter Fraud","Outside London","Heterosexual / straight","340","320","33090","31000"
"In post","2021","Counter Fraud","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","Counter Fraud","Outside London","Undeclared","35","35","33490","33350"
"In post","2021","Counter Fraud","Outside London","Unknown","105","100","36600","35600"
"In post","2021","Digital, Data and Technology","London","Heterosexual / straight","2080","2040","49820","45530"
"In post","2021","Digital, Data and Technology","London","LGBO","155","155","49860","43870"
"In post","2021","Digital, Data and Technology","London","Undeclared","300","295","49570","46740"
"In post","2021","Digital, Data and Technology","London","Unknown","765","755","48560","44950"
"In post","2021","Digital, Data and Technology","Outside London","Heterosexual / straight","6185","6000","39790","37410"
"In post","2021","Digital, Data and Technology","Outside London","LGBO","335","330","37280","35150"
"In post","2021","Digital, Data and Technology","Outside London","Undeclared","1025","995","38580","36780"
"In post","2021","Digital, Data and Technology","Outside London","Unknown","2425","2365","38310","36030"
"In post","2021","Digital, Data and Technology","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Digital, Data and Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","London","Heterosexual / straight","1150","1125","48300","45750"
"In post","2021","Economics","London","LGBO","105","100","46370","39810"
"In post","2021","Economics","London","Undeclared","135","135","47940","45650"
"In post","2021","Economics","London","Unknown","380","375","46930","40650"
"In post","2021","Economics","Outside London","Heterosexual / straight","220","210","44400","47000"
"In post","2021","Economics","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Economics","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2021","Economics","Outside London","Unknown","90","90","37220","31810"
"In post","2021","Economics","Overseas","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Economics","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Overseas","Unknown","10","10","[c]","[c]"
"In post","2021","Finance","London","Heterosexual / straight","1805","1765","49750","45220"
"In post","2021","Finance","London","LGBO","85","85","53840","54870"
"In post","2021","Finance","London","Undeclared","245","240","48800","45870"
"In post","2021","Finance","London","Unknown","420","410","45830","40650"
"In post","2021","Finance","Outside London","Heterosexual / straight","4740","4475","37440","33300"
"In post","2021","Finance","Outside London","LGBO","160","155","38050","32660"
"In post","2021","Finance","Outside London","Undeclared","650","605","37160","33320"
"In post","2021","Finance","Outside London","Unknown","1010","940","34240","30320"
"In post","2021","Finance","Overseas","Heterosexual / straight","30","30","36460","33300"
"In post","2021","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","London","Heterosexual / straight","1825","1760","47550","42470"
"In post","2021","Human Resources","London","LGBO","145","145","48280","44500"
"In post","2021","Human Resources","London","Undeclared","185","180","44020","40070"
"In post","2021","Human Resources","London","Unknown","260","255","42630","37170"
"In post","2021","Human Resources","Outside London","Heterosexual / straight","4155","3905","35310","31810"
"In post","2021","Human Resources","Outside London","LGBO","200","195","35500","31680"
"In post","2021","Human Resources","Outside London","Undeclared","415","390","33200","30450"
"In post","2021","Human Resources","Outside London","Unknown","635","600","33790","31580"
"In post","2021","Human Resources","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","London","Heterosexual / straight","180","175","65320","64500"
"In post","2021","Inspector of Education and Training","London","LGBO","20","20","[c]","[c]"
"In post","2021","Inspector of Education and Training","London","Undeclared","15","15","[c]","[c]"
"In post","2021","Inspector of Education and Training","London","Unknown","15","15","[c]","[c]"
"In post","2021","Inspector of Education and Training","Outside London","Heterosexual / straight","545","530","66740","74730"
"In post","2021","Inspector of Education and Training","Outside London","LGBO","30","30","70800","75500"
"In post","2021","Inspector of Education and Training","Outside London","Undeclared","30","30","65590","74730"
"In post","2021","Inspector of Education and Training","Outside London","Unknown","20","20","[c]","[c]"
"In post","2021","Intelligence Analysis","London","Heterosexual / straight","970","930","39250","36140"
"In post","2021","Intelligence Analysis","London","LGBO","50","45","42160","36260"
"In post","2021","Intelligence Analysis","London","Undeclared","185","170","38780","36140"
"In post","2021","Intelligence Analysis","London","Unknown","220","210","48170","53360"
"In post","2021","Intelligence Analysis","Outside London","Heterosexual / straight","1450","1385","30520","27380"
"In post","2021","Intelligence Analysis","Outside London","LGBO","65","65","30310","27370"
"In post","2021","Intelligence Analysis","Outside London","Undeclared","235","225","30630","28080"
"In post","2021","Intelligence Analysis","Outside London","Unknown","155","150","32540","30290"
"In post","2021","Intelligence Analysis","Overseas","Heterosexual / straight","50","50","44430","40580"
"In post","2021","Intelligence Analysis","Overseas","LGBO","5","5","[c]","[c]"
"In post","2021","Intelligence Analysis","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2021","Intelligence Analysis","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","London","Heterosexual / straight","160","155","53880","52250"
"In post","2021","Internal Audit","London","LGBO","15","15","[c]","[c]"
"In post","2021","Internal Audit","London","Undeclared","20","20","[c]","[c]"
"In post","2021","Internal Audit","London","Unknown","15","15","[c]","[c]"
"In post","2021","Internal Audit","Outside London","Heterosexual / straight","435","415","43320","41600"
"In post","2021","Internal Audit","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Internal Audit","Outside London","Undeclared","65","60","42060","40580"
"In post","2021","Internal Audit","Outside London","Unknown","40","40","40740","39890"
"In post","2021","Internal Audit","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","London","Heterosexual / straight","585","580","48540","51710"
"In post","2021","International Trade","London","LGBO","65","65","48630","51840"
"In post","2021","International Trade","London","Undeclared","65","65","47090","51710"
"In post","2021","International Trade","London","Unknown","360","355","45260","39590"
"In post","2021","International Trade","Outside London","Heterosexual / straight","155","150","39290","31810"
"In post","2021","International Trade","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","International Trade","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2021","International Trade","Outside London","Unknown","60","60","36890","31820"
"In post","2021","International Trade","Overseas","Heterosexual / straight","95","95","57150","55650"
"In post","2021","International Trade","Overseas","LGBO","10","10","[c]","[c]"
"In post","2021","International Trade","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2021","International Trade","Overseas","Unknown","45","45","54410","51770"
"In post","2021","Knowledge and Information Management","London","Heterosexual / straight","470","455","42400","37840"
"In post","2021","Knowledge and Information Management","London","LGBO","45","45","37430","34170"
"In post","2021","Knowledge and Information Management","London","Undeclared","85","80","41120","37920"
"In post","2021","Knowledge and Information Management","London","Unknown","145","135","39640","36590"
"In post","2021","Knowledge and Information Management","Outside London","Heterosexual / straight","1160","1110","34490","33000"
"In post","2021","Knowledge and Information Management","Outside London","LGBO","45","45","31140","28670"
"In post","2021","Knowledge and Information Management","Outside London","Undeclared","235","230","36490","33630"
"In post","2021","Knowledge and Information Management","Outside London","Unknown","185","170","34640","31780"
"In post","2021","Knowledge and Information Management","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","London","Heterosexual / straight","2905","2745","54730","52040"
"In post","2021","Legal","London","LGBO","245","235","55560","52730"
"In post","2021","Legal","London","Undeclared","395","375","55240","54070"
"In post","2021","Legal","London","Unknown","1220","1140","54680","56140"
"In post","2021","Legal","Outside London","Heterosexual / straight","4820","4490","44300","43460"
"In post","2021","Legal","Outside London","LGBO","200","195","43380","40510"
"In post","2021","Legal","Outside London","Undeclared","625","575","41630","40650"
"In post","2021","Legal","Outside London","Unknown","1715","1590","42790","39110"
"In post","2021","Legal","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Overseas","Unknown","10","10","[c]","[c]"
"In post","2021","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","London","Heterosexual / straight","210","185","76860","77020"
"In post","2021","Medicine","London","LGBO","15","10","[c]","[c]"
"In post","2021","Medicine","London","Undeclared","45","40","84250","83780"
"In post","2021","Medicine","London","Unknown","120","110","83400","76160"
"In post","2021","Medicine","Outside London","Heterosexual / straight","1465","1320","51000","37890"
"In post","2021","Medicine","Outside London","LGBO","35","35","51680","44500"
"In post","2021","Medicine","Outside London","Undeclared","175","155","58280","44500"
"In post","2021","Medicine","Outside London","Unknown","375","330","52490","37890"
"In post","2021","Medicine","Overseas","Heterosexual / straight","30","30","54660","55230"
"In post","2021","Medicine","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2021","Medicine","Overseas","Unknown","15","15","[c]","[c]"
"In post","2021","Medicine","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","London","Heterosexual / straight","17745","16780","34790","30780"
"In post","2021","Operational Delivery","London","LGBO","975","950","36490","33110"
"In post","2021","Operational Delivery","London","Undeclared","2660","2480","34450","30780"
"In post","2021","Operational Delivery","London","Unknown","4520","4300","33380","30150"
"In post","2021","Operational Delivery","Outside London","Heterosexual / straight","97965","90000","27990","25560"
"In post","2021","Operational Delivery","Outside London","LGBO","5445","5245","27610","25400"
"In post","2021","Operational Delivery","Outside London","Undeclared","14770","13225","27800","25790"
"In post","2021","Operational Delivery","Outside London","Unknown","31590","28610","26330","24130"
"In post","2021","Operational Delivery","Overseas","Heterosexual / straight","200","195","49850","54760"
"In post","2021","Operational Delivery","Overseas","LGBO","5","5","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","Undeclared","45","45","35890","28100"
"In post","2021","Operational Delivery","Overseas","Unknown","40","40","57970","60830"
"In post","2021","Operational Delivery","Unknown","Heterosexual / straight","95","90","40490","43240"
"In post","2021","Operational Delivery","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","Unknown","40","40","35990","40010"
"In post","2021","Operational Research","London","Heterosexual / straight","265","250","49900","47880"
"In post","2021","Operational Research","London","LGBO","35","35","44570","39900"
"In post","2021","Operational Research","London","Undeclared","40","40","51850","49850"
"In post","2021","Operational Research","London","Unknown","60","60","45140","40480"
"In post","2021","Operational Research","Outside London","Heterosexual / straight","590","565","42200","41390"
"In post","2021","Operational Research","Outside London","LGBO","35","35","37250","37320"
"In post","2021","Operational Research","Outside London","Undeclared","65","65","41540","41110"
"In post","2021","Operational Research","Outside London","Unknown","95","90","41350","40580"
"In post","2021","Operational Research","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other","London","Heterosexual / straight","2700","2590","39760","32960"
"In post","2021","Other","London","LGBO","185","180","39050","32360"
"In post","2021","Other","London","Undeclared","390","375","41060","34840"
"In post","2021","Other","London","Unknown","910","870","42930","35020"
"In post","2021","Other","Outside London","Heterosexual / straight","12410","11870","28340","23750"
"In post","2021","Other","Outside London","LGBO","405","395","28060","24890"
"In post","2021","Other","Outside London","Undeclared","1765","1685","29060","25720"
"In post","2021","Other","Outside London","Unknown","1670","1575","29640","25880"
"In post","2021","Other","Overseas","Heterosexual / straight","130","130","54230","60720"
"In post","2021","Other","Overseas","LGBO","5","5","[c]","[c]"
"In post","2021","Other","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2021","Other","Overseas","Unknown","230","225","47740","46620"
"In post","2021","Other","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Unknown","1835","1835","37620","34460"
"In post","2021","Planning","London","Heterosexual / straight","80","80","47890","42980"
"In post","2021","Planning","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Planning","London","Unknown","5","5","[c]","[c]"
"In post","2021","Planning","Outside London","Heterosexual / straight","80","75","46050","40720"
"In post","2021","Planning","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Planning","Outside London","Undeclared","10","5","[c]","[c]"
"In post","2021","Planning","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Planning","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Outside London","Heterosexual / straight","265","235","57870","58810"
"In post","2021","Planning Inspectors","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Planning Inspectors","Outside London","Undeclared","35","25","57910","58810"
"In post","2021","Planning Inspectors","Outside London","Unknown","40","30","58650","58810"
"In post","2021","Policy","London","Heterosexual / straight","13045","12705","49670","51730"
"In post","2021","Policy","London","LGBO","1420","1405","48370","46000"
"In post","2021","Policy","London","Undeclared","1705","1670","49190","51730"
"In post","2021","Policy","London","Unknown","3525","3440","47750","42570"
"In post","2021","Policy","Outside London","Heterosexual / straight","5425","5200","41580","37410"
"In post","2021","Policy","Outside London","LGBO","380","370","40860","36970"
"In post","2021","Policy","Outside London","Undeclared","730","700","41550","37410"
"In post","2021","Policy","Outside London","Unknown","1095","1050","41270","36820"
"In post","2021","Policy","Overseas","Heterosexual / straight","1220","1220","52720","53770"
"In post","2021","Policy","Overseas","LGBO","105","105","51870","53540"
"In post","2021","Policy","Overseas","Undeclared","190","190","51680","54470"
"In post","2021","Policy","Overseas","Unknown","235","235","53990","54080"
"In post","2021","Policy","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Project Delivery","London","Heterosexual / straight","2620","2555","50570","45070"
"In post","2021","Project Delivery","London","LGBO","175","175","48640","43130"
"In post","2021","Project Delivery","London","Undeclared","325","315","52460","51440"
"In post","2021","Project Delivery","London","Unknown","530","520","47580","41950"
"In post","2021","Project Delivery","Outside London","Heterosexual / straight","9120","8820","40040","38630"
"In post","2021","Project Delivery","Outside London","LGBO","375","375","38240","35900"
"In post","2021","Project Delivery","Outside London","Undeclared","1145","1105","41350","39430"
"In post","2021","Project Delivery","Outside London","Unknown","1535","1485","39740","38630"
"In post","2021","Project Delivery","Overseas","Heterosexual / straight","115","115","45910","42210"
"In post","2021","Project Delivery","Overseas","LGBO","10","10","[c]","[c]"
"In post","2021","Project Delivery","Overseas","Undeclared","15","15","[c]","[c]"
"In post","2021","Project Delivery","Overseas","Unknown","20","20","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","London","Heterosexual / straight","690","660","45690","40600"
"In post","2021","Property","London","LGBO","40","40","46550","39910"
"In post","2021","Property","London","Undeclared","140","135","44470","38430"
"In post","2021","Property","London","Unknown","245","235","39500","36150"
"In post","2021","Property","Outside London","Heterosexual / straight","4030","3860","35180","33300"
"In post","2021","Property","Outside London","LGBO","130","130","32670","29520"
"In post","2021","Property","Outside London","Undeclared","590","560","35440","33300"
"In post","2021","Property","Outside London","Unknown","890","835","32240","29280"
"In post","2021","Property","Overseas","Heterosexual / straight","135","135","38160","36100"
"In post","2021","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","Undeclared","25","25","[c]","[c]"
"In post","2021","Property","Overseas","Unknown","30","30","41360","40700"
"In post","2021","Property","Unknown","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","London","Heterosexual / straight","50","50","42390","40520"
"In post","2021","Psychology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","London","Unknown","10","10","[c]","[c]"
"In post","2021","Psychology","Outside London","Heterosexual / straight","1010","965","35460","30450"
"In post","2021","Psychology","Outside London","LGBO","55","55","31200","29060"
"In post","2021","Psychology","Outside London","Undeclared","90","85","34520","31180"
"In post","2021","Psychology","Outside London","Unknown","200","185","36570","33650"
"In post","2021","Science and Engineering","London","Heterosexual / straight","930","875","45340","40850"
"In post","2021","Science and Engineering","London","LGBO","70","65","49560","40070"
"In post","2021","Science and Engineering","London","Undeclared","125","120","49410","44730"
"In post","2021","Science and Engineering","London","Unknown","300","285","48570","44950"
"In post","2021","Science and Engineering","Outside London","Heterosexual / straight","7820","7540","37560","36330"
"In post","2021","Science and Engineering","Outside London","LGBO","355","345","33770","29270"
"In post","2021","Science and Engineering","Outside London","Undeclared","1435","1365","38680","37320"
"In post","2021","Science and Engineering","Outside London","Unknown","2855","2720","38870","37960"
"In post","2021","Science and Engineering","Overseas","Heterosexual / straight","80","80","44670","41940"
"In post","2021","Science and Engineering","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","Unknown","40","40","41710","42870"
"In post","2021","Science and Engineering","Unknown","Heterosexual / straight","55","55","27480","27370"
"In post","2021","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Security","London","Heterosexual / straight","860","845","38110","35070"
"In post","2021","Security","London","LGBO","55","55","42230","38570"
"In post","2021","Security","London","Undeclared","130","130","42860","42320"
"In post","2021","Security","London","Unknown","185","180","38710","35060"
"In post","2021","Security","Outside London","Heterosexual / straight","4960","4850","29470","25610"
"In post","2021","Security","Outside London","LGBO","195","195","30230","27690"
"In post","2021","Security","Outside London","Undeclared","800","780","33090","37250"
"In post","2021","Security","Outside London","Unknown","1045","1030","30900","27680"
"In post","2021","Security","Overseas","Heterosexual / straight","65","65","37050","34260"
"In post","2021","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2021","Security","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","Security","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","London","Heterosexual / straight","345","335","47760","43560"
"In post","2021","Social Research","London","LGBO","30","30","[c]","[c]"
"In post","2021","Social Research","London","Undeclared","30","30","48660","44350"
"In post","2021","Social Research","London","Unknown","55","55","44520","41730"
"In post","2021","Social Research","Outside London","Heterosexual / straight","505","480","40330","37940"
"In post","2021","Social Research","Outside London","LGBO","45","45","37030","37020"
"In post","2021","Social Research","Outside London","Undeclared","30","30","39850","38320"
"In post","2021","Social Research","Outside London","Unknown","120","110","36600","36030"
"In post","2021","Statistics","London","Heterosexual / straight","655","635","47780","43170"
"In post","2021","Statistics","London","LGBO","60","60","45840","42570"
"In post","2021","Statistics","London","Undeclared","60","60","45230","41760"
"In post","2021","Statistics","London","Unknown","145","140","43290","39810"
"In post","2021","Statistics","Outside London","Heterosexual / straight","740","710","41150","37880"
"In post","2021","Statistics","Outside London","LGBO","80","80","37020","33020"
"In post","2021","Statistics","Outside London","Undeclared","80","75","39370","35900"
"In post","2021","Statistics","Outside London","Unknown","210","200","38640","36030"
"In post","2021","Statistics","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Tax","London","Heterosexual / straight","1330","1260","44600","39800"
"In post","2021","Tax","London","LGBO","65","60","45470","39800"
"In post","2021","Tax","London","Undeclared","205","195","44330","39800"
"In post","2021","Tax","London","Unknown","695","655","39760","36160"
"In post","2021","Tax","Outside London","Heterosexual / straight","8265","7775","34200","31810"
"In post","2021","Tax","Outside London","LGBO","575","555","31960","31810"
"In post","2021","Tax","Outside London","Undeclared","1120","1030","36960","31870"
"In post","2021","Tax","Outside London","Unknown","5540","5260","27390","25560"
"In post","2021","Tax","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Heterosexual / straight","10460","10065","40810","31880"
"In post","2021","Unknown","London","LGBO","860","840","41680","34550"
"In post","2021","Unknown","London","Undeclared","1285","1210","39340","31880"
"In post","2021","Unknown","London","Unknown","5530","5265","41030","31880"
"In post","2021","Unknown","Outside London","Heterosexual / straight","63555","57760","29260","27570"
"In post","2021","Unknown","Outside London","LGBO","4045","3880","28690","27570"
"In post","2021","Unknown","Outside London","Undeclared","7280","6515","27930","27570"
"In post","2021","Unknown","Outside London","Unknown","25795","22860","28980","27570"
