"Status","Year","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Northern Ireland","AA/AO","1685","1560","20770","20310"
"In post","2021","Northern Ireland","EO","980","920","26560","25560"
"In post","2021","Northern Ireland","G6/G7","235","225","55880","52580"
"In post","2021","Northern Ireland","SCS level","15","15","80880","74780"
"In post","2021","Northern Ireland","SEO/HEO","900","865","34840","32060"
"In post","2021","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","AA/AO","9005","7580","20710","21010"
"In post","2021","Northumberland and Tyne and Wear","EO","5535","5040","26510","27370"
"In post","2021","Northumberland and Tyne and Wear","G6/G7","1675","1625","54480","52580"
"In post","2021","Northumberland and Tyne and Wear","SCS level","95","90","89060","79460"
"In post","2021","Northumberland and Tyne and Wear","SEO/HEO","4715","4465","34330","32000"
"In post","2021","Northumberland and Tyne and Wear","Unknown","345","325","29270","28200"
"In post","2021","Outer London - East and North East","AA/AO","1425","1320","26600","25110"
"In post","2021","Outer London - East and North East","EO","1715","1595","31230","31060"
"In post","2021","Outer London - East and North East","G6/G7","25","25","68990","65440"
"In post","2021","Outer London - East and North East","SEO/HEO","335","320","39740","38440"
"In post","2021","Outer London - East and North East","Unknown","285","275","33080","33950"
"In post","2021","Outer London - South","AA/AO","2010","1830","24210","25110"
"In post","2021","Outer London - South","EO","3220","3030","29970","29570"
"In post","2021","Outer London - South","G6/G7","1590","1540","63460","61030"
"In post","2021","Outer London - South","SCS level","75","75","91460","82690"
"In post","2021","Outer London - South","SEO/HEO","3665","3535","39290","37450"
"In post","2021","Outer London - South","Unknown","180","170","33900","32090"
"In post","2021","Outer London - West and North West","AA/AO","2060","1890","25600","25110"
"In post","2021","Outer London - West and North West","EO","4020","3675","29930","30410"
"In post","2021","Outer London - West and North West","G6/G7","560","540","59290","57680"
"In post","2021","Outer London - West and North West","SCS level","60","55","111920","101920"
"In post","2021","Outer London - West and North West","SEO/HEO","2105","2010","38140","36800"
"In post","2021","Outer London - West and North West","Unknown","255","250","32450","29210"
"In post","2021","Overseas","AA/AO","55","55","22460","23000"
"In post","2021","Overseas","EO","280","275","28020","27370"
"In post","2021","Overseas","G6/G7","1335","1330","59920","58030"
"In post","2021","Overseas","SCS level","285","285","85970","77460"
"In post","2021","Overseas","SEO/HEO","1545","1540","39920","36960"
"In post","2021","Overseas","Unknown","255","255","39460","36710"
"In post","2021","Shropshire and Staffordshire","AA/AO","3250","2995","22660","21130"
"In post","2021","Shropshire and Staffordshire","EO","2470","2290","27630","27570"
"In post","2021","Shropshire and Staffordshire","G6/G7","500","480","58140","54310"
"In post","2021","Shropshire and Staffordshire","SCS level","30","30","96890","92520"
"In post","2021","Shropshire and Staffordshire","SEO/HEO","1705","1625","37160","36480"
"In post","2021","Shropshire and Staffordshire","Unknown","355","320","30820","30880"
"In post","2021","South Yorkshire","AA/AO","3090","2730","22010","21430"
"In post","2021","South Yorkshire","EO","2735","2455","27020","27570"
"In post","2021","South Yorkshire","G6/G7","1160","1115","55730","52280"
"In post","2021","South Yorkshire","SCS level","80","75","80350","76230"
"In post","2021","South Yorkshire","SEO/HEO","2520","2380","35130","34290"
"In post","2021","South Yorkshire","Unknown","340","305","29210","28200"
"In post","2021","Southern Scotland","AA/AO","2230","1930","21410","20850"
"In post","2021","Southern Scotland","EO","1895","1700","26890","27570"
"In post","2021","Southern Scotland","G6/G7","495","480","55560","52680"
"In post","2021","Southern Scotland","SCS level","35","35","76350","75790"
"In post","2021","Southern Scotland","SEO/HEO","1365","1300","35430","33930"
"In post","2021","Surrey, East and West Sussex","AA/AO","2925","2665","24380","21710"
"In post","2021","Surrey, East and West Sussex","EO","3000","2705","28230","27570"
"In post","2021","Surrey, East and West Sussex","G6/G7","470","450","58680","55850"
"In post","2021","Surrey, East and West Sussex","SCS level","35","30","93200","85480"
"In post","2021","Surrey, East and West Sussex","SEO/HEO","1485","1400","37260","35790"
"In post","2021","Surrey, East and West Sussex","Unknown","390","350","29520","30210"
"In post","2021","Tees Valley and Durham","AA/AO","4680","4155","22940","21430"
"In post","2021","Tees Valley and Durham","EO","2370","2145","27520","27570"
"In post","2021","Tees Valley and Durham","G6/G7","365","350","56270","52280"
"In post","2021","Tees Valley and Durham","SCS level","25","25","79360","75410"
"In post","2021","Tees Valley and Durham","SEO/HEO","1440","1365","36220","35560"
"In post","2021","Tees Valley and Durham","Unknown","365","340","29480","28200"
"In post","2021","Unknown","AA/AO","240","220","22240","21010"
"In post","2021","Unknown","EO","590","555","28030","27570"
"In post","2021","Unknown","G6/G7","200","190","57540","54700"
"In post","2021","Unknown","SCS level","25","25","92980","77380"
"In post","2021","Unknown","SEO/HEO","765","750","34170","32000"
"In post","2021","Unknown","Unknown","1915","1910","37270","33570"
"In post","2021","West Central Scotland","AA/AO","6985","6255","22140","21010"
"In post","2021","West Central Scotland","EO","5190","4795","27960","27570"
"In post","2021","West Central Scotland","G6/G7","1405","1365","60450","61010"
"In post","2021","West Central Scotland","SCS level","75","70","86420","83230"
"In post","2021","West Central Scotland","SEO/HEO","4185","3990","37000","35110"
"In post","2021","West Central Scotland","Unknown","75","75","38990","41370"
"In post","2021","West Midlands","AA/AO","5275","4685","20910","20650"
"In post","2021","West Midlands","EO","5800","5310","26790","27570"
"In post","2021","West Midlands","G6/G7","1765","1705","56580","52580"
"In post","2021","West Midlands","SCS level","170","160","96640","88490"
"In post","2021","West Midlands","SEO/HEO","4435","4250","35380","33840"
"In post","2021","West Midlands","Unknown","760","695","29200","28200"
"In post","2021","West Wales and The Valleys","AA/AO","7195","6225","21090","21590"
"In post","2021","West Wales and The Valleys","EO","3915","3590","27360","27570"
"In post","2021","West Wales and The Valleys","G6/G7","805","780","61520","60830"
"In post","2021","West Wales and The Valleys","SCS level","45","40","88010","81760"
"In post","2021","West Wales and The Valleys","SEO/HEO","3140","2985","38220","37410"
"In post","2021","West Wales and The Valleys","Unknown","615","575","29690","28200"
"In post","2021","West Yorkshire","AA/AO","5070","4535","22010","21010"
"In post","2021","West Yorkshire","EO","5075","4685","26910","27570"
"In post","2021","West Yorkshire","G6/G7","1915","1835","55650","52580"
"In post","2021","West Yorkshire","SCS level","165","160","86750","78660"
"In post","2021","West Yorkshire","SEO/HEO","4475","4245","34850","33180"
"In post","2021","West Yorkshire","Unknown","550","505","30170","30210"
"Leaver CS","2021","Bedfordshire and Hertfordshire","AA/AO","210","[c]","22130","22080"
"Leaver CS","2021","Bedfordshire and Hertfordshire","EO","120","[c]","27840","27570"
"Leaver CS","2021","Bedfordshire and Hertfordshire","G6/G7","20","[c]","60530","60150"
"Leaver CS","2021","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","SEO/HEO","100","[c]","42020","40440"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","365","[c]","22550","21010"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","150","[c]","27820","28740"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","50","[c]","58250","56110"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","110","[c]","38250","37530"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","40","[c]","26080","25590"
"Leaver CS","2021","Cheshire","AA/AO","115","[c]","20540","21010"
"Leaver CS","2021","Cheshire","EO","45","[c]","27920","27570"
"Leaver CS","2021","Cheshire","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","SEO/HEO","25","[c]","37600","37750"
"Leaver CS","2021","Cheshire","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","AA/AO","45","[c]","20610","21010"
"Leaver CS","2021","Cornwall and Isles of Scilly","EO","30","[c]","26760","26670"
"Leaver CS","2021","Cornwall and Isles of Scilly","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","SEO/HEO","10","[c]","36150","33300"
"Leaver CS","2021","Cornwall and Isles of Scilly","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","AA/AO","45","[c]","21760","21050"
"Leaver CS","2021","Cumbria","EO","40","[c]","22620","24140"
"Leaver CS","2021","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Unknown","20","[c]","41280","37900"
"Leaver CS","2021","Derbyshire and Nottinghamshire","AA/AO","315","[c]","20520","20500"
"Leaver CS","2021","Derbyshire and Nottinghamshire","EO","150","[c]","25660","26600"
"Leaver CS","2021","Derbyshire and Nottinghamshire","G6/G7","30","[c]","56690","55610"
"Leaver CS","2021","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","SEO/HEO","110","[c]","36320","34140"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Devon","AA/AO","300","[c]","20870","21010"
"Leaver CS","2021","Devon","EO","130","[c]","26820","27130"
"Leaver CS","2021","Devon","G6/G7","40","[c]","59730","56810"
"Leaver CS","2021","Devon","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","SEO/HEO","125","[c]","35680","34290"
"Leaver CS","2021","Devon","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","AA/AO","145","[c]","20410","21010"
"Leaver CS","2021","Dorset and Somerset","EO","85","[c]","26650","26890"
"Leaver CS","2021","Dorset and Somerset","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","SEO/HEO","95","[c]","36390","34990"
"Leaver CS","2021","Dorset and Somerset","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","AA/AO","495","[c]","20970","20570"
"Leaver CS","2021","East Anglia","EO","210","[c]","26680","26970"
"Leaver CS","2021","East Anglia","G6/G7","50","[c]","58510","55410"
"Leaver CS","2021","East Anglia","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","SEO/HEO","195","[c]","36550","34530"
"Leaver CS","2021","East Anglia","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","AA/AO","610","[c]","20280","20100"
"Leaver CS","2021","East Wales","EO","240","[c]","26790","27460"
"Leaver CS","2021","East Wales","G6/G7","85","[c]","59380","57760"
"Leaver CS","2021","East Wales","SCS level","20","[c]","86830","77850"
"Leaver CS","2021","East Wales","SEO/HEO","220","[c]","36900","37220"
"Leaver CS","2021","East Wales","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","AA/AO","255","[c]","23460","21010"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","EO","110","[c]","27200","27130"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","SEO/HEO","65","[c]","36100","33840"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","AA/AO","525","[c]","21860","21010"
"Leaver CS","2021","Eastern Scotland","EO","255","[c]","28940","27570"
"Leaver CS","2021","Eastern Scotland","G6/G7","95","[c]","63650","61010"
"Leaver CS","2021","Eastern Scotland","SCS level","20","[c]","96940","91360"
"Leaver CS","2021","Eastern Scotland","SEO/HEO","220","[c]","39260","38540"
"Leaver CS","2021","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","AA/AO","150","[c]","22920","21780"
"Leaver CS","2021","Essex","EO","90","[c]","28540","29290"
"Leaver CS","2021","Essex","G6/G7","20","[c]","66340","62590"
"Leaver CS","2021","Essex","SEO/HEO","60","[c]","37720","34880"
"Leaver CS","2021","Essex","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","370","[c]","20490","20150"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","EO","285","[c]","25070","25970"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","165","[c]","57610","55260"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","30","[c]","99460","99540"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","495","[c]","36140","35620"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","65","[c]","40480","38180"
"Leaver CS","2021","Greater Manchester","AA/AO","420","[c]","20330","20500"
"Leaver CS","2021","Greater Manchester","EO","240","[c]","26640","27570"
"Leaver CS","2021","Greater Manchester","G6/G7","80","[c]","61620","59810"
"Leaver CS","2021","Greater Manchester","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","SEO/HEO","160","[c]","35470","34480"
"Leaver CS","2021","Greater Manchester","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","AA/AO","375","[c]","20930","19830"
"Leaver CS","2021","Hampshire and Isle of Wight","EO","190","[c]","27200","26890"
"Leaver CS","2021","Hampshire and Isle of Wight","G6/G7","60","[c]","58790","56110"
"Leaver CS","2021","Hampshire and Isle of Wight","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","SEO/HEO","210","[c]","35830","35470"
"Leaver CS","2021","Hampshire and Isle of Wight","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","AA/AO","160","[c]","20950","20740"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","EO","65","[c]","26140","26890"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","20","[c]","34890","34290"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","AA/AO","55","[c]","22740","21710"
"Leaver CS","2021","Highlands and Islands","EO","25","[c]","29090","29190"
"Leaver CS","2021","Highlands and Islands","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","SEO/HEO","10","[c]","38740","37530"
"Leaver CS","2021","Inner London - East","AA/AO","225","[c]","22950","22860"
"Leaver CS","2021","Inner London - East","EO","225","[c]","29550","29590"
"Leaver CS","2021","Inner London - East","G6/G7","195","[c]","60820","59710"
"Leaver CS","2021","Inner London - East","SCS level","50","[c]","104290","99930"
"Leaver CS","2021","Inner London - East","SEO/HEO","275","[c]","38770","39380"
"Leaver CS","2021","Inner London - East","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","AA/AO","625","[c]","22850","22680"
"Leaver CS","2021","Inner London - West","EO","510","[c]","27240","27760"
"Leaver CS","2021","Inner London - West","G6/G7","800","[c]","60790","58250"
"Leaver CS","2021","Inner London - West","SCS level","200","[c]","97460","89710"
"Leaver CS","2021","Inner London - West","SEO/HEO","910","[c]","37060","36650"
"Leaver CS","2021","Inner London - West","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Kent","AA/AO","325","[c]","21210","21010"
"Leaver CS","2021","Kent","EO","130","[c]","28260","27420"
"Leaver CS","2021","Kent","G6/G7","10","[c]","59310","56410"
"Leaver CS","2021","Kent","SEO/HEO","75","[c]","34180","33930"
"Leaver CS","2021","Kent","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","AA/AO","445","[c]","20650","21010"
"Leaver CS","2021","Lancashire","EO","145","[c]","27310","27570"
"Leaver CS","2021","Lancashire","G6/G7","30","[c]","58500","55610"
"Leaver CS","2021","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","SEO/HEO","80","[c]","35720","34290"
