"Status","Year","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Department of Health and Social Care","4805","4625","47180","40650"
"In post","2021","Unknown","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","1585","1550","48670","49370"
"In post","2021","Unknown","HM Land Registry","1945","1875","27260","22350"
"In post","2021","Unknown","HM Revenue and Customs","20060","18480","28140","25560"
"In post","2021","Unknown","HM Treasury","210","200","54740","52500"
"In post","2021","Unknown","Home Office","2010","1970","32040","25770"
"In post","2021","Unknown","Ministry of Defence","10070","9770","34570","32700"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","385","365","44010","40720"
"In post","2021","Unknown","Ministry of Justice","7655","7415","26780","24440"
"In post","2021","Unknown","National Crime Agency","3520","3450","38560","36720"
"In post","2021","Unknown","Northern Ireland Office","60","60","40830","37030"
"In post","2021","Unknown","Office for Standards in Education","165","160","42510","42850"
"In post","2021","Unknown","Office of Gas and Electricity Markets","105","105","46990","41320"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","70","65","50580","46660"
"In post","2021","Unknown","Other Cabinet Office Agencies","530","520","36550","34800"
"In post","2021","Unknown","Scotland Office","60","60","46210","43960"
"In post","2021","Unknown","Scottish Government","10350","9730","34110","30930"
"In post","2021","Unknown","The National Archives","170","160","36230","32200"
"In post","2021","Unknown","United Kingdom Statistics Authority","2295","2090","30870","29540"
"In post","2021","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","70","70","54170","47860"
"In post","2021","Unknown","Welsh Government","350","335","39240","34490"
"Leaver CS","2021","Declared disabled","Attorney General's Departments","30","[c]","48400","51650"
"Leaver CS","2021","Declared disabled","Cabinet Office","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education","40","[c]","43090","40320"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Transport","85","[c]","24930","21590"
"Leaver CS","2021","Declared disabled","Department for Work and Pensions","670","[c]","26730","26890"
"Leaver CS","2021","Declared disabled","Department of Health and Social Care","40","[c]","36820","33100"
"Leaver CS","2021","Declared disabled","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Food Standards Agency","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Foreign, Commonwealth and Development Office","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Land Registry","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Revenue and Customs","640","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Treasury","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Home Office","145","[c]","29820","26410"
"Leaver CS","2021","Declared disabled","Ministry of Defence","370","[c]","30500","26670"
"Leaver CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Justice","640","[c]","24510","20280"
"Leaver CS","2021","Declared disabled","National Crime Agency","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office for Standards in Education","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scottish Government","70","[c]","30810","30790"
"Leaver CS","2021","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","United Kingdom Statistics Authority","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Welsh Government","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Attorney General's Departments","270","[c]","48080","51250"
"Leaver CS","2021","Declared non-disabled","Cabinet Office","150","[c]","52750","41860"
"Leaver CS","2021","Declared non-disabled","Chancellor's other departments","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Charity Commission","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Competition and Markets Authority","75","[c]","51800","46140"
"Leaver CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","290","[c]","43800","39340"
"Leaver CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","45","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Education","240","[c]","44920","40510"
"Leaver CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","35","[c]","28540","24920"
"Leaver CS","2021","Declared non-disabled","Department for International Trade","40","[c]","51040","39650"
"Leaver CS","2021","Declared non-disabled","Department for Transport","430","[c]","31360","26380"
"Leaver CS","2021","Declared non-disabled","Department for Work and Pensions","3010","[c]","26860","25490"
"Leaver CS","2021","Declared non-disabled","Department of Health and Social Care","540","[c]","40140","33190"
"Leaver CS","2021","Declared non-disabled","ESTYN","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Food Standards Agency","30","[c]","36840","30540"
"Leaver CS","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","165","[c]","43800","39190"
"Leaver CS","2021","Declared non-disabled","HM Land Registry","150","[c]","33290","27130"
"Leaver CS","2021","Declared non-disabled","HM Revenue and Customs","2830","[c]","31010","26350"
"Leaver CS","2021","Declared non-disabled","HM Treasury","80","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Home Office","975","[c]","30530","25630"
"Leaver CS","2021","Declared non-disabled","Ministry of Defence","1845","[c]","32650","29930"
"Leaver CS","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","95","[c]","42930","41020"
"Leaver CS","2021","Declared non-disabled","Ministry of Justice","3280","[c]","27000","21180"
"Leaver CS","2021","Declared non-disabled","National Crime Agency","55","[c]","46190","43710"
"Leaver CS","2021","Declared non-disabled","Northern Ireland Office","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Office for Standards in Education","110","[c]","52620","51360"
"Leaver CS","2021","Declared non-disabled","Office of Gas and Electricity Markets","75","[c]","44890","38000"
"Leaver CS","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Office of Rail and Road","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other Cabinet Office Agencies","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scottish Government","335","[c]","38310","33550"
"Leaver CS","2021","Declared non-disabled","The National Archives","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","UK Export Finance","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","UK Supreme Court","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","United Kingdom Statistics Authority","100","[c]","33270","29540"
"Leaver CS","2021","Declared non-disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Water Services Regulation Authority","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Welsh Government","115","[c]","43650","37410"
"Leaver CS","2021","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cabinet Office","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education","30","[c]","41530","39080"
"Leaver CS","2021","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Transport","80","[c]","33720","30130"
"Leaver CS","2021","Undeclared","Department for Work and Pensions","135","[c]","27650","26890"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","85","[c]","35310","33180"
"Leaver CS","2021","Undeclared","Food Standards Agency","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","360","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","70","[c]","32330","28680"
"Leaver CS","2021","Undeclared","Ministry of Defence","225","[c]","33210","30800"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","630","[c]","27750","21400"
"Leaver CS","2021","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","100","[c]","44000","50880"
"Leaver CS","2021","Unknown","Cabinet Office","195","[c]","44840","32910"
"Leaver CS","2021","Unknown","Chancellor's other departments","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Competition and Markets Authority","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","170","[c]","35430","28830"
"Leaver CS","2021","Unknown","Department for Digital, Culture, Media and Sport","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","45","[c]","36660","29360"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","515","[c]","33790","28170"
"Leaver CS","2021","Unknown","Department for International Trade","100","[c]","31430","24410"
"Leaver CS","2021","Unknown","Department for Transport","130","[c]","26770","21590"
"Leaver CS","2021","Unknown","Department for Work and Pensions","700","[c]","27240","27570"
"Leaver CS","2021","Unknown","Department of Health and Social Care","365","[c]","46700","40020"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","70","[c]","44790","42200"
"Leaver CS","2021","Unknown","HM Land Registry","90","[c]","29090","22350"
"Leaver CS","2021","Unknown","HM Revenue and Customs","1860","[c]","25840","24500"
"Leaver CS","2021","Unknown","HM Treasury","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","145","[c]","27020","24880"
"Leaver CS","2021","Unknown","Ministry of Defence","780","[c]","31530","29200"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","1315","[c]","24130","19930"
"Leaver CS","2021","Unknown","National Crime Agency","110","[c]","42680","40000"
"Leaver CS","2021","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","45","[c]","40830","35850"
"Leaver CS","2021","Unknown","Scotland Office","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","530","[c]","34010","29350"
"Leaver CS","2021","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","180","[c]","26250","19520"
"Leaver CS","2021","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Attorney General's Departments","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cabinet Office","125","[c]","39470","32910"
"Leaver Dept.","2021","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","35","[c]","40270","37560"
"Leaver Dept.","2021","Declared disabled","Department for Digital, Culture, Media and Sport","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Education","40","[c]","39790","36100"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Trade","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport","30","[c]","34310","31860"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","145","[c]","31880","27570"
"Leaver Dept.","2021","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Foreign, Commonwealth and Development Office","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","HM Revenue and Customs","110","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","HM Treasury","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Home Office","85","[c]","35500","29370"
"Leaver Dept.","2021","Declared disabled","Ministry of Defence","90","[c]","34960","32970"
"Leaver Dept.","2021","Declared disabled","Ministry of Housing, Communities and Local Government","35","[c]","36590","32880"
"Leaver Dept.","2021","Declared disabled","Ministry of Justice","155","[c]","31530","26410"
"Leaver Dept.","2021","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office for Standards in Education","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scottish Government","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","United Kingdom Statistics Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Attorney General's Departments","130","[c]","43640","38290"
"Leaver Dept.","2021","Declared non-disabled","Cabinet Office","675","[c]","42540","34550"
"Leaver Dept.","2021","Declared non-disabled","Chancellor's other departments","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Charity Commission","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Competition and Markets Authority","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","345","[c]","45920","42000"
"Leaver Dept.","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","125","[c]","48270","49600"
"Leaver Dept.","2021","Declared non-disabled","Department for Education","170","[c]","44160","40510"
"Leaver Dept.","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for International Trade","95","[c]","46630","39830"
"Leaver Dept.","2021","Declared non-disabled","Department for Transport","265","[c]","38070","34700"
"Leaver Dept.","2021","Declared non-disabled","Department for Work and Pensions","1040","[c]","30290","27570"
"Leaver Dept.","2021","Declared non-disabled","Department of Health and Social Care","60","[c]","46720","51800"
"Leaver Dept.","2021","Declared non-disabled","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Food Standards Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","180","[c]","52960","52720"
"Leaver Dept.","2021","Declared non-disabled","HM Revenue and Customs","820","[c]","36350","32050"
"Leaver Dept.","2021","Declared non-disabled","HM Treasury","105","[c]","[c]","[c]"
