"Status","Year","Disability","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","London","Male","750","[c]","39020","31300"
"Leaver CS","2021","Unknown","London","Unknown","70","[c]","45660","40010"
"Leaver CS","2021","Unknown","Outside London","Female","2695","[c]","28870","24110"
"Leaver CS","2021","Unknown","Outside London","Male","2570","[c]","31250","27000"
"Leaver CS","2021","Unknown","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","Female","60","[c]","37550","36960"
"Leaver CS","2021","Unknown","Overseas","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","300","[c]","39490","28420"
"Leaver CS","2021","Unknown","Unknown","Male","325","[c]","40020","32400"
"Leaver Dept.","2021","Declared disabled","London","Female","215","[c]","41750","36700"
"Leaver Dept.","2021","Declared disabled","London","Male","185","[c]","43060","37280"
"Leaver Dept.","2021","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Outside London","Female","300","[c]","30260","27570"
"Leaver Dept.","2021","Declared disabled","Outside London","Male","235","[c]","31430","27570"
"Leaver Dept.","2021","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Overseas","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","London","Female","1735","[c]","44800","39250"
"Leaver Dept.","2021","Declared non-disabled","London","Male","1350","[c]","44860","39600"
"Leaver Dept.","2021","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Outside London","Female","2060","[c]","30330","27570"
"Leaver Dept.","2021","Declared non-disabled","Outside London","Male","1500","[c]","31720","27570"
"Leaver Dept.","2021","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Overseas","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Overseas","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Female","130","[c]","37020","32000"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Male","105","[c]","39850","32000"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","London","Female","155","[c]","44590","42410"
"Leaver Dept.","2021","Undeclared","London","Male","130","[c]","43000","39120"
"Leaver Dept.","2021","Undeclared","Outside London","Female","140","[c]","30870","27570"
"Leaver Dept.","2021","Undeclared","Outside London","Male","150","[c]","31000","27570"
"Leaver Dept.","2021","Undeclared","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Overseas","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","Female","820","[c]","42780","38540"
"Leaver Dept.","2021","Unknown","London","Male","725","[c]","43800","38820"
"Leaver Dept.","2021","Unknown","London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outside London","Female","740","[c]","31390","27570"
"Leaver Dept.","2021","Unknown","Outside London","Male","685","[c]","32950","29690"
"Leaver Dept.","2021","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Female","210","[c]","33410","32000"
"Leaver Dept.","2021","Unknown","Unknown","Male","190","[c]","34740","32000"
"New entrant CS","2021","Declared disabled","London","Female","620","[c]","32510","31060"
"New entrant CS","2021","Declared disabled","London","Male","325","[c]","34080","31060"
"New entrant CS","2021","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Outside London","Female","1755","[c]","26100","27570"
"New entrant CS","2021","Declared disabled","Outside London","Male","1255","[c]","26770","27570"
"New entrant CS","2021","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Female","30","[c]","29850","27570"
"New entrant CS","2021","Declared disabled","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","London","Female","4435","[c]","34080","31060"
"New entrant CS","2021","Declared non-disabled","London","Male","3260","[c]","36250","31060"
"New entrant CS","2021","Declared non-disabled","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Outside London","Female","12485","[c]","26500","26130"
"New entrant CS","2021","Declared non-disabled","Outside London","Male","9935","[c]","27770","26160"
"New entrant CS","2021","Declared non-disabled","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Overseas","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Overseas","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Female","155","[c]","28900","27570"
"New entrant CS","2021","Declared non-disabled","Unknown","Male","125","[c]","30790","27570"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","London","Female","380","[c]","36700","32320"
"New entrant CS","2021","Undeclared","London","Male","325","[c]","38230","32350"
"New entrant CS","2021","Undeclared","Outside London","Female","675","[c]","27880","27570"
"New entrant CS","2021","Undeclared","Outside London","Male","505","[c]","28090","26350"
"New entrant CS","2021","Undeclared","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","Female","3245","[c]","35170","31060"
"New entrant CS","2021","Unknown","London","Male","2485","[c]","38560","32790"
"New entrant CS","2021","Unknown","London","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Outside London","Female","7530","[c]","26750","23050"
"New entrant CS","2021","Unknown","Outside London","Male","6970","[c]","27960","24880"
"New entrant CS","2021","Unknown","Outside London","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Overseas","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Female","330","[c]","34060","28000"
"New entrant CS","2021","Unknown","Unknown","Male","215","[c]","40680","28000"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
