"Status","Year","Disability","Ethnicity","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Black","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Chinese","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Chinese","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","London","Heterosexual / straight","300","285","39160","33810"
"In post","2021","Declared disabled","Mixed","London","LGBO","60","60","39870","35050"
"In post","2021","Declared disabled","Mixed","London","Undeclared","40","40","37370","32710"
"In post","2021","Declared disabled","Mixed","London","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Outside London","Heterosexual / straight","530","490","29870","27570"
"In post","2021","Declared disabled","Mixed","Outside London","LGBO","100","95","29280","27570"
"In post","2021","Declared disabled","Mixed","Outside London","Undeclared","75","70","31080","27570"
"In post","2021","Declared disabled","Mixed","Outside London","Unknown","50","40","29010","27570"
"In post","2021","Declared disabled","Mixed","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","London","Heterosexual / straight","115","110","39370","33680"
"In post","2021","Declared disabled","Other ethnicity","London","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","London","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","London","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Outside London","Heterosexual / straight","115","105","30960","27570"
"In post","2021","Declared disabled","Other ethnicity","Outside London","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Outside London","Undeclared","30","30","32360","30350"
"In post","2021","Declared disabled","Other ethnicity","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","London","Heterosexual / straight","95","90","35700","31090"
"In post","2021","Declared disabled","Undeclared","London","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","London","Undeclared","255","240","39340","34550"
"In post","2021","Declared disabled","Undeclared","London","Unknown","40","40","35900","31480"
"In post","2021","Declared disabled","Undeclared","Outside London","Heterosexual / straight","275","250","28680","27570"
"In post","2021","Declared disabled","Undeclared","Outside London","LGBO","60","55","29250","27570"
"In post","2021","Declared disabled","Undeclared","Outside London","Undeclared","1070","975","30610","27570"
"In post","2021","Declared disabled","Undeclared","Outside London","Unknown","210","180","27790","27570"
"In post","2021","Declared disabled","Undeclared","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","London","Heterosexual / straight","60","55","38690","35480"
"In post","2021","Declared disabled","Unknown","London","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","London","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Unknown","London","Unknown","165","160","40220","36200"
"In post","2021","Declared disabled","Unknown","Outside London","Heterosexual / straight","215","185","27980","25560"
"In post","2021","Declared disabled","Unknown","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Outside London","Undeclared","80","75","31470","27570"
"In post","2021","Declared disabled","Unknown","Outside London","Unknown","670","600","29650","27570"
"In post","2021","Declared disabled","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Overseas","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","London","Heterosexual / straight","3970","3790","43990","38600"
"In post","2021","Declared disabled","White","London","LGBO","780","760","43370","37560"
"In post","2021","Declared disabled","White","London","Undeclared","490","465","41430","36430"
"In post","2021","Declared disabled","White","London","Unknown","215","195","41930","34750"
"In post","2021","Declared disabled","White","Outside London","Heterosexual / straight","27550","24980","29670","27570"
"In post","2021","Declared disabled","White","Outside London","LGBO","2695","2575","29450","27570"
"In post","2021","Declared disabled","White","Outside London","Undeclared","2900","2560","28780","27130"
"In post","2021","Declared disabled","White","Outside London","Unknown","2160","1860","28090","26750"
"In post","2021","Declared disabled","White","Overseas","Heterosexual / straight","130","130","49390","51500"
"In post","2021","Declared disabled","White","Overseas","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","White","Overseas","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","White","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","White","Unknown","Heterosexual / straight","105","100","30980","27570"
"In post","2021","Declared disabled","White","Unknown","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","White","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","White","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","London","Heterosexual / straight","9050","8620","37210","31880"
"In post","2021","Declared non-disabled","Asian","London","LGBO","200","190","39010","33300"
"In post","2021","Declared non-disabled","Asian","London","Undeclared","610","555","33610","30500"
"In post","2021","Declared non-disabled","Asian","London","Unknown","805","710","34820","31060"
"In post","2021","Declared non-disabled","Asian","Outside London","Heterosexual / straight","9990","9310","28730","26670"
"In post","2021","Declared non-disabled","Asian","Outside London","LGBO","200","180","27480","24880"
"In post","2021","Declared non-disabled","Asian","Outside London","Undeclared","590","525","26600","25110"
"In post","2021","Declared non-disabled","Asian","Outside London","Unknown","1305","1125","27350","26120"
"In post","2021","Declared non-disabled","Asian","Overseas","Heterosexual / straight","115","115","46070","40710"
"In post","2021","Declared non-disabled","Asian","Overseas","LGBO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Unknown","Heterosexual / straight","105","95","29880","27570"
"In post","2021","Declared non-disabled","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Unknown","Unknown","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Black","London","Heterosexual / straight","6515","6340","34700","31060"
"In post","2021","Declared non-disabled","Black","London","LGBO","130","130","35630","31060"
"In post","2021","Declared non-disabled","Black","London","Undeclared","365","345","34000","31060"
"In post","2021","Declared non-disabled","Black","London","Unknown","665","615","33330","31060"
"In post","2021","Declared non-disabled","Black","Outside London","Heterosexual / straight","3745","3580","29330","27570"
"In post","2021","Declared non-disabled","Black","Outside London","LGBO","75","75","27750","27570"
"In post","2021","Declared non-disabled","Black","Outside London","Undeclared","160","145","28570","27570"
"In post","2021","Declared non-disabled","Black","Outside London","Unknown","310","280","27790","27570"
"In post","2021","Declared non-disabled","Black","Overseas","Heterosexual / straight","50","50","41750","37500"
"In post","2021","Declared non-disabled","Black","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Unknown","Heterosexual / straight","35","35","30630","29200"
"In post","2021","Declared non-disabled","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","London","Heterosexual / straight","365","355","43820","40050"
"In post","2021","Declared non-disabled","Chinese","London","LGBO","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","London","Undeclared","45","45","40900","38540"
"In post","2021","Declared non-disabled","Chinese","London","Unknown","40","35","42280","35300"
"In post","2021","Declared non-disabled","Chinese","Outside London","Heterosexual / straight","410","390","30010","26000"
"In post","2021","Declared non-disabled","Chinese","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Outside London","Undeclared","30","25","34380","29720"
"In post","2021","Declared non-disabled","Chinese","Outside London","Unknown","45","40","32860","27570"
"In post","2021","Declared non-disabled","Chinese","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","London","Heterosexual / straight","2075","2015","40730","35590"
"In post","2021","Declared non-disabled","Mixed","London","LGBO","200","200","42480","38600"
"In post","2021","Declared non-disabled","Mixed","London","Undeclared","160","155","40510","33390"
"In post","2021","Declared non-disabled","Mixed","London","Unknown","120","115","43010","36930"
"In post","2021","Declared non-disabled","Mixed","Outside London","Heterosexual / straight","2745","2590","30880","27570"
"In post","2021","Declared non-disabled","Mixed","Outside London","LGBO","225","220","30340","27570"
"In post","2021","Declared non-disabled","Mixed","Outside London","Undeclared","180","165","30910","27570"
"In post","2021","Declared non-disabled","Mixed","Outside London","Unknown","225","200","30770","27570"
"In post","2021","Declared non-disabled","Mixed","Overseas","Heterosexual / straight","70","70","48750","50940"
"In post","2021","Declared non-disabled","Mixed","Overseas","LGBO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","London","Heterosexual / straight","710","680","40450","35000"
"In post","2021","Declared non-disabled","Other ethnicity","London","LGBO","45","45","41700","34870"
"In post","2021","Declared non-disabled","Other ethnicity","London","Undeclared","85","80","45020","38580"
"In post","2021","Declared non-disabled","Other ethnicity","London","Unknown","75","65","38150","31880"
"In post","2021","Declared non-disabled","Other ethnicity","Outside London","Heterosexual / straight","670","635","30910","27530"
"In post","2021","Declared non-disabled","Other ethnicity","Outside London","LGBO","50","45","32340","27570"
"In post","2021","Declared non-disabled","Other ethnicity","Outside London","Undeclared","70","65","34030","28540"
"In post","2021","Declared non-disabled","Other ethnicity","Outside London","Unknown","95","85","30500","27570"
"In post","2021","Declared non-disabled","Other ethnicity","Overseas","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","London","Heterosexual / straight","625","600","39010","33850"
"In post","2021","Declared non-disabled","Undeclared","London","LGBO","35","35","44050","33210"
"In post","2021","Declared non-disabled","Undeclared","London","Undeclared","1075","1020","42490","37620"
"In post","2021","Declared non-disabled","Undeclared","London","Unknown","415","380","36390","31880"
"In post","2021","Declared non-disabled","Undeclared","Outside London","Heterosexual / straight","1280","1190","29670","27570"
"In post","2021","Declared non-disabled","Undeclared","Outside London","LGBO","80","75","29500","27570"
"In post","2021","Declared non-disabled","Undeclared","Outside London","Undeclared","3440","3210","32340","28130"
"In post","2021","Declared non-disabled","Undeclared","Outside London","Unknown","1880","1610","28360","27570"
"In post","2021","Declared non-disabled","Undeclared","Overseas","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Overseas","Undeclared","50","50","45380","37820"
"In post","2021","Declared non-disabled","Undeclared","Overseas","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","London","Heterosexual / straight","470","445","43450","36160"
"In post","2021","Declared non-disabled","Unknown","London","LGBO","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","London","Undeclared","95","95","43050","38000"
"In post","2021","Declared non-disabled","Unknown","London","Unknown","1150","1090","43050","36650"
"In post","2021","Declared non-disabled","Unknown","Outside London","Heterosexual / straight","1595","1465","30400","27380"
"In post","2021","Declared non-disabled","Unknown","Outside London","LGBO","65","60","32480","27900"
"In post","2021","Declared non-disabled","Unknown","Outside London","Undeclared","325","295","31480","27570"
"In post","2021","Declared non-disabled","Unknown","Outside London","Unknown","5785","5240","29720","27570"
"In post","2021","Declared non-disabled","Unknown","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Overseas","Unknown","35","35","48280","45640"
"In post","2021","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","Unknown","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","White","London","Heterosexual / straight","33465","32175","47930","42660"
"In post","2021","Declared non-disabled","White","London","LGBO","2870","2830","47000","41970"
"In post","2021","Declared non-disabled","White","London","Undeclared","2705","2585","46230","41560"
"In post","2021","Declared non-disabled","White","London","Unknown","2060","1920","46930","40480"
"In post","2021","Declared non-disabled","White","Outside London","Heterosexual / straight","172150","160130","31750","27570"
"In post","2021","Declared non-disabled","White","Outside London","LGBO","8200","7960","30560","27570"
"In post","2021","Declared non-disabled","White","Outside London","Undeclared","12990","11700","30630","27570"
"In post","2021","Declared non-disabled","White","Outside London","Unknown","21100","18390","30440","27570"
"In post","2021","Declared non-disabled","White","Overseas","Heterosexual / straight","1805","1800","50090","50430"
"In post","2021","Declared non-disabled","White","Overseas","LGBO","110","110","51620","52630"
"In post","2021","Declared non-disabled","White","Overseas","Undeclared","155","155","48580","43950"
"In post","2021","Declared non-disabled","White","Overseas","Unknown","65","65","45590","42870"
"In post","2021","Declared non-disabled","White","Unknown","Heterosexual / straight","615","585","33930","27570"
"In post","2021","Declared non-disabled","White","Unknown","LGBO","35","35","30410","27570"
"In post","2021","Declared non-disabled","White","Unknown","Undeclared","45","40","31040","27570"
"In post","2021","Declared non-disabled","White","Unknown","Unknown","60","50","32920","27570"
"In post","2021","Undeclared","Asian","London","Heterosexual / straight","385","365","36640","31060"
"In post","2021","Undeclared","Asian","London","LGBO","15","15","[c]","[c]"
"In post","2021","Undeclared","Asian","London","Undeclared","105","95","37700","31350"
"In post","2021","Undeclared","Asian","London","Unknown","60","55","37480","31060"
"In post","2021","Undeclared","Asian","Outside London","Heterosexual / straight","465","430","28100","27570"
"In post","2021","Undeclared","Asian","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Undeclared","Asian","Outside London","Undeclared","85","80","29680","26290"
"In post","2021","Undeclared","Asian","Outside London","Unknown","85","75","27440","27570"
"In post","2021","Undeclared","Asian","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","London","Heterosexual / straight","315","305","33610","31060"
"In post","2021","Undeclared","Black","London","LGBO","15","15","[c]","[c]"
"In post","2021","Undeclared","Black","London","Undeclared","65","65","32990","31060"
"In post","2021","Undeclared","Black","London","Unknown","120","110","31390","31470"
"In post","2021","Undeclared","Black","Outside London","Heterosexual / straight","185","175","29260","27570"
"In post","2021","Undeclared","Black","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Undeclared","Black","Outside London","Undeclared","30","30","29430","27570"
"In post","2021","Undeclared","Black","Outside London","Unknown","35","35","29950","31650"
"In post","2021","Undeclared","Black","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Undeclared","Chinese","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Undeclared","Chinese","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Undeclared","Chinese","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Undeclared","Chinese","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Undeclared","Chinese","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","London","Heterosexual / straight","95","90","42370","36290"
"In post","2021","Undeclared","Mixed","London","LGBO","15","15","[c]","[c]"
"In post","2021","Undeclared","Mixed","London","Undeclared","30","25","[c]","[c]"
"In post","2021","Undeclared","Mixed","London","Unknown","20","15","[c]","[c]"
"In post","2021","Undeclared","Mixed","Outside London","Heterosexual / straight","145","140","31520","28220"
"In post","2021","Undeclared","Mixed","Outside London","LGBO","25","25","[c]","[c]"
"In post","2021","Undeclared","Mixed","Outside London","Undeclared","55","50","27850","26810"
"In post","2021","Undeclared","Mixed","Outside London","Unknown","25","25","[c]","[c]"
"In post","2021","Undeclared","Mixed","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
