"Status","Year","Disability","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","EO","Female","LGBO","1505","1450","27610","27570"
"In post","2021","Declared non-disabled","EO","Female","Undeclared","3725","3275","27610","27570"
"In post","2021","Declared non-disabled","EO","Female","Unknown","7530","6320","27840","27570"
"In post","2021","Declared non-disabled","EO","Male","Heterosexual / straight","27550","26660","27770","27570"
"In post","2021","Declared non-disabled","EO","Male","LGBO","1735","1695","27420","27570"
"In post","2021","Declared non-disabled","EO","Male","Undeclared","2900","2735","28040","27570"
"In post","2021","Declared non-disabled","EO","Male","Unknown","4255","4025","28250","27570"
"In post","2021","Declared non-disabled","EO","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","G6/G7","Female","Heterosexual / straight","17120","16200","58360","56510"
"In post","2021","Declared non-disabled","G6/G7","Female","LGBO","730","715","58170","55700"
"In post","2021","Declared non-disabled","G6/G7","Female","Undeclared","1325","1265","59270","57460"
"In post","2021","Declared non-disabled","G6/G7","Female","Unknown","1740","1590","57700","55610"
"In post","2021","Declared non-disabled","G6/G7","Male","Heterosexual / straight","17445","17125","59380","57600"
"In post","2021","Declared non-disabled","G6/G7","Male","LGBO","1280","1265","59070","57460"
"In post","2021","Declared non-disabled","G6/G7","Male","Undeclared","1520","1480","60410","58460"
"In post","2021","Declared non-disabled","G6/G7","Male","Unknown","2040","1970","59050","57780"
"In post","2021","Declared non-disabled","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","SCS level","Female","Heterosexual / straight","1995","1890","87410","80070"
"In post","2021","Declared non-disabled","SCS level","Female","LGBO","75","75","85900","77740"
"In post","2021","Declared non-disabled","SCS level","Female","Undeclared","125","115","86900","80350"
"In post","2021","Declared non-disabled","SCS level","Female","Unknown","150","145","90190","84860"
"In post","2021","Declared non-disabled","SCS level","Male","Heterosexual / straight","2170","2135","92300","83830"
"In post","2021","Declared non-disabled","SCS level","Male","LGBO","180","175","87730","80770"
"In post","2021","Declared non-disabled","SCS level","Male","Undeclared","155","145","92640","84140"
"In post","2021","Declared non-disabled","SCS level","Male","Unknown","180","180","95250","85720"
"In post","2021","Declared non-disabled","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","SEO/HEO","Female","Heterosexual / straight","36280","34230","36340","35310"
"In post","2021","Declared non-disabled","SEO/HEO","Female","LGBO","1520","1490","36160","35050"
"In post","2021","Declared non-disabled","SEO/HEO","Female","Undeclared","3145","2945","36950","36030"
"In post","2021","Declared non-disabled","SEO/HEO","Female","Unknown","3705","3420","36490","35320"
"In post","2021","Declared non-disabled","SEO/HEO","Male","Heterosexual / straight","32660","31970","37390","36500"
"In post","2021","Declared non-disabled","SEO/HEO","Male","LGBO","1935","1910","36510","35930"
"In post","2021","Declared non-disabled","SEO/HEO","Male","Undeclared","3010","2925","38140","37320"
"In post","2021","Declared non-disabled","SEO/HEO","Male","Unknown","3935","3790","37750","36780"
"In post","2021","Declared non-disabled","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Female","Heterosexual / straight","6310","5790","30330","30210"
"In post","2021","Declared non-disabled","Unknown","Female","LGBO","255","245","29300","26810"
"In post","2021","Declared non-disabled","Unknown","Female","Undeclared","415","370","32440","32100"
"In post","2021","Declared non-disabled","Unknown","Female","Unknown","260","225","33230","34320"
"In post","2021","Declared non-disabled","Unknown","Male","Heterosexual / straight","2750","2690","35320","33080"
"In post","2021","Declared non-disabled","Unknown","Male","LGBO","150","150","30230","28190"
"In post","2021","Declared non-disabled","Unknown","Male","Undeclared","235","225","38400","37170"
"In post","2021","Declared non-disabled","Unknown","Male","Unknown","135","125","34400","35000"
"In post","2021","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","AA/AO","Female","Heterosexual / straight","2110","1815","22200","21030"
"In post","2021","Undeclared","AA/AO","Female","LGBO","155","145","23310","21430"
"In post","2021","Undeclared","AA/AO","Female","Undeclared","1260","1085","22100","21430"
"In post","2021","Undeclared","AA/AO","Female","Unknown","885","735","24710","21710"
"In post","2021","Undeclared","AA/AO","Male","Heterosexual / straight","2070","1960","25100","21950"
"In post","2021","Undeclared","AA/AO","Male","LGBO","145","140","23560","21010"
"In post","2021","Undeclared","AA/AO","Male","Undeclared","1565","1495","24580","21580"
"In post","2021","Undeclared","AA/AO","Male","Unknown","1395","1230","28450","31650"
"In post","2021","Undeclared","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","EO","Female","Heterosexual / straight","1640","1510","27640","27570"
"In post","2021","Undeclared","EO","Female","LGBO","135","130","27950","27570"
"In post","2021","Undeclared","EO","Female","Undeclared","1125","1020","27650","27390"
"In post","2021","Undeclared","EO","Female","Unknown","535","485","28730","27570"
"In post","2021","Undeclared","EO","Male","Heterosexual / straight","1495","1445","28860","27570"
"In post","2021","Undeclared","EO","Male","LGBO","130","125","28300","27570"
"In post","2021","Undeclared","EO","Male","Undeclared","1535","1470","28480","27570"
"In post","2021","Undeclared","EO","Male","Unknown","600","570","30600","30270"
"In post","2021","Undeclared","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","G6/G7","Female","Heterosexual / straight","550","525","57850","56130"
"In post","2021","Undeclared","G6/G7","Female","LGBO","45","45","57320","53800"
"In post","2021","Undeclared","G6/G7","Female","Undeclared","530","505","58360","56940"
"In post","2021","Undeclared","G6/G7","Female","Unknown","165","155","58630","54960"
"In post","2021","Undeclared","G6/G7","Male","Heterosexual / straight","530","525","59660","58130"
"In post","2021","Undeclared","G6/G7","Male","LGBO","70","70","59370","55560"
"In post","2021","Undeclared","G6/G7","Male","Undeclared","985","960","58910","57310"
"In post","2021","Undeclared","G6/G7","Male","Unknown","280","275","57490","54760"
"In post","2021","Undeclared","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SCS level","Female","Heterosexual / straight","60","55","83380","79600"
"In post","2021","Undeclared","SCS level","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Undeclared","SCS level","Female","Undeclared","45","40","84910","81210"
"In post","2021","Undeclared","SCS level","Female","Unknown","15","15","[c]","[c]"
"In post","2021","Undeclared","SCS level","Male","Heterosexual / straight","55","55","93580","88300"
"In post","2021","Undeclared","SCS level","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Undeclared","SCS level","Male","Undeclared","85","80","89030","81590"
"In post","2021","Undeclared","SCS level","Male","Unknown","20","20","[c]","[c]"
"In post","2021","Undeclared","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SEO/HEO","Female","Heterosexual / straight","1545","1475","36640","36010"
"In post","2021","Undeclared","SEO/HEO","Female","LGBO","150","150","35300","33610"
"In post","2021","Undeclared","SEO/HEO","Female","Undeclared","1300","1215","36690","36180"
"In post","2021","Undeclared","SEO/HEO","Female","Unknown","430","405","38000","36780"
"In post","2021","Undeclared","SEO/HEO","Male","Heterosexual / straight","1495","1465","38110","37280"
"In post","2021","Undeclared","SEO/HEO","Male","LGBO","135","135","35890","35030"
"In post","2021","Undeclared","SEO/HEO","Male","Undeclared","2175","2110","37580","36630"
"In post","2021","Undeclared","SEO/HEO","Male","Unknown","565","555","38910","37890"
"In post","2021","Undeclared","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Female","Heterosexual / straight","235","220","30670","30210"
"In post","2021","Undeclared","Unknown","Female","LGBO","30","30","28930","28200"
"In post","2021","Undeclared","Unknown","Female","Undeclared","140","130","32450","32720"
"In post","2021","Undeclared","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Male","Heterosexual / straight","115","110","34180","33690"
"In post","2021","Undeclared","Unknown","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Undeclared","Unknown","Male","Undeclared","165","160","37020","34500"
"In post","2021","Undeclared","Unknown","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Female","Heterosexual / straight","2390","2095","21840","21440"
"In post","2021","Unknown","AA/AO","Female","LGBO","135","130","22670","22200"
"In post","2021","Unknown","AA/AO","Female","Undeclared","855","735","21900","22350"
"In post","2021","Unknown","AA/AO","Female","Unknown","10725","9565","21560","21010"
"In post","2021","Unknown","AA/AO","Male","Heterosexual / straight","2175","2075","23910","21580"
"In post","2021","Unknown","AA/AO","Male","LGBO","150","145","23070","21590"
"In post","2021","Unknown","AA/AO","Male","Undeclared","550","520","22940","21010"
"In post","2021","Unknown","AA/AO","Male","Unknown","10025","9700","22670","21010"
"In post","2021","Unknown","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Female","Heterosexual / straight","2465","2320","28680","28110"
"In post","2021","Unknown","EO","Female","LGBO","155","155","28350","27570"
"In post","2021","Unknown","EO","Female","Undeclared","590","540","28560","29350"
"In post","2021","Unknown","EO","Female","Unknown","6025","5665","27250","27130"
"In post","2021","Unknown","EO","Male","Heterosexual / straight","2355","2295","29980","29190"
"In post","2021","Unknown","EO","Male","LGBO","140","135","29000","27850"
"In post","2021","Unknown","EO","Male","Undeclared","395","385","28990","29350"
"In post","2021","Unknown","EO","Male","Unknown","6445","6280","27740","27010"
"In post","2021","Unknown","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Female","Heterosexual / straight","1465","1390","57900","55110"
"In post","2021","Unknown","G6/G7","Female","LGBO","65","65","55430","53830"
"In post","2021","Unknown","G6/G7","Female","Undeclared","205","195","59640","57300"
"In post","2021","Unknown","G6/G7","Female","Unknown","3780","3590","58340","55610"
"In post","2021","Unknown","G6/G7","Male","Heterosexual / straight","1470","1445","58880","56400"
"In post","2021","Unknown","G6/G7","Male","LGBO","120","120","57680","54650"
"In post","2021","Unknown","G6/G7","Male","Undeclared","290","280","60580","57960"
"In post","2021","Unknown","G6/G7","Male","Unknown","4050","3980","59100","56670"
"In post","2021","Unknown","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS level","Female","Heterosexual / straight","130","125","92480","85720"
"In post","2021","Unknown","SCS level","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","SCS level","Female","Undeclared","25","20","[c]","[c]"
"In post","2021","Unknown","SCS level","Female","Unknown","565","540","91210","79860"
"In post","2021","Unknown","SCS level","Male","Heterosexual / straight","160","160","97750","89950"
"In post","2021","Unknown","SCS level","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","SCS level","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","Unknown","SCS level","Male","Unknown","610","605","93380","82740"
"In post","2021","Unknown","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SEO/HEO","Female","Heterosexual / straight","3060","2905","37240","36740"
"In post","2021","Unknown","SEO/HEO","Female","LGBO","180","180","36050","36030"
"In post","2021","Unknown","SEO/HEO","Female","Undeclared","600","565","37220","35760"
"In post","2021","Unknown","SEO/HEO","Female","Unknown","7510","7215","35130","33620"
"In post","2021","Unknown","SEO/HEO","Male","Heterosexual / straight","3125","3055","38670","38550"
"In post","2021","Unknown","SEO/HEO","Male","LGBO","185","180","36620","36140"
"In post","2021","Unknown","SEO/HEO","Male","Undeclared","635","620","38760","38630"
"In post","2021","Unknown","SEO/HEO","Male","Unknown","7910","7770","35900","35000"
"In post","2021","Unknown","SEO/HEO","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SEO/HEO","Unknown","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Unknown","Female","Heterosexual / straight","90","85","31350","27860"
"In post","2021","Unknown","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Female","Undeclared","25","20","[c]","[c]"
"In post","2021","Unknown","Unknown","Female","Unknown","685","635","27230","23840"
"In post","2021","Unknown","Unknown","Male","Heterosexual / straight","100","95","45460","43260"
"In post","2021","Unknown","Unknown","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Unknown","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","Unknown","Unknown","Male","Unknown","1945","1930","36780","33570"
"In post","2021","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Female","Heterosexual / straight","380","[c]","20720","21010"
"Leaver CS","2021","Declared disabled","AA/AO","Female","LGBO","50","[c]","20900","21010"
"Leaver CS","2021","Declared disabled","AA/AO","Female","Undeclared","65","[c]","20240","21010"
"Leaver CS","2021","Declared disabled","AA/AO","Female","Unknown","240","[c]","20780","20500"
"Leaver CS","2021","Declared disabled","AA/AO","Male","Heterosexual / straight","320","[c]","21440","21010"
"Leaver CS","2021","Declared disabled","AA/AO","Male","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Male","Undeclared","45","[c]","22720","20980"
"Leaver CS","2021","Declared disabled","AA/AO","Male","Unknown","135","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Female","Heterosexual / straight","245","[c]","27210","27570"
"Leaver CS","2021","Declared disabled","EO","Female","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Female","Undeclared","40","[c]","26890","27570"
"Leaver CS","2021","Declared disabled","EO","Female","Unknown","145","[c]","28350","27570"
"Leaver CS","2021","Declared disabled","EO","Male","Heterosexual / straight","190","[c]","28070","27570"
"Leaver CS","2021","Declared disabled","EO","Male","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Male","Undeclared","45","[c]","28360","27570"
"Leaver CS","2021","Declared disabled","EO","Male","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Female","Heterosexual / straight","45","[c]","60810","56050"
"Leaver CS","2021","Declared disabled","G6/G7","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Female","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Male","Heterosexual / straight","55","[c]","62540","57680"
"Leaver CS","2021","Declared disabled","G6/G7","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Male","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS level","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS level","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
