"Status","Year","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Barking & Dagenham and Havering","SEO/HEO","SEO","15","15","42500","42050"
"In post","2021","Barking & Dagenham and Havering","Unknown","Unknown","45","45","32530","30390"
"In post","2021","Barnet","AA/AO","AA","50","40","21870","22100"
"In post","2021","Barnet","AA/AO","AO","225","200","24210","23800"
"In post","2021","Barnet","EO","EO","440","410","30040","31060"
"In post","2021","Barnet","G6/G7","G6","70","65","73050","72200"
"In post","2021","Barnet","G6/G7","G7","245","235","56410","54330"
"In post","2021","Barnet","SCS level","SCS level","45","40","117800","103340"
"In post","2021","Barnet","SEO/HEO","HEO","275","265","34600","33340"
"In post","2021","Barnet","SEO/HEO","SEO","295","280","42990","41990"
"In post","2021","Barnet","Unknown","Unknown","45","45","31660","26810"
"In post","2021","Barnsley, Doncaster and Rotherham","AA/AO","AA","210","200","20500","20600"
"In post","2021","Barnsley, Doncaster and Rotherham","AA/AO","AO","1295","1140","23550","21010"
"In post","2021","Barnsley, Doncaster and Rotherham","EO","EO","940","820","28310","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","G6/G7","G7","20","20","59010","54370"
"In post","2021","Barnsley, Doncaster and Rotherham","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","SEO/HEO","HEO","225","210","34200","33170"
"In post","2021","Barnsley, Doncaster and Rotherham","SEO/HEO","SEO","85","85","46540","46200"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Unknown","210","185","29510","30210"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AA","135","130","19950","19560"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AO","625","570","23790","21430"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","EO","2615","2475","24800","25750"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G6","490","475","68810","67480"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G7","1430","1395","53510","54480"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","SCS level","150","150","100420","92370"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","HEO","3055","2935","31480","32120"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","SEO","3325","3215","41220","40880"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Unknown","1530","1480","41280","39100"
"In post","2021","Bedford","AA/AO","AA","50","50","21480","21500"
"In post","2021","Bedford","AA/AO","AO","245","230","26780","27850"
"In post","2021","Bedford","EO","EO","285","260","27760","27570"
"In post","2021","Bedford","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","G6/G7","G7","20","20","55730","52540"
"In post","2021","Bedford","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SEO/HEO","HEO","100","95","33760","32740"
"In post","2021","Bedford","SEO/HEO","SEO","65","60","44670","45100"
"In post","2021","Bedford","Unknown","Unknown","70","60","27390","23840"
"In post","2021","Belfast","AA/AO","AA","60","55","19340","19560"
"In post","2021","Belfast","AA/AO","AO","945","840","20740","20140"
"In post","2021","Belfast","EO","EO","820","770","26290","25560"
"In post","2021","Belfast","G6/G7","G6","35","35","65380","64670"
"In post","2021","Belfast","G6/G7","G7","175","170","52530","52580"
"In post","2021","Belfast","SCS level","SCS level","15","15","80880","74780"
"In post","2021","Belfast","SEO/HEO","HEO","530","505","32410","31810"
"In post","2021","Belfast","SEO/HEO","SEO","235","230","38460","38630"
"In post","2021","Berkshire","AA/AO","AA","95","90","18970","18800"
"In post","2021","Berkshire","AA/AO","AO","905","865","28470","25630"
"In post","2021","Berkshire","EO","EO","795","755","30940","29290"
"In post","2021","Berkshire","G6/G7","G6","70","65","66040","64590"
"In post","2021","Berkshire","G6/G7","G7","225","215","54210","52570"
"In post","2021","Berkshire","SCS level","SCS level","20","20","91400","91810"
"In post","2021","Berkshire","SEO/HEO","HEO","405","385","35720","33300"
"In post","2021","Berkshire","SEO/HEO","SEO","245","235","41340","40040"
"In post","2021","Berkshire","Unknown","Unknown","190","185","31760","31910"
"In post","2021","Bexley and Greenwich","AA/AO","AA","220","210","23670","23790"
"In post","2021","Bexley and Greenwich","AA/AO","AO","660","635","30070","31590"
"In post","2021","Bexley and Greenwich","EO","EO","545","515","32070","31060"
"In post","2021","Bexley and Greenwich","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Bexley and Greenwich","G6/G7","G7","10","10","65720","66570"
"In post","2021","Bexley and Greenwich","SEO/HEO","HEO","145","140","38350","38690"
"In post","2021","Bexley and Greenwich","SEO/HEO","SEO","45","45","51120","49780"
"In post","2021","Bexley and Greenwich","Unknown","Unknown","130","130","33350","33950"
"In post","2021","Birmingham","AA/AO","AA","300","275","18890","18900"
"In post","2021","Birmingham","AA/AO","AO","3270","2955","21200","20180"
"In post","2021","Birmingham","EO","EO","3310","3060","26620","27570"
"In post","2021","Birmingham","G6/G7","G6","230","220","68750","65630"
"In post","2021","Birmingham","G6/G7","G7","920","880","54860","52580"
"In post","2021","Birmingham","SCS level","SCS level","110","105","99910","94650"
"In post","2021","Birmingham","SEO/HEO","HEO","1940","1860","32720","31810"
"In post","2021","Birmingham","SEO/HEO","SEO","1085","1045","41000","38980"
"In post","2021","Birmingham","Unknown","Unknown","435","400","30160","28200"
"In post","2021","Blackburn with Darwen","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Blackburn with Darwen","AA/AO","AO","150","125","21170","21010"
"In post","2021","Blackburn with Darwen","EO","EO","220","195","27500","27570"
"In post","2021","Blackburn with Darwen","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Blackburn with Darwen","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","SEO/HEO","HEO","40","40","32120","31990"
"In post","2021","Blackburn with Darwen","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Blackburn with Darwen","Unknown","Unknown","65","60","28470","28200"
"In post","2021","Blackpool","AA/AO","AA","15","10","18520","18900"
"In post","2021","Blackpool","AA/AO","AO","1740","1565","20860","21010"
"In post","2021","Blackpool","EO","EO","1860","1675","27440","27570"
"In post","2021","Blackpool","G6/G7","G6","110","105","65730","64500"
"In post","2021","Blackpool","G6/G7","G7","305","290","51820","49450"
"In post","2021","Blackpool","SCS level","SCS level","20","20","76440","73540"
"In post","2021","Blackpool","SEO/HEO","HEO","595","565","32540","31990"
"In post","2021","Blackpool","SEO/HEO","SEO","425","400","37240","36220"
"In post","2021","Blackpool","Unknown","Unknown","70","65","29310","30210"
"In post","2021","Bournemouth and Poole","AA/AO","AA","45","40","17930","18760"
"In post","2021","Bournemouth and Poole","AA/AO","AO","155","140","20970","20720"
"In post","2021","Bournemouth and Poole","EO","EO","330","290","27070","27570"
"In post","2021","Bournemouth and Poole","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Bournemouth and Poole","SEO/HEO","HEO","50","50","32040","31990"
"In post","2021","Bournemouth and Poole","SEO/HEO","SEO","25","20","39890","40160"
"In post","2021","Bournemouth and Poole","Unknown","Unknown","100","90","28540","25460"
"In post","2021","Bradford","AA/AO","AA","65","55","18810","20070"
"In post","2021","Bradford","AA/AO","AO","1265","1065","20570","20140"
"In post","2021","Bradford","EO","EO","955","855","26690","27570"
"In post","2021","Bradford","G6/G7","G6","40","40","64310","64670"
"In post","2021","Bradford","G6/G7","G7","135","130","51980","52580"
"In post","2021","Bradford","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Bradford","SEO/HEO","HEO","325","300","31580","31810"
"In post","2021","Bradford","SEO/HEO","SEO","180","175","38700","38630"
"In post","2021","Bradford","Unknown","Unknown","125","115","30150","30210"
"In post","2021","Breckland and South Norfolk","AA/AO","AA","65","60","20510","20600"
"In post","2021","Breckland and South Norfolk","AA/AO","AO","240","225","25220","24440"
"In post","2021","Breckland and South Norfolk","EO","EO","130","125","28750","27570"
"In post","2021","Breckland and South Norfolk","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Breckland and South Norfolk","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","SEO/HEO","HEO","50","50","34130","33300"
"In post","2021","Breckland and South Norfolk","SEO/HEO","SEO","25","25","46990","46830"
"In post","2021","Breckland and South Norfolk","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Brent","AA/AO","AA","20","15","20130","19880"
"In post","2021","Brent","AA/AO","AO","140","120","23920","23500"
"In post","2021","Brent","EO","EO","275","260","30670","31060"
"In post","2021","Brent","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Brent","G6/G7","G7","15","15","61520","62080"
"In post","2021","Brent","SEO/HEO","HEO","55","50","35650","36400"
"In post","2021","Brent","SEO/HEO","SEO","40","35","47390","47980"
"In post","2021","Brent","Unknown","Unknown","65","65","32640","29210"
"In post","2021","Bridgend and Neath Port Talbot","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","AA/AO","AO","260","225","20530","21010"
"In post","2021","Bridgend and Neath Port Talbot","EO","EO","285","260","27980","27570"
"In post","2021","Bridgend and Neath Port Talbot","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","SEO/HEO","HEO","60","55","35310","34290"
"In post","2021","Bridgend and Neath Port Talbot","SEO/HEO","SEO","25","20","39820","38280"
"In post","2021","Bridgend and Neath Port Talbot","Unknown","Unknown","60","55","33630","31420"
"In post","2021","Brighton and Hove","AA/AO","AA","25","20","17090","16840"
"In post","2021","Brighton and Hove","AA/AO","AO","130","115","21210","21000"
"In post","2021","Brighton and Hove","EO","EO","265","240","27590","27570"
"In post","2021","Brighton and Hove","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","G6/G7","G7","65","60","58090","59770"
"In post","2021","Brighton and Hove","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","SEO/HEO","HEO","40","40","34040","34290"
"In post","2021","Brighton and Hove","SEO/HEO","SEO","25","25","40130","40790"
"In post","2021","Brighton and Hove","Unknown","Unknown","90","75","28790","25340"
"In post","2021","Bristol, City of","AA/AO","AA","130","120","19050","19040"
"In post","2021","Bristol, City of","AA/AO","AO","1205","1095","21780","21050"
"In post","2021","Bristol, City of","EO","EO","1430","1305","26650","27250"
"In post","2021","Bristol, City of","G6/G7","G6","490","445","64730","64490"
"In post","2021","Bristol, City of","G6/G7","G7","940","900","52350","50930"
"In post","2021","Bristol, City of","SCS level","SCS level","85","85","92100","84000"
"In post","2021","Bristol, City of","SEO/HEO","HEO","1250","1175","32010","31810"
"In post","2021","Bristol, City of","SEO/HEO","SEO","915","860","40040","38700"
"In post","2021","Bristol, City of","Unknown","Unknown","165","150","28840","28200"
"In post","2021","Bromley","AA/AO","AA","15","10","18350","17990"
"In post","2021","Bromley","AA/AO","AO","130","115","22690","22450"
"In post","2021","Bromley","EO","EO","240","220","31060","31060"
"In post","2021","Bromley","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","SEO/HEO","HEO","35","35","36330","36650"
"In post","2021","Bromley","SEO/HEO","SEO","20","20","44740","45640"
"In post","2021","Bromley","Unknown","Unknown","20","20","29840","26690"
"In post","2021","Buckinghamshire CC","AA/AO","AA","115","110","21230","21500"
"In post","2021","Buckinghamshire CC","AA/AO","AO","450","425","26330","23580"
"In post","2021","Buckinghamshire CC","EO","EO","490","465","28760","28350"
"In post","2021","Buckinghamshire CC","G6/G7","G6","20","20","75240","70670"
"In post","2021","Buckinghamshire CC","G6/G7","G7","55","55","60590","56540"
"In post","2021","Buckinghamshire CC","SCS level","SCS level","10","10","78190","72500"
"In post","2021","Buckinghamshire CC","SEO/HEO","HEO","275","265","35080","35300"
"In post","2021","Buckinghamshire CC","SEO/HEO","SEO","170","160","44710","42580"
"In post","2021","Buckinghamshire CC","Unknown","Unknown","95","85","29700","31310"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","AA/AO","AA","20","15","20520","20070"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","AA/AO","AO","65","55","24820","22920"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","EO","EO","95","90","29660","28120"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","SEO/HEO","HEO","25","20","35290","35680"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Calderdale and Kirklees","AA/AO","AA","25","20","18920","19850"
"In post","2021","Calderdale and Kirklees","AA/AO","AO","210","170","20760","21010"
"In post","2021","Calderdale and Kirklees","EO","EO","610","550","27310","27570"
"In post","2021","Calderdale and Kirklees","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","G6/G7","G7","10","10","52970","52520"
"In post","2021","Calderdale and Kirklees","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","SEO/HEO","HEO","65","60","32080","32110"
"In post","2021","Calderdale and Kirklees","SEO/HEO","SEO","25","25","39150","37590"
"In post","2021","Calderdale and Kirklees","Unknown","Unknown","110","100","28530","28200"
"In post","2021","Cambridgeshire CC","AA/AO","AA","235","210","20330","20600"
"In post","2021","Cambridgeshire CC","AA/AO","AO","905","850","26660","27920"
"In post","2021","Cambridgeshire CC","EO","EO","710","670","27980","27570"
"In post","2021","Cambridgeshire CC","G6/G7","G6","70","65","69340","64220"
"In post","2021","Cambridgeshire CC","G6/G7","G7","235","230","57890","54540"
"In post","2021","Cambridgeshire CC","SCS level","SCS level","40","40","103460","103000"
"In post","2021","Cambridgeshire CC","SEO/HEO","HEO","655","630","33450","33300"
"In post","2021","Cambridgeshire CC","SEO/HEO","SEO","430","415","42890","40580"
"In post","2021","Cambridgeshire CC","Unknown","Unknown","100","95","30530","30210"
"In post","2021","Camden and City of London","AA/AO","AA","135","125","20860","20280"
"In post","2021","Camden and City of London","AA/AO","AO","730","690","24080","23500"
"In post","2021","Camden and City of London","EO","EO","925","885","29720","29570"
"In post","2021","Camden and City of London","G6/G7","G6","200","190","84370","78140"
"In post","2021","Camden and City of London","G6/G7","G7","395","385","59250","59160"
"In post","2021","Camden and City of London","SCS level","SCS level","40","35","106920","94200"
"In post","2021","Camden and City of London","SEO/HEO","HEO","760","740","36090","36160"
"In post","2021","Camden and City of London","SEO/HEO","SEO","430","420","43360","42060"
"In post","2021","Camden and City of London","Unknown","Unknown","20","20","31200","27730"
"In post","2021","Cardiff and Vale of Glamorgan","AA/AO","AA","185","170","19230","19560"
"In post","2021","Cardiff and Vale of Glamorgan","AA/AO","AO","3210","2880","21460","21010"
"In post","2021","Cardiff and Vale of Glamorgan","EO","EO","3325","3110","26860","26930"
"In post","2021","Cardiff and Vale of Glamorgan","G6/G7","G6","315","300","70650","74730"
"In post","2021","Cardiff and Vale of Glamorgan","G6/G7","G7","1035","995","56290","56620"
"In post","2021","Cardiff and Vale of Glamorgan","SCS level","SCS level","190","185","90280","82200"
"In post","2021","Cardiff and Vale of Glamorgan","SEO/HEO","HEO","2285","2165","33460","31940"
"In post","2021","Cardiff and Vale of Glamorgan","SEO/HEO","SEO","1235","1185","42850","42990"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","Unknown","285","270","31110","30210"
"In post","2021","Causeway Coast and Glens","AA/AO","AA","55","55","20200","20310"
"In post","2021","Causeway Coast and Glens","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Causeway Coast and Glens","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","AA/AO","AA","50","45","19290","19560"
"In post","2021","Central Bedfordshire","AA/AO","AO","95","90","21550","20920"
"In post","2021","Central Bedfordshire","EO","EO","125","120","28060","27390"
"In post","2021","Central Bedfordshire","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Central Bedfordshire","G6/G7","G7","10","10","61770","55360"
"In post","2021","Central Bedfordshire","SEO/HEO","HEO","105","105","35190","34740"
"In post","2021","Central Bedfordshire","SEO/HEO","SEO","35","35","42760","41600"
"In post","2021","Central Bedfordshire","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Central Hampshire","AA/AO","AA","200","190","19180","18800"
"In post","2021","Central Hampshire","AA/AO","AO","610","590","24520","21580"
"In post","2021","Central Hampshire","EO","EO","715","680","27210","26670"
"In post","2021","Central Hampshire","G6/G7","G6","115","110","67280","66430"
"In post","2021","Central Hampshire","G6/G7","G7","830","800","51460","48890"
"In post","2021","Central Hampshire","SCS level","SCS level","30","30","82570","74930"
"In post","2021","Central Hampshire","SEO/HEO","HEO","910","885","32280","33300"
"In post","2021","Central Hampshire","SEO/HEO","SEO","735","715","40180","40580"
"In post","2021","Central Hampshire","Unknown","Unknown","40","35","36500","36750"
"In post","2021","Central Valleys","AA/AO","AA","10","5","[c]","[c]"
"In post","2021","Central Valleys","AA/AO","AO","350","310","21720","21010"
"In post","2021","Central Valleys","EO","EO","550","505","27760","27570"
"In post","2021","Central Valleys","G6/G7","G6","40","40","73070","74730"
"In post","2021","Central Valleys","G6/G7","G7","130","125","58980","60830"
"In post","2021","Central Valleys","SCS level","SCS level","25","20","88060","81760"
"In post","2021","Central Valleys","SEO/HEO","HEO","310","295","36220","37410"
"In post","2021","Central Valleys","SEO/HEO","SEO","215","205","45510","47000"
"In post","2021","Central Valleys","Unknown","Unknown","85","80","29500","28750"
"In post","2021","Cheshire East","AA/AO","AA","50","45","20350","20600"
"In post","2021","Cheshire East","AA/AO","AO","240","220","24570","22850"
"In post","2021","Cheshire East","EO","EO","240","225","27510","27570"
"In post","2021","Cheshire East","G6/G7","G6","10","10","70210","65740"
"In post","2021","Cheshire East","G6/G7","G7","30","30","52640","50210"
"In post","2021","Cheshire East","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","SEO/HEO","HEO","65","60","33130","31800"
"In post","2021","Cheshire East","SEO/HEO","SEO","60","55","45060","43830"
"In post","2021","Cheshire East","Unknown","Unknown","55","50","29630","30150"
"In post","2021","Cheshire West and Chester","AA/AO","AA","10","5","[c]","[c]"
"In post","2021","Cheshire West and Chester","AA/AO","AO","150","145","20900","21010"
"In post","2021","Cheshire West and Chester","EO","EO","180","165","27190","27570"
"In post","2021","Cheshire West and Chester","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","SEO/HEO","HEO","25","20","32530","32470"
"In post","2021","Cheshire West and Chester","SEO/HEO","SEO","10","10","40070","39840"
"In post","2021","Cheshire West and Chester","Unknown","Unknown","75","70","28740","28200"
"In post","2021","Chorley and West Lancashire","AA/AO","AA","130","120","20750","20600"
"In post","2021","Chorley and West Lancashire","AA/AO","AO","595","550","26590","26300"
"In post","2021","Chorley and West Lancashire","EO","EO","320","295","29650","27570"
"In post","2021","Chorley and West Lancashire","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Chorley and West Lancashire","G6/G7","G7","15","15","62830","60990"
"In post","2021","Chorley and West Lancashire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","SEO/HEO","HEO","135","125","35160","36480"
"In post","2021","Chorley and West Lancashire","SEO/HEO","SEO","75","75","47290","46870"
"In post","2021","Chorley and West Lancashire","Unknown","Unknown","55","50","32280","33360"
"In post","2021","City of Edinburgh","AA/AO","AA","680","645","21300","21150"
"In post","2021","City of Edinburgh","AA/AO","AO","2465","2340","22420","21580"
"In post","2021","City of Edinburgh","EO","EO","2635","2505","28470","28130"
"In post","2021","City of Edinburgh","G6/G7","G6","780","745","71240","73280"
"In post","2021","City of Edinburgh","G6/G7","G7","1515","1440","56820","56120"
"In post","2021","City of Edinburgh","SCS level","SCS level","205","200","90920","83230"
"In post","2021","City of Edinburgh","SEO/HEO","HEO","2475","2380","33870","33620"
"In post","2021","City of Edinburgh","SEO/HEO","SEO","2045","1945","43880","45110"
"In post","2021","City of Edinburgh","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","AA/AO","AA","95","85","19830","20060"
"In post","2021","Clackmannanshire and Fife","AA/AO","AO","380","345","22980","21490"
"In post","2021","Clackmannanshire and Fife","EO","EO","550","510","29470","27570"
"In post","2021","Clackmannanshire and Fife","G6/G7","G6","10","10","72920","68690"
"In post","2021","Clackmannanshire and Fife","G6/G7","G7","30","30","59980","54540"
"In post","2021","Clackmannanshire and Fife","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","SEO/HEO","HEO","155","145","34820","33460"
"In post","2021","Clackmannanshire and Fife","SEO/HEO","SEO","105","100","42800","40980"
"In post","2021","Clackmannanshire and Fife","Unknown","Unknown","25","25","42670","41390"
"In post","2021","Conwy and Denbighshire","AA/AO","AA","10","10","18440","18760"
"In post","2021","Conwy and Denbighshire","AA/AO","AO","115","105","22360","23830"
"In post","2021","Conwy and Denbighshire","EO","EO","170","155","27720","27570"
"In post","2021","Conwy and Denbighshire","G6/G7","G6","15","15","72380","74730"
"In post","2021","Conwy and Denbighshire","G6/G7","G7","55","55","58840","60830"
"In post","2021","Conwy and Denbighshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","SEO/HEO","HEO","140","135","36160","37410"
"In post","2021","Conwy and Denbighshire","SEO/HEO","SEO","100","95","46120","47000"
"In post","2021","Conwy and Denbighshire","Unknown","Unknown","70","70","30100","28200"
"In post","2021","Cornwall and Isles of Scilly","AA/AO","AA","110","100","18970","19560"
"In post","2021","Cornwall and Isles of Scilly","AA/AO","AO","600","535","21210","21010"
"In post","2021","Cornwall and Isles of Scilly","EO","EO","620","570","27220","27570"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","G7","45","40","58440","53970"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","HEO","150","140","33270","33300"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","SEO","65","65","40930","40580"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Unknown","50","45","29330","28200"
"In post","2021","Coventry","AA/AO","AA","20","15","17330","16930"
"In post","2021","Coventry","AA/AO","AO","270","240","21190","21010"
"In post","2021","Coventry","EO","EO","585","540","27010","27130"
"In post","2021","Coventry","G6/G7","G6","145","140","64870","62170"
"In post","2021","Coventry","G6/G7","G7","395","385","50980","50400"
"In post","2021","Coventry","SCS level","SCS level","55","50","90900","85180"
"In post","2021","Coventry","SEO/HEO","HEO","465","445","31620","30420"
"In post","2021","Coventry","SEO/HEO","SEO","435","420","38760","37100"
"In post","2021","Coventry","Unknown","Unknown","60","55","29850","30210"
"In post","2021","Croydon","AA/AO","AA","225","195","21690","22210"
"In post","2021","Croydon","AA/AO","AO","1510","1380","24930","25630"
"In post","2021","Croydon","EO","EO","2605","2450","29660","29370"
"In post","2021","Croydon","G6/G7","G6","475","455","72180","71290"
"In post","2021","Croydon","G6/G7","G7","1110","1080","59750","59160"
"In post","2021","Croydon","SCS level","SCS level","75","75","91460","82690"
"In post","2021","Croydon","SEO/HEO","HEO","2060","1985","35920","36160"
"In post","2021","Croydon","SEO/HEO","SEO","1465","1420","43940","42550"
"In post","2021","Croydon","Unknown","Unknown","100","95","35410","34100"
"In post","2021","Darlington","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","AA/AO","AO","95","85","21140","21000"
"In post","2021","Darlington","EO","EO","190","170","26370","26000"
"In post","2021","Darlington","G6/G7","G6","40","40","64890","61960"
"In post","2021","Darlington","G6/G7","G7","155","150","51190","50400"
"In post","2021","Darlington","SCS level","SCS level","15","15","74840","73000"
"In post","2021","Darlington","SEO/HEO","HEO","200","190","30430","30200"
