"Status","Year","Function_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","15","15","46320","44760"
"In post","2021","Commercial","City of Edinburgh","55","55","35800","33650"
"In post","2021","Commercial","Clackmannanshire and Fife","20","20","35630","34960"
"In post","2021","Commercial","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2021","Commercial","Coventry","40","40","45390","40780"
"In post","2021","Commercial","Croydon","125","120","48470","46600"
"In post","2021","Commercial","Darlington","30","30","51770","50760"
"In post","2021","Commercial","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","200","190","42960","40140"
"In post","2021","Commercial","Dorset CC","25","25","40020","34610"
"In post","2021","Commercial","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Durham CC","20","15","47070","44850"
"In post","2021","Commercial","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","15","15","31140","25870"
"In post","2021","Commercial","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","10","10","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","10","10","42650","40870"
"In post","2021","Commercial","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Falkirk","5","5","[c]","[c]"
"In post","2021","Commercial","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","25","25","33920","30800"
"In post","2021","Commercial","Glasgow City","155","150","38010","33840"
"In post","2021","Commercial","Gloucestershire","5","5","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South East","30","25","30050","26670"
"In post","2021","Commercial","Greater Manchester South West","155","150","44690","38630"
"In post","2021","Commercial","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Harrow and Hillingdon","15","15","37720","31000"
"In post","2021","Commercial","Hartlepool and Stockton-on-Tees","5","5","[c]","[c]"
"In post","2021","Commercial","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, County of","10","10","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","25","20","44520","37640"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","55","55","32290","26120"
"In post","2021","Commercial","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Wight","5","5","[c]","[c]"
"In post","2021","Commercial","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent Thames Gateway","10","5","[c]","[c]"
"In post","2021","Commercial","Kingston upon Hull, City of","10","10","[c]","[c]"
"In post","2021","Commercial","Lambeth","15","15","49260","48900"
"In post","2021","Commercial","Lancaster and Wyre","10","10","[c]","[c]"
"In post","2021","Commercial","Leeds","255","250","46540","40480"
"In post","2021","Commercial","Leicester","15","15","38790","33840"
"In post","2021","Commercial","Leicestershire CC and Rutland","15","15","43690","49870"
"In post","2021","Commercial","Lewisham and Southwark","10","10","114770","126890"
"In post","2021","Commercial","Lincolnshire","20","20","35520","28800"
"In post","2021","Commercial","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Liverpool","275","265","41840","35420"
"In post","2021","Commercial","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Manchester","150","145","44830","38280"
"In post","2021","Commercial","Medway","5","5","[c]","[c]"
"In post","2021","Commercial","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mid Lancashire","5","5","[c]","[c]"
"In post","2021","Commercial","Milton Keynes","75","75","43780","41160"
"In post","2021","Commercial","Monmouthshire and Newport","110","110","37950","34800"
"In post","2021","Commercial","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Hampshire","5","5","[c]","[c]"
"In post","2021","Commercial","North Lanarkshire","5","5","[c]","[c]"
"In post","2021","Commercial","North Nottinghamshire","5","5","[c]","[c]"
"In post","2021","Commercial","North Yorkshire CC","15","15","33510","33300"
"In post","2021","Commercial","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Norwich and East Norfolk","150","145","43090","38420"
"In post","2021","Commercial","Nottingham","60","55","41870","40470"
"In post","2021","Commercial","Overseas","40","40","47880","42200"
"In post","2021","Commercial","Oxfordshire","35","35","35440","33300"
"In post","2021","Commercial","Perth and Kinross and Stirling","15","10","27710","25870"
"In post","2021","Commercial","Peterborough","40","40","41860","37160"
"In post","2021","Commercial","Plymouth","25","25","40990","38550"
"In post","2021","Commercial","Portsmouth","105","100","37290","33300"
"In post","2021","Commercial","Powys","10","10","[c]","[c]"
"In post","2021","Commercial","Sefton","35","35","37630","32010"
"In post","2021","Commercial","Sheffield","95","90","48070","43690"
"In post","2021","Commercial","Shropshire CC","10","10","27880","26510"
"In post","2021","Commercial","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Somerset","35","35","40720","34320"
"In post","2021","Commercial","South and West Derbyshire","25","20","48850","45870"
"In post","2021","Commercial","South Hampshire","45","40","38380","33630"
"In post","2021","Commercial","South Lanarkshire","95","95","44820","43110"
"In post","2021","Commercial","South Nottinghamshire","20","20","26520","24920"
"In post","2021","Commercial","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Staffordshire CC","130","130","33220","27010"
"In post","2021","Commercial","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Suffolk","25","25","43560","42540"
"In post","2021","Commercial","Swansea","170","155","33450","31040"
"In post","2021","Commercial","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Telford and Wrekin","45","45","46850","39470"
"In post","2021","Commercial","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tower Hamlets","170","165","49430","46130"
"In post","2021","Commercial","Tyneside","50","50","41750","41090"
"In post","2021","Commercial","Unknown","30","30","47790","40580"
"In post","2021","Commercial","Wakefield","10","10","[c]","[c]"
"In post","2021","Commercial","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Warrington","20","20","40470","36000"
"In post","2021","Commercial","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Cumbria","15","15","39570","38860"
"In post","2021","Commercial","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Lothian","10","10","33400","39500"
"In post","2021","Commercial","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Surrey","30","25","37740","32010"
"In post","2021","Commercial","West Sussex (North East)","25","20","29500","25760"
"In post","2021","Commercial","West Sussex (South West)","5","5","[c]","[c]"
"In post","2021","Commercial","Westminster","1440","1415","61930","54700"
"In post","2021","Commercial","Wiltshire","335","325","39170","34800"
"In post","2021","Commercial","Wirral","10","10","[c]","[c]"
"In post","2021","Commercial","Worcestershire","20","20","41620","38050"
"In post","2021","Commercial","York","50","50","43210","38180"
"In post","2021","Communications","Barnet","15","15","40900","38430"
"In post","2021","Communications","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","75","75","39300","35930"
"In post","2021","Communications","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Belfast","30","30","40200","37640"
"In post","2021","Communications","Berkshire","35","35","34060","31560"
"In post","2021","Communications","Birmingham","250","240","31350","28130"
"In post","2021","Communications","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bradford","15","15","35130","33530"
"In post","2021","Communications","Bristol, City of","95","90","38260","36420"
"In post","2021","Communications","Buckinghamshire CC","30","30","32980","31200"
"In post","2021","Communications","Cambridgeshire CC","15","15","30860","30680"
"In post","2021","Communications","Camden and City of London","25","25","45630","36160"
"In post","2021","Communications","Cardiff and Vale of Glamorgan","800","770","28710","25560"
"In post","2021","Communications","Central Bedfordshire","5","5","[c]","[c]"
"In post","2021","Communications","Central Hampshire","75","70","31600","26930"
"In post","2021","Communications","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Communications","City of Edinburgh","145","135","33000","31810"
"In post","2021","Communications","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","10","10","23260","21130"
"In post","2021","Communications","Coventry","35","35","43090","40230"
"In post","2021","Communications","Croydon","35","35","43590","40600"
"In post","2021","Communications","Darlington","30","30","31240","29360"
"In post","2021","Communications","Devon CC","55","50","34400","32730"
"In post","2021","Communications","Dorset CC","20","20","30700","29200"
"In post","2021","Communications","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Cumbria","30","25","30390","26520"
"In post","2021","Communications","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Essex Haven Gateway","10","10","27260","26670"
"In post","2021","Communications","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Glasgow City","35","30","30310","28130"
"In post","2021","Communications","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester South West","375","370","28620","25560"
"In post","2021","Communications","Hackney and Newham","15","15","47170","43500"
"In post","2021","Communications","Harrow and Hillingdon","175","170","23760","21190"
"In post","2021","Communications","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Hertfordshire","20","20","38980","39050"
"In post","2021","Communications","Hounslow and Richmond upon Thames","20","15","34170","29470"
"In post","2021","Communications","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lambeth","60","60","49970","45650"
"In post","2021","Communications","Lancaster and Wyre","15","15","29990","26930"
"In post","2021","Communications","Leeds","540","530","29920","25560"
"In post","2021","Communications","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Leicestershire CC and Rutland","5","5","[c]","[c]"
"In post","2021","Communications","Lincolnshire","15","15","29900","29720"
"In post","2021","Communications","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Liverpool","35","35","37910","33340"
"In post","2021","Communications","Manchester","125","120","32150","30200"
"In post","2021","Communications","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mid Lancashire","15","15","35130","33530"
"In post","2021","Communications","Milton Keynes","10","5","[c]","[c]"
"In post","2021","Communications","Monmouthshire and Newport","65","60","35610","30640"
"In post","2021","Communications","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North Hampshire","20","20","32310","33150"
"In post","2021","Communications","North Lanarkshire","5","5","[c]","[c]"
"In post","2021","Communications","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North Yorkshire CC","10","10","24520","20750"
"In post","2021","Communications","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Nottingham","480","470","29450","25560"
"In post","2021","Communications","Overseas","5","5","[c]","[c]"
"In post","2021","Communications","Oxfordshire","25","25","30830","29170"
"In post","2021","Communications","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Peterborough","15","15","36280","31270"
"In post","2021","Communications","Plymouth","10","10","27240","26510"
"In post","2021","Communications","Portsmouth","50","45","33100","33300"
"In post","2021","Communications","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Sefton","55","55","37930","35910"
"In post","2021","Communications","Sheffield","45","40","38240","33590"
"In post","2021","Communications","Shropshire CC","10","10","27150","26670"
"In post","2021","Communications","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Somerset","25","25","37650","33300"
"In post","2021","Communications","South Hampshire","40","40","32170","29540"
"In post","2021","Communications","South Lanarkshire","20","20","33900","31810"
"In post","2021","Communications","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Southampton","20","20","35110","33430"
"In post","2021","Communications","Southend-on-Sea","5","5","[c]","[c]"
"In post","2021","Communications","Staffordshire CC","20","20","32160","29200"
"In post","2021","Communications","Suffolk","15","15","31820","29960"
"In post","2021","Communications","Sunderland","5","5","[c]","[c]"
"In post","2021","Communications","Swansea","80","75","29440","26700"
"In post","2021","Communications","Swindon","5","5","[c]","[c]"
"In post","2021","Communications","Telford and Wrekin","10","10","35080","34280"
"In post","2021","Communications","Tower Hamlets","155","145","45580","37930"
"In post","2021","Communications","Tyneside","1505","1425","27900","25560"
"In post","2021","Communications","Unknown","5","5","[c]","[c]"
"In post","2021","Communications","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Warrington","10","10","[c]","[c]"
"In post","2021","Communications","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Cumbria","40","35","26520","24920"
"In post","2021","Communications","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Sussex (North East)","5","5","[c]","[c]"
"In post","2021","Communications","West Sussex (South West)","10","10","35980","36970"
"In post","2021","Communications","Westminster","1950","1910","46540","42360"
"In post","2021","Communications","Wiltshire","55","50","32850","30000"
"In post","2021","Communications","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Worcestershire","20","15","38650","36970"
"In post","2021","Communications","York","25","25","30600","29440"
"In post","2021","Counter Fraud","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Belfast","395","370","31230","28130"
"In post","2021","Counter Fraud","Berkshire","85","80","32030","31810"
"In post","2021","Counter Fraud","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Birmingham","590","545","32550","31810"
"In post","2021","Counter Fraud","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Blackpool","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bradford","30","30","29720","27040"
"In post","2021","Counter Fraud","Bristol, City of","390","365","35350","31810"
"In post","2021","Counter Fraud","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Camden and City of London","1090","1045","37410","36160"
"In post","2021","Counter Fraud","Cardiff and Vale of Glamorgan","360","330","31020","31810"
"In post","2021","Counter Fraud","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","City of Edinburgh","225","215","31110","28130"
"In post","2021","Counter Fraud","Croydon","625","600","37810","36160"
"In post","2021","Counter Fraud","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Durham CC","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Ealing","15","15","33740","32520"
"In post","2021","Counter Fraud","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Kent","170","160","29720","28130"
"In post","2021","Counter Fraud","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Glasgow City","245","210","30540","28130"
"In post","2021","Counter Fraud","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Greater Manchester South West","760","725","33410","31810"
"In post","2021","Counter Fraud","Hackney and Newham","165","155","40590","38170"
"In post","2021","Counter Fraud","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Hertfordshire","20","20","41250","38510"
"In post","2021","Counter Fraud","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Leeds","790","745","32220","31810"
"In post","2021","Counter Fraud","Leicester","15","10","39860","35000"
"In post","2021","Counter Fraud","Lincolnshire","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Liverpool","45","45","34360","31810"
"In post","2021","Counter Fraud","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Manchester","340","315","32540","31810"
"In post","2021","Counter Fraud","Medway","15","15","29680","31810"
"In post","2021","Counter Fraud","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Mid Kent","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Mid Lancashire","15","15","31770","31810"
"In post","2021","Counter Fraud","Monmouthshire and Newport","20","20","36700","30630"
"In post","2021","Counter Fraud","North Lanarkshire","280","265","30520","28130"
"In post","2021","Counter Fraud","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Nottingham","510","485","33500","31810"
"In post","2021","Counter Fraud","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Peterborough","10","10","41450","36810"
"In post","2021","Counter Fraud","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Portsmouth","120","115","33320","31810"
"In post","2021","Counter Fraud","Sefton","510","470","32380","31810"
"In post","2021","Counter Fraud","Sheffield","25","20","38530","35000"
"In post","2021","Counter Fraud","Solihull","130","120","30430","28100"
"In post","2021","Counter Fraud","South Hampshire","[c]","[c]","[c]","[c]"
