"Status","Year","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Medicine","London","390","350","80000","79540"
"In post","2021","Medicine","Outside London","2050","1835","51910","37890"
"In post","2021","Medicine","Overseas","55","55","53580","51960"
"In post","2021","Medicine","Unknown","10","5","[c]","[c]"
"In post","2021","Operational Delivery","London","25900","24515","34570","30670"
"In post","2021","Operational Delivery","Outside London","149770","137080","27610","25400"
"In post","2021","Operational Delivery","Overseas","290","285","48380","46000"
"In post","2021","Operational Delivery","Unknown","150","140","38770","40370"
"In post","2021","Operational Research","London","395","385","48940","45390"
"In post","2021","Operational Research","Outside London","790","760","41810","40580"
"In post","2021","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Other","London","4185","4015","40540","33520"
"In post","2021","Other","Outside London","16250","15525","28550","24880"
"In post","2021","Other","Overseas","375","370","50430","46620"
"In post","2021","Other","Unknown","1860","1860","37500","34310"
"In post","2021","Planning","London","100","95","47150","42620"
"In post","2021","Planning","Outside London","100","95","45030","40720"
"In post","2021","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Outside London","345","305","57920","58810"
"In post","2021","Policy","London","19690","19215","49190","48200"
"In post","2021","Policy","Outside London","7635","7320","41500","37410"
"In post","2021","Policy","Overseas","1750","1745","52720","54020"
"In post","2021","Policy","Unknown","15","15","52720","51170"
"In post","2021","Project Delivery","London","3650","3565","50210","44650"
"In post","2021","Project Delivery","Outside London","12180","11780","40070","38630"
"In post","2021","Project Delivery","Overseas","160","160","46490","45200"
"In post","2021","Project Delivery","Unknown","30","30","43320","39540"
"In post","2021","Property","London","1110","1070","44210","37490"
"In post","2021","Property","Outside London","5640","5380","34680","33250"
"In post","2021","Property","Overseas","195","195","39120","36460"
"In post","2021","Property","Unknown","15","15","47630","50400"
"In post","2021","Psychology","London","65","60","41850","39080"
"In post","2021","Psychology","Outside London","1355","1290","35390","30930"
"In post","2021","Science and Engineering","London","1425","1345","46580","41460"
"In post","2021","Science and Engineering","Outside London","12465","11970","37880","37190"
"In post","2021","Science and Engineering","Overseas","125","125","44240","42350"
"In post","2021","Science and Engineering","Unknown","75","75","27510","27370"
"In post","2021","Security","London","1230","1210","38900","35430"
"In post","2021","Security","Outside London","6995","6855","30120","26670"
"In post","2021","Security","Overseas","75","75","37120","34350"
"In post","2021","Security","Unknown","5","5","[c]","[c]"
"In post","2021","Social Research","London","460","445","47420","43360"
"In post","2021","Social Research","Outside London","700","665","39470","37020"
"In post","2021","Statistics","London","920","890","46770","42490"
"In post","2021","Statistics","Outside London","1110","1065","40260","37020"
"In post","2021","Statistics","Overseas","5","5","[c]","[c]"
"In post","2021","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Tax","London","2295","2175","43140","36930"
"In post","2021","Tax","Outside London","15500","14620","31880","31810"
"In post","2021","Tax","Overseas","5","5","[c]","[c]"
"In post","2021","Unknown","London","18135","17375","40820","31880"
"In post","2021","Unknown","Outside London","100675","91015","29070","27570"
"In post","2021","Unknown","Overseas","300","295","46840","34770"
"In post","2021","Unknown","Unknown","1530","1460","32850","29250"
"In post","2021","Veterinarian","London","45","45","52900","52130"
"In post","2021","Veterinarian","Outside London","405","390","45200","40450"
"Leaver CS","2021","Commercial","London","25","[c]","53230","48430"
"Leaver CS","2021","Commercial","Outside London","165","[c]","36720","36070"
"Leaver CS","2021","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","130","[c]","40940","37370"
"Leaver CS","2021","Communications","Outside London","100","[c]","32140","30040"
"Leaver CS","2021","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","15","[c]","44150","35290"
"Leaver CS","2021","Counter Fraud","Outside London","20","[c]","36960","37660"
"Leaver CS","2021","Digital, Data and Technology","London","140","[c]","47900","46000"
"Leaver CS","2021","Digital, Data and Technology","Outside London","320","[c]","39350","36180"
"Leaver CS","2021","Economics","London","70","[c]","34750","28830"
"Leaver CS","2021","Economics","Outside London","40","[c]","32310","19130"
"Leaver CS","2021","Economics","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","80","[c]","49340","47280"
"Leaver CS","2021","Finance","Outside London","175","[c]","39490","36240"
"Leaver CS","2021","Human Resources","London","105","[c]","47240","40890"
"Leaver CS","2021","Human Resources","Outside London","200","[c]","33780","29720"
"Leaver CS","2021","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","London","15","[c]","70630","75500"
"Leaver CS","2021","Inspector of Education and Training","Outside London","60","[c]","67190","75120"
"Leaver CS","2021","Intelligence Analysis","London","35","[c]","40980","37000"
"Leaver CS","2021","Intelligence Analysis","Outside London","45","[c]","30870","31280"
"Leaver CS","2021","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Outside London","25","[c]","44790","43290"
"Leaver CS","2021","International Trade","London","40","[c]","41260","32120"
"Leaver CS","2021","International Trade","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","London","50","[c]","40130","35690"
"Leaver CS","2021","Knowledge and Information Management","Outside London","60","[c]","30230","27070"
"Leaver CS","2021","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","London","170","[c]","56910","55000"
"Leaver CS","2021","Legal","Outside London","245","[c]","50580","54490"
"Leaver CS","2021","Medicine","London","30","[c]","77820","82100"
"Leaver CS","2021","Medicine","Outside London","225","[c]","50740","37890"
"Leaver CS","2021","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","London","1260","[c]","34210","28670"
"Leaver CS","2021","Operational Delivery","Outside London","6970","[c]","26340","21640"
"Leaver CS","2021","Operational Delivery","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","20","[c]","26370","21300"
"Leaver CS","2021","Operational Research","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","40","[c]","30530","26480"
"Leaver CS","2021","Other","London","225","[c]","37840","28650"
"Leaver CS","2021","Other","Outside London","1025","[c]","27480","23810"
"Leaver CS","2021","Other","Overseas","70","[c]","39290","36960"
"Leaver CS","2021","Other","Unknown","150","[c]","35100","32400"
"Leaver CS","2021","Planning","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","25","[c]","42680","41020"
"Leaver CS","2021","Policy","London","620","[c]","47250","40960"
"Leaver CS","2021","Policy","Outside London","200","[c]","41020","36970"
"Leaver CS","2021","Policy","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","95","[c]","51210","43790"
"Leaver CS","2021","Project Delivery","Outside London","355","[c]","38770","36520"
"Leaver CS","2021","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","65","[c]","40260","33160"
"Leaver CS","2021","Property","Outside London","360","[c]","30990","26500"
"Leaver CS","2021","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Outside London","95","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","London","90","[c]","38750","38990"
"Leaver CS","2021","Science and Engineering","Outside London","705","[c]","31850","28870"
"Leaver CS","2021","Science and Engineering","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","40","[c]","33830","28230"
"Leaver CS","2021","Security","Outside London","360","[c]","29980","26670"
"Leaver CS","2021","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","London","15","[c]","39620","26410"
"Leaver CS","2021","Social Research","Outside London","30","[c]","35360","37020"
"Leaver CS","2021","Statistics","London","20","[c]","35670","27810"
"Leaver CS","2021","Statistics","Outside London","30","[c]","34440","31300"
"Leaver CS","2021","Unknown","London","1950","[c]","38630","31060"
"Leaver CS","2021","Unknown","Outside London","9770","[c]","27390","26120"
"Leaver CS","2021","Unknown","Overseas","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","515","[c]","45900","31060"
"Leaver CS","2021","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Outside London","20","[c]","49250","51760"
"Leaver Dept.","2021","Commercial","London","30","[c]","41150","38540"
"Leaver Dept.","2021","Commercial","Outside London","130","[c]","36260","34800"
"Leaver Dept.","2021","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","150","[c]","44850","40980"
"Leaver Dept.","2021","Communications","Outside London","50","[c]","40490","37710"
"Leaver Dept.","2021","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","10","[c]","45550","40670"
"Leaver Dept.","2021","Counter Fraud","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","London","90","[c]","51530","48560"
"Leaver Dept.","2021","Digital, Data and Technology","Outside London","115","[c]","39990","36440"
"Leaver Dept.","2021","Economics","London","100","[c]","42960","37350"
"Leaver Dept.","2021","Economics","Outside London","15","[c]","50410","52230"
"Leaver Dept.","2021","Economics","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","120","[c]","51270","50980"
"Leaver Dept.","2021","Finance","Outside London","105","[c]","41890","40680"
"Leaver Dept.","2021","Human Resources","London","135","[c]","43580","38650"
"Leaver Dept.","2021","Human Resources","Outside London","185","[c]","36300","33300"
"Leaver Dept.","2021","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","London","35","[c]","38890","36730"
"Leaver Dept.","2021","Intelligence Analysis","Outside London","15","[c]","31270","27770"
"Leaver Dept.","2021","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","London","90","[c]","42090","38540"
"Leaver Dept.","2021","International Trade","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Overseas","40","[c]","54120","53060"
"Leaver Dept.","2021","Knowledge and Information Management","London","20","[c]","49660","52570"
"Leaver Dept.","2021","Knowledge and Information Management","Outside London","25","[c]","36750","32940"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","85","[c]","57990","57690"
"Leaver Dept.","2021","Legal","Outside London","35","[c]","47860","45440"
"Leaver Dept.","2021","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","London","535","[c]","37410","31080"
"Leaver Dept.","2021","Operational Delivery","Outside London","1430","[c]","25470","21950"
"Leaver Dept.","2021","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","15","[c]","46910","40600"
"Leaver Dept.","2021","Operational Research","London","30","[c]","45780","40700"
"Leaver Dept.","2021","Operational Research","Outside London","20","[c]","33080","31000"
"Leaver Dept.","2021","Other","London","135","[c]","41250","32120"
"Leaver Dept.","2021","Other","Outside London","155","[c]","32520","27280"
"Leaver Dept.","2021","Other","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","London","1455","[c]","45070","39910"
"Leaver Dept.","2021","Policy","Outside London","210","[c]","37970","36340"
"Leaver Dept.","2021","Policy","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","20","[c]","50440","51710"
"Leaver Dept.","2021","Project Delivery","London","130","[c]","48370","44940"
"Leaver Dept.","2021","Project Delivery","Outside London","270","[c]","38920","33930"
"Leaver Dept.","2021","Project Delivery","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","15","[c]","50540","56360"
"Leaver Dept.","2021","Property","Outside London","50","[c]","33090","32180"
"Leaver Dept.","2021","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","London","20","[c]","44050","41520"
"Leaver Dept.","2021","Science and Engineering","Outside London","115","[c]","35430","32360"
"Leaver Dept.","2021","Security","London","25","[c]","42000","35070"
"Leaver Dept.","2021","Security","Outside London","20","[c]","28290","28750"
"Leaver Dept.","2021","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","London","30","[c]","38790","34930"
"Leaver Dept.","2021","Social Research","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","London","70","[c]","41360","35930"
"Leaver Dept.","2021","Statistics","Outside London","35","[c]","37690","33600"
"Leaver Dept.","2021","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","2010","[c]","44010","38470"
"Leaver Dept.","2021","Unknown","Outside London","2770","[c]","28870","27570"
"Leaver Dept.","2021","Unknown","Overseas","55","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","655","[c]","34440","32000"
"New entrant CS","2021","Commercial","London","115","[c]","45280","40650"
"New entrant CS","2021","Commercial","Outside London","355","[c]","33590","31970"
"New entrant CS","2021","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","London","305","[c]","38040","33210"
"New entrant CS","2021","Communications","Outside London","170","[c]","32680","29180"
"New entrant CS","2021","Corporate Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","30","[c]","33870","30720"
"New entrant CS","2021","Counter Fraud","Outside London","25","[c]","32180","31000"
"New entrant CS","2021","Digital, Data and Technology","London","570","[c]","47960","43530"
"New entrant CS","2021","Digital, Data and Technology","Outside London","1275","[c]","37310","33820"
"New entrant CS","2021","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","London","400","[c]","32680","32540"
"New entrant CS","2021","Economics","Outside London","80","[c]","28610","24620"
"New entrant CS","2021","Finance","London","250","[c]","41730","35400"
"New entrant CS","2021","Finance","Outside London","465","[c]","32510","29180"
"New entrant CS","2021","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","245","[c]","37920","32640"
"New entrant CS","2021","Human Resources","Outside London","470","[c]","31350","27130"
"New entrant CS","2021","Inspector of Education and Training","London","25","[c]","62940","70500"
"New entrant CS","2021","Inspector of Education and Training","Outside London","70","[c]","63810","70500"
"New entrant CS","2021","Intelligence Analysis","London","80","[c]","46520","53360"
"New entrant CS","2021","Intelligence Analysis","Outside London","80","[c]","28950","26350"
"New entrant CS","2021","Internal Audit","London","15","[c]","49880","47290"
"New entrant CS","2021","Internal Audit","Outside London","30","[c]","39980","39290"
"New entrant CS","2021","International Trade","London","110","[c]","33050","31800"
"New entrant CS","2021","International Trade","Outside London","35","[c]","33830","31800"
"New entrant CS","2021","Knowledge and Information Management","London","50","[c]","35340","32540"
"New entrant CS","2021","Knowledge and Information Management","Outside London","125","[c]","30820","29380"
"New entrant CS","2021","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","London","405","[c]","46000","50500"
"New entrant CS","2021","Legal","Outside London","520","[c]","38940","38000"
"New entrant CS","2021","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","London","50","[c]","74130","82100"
"New entrant CS","2021","Medicine","Outside London","340","[c]","48300","37890"
"New entrant CS","2021","Medicine","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","London","3480","[c]","30810","28330"
"New entrant CS","2021","Operational Delivery","Outside London","12510","[c]","24080","22350"
"New entrant CS","2021","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","30","[c]","30090","24880"
"New entrant CS","2021","Operational Research","London","80","[c]","35260","35050"
"New entrant CS","2021","Operational Research","Outside London","40","[c]","27660","27330"
"New entrant CS","2021","Other","London","600","[c]","33930","28650"
"New entrant CS","2021","Other","Outside London","1205","[c]","25440","20920"
"New entrant CS","2021","Other","Overseas","20","[c]","36070","33000"
"New entrant CS","2021","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","London","15","[c]","38100","30540"
"New entrant CS","2021","Planning","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Policy","London","2515","[c]","38150","33570"
"New entrant CS","2021","Policy","Outside London","815","[c]","35090","30400"
"New entrant CS","2021","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","London","300","[c]","42330","36430"
"New entrant CS","2021","Project Delivery","Outside London","880","[c]","35970","33300"
"New entrant CS","2021","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","60","[c]","40440","34310"
"New entrant CS","2021","Property","Outside London","425","[c]","32750","30000"
"New entrant CS","2021","Property","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Outside London","115","[c]","26290","24620"
"New entrant CS","2021","Science and Engineering","London","215","[c]","36910","33950"
"New entrant CS","2021","Science and Engineering","Outside London","1090","[c]","30550","28590"
"New entrant CS","2021","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","London","105","[c]","32260","29970"
"New entrant CS","2021","Security","Outside London","645","[c]","26560","23540"
"New entrant CS","2021","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","London","105","[c]","35960","32540"
"New entrant CS","2021","Social Research","Outside London","110","[c]","31240","29540"
"New entrant CS","2021","Statistics","London","185","[c]","35990","32540"
"New entrant CS","2021","Statistics","Outside London","180","[c]","30930","29540"
"New entrant CS","2021","Tax","London","100","[c]","31810","32320"
"New entrant CS","2021","Tax","Outside London","3145","[c]","22290","20140"
"New entrant CS","2021","Unknown","London","4685","[c]","33820","31060"
"New entrant CS","2021","Unknown","Outside London","15910","[c]","26790","27570"
"New entrant CS","2021","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","855","[c]","32060","27570"
"New entrant CS","2021","Veterinarian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Outside London","30","[c]","35620","35900"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","",""
"","The Department for Work and Pensions provided aggregated professions data for 2021, which are available in the Civil Service Statistics publication. However, figures in this browser are derived from individual level data and so are not available for this department in 2021.","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
