"Status","Year","Age","Disability","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Declared non-disabled","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","Policy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","Property","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","Security","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","Tax","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","Economics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","Policy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","Property","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","Security","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","Tax","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","Economics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","Operational Delivery","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","Policy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","Tax","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","Economics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","Policy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","Tax","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Operational Delivery","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Tax","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","White","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","White","Communications","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","White","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","White","Economics","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","White","Finance","25","25","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","White","Human Resources","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","White","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","White","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","White","Operational Delivery","160","150","21560","21430"
"In post","2021","16-19","Declared non-disabled","White","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","White","Other","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","White","Policy","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","White","Project Delivery","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","White","Property","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","White","Science and Engineering","60","60","18110","17780"
"In post","2021","16-19","Declared non-disabled","White","Security","5","5","[c]","[c]"
