"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","No function","Other","125","125","39410","35010"
"In post","2021","Asian","No function","Planning","5","5","[c]","[c]"
"In post","2021","Asian","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Policy","1380","1350","42020","36900"
"In post","2021","Asian","No function","Project Delivery","25","25","[c]","[c]"
"In post","2021","Asian","No function","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Psychology","35","35","34850","31180"
"In post","2021","Asian","No function","Science and Engineering","345","330","35990","33100"
"In post","2021","Asian","No function","Security","20","20","[c]","[c]"
"In post","2021","Asian","No function","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Tax","990","930","33110","31810"
"In post","2021","Asian","No function","Unknown","440","420","34970","30270"
"In post","2021","Asian","No function","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Commercial","20","20","[c]","[c]"
"In post","2021","Asian","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Digital, Data and Technology","20","20","[c]","[c]"
"In post","2021","Asian","Project Delivery","Economics","10","10","[c]","[c]"
"In post","2021","Asian","Project Delivery","Finance","15","15","[c]","[c]"
"In post","2021","Asian","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Medicine","5","5","[c]","[c]"
"In post","2021","Asian","Project Delivery","Operational Delivery","70","65","33080","30630"
"In post","2021","Asian","Project Delivery","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Other","55","50","39130","36150"
"In post","2021","Asian","Project Delivery","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Policy","165","160","48230","43260"
"In post","2021","Asian","Project Delivery","Project Delivery","600","590","40700","37640"
"In post","2021","Asian","Project Delivery","Property","20","20","[c]","[c]"
"In post","2021","Asian","Project Delivery","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Science and Engineering","110","110","35720","33330"
"In post","2021","Asian","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Tax","15","15","[c]","[c]"
"In post","2021","Asian","Project Delivery","Unknown","30","30","[c]","[c]"
"In post","2021","Asian","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Operational Delivery","70","65","28530","25920"
"In post","2021","Asian","Property","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Property","215","210","35500","31490"
"In post","2021","Asian","Property","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Security","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Intelligence Analysis","15","15","[c]","[c]"
"In post","2021","Asian","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Security","180","180","30790","26680"
"In post","2021","Asian","Security","Unknown","25","25","[c]","[c]"
"In post","2021","Asian","Unknown","Commercial","15","15","[c]","[c]"
"In post","2021","Asian","Unknown","Communications","10","10","[c]","[c]"
"In post","2021","Asian","Unknown","Counter Fraud","15","10","[c]","[c]"
"In post","2021","Asian","Unknown","Digital, Data and Technology","190","185","47800","45110"
"In post","2021","Asian","Unknown","Economics","15","15","[c]","[c]"
"In post","2021","Asian","Unknown","Finance","75","70","40410","35700"
"In post","2021","Asian","Unknown","Human Resources","70","70","38250","35070"
"In post","2021","Asian","Unknown","Intelligence Analysis","145","140","30530","29080"
"In post","2021","Asian","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2021","Asian","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Medicine","105","100","50160","44770"
"In post","2021","Asian","Unknown","Operational Delivery","3275","2980","28270","27810"
"In post","2021","Asian","Unknown","Operational Research","5","5","[c]","[c]"
"In post","2021","Asian","Unknown","Other","500","480","31040","28670"
"In post","2021","Asian","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Policy","335","325","43830","41950"
"In post","2021","Asian","Unknown","Project Delivery","170","165","41590","41950"
"In post","2021","Asian","Unknown","Property","10","10","[c]","[c]"
"In post","2021","Asian","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Science and Engineering","95","95","39670","37640"
"In post","2021","Asian","Unknown","Security","80","80","28140","25630"
"In post","2021","Asian","Unknown","Social Research","5","5","[c]","[c]"
"In post","2021","Asian","Unknown","Statistics","10","10","[c]","[c]"
"In post","2021","Asian","Unknown","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Unknown","7595","6865","28070","27570"
"In post","2021","Asian","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Black","Analysis","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","Analysis","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","Analysis","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Analysis","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2021","Black","Analysis","Economics","40","40","39680","35040"
"In post","2021","Black","Analysis","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Analysis","Intelligence Analysis","5","5","[c]","[c]"
"In post","2021","Black","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Black","Analysis","Operational Delivery","15","15","[c]","[c]"
"In post","2021","Black","Analysis","Operational Research","10","10","[c]","[c]"
"In post","2021","Black","Analysis","Other","5","5","[c]","[c]"
"In post","2021","Black","Analysis","Policy","10","10","[c]","[c]"
"In post","2021","Black","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Analysis","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Analysis","Science and Engineering","5","5","[c]","[c]"
"In post","2021","Black","Analysis","Social Research","25","25","[c]","[c]"
"In post","2021","Black","Analysis","Statistics","50","50","39420","38630"
"In post","2021","Black","Analysis","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Commercial","Commercial","135","135","38360","36390"
"In post","2021","Black","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","Commercial","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Commercial","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2021","Black","Commercial","Operational Delivery","10","10","[c]","[c]"
"In post","2021","Black","Commercial","Other","[c]","[c]","[c]","[c]"
"In post","2021","Black","Commercial","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Black","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2021","Black","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Black","Commercial","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Black","Commercial","Unknown","20","20","[c]","[c]"
"In post","2021","Black","Commercial","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","Communications","95","95","37550","34970"
"In post","2021","Black","Communications","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","Operational Delivery","30","25","[c]","[c]"
"In post","2021","Black","Communications","Other","15","15","[c]","[c]"
"In post","2021","Black","Communications","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","Property","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","Tax","40","40","26880","25560"
"In post","2021","Black","Communications","Unknown","25","25","[c]","[c]"
"In post","2021","Black","Counter Fraud","Counter Fraud","15","15","[c]","[c]"
"In post","2021","Black","Counter Fraud","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","Legal","80","75","31480","29570"
"In post","2021","Black","Counter Fraud","Operational Delivery","75","70","28750","29570"
"In post","2021","Black","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","Other","10","10","[c]","[c]"
"In post","2021","Black","Counter Fraud","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","Tax","55","55","33680","31810"
"In post","2021","Black","Counter Fraud","Unknown","10","10","[c]","[c]"
"In post","2021","Black","Debt","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Debt","Operational Delivery","130","120","25340","24930"
"In post","2021","Black","Debt","Tax","20","20","[c]","[c]"
"In post","2021","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Digital, Data and Technology","280","275","38390","36030"
"In post","2021","Black","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Operational Delivery","15","15","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Unknown","65","65","46010","40600"
"In post","2021","Black","Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Corporate Finance","5","5","[c]","[c]"
"In post","2021","Black","Finance","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Finance","295","290","39740","36960"
"In post","2021","Black","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Operational Delivery","20","20","[c]","[c]"
"In post","2021","Black","Finance","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Project Delivery","5","5","[c]","[c]"
"In post","2021","Black","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Security","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Unknown","15","15","[c]","[c]"
"In post","2021","Black","Grants Management","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","Operational Delivery","10","10","[c]","[c]"
"In post","2021","Black","Grants Management","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Human Resources","230","225","37070","33890"
"In post","2021","Black","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Operational Delivery","15","15","[c]","[c]"
"In post","2021","Black","Human Resources","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Other","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Property","[c]","[c]","[c]","[c]"
