"Status","Year","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","Outer London - South","30","30","42300","39690"
"In post","2021","Communications","Outer London - West and North West","35","35","37350","35090"
"In post","2021","Communications","Overseas","5","5","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","35","35","31210","29180"
"In post","2021","Communications","South Yorkshire","50","50","37890","34730"
"In post","2021","Communications","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","20","20","38750","38520"
"In post","2021","Communications","Tees Valley and Durham","30","30","31520","29360"
"In post","2021","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Central Scotland","25","25","34890","33260"
"In post","2021","Communications","West Midlands","90","85","42560","39670"
"In post","2021","Communications","West Wales and The Valleys","100","95","31830","26780"
"In post","2021","Communications","West Yorkshire","55","55","49320","49530"
"In post","2021","Corporate Finance","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East Anglia","10","10","31730","26890"
"In post","2021","Corporate Finance","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","25","25","43570","40700"
"In post","2021","Corporate Finance","Hampshire and Isle of Wight","25","25","35620","29980"
"In post","2021","Corporate Finance","Inner London - East","25","25","50880","45920"
"In post","2021","Corporate Finance","Inner London - West","50","50","58230","57890"
"In post","2021","Corporate Finance","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Central Scotland","10","10","44490","42390"
"In post","2021","Corporate Finance","West Midlands","10","10","45510","40800"
"In post","2021","Counter Fraud","Bedfordshire and Hertfordshire","20","20","38930","38510"
"In post","2021","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Derbyshire and Nottinghamshire","20","15","35050","36060"
"In post","2021","Counter Fraud","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Anglia","15","15","26870","25310"
"In post","2021","Counter Fraud","East Wales","20","20","36230","31140"
"In post","2021","Counter Fraud","Eastern Scotland","15","15","36040","35230"
"In post","2021","Counter Fraud","Essex","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","15","10","38980","39490"
"In post","2021","Counter Fraud","Greater Manchester","65","60","38620","39170"
"In post","2021","Counter Fraud","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Inner London - East","40","35","42960","43050"
"In post","2021","Counter Fraud","Inner London - West","345","335","43660","40000"
"In post","2021","Counter Fraud","Lancashire","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Merseyside","35","30","31360","25580"
"In post","2021","Counter Fraud","North Yorkshire","20","20","37430","37910"
"In post","2021","Counter Fraud","Northern Ireland","10","10","23850","24970"
"In post","2021","Counter Fraud","Northumberland and Tyne and Wear","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Outer London - South","10","10","38460","37480"
"In post","2021","Counter Fraud","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Tees Valley and Durham","30","30","26490","25310"
"In post","2021","Counter Fraud","West Central Scotland","70","65","27810","25310"
"In post","2021","Counter Fraud","West Midlands","70","70","37490","37380"
"In post","2021","Counter Fraud","West Wales and The Valleys","15","15","31630","26780"
"In post","2021","Counter Fraud","West Yorkshire","30","30","38650","39490"
"In post","2021","Digital, Data and Technology","Bedfordshire and Hertfordshire","75","75","35900","34770"
"In post","2021","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","245","240","41480","37910"
"In post","2021","Digital, Data and Technology","Cheshire","135","135","41990","41700"
"In post","2021","Digital, Data and Technology","Cornwall and Isles of Scilly","10","10","35730","35040"
"In post","2021","Digital, Data and Technology","Cumbria","20","20","32400","29180"
"In post","2021","Digital, Data and Technology","Derbyshire and Nottinghamshire","180","175","38690","35860"
"In post","2021","Digital, Data and Technology","Devon","885","850","37780","38450"
"In post","2021","Digital, Data and Technology","Dorset and Somerset","240","235","37890","35340"
"In post","2021","Digital, Data and Technology","East Anglia","165","160","34900","31830"
"In post","2021","Digital, Data and Technology","East Wales","1100","1080","40000","37410"
"In post","2021","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","15","15","28510","27310"
"In post","2021","Digital, Data and Technology","Eastern Scotland","225","220","38680","35230"
"In post","2021","Digital, Data and Technology","Essex","270","250","37480","35000"
"In post","2021","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","1015","985","40710","39170"
"In post","2021","Digital, Data and Technology","Greater Manchester","450","445","40570","37460"
"In post","2021","Digital, Data and Technology","Hampshire and Isle of Wight","375","370","37160","33300"
"In post","2021","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","80","75","38280","33150"
"In post","2021","Digital, Data and Technology","Highlands and Islands","10","10","[c]","[c]"
"In post","2021","Digital, Data and Technology","Inner London - East","630","620","49780","45000"
"In post","2021","Digital, Data and Technology","Inner London - West","1805","1780","50010","46090"
"In post","2021","Digital, Data and Technology","Kent","15","15","35820","32340"
"In post","2021","Digital, Data and Technology","Lancashire","55","55","32300","31770"
"In post","2021","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","75","75","33840","31740"
"In post","2021","Digital, Data and Technology","Lincolnshire","30","30","27800","26670"
"In post","2021","Digital, Data and Technology","Merseyside","375","365","38340","34830"
"In post","2021","Digital, Data and Technology","North Eastern Scotland","15","15","40860","32980"
"In post","2021","Digital, Data and Technology","North Yorkshire","155","155","38890","37720"
"In post","2021","Digital, Data and Technology","Northern Ireland","20","20","33860","31810"
"In post","2021","Digital, Data and Technology","Northumberland and Tyne and Wear","565","545","39480","38630"
"In post","2021","Digital, Data and Technology","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Outer London - South","580","570","50740","45800"
"In post","2021","Digital, Data and Technology","Outer London - West and North West","280","270","43290","41970"
"In post","2021","Digital, Data and Technology","Overseas","20","20","34620","33300"
"In post","2021","Digital, Data and Technology","Shropshire and Staffordshire","300","285","42150","38630"
"In post","2021","Digital, Data and Technology","South Yorkshire","380","370","44100","41990"
"In post","2021","Digital, Data and Technology","Southern Scotland","210","205","40370","38630"
"In post","2021","Digital, Data and Technology","Surrey, East and West Sussex","195","185","37450","33370"
"In post","2021","Digital, Data and Technology","Tees Valley and Durham","135","130","37570","37100"
"In post","2021","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","West Central Scotland","155","150","37210","33040"
"In post","2021","Digital, Data and Technology","West Midlands","515","500","40490","37000"
"In post","2021","Digital, Data and Technology","West Wales and The Valleys","915","895","39140","36030"
"In post","2021","Digital, Data and Technology","West Yorkshire","360","345","37640","32080"
"In post","2021","Economics","Berkshire, Buckinghamshire and Oxfordshire","15","15","52310","51970"
"In post","2021","Economics","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Economics","East Wales","160","160","39490","32180"
"In post","2021","Economics","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","25","25","45380","48370"
"In post","2021","Economics","Greater Manchester","30","30","37820","31810"
"In post","2021","Economics","Hampshire and Isle of Wight","10","10","42450","42560"
"In post","2021","Economics","Inner London - East","205","200","55390","55860"
"In post","2021","Economics","Inner London - West","1535","1510","46890","42020"
"In post","2021","Economics","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Economics","North Yorkshire","15","15","45510","47640"
"In post","2021","Economics","Northern Ireland","5","5","[c]","[c]"
"In post","2021","Economics","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Outer London - South","30","30","46690","35640"
"In post","2021","Economics","Overseas","40","40","56400","55860"
"In post","2021","Economics","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Southern Scotland","15","15","51540","54950"
"In post","2021","Economics","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Economics","West Central Scotland","20","20","45490","44090"
"In post","2021","Economics","West Midlands","10","10","51560","47390"
"In post","2021","Economics","West Wales and The Valleys","10","10","47220","47000"
"In post","2021","Economics","West Yorkshire","30","25","38770","36820"
"In post","2021","Finance","Bedfordshire and Hertfordshire","105","100","43570","37640"
"In post","2021","Finance","Berkshire, Buckinghamshire and Oxfordshire","300","290","38460","35000"
"In post","2021","Finance","Cheshire","30","30","39960","36740"
"In post","2021","Finance","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2021","Finance","Cumbria","15","15","40760","42930"
"In post","2021","Finance","Derbyshire and Nottinghamshire","155","145","37290","33330"
"In post","2021","Finance","Devon","100","90","41330","39640"
"In post","2021","Finance","Dorset and Somerset","40","40","34330","29680"
"In post","2021","Finance","East Anglia","140","130","35870","31920"
"In post","2021","Finance","East Wales","365","340","39050","36030"
"In post","2021","Finance","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2021","Finance","Eastern Scotland","125","120","35300","32300"
"In post","2021","Finance","Essex","150","135","33170","31810"
"In post","2021","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","1155","1110","39810","36460"
"In post","2021","Finance","Greater Manchester","295","280","40610","37890"
"In post","2021","Finance","Hampshire and Isle of Wight","370","355","37560","33300"
"In post","2021","Finance","Herefordshire, Worcestershire and Warwickshire","45","40","38890","36520"
"In post","2021","Finance","Highlands and Islands","5","5","[c]","[c]"
"In post","2021","Finance","Inner London - East","380","375","48290","43730"
"In post","2021","Finance","Inner London - West","1880","1840","49930","45240"
"In post","2021","Finance","Kent","20","20","39420","38890"
"In post","2021","Finance","Lancashire","75","70","37620","33410"
"In post","2021","Finance","Leicestershire, Rutland and Northamptonshire","20","15","39550","31400"
"In post","2021","Finance","Lincolnshire","30","30","24180","21580"
"In post","2021","Finance","Merseyside","235","225","35100","31810"
"In post","2021","Finance","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North Yorkshire","145","140","39360","36790"
"In post","2021","Finance","Northern Ireland","30","30","36710","34380"
"In post","2021","Finance","Northumberland and Tyne and Wear","245","235","39130","38630"
"In post","2021","Finance","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Outer London - South","220","210","46980","42170"
"In post","2021","Finance","Outer London - West and North West","70","70","41080","38410"
"In post","2021","Finance","Overseas","40","40","38300","33460"
"In post","2021","Finance","Shropshire and Staffordshire","140","135","40680","38630"
"In post","2021","Finance","South Yorkshire","155","150","38610","36960"
"In post","2021","Finance","Southern Scotland","90","90","36420","33930"
"In post","2021","Finance","Surrey, East and West Sussex","210","195","33960","31810"
"In post","2021","Finance","Tees Valley and Durham","130","125","38750","36500"
"In post","2021","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Central Scotland","475","380","24600","21440"
"In post","2021","Finance","West Midlands","335","325","41260","37100"
"In post","2021","Finance","West Wales and The Valleys","340","325","36620","33350"
"In post","2021","Finance","West Yorkshire","485","435","32470","28130"
"In post","2021","Human Resources","Bedfordshire and Hertfordshire","50","45","36730","31780"
"In post","2021","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","130","125","39100","35300"
"In post","2021","Human Resources","Cheshire","65","60","42030","40080"
"In post","2021","Human Resources","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2021","Human Resources","Cumbria","15","15","38590","36690"
"In post","2021","Human Resources","Derbyshire and Nottinghamshire","315","295","39150","33840"
"In post","2021","Human Resources","Devon","110","100","36710","32940"
"In post","2021","Human Resources","Dorset and Somerset","55","50","35230","33050"
"In post","2021","Human Resources","East Anglia","110","105","35730","33300"
"In post","2021","Human Resources","East Wales","565","525","35900","30660"
"In post","2021","Human Resources","East Yorkshire and Northern Lincolnshire","20","20","31220","30680"
"In post","2021","Human Resources","Eastern Scotland","195","185","34990","33350"
"In post","2021","Human Resources","Essex","35","30","31380","29520"
"In post","2021","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","735","680","35560","32590"
"In post","2021","Human Resources","Greater Manchester","485","465","33250","31810"
"In post","2021","Human Resources","Hampshire and Isle of Wight","250","235","34620","31180"
"In post","2021","Human Resources","Herefordshire, Worcestershire and Warwickshire","110","100","36130","31180"
"In post","2021","Human Resources","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Inner London - East","380","365","48130","43110"
"In post","2021","Human Resources","Inner London - West","1620","1580","46880","42200"
"In post","2021","Human Resources","Kent","75","70","34850","31180"
"In post","2021","Human Resources","Lancashire","210","190","27640","26670"
"In post","2021","Human Resources","Leicestershire, Rutland and Northamptonshire","30","25","33460","32040"
"In post","2021","Human Resources","Lincolnshire","30","30","27150","22860"
"In post","2021","Human Resources","Merseyside","255","240","37370","31960"
"In post","2021","Human Resources","North Eastern Scotland","5","5","[c]","[c]"
"In post","2021","Human Resources","North Yorkshire","85","80","39190","34120"
"In post","2021","Human Resources","Northern Ireland","15","15","33730","32730"
"In post","2021","Human Resources","Northumberland and Tyne and Wear","70","70","37280","33610"
"In post","2021","Human Resources","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Outer London - South","335","320","46640","42470"
"In post","2021","Human Resources","Outer London - West and North West","75","70","38790","34910"
"In post","2021","Human Resources","Overseas","25","25","38270","33300"
"In post","2021","Human Resources","Shropshire and Staffordshire","65","60","38810","37030"
"In post","2021","Human Resources","South Yorkshire","85","80","39520","34300"
"In post","2021","Human Resources","Southern Scotland","55","55","43390","39630"
"In post","2021","Human Resources","Surrey, East and West Sussex","45","40","43140","42890"
"In post","2021","Human Resources","Tees Valley and Durham","55","50","33890","31030"
"In post","2021","Human Resources","Unknown","10","10","54130","58180"
"In post","2021","Human Resources","West Central Scotland","495","465","25470","21580"
"In post","2021","Human Resources","West Midlands","150","145","39410","37580"
"In post","2021","Human Resources","West Wales and The Valleys","235","220","33640","31810"
"In post","2021","Human Resources","West Yorkshire","195","185","40340","38180"
"In post","2021","Inspector of Education and Training","Derbyshire and Nottinghamshire","70","65","64380","64500"
"In post","2021","Inspector of Education and Training","East Anglia","90","85","65420","75500"
"In post","2021","Inspector of Education and Training","East Wales","65","60","74480","74730"
"In post","2021","Inspector of Education and Training","Gloucestershire, Wiltshire and Bath/Bristol area","75","70","66220","70500"
"In post","2021","Inspector of Education and Training","Greater Manchester","110","110","65190","64500"
"In post","2021","Inspector of Education and Training","Inner London - West","230","225","66190","64500"
"In post","2021","Inspector of Education and Training","North Yorkshire","115","115","66660","70500"
"In post","2021","Inspector of Education and Training","West Midlands","100","100","65740","64500"
"In post","2021","Intelligence Analysis","Bedfordshire and Hertfordshire","20","20","30700","27380"
"In post","2021","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","30","30","34260","31180"
"In post","2021","Intelligence Analysis","Cheshire","5","5","[c]","[c]"
"In post","2021","Intelligence Analysis","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Derbyshire and Nottinghamshire","30","30","32510","28170"
"In post","2021","Intelligence Analysis","Devon","10","10","28220","25830"
"In post","2021","Intelligence Analysis","Dorset and Somerset","10","10","26770","27120"
"In post","2021","Intelligence Analysis","East Anglia","380","375","32740","33300"
"In post","2021","Intelligence Analysis","East Wales","40","40","30360","27380"
"In post","2021","Intelligence Analysis","East Yorkshire and Northern Lincolnshire","60","60","28420","27370"
"In post","2021","Intelligence Analysis","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Essex","20","20","27960","27370"
"In post","2021","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","33700","30120"
"In post","2021","Intelligence Analysis","Greater Manchester","240","230","28240","25690"
"In post","2021","Intelligence Analysis","Hampshire and Isle of Wight","55","50","27550","26670"
"In post","2021","Intelligence Analysis","Herefordshire, Worcestershire and Warwickshire","15","15","33320","28330"
"In post","2021","Intelligence Analysis","Inner London - East","100","100","41770","36160"
"In post","2021","Intelligence Analysis","Inner London - West","700","685","47090","45200"
"In post","2021","Intelligence Analysis","Kent","270","255","28420","27370"
"In post","2021","Intelligence Analysis","Lancashire","20","15","27740","27380"
"In post","2021","Intelligence Analysis","Leicestershire, Rutland and Northamptonshire","55","50","27660","26590"
"In post","2021","Intelligence Analysis","Lincolnshire","45","45","30550","32670"
"In post","2021","Intelligence Analysis","Merseyside","100","90","29100","27370"
"In post","2021","Intelligence Analysis","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Northern Ireland","5","5","[c]","[c]"
"In post","2021","Intelligence Analysis","Northumberland and Tyne and Wear","35","35","34260","31810"
"In post","2021","Intelligence Analysis","Outer London - East and North East","15","15","32390","30110"
"In post","2021","Intelligence Analysis","Outer London - South","150","140","34760","30500"
"In post","2021","Intelligence Analysis","Outer London - West and North West","450","420","32690","30150"
"In post","2021","Intelligence Analysis","Overseas","70","70","43800","40560"
"In post","2021","Intelligence Analysis","Shropshire and Staffordshire","20","20","29050","28800"
"In post","2021","Intelligence Analysis","South Yorkshire","95","90","28580","26610"
"In post","2021","Intelligence Analysis","Surrey, East and West Sussex","40","35","29160","28350"
"In post","2021","Intelligence Analysis","Tees Valley and Durham","35","35","32090","31610"
"In post","2021","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","West Central Scotland","60","55","30840","30830"
"In post","2021","Intelligence Analysis","West Midlands","55","50","31960","27770"
"In post","2021","Intelligence Analysis","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","West Yorkshire","115","110","39390","33520"
"In post","2021","Internal Audit","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2021","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","25","25","40000","39960"
"In post","2021","Internal Audit","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Derbyshire and Nottinghamshire","25","20","41610","41820"
"In post","2021","Internal Audit","Devon","15","15","45460","43550"
"In post","2021","Internal Audit","Dorset and Somerset","10","5","[c]","[c]"
"In post","2021","Internal Audit","East Anglia","15","15","42570","40580"
"In post","2021","Internal Audit","East Wales","25","25","43910","43540"
"In post","2021","Internal Audit","Eastern Scotland","10","5","[c]","[c]"
"In post","2021","Internal Audit","Essex","10","10","[c]","[c]"
"In post","2021","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","70","70","43600","41650"
"In post","2021","Internal Audit","Greater Manchester","30","30","39110","38630"
"In post","2021","Internal Audit","Hampshire and Isle of Wight","45","40","34930","33300"
"In post","2021","Internal Audit","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Inner London - East","10","10","42120","43080"
"In post","2021","Internal Audit","Inner London - West","180","175","54730","53070"
"In post","2021","Internal Audit","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Lancashire","20","15","44010","42720"
"In post","2021","Internal Audit","Leicestershire, Rutland and Northamptonshire","10","10","[c]","[c]"
"In post","2021","Internal Audit","Merseyside","15","15","44820","40880"
"In post","2021","Internal Audit","North Yorkshire","15","10","42720","39200"
"In post","2021","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Northumberland and Tyne and Wear","35","35","43890","41660"
"In post","2021","Internal Audit","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Outer London - South","10","10","52600","50610"
"In post","2021","Internal Audit","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Shropshire and Staffordshire","15","15","45910","43260"
"In post","2021","Internal Audit","South Yorkshire","15","15","51700","49750"
"In post","2021","Internal Audit","Southern Scotland","40","40","39500","33930"
"In post","2021","Internal Audit","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Tees Valley and Durham","10","10","39550","39980"
"In post","2021","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","West Central Scotland","15","15","39450","36460"
"In post","2021","Internal Audit","West Midlands","35","30","52530","44990"
"In post","2021","Internal Audit","West Wales and The Valleys","25","25","47270","44970"
"In post","2021","Internal Audit","West Yorkshire","30","30","46030","44610"
"In post","2021","International Trade","Berkshire, Buckinghamshire and Oxfordshire","60","60","43390","38540"
"In post","2021","International Trade","Derbyshire and Nottinghamshire","15","15","35480","31810"
"In post","2021","International Trade","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Essex","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","38290","31810"
"In post","2021","International Trade","Greater Manchester","30","30","36210","31810"
"In post","2021","International Trade","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Inner London - East","5","5","[c]","[c]"
"In post","2021","International Trade","Inner London - West","1045","1035","47660","44030"
"In post","2021","International Trade","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Merseyside","20","20","35920","31810"
"In post","2021","International Trade","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Northern Ireland","10","10","[c]","[c]"
"In post","2021","International Trade","Northumberland and Tyne and Wear","10","10","[c]","[c]"
"In post","2021","International Trade","Outer London - South","15","15","35080","36160"
"In post","2021","International Trade","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Overseas","155","155","56610","54470"
"In post","2021","International Trade","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","West Central Scotland","5","5","[c]","[c]"
"In post","2021","International Trade","West Midlands","25","25","36220","31800"
