"Status","Year","Disability","Function_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Digital, Data & Technology","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","SEO/HEO","Female","230","215","36030","35290"
"In post","2021","Declared disabled","Digital, Data & Technology","SEO/HEO","Male","280","275","37410","37100"
"In post","2021","Declared disabled","Digital, Data & Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","AA/AO","Female","100","75","21170","21440"
"In post","2021","Declared disabled","Finance","AA/AO","Male","45","40","20990","20920"
"In post","2021","Declared disabled","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","EO","Female","105","95","26110","26580"
"In post","2021","Declared disabled","Finance","EO","Male","50","50","26060","26540"
"In post","2021","Declared disabled","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","G6/G7","Female","80","75","57880","57700"
"In post","2021","Declared disabled","Finance","G6/G7","Male","70","70","58120","58020"
"In post","2021","Declared disabled","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","SEO/HEO","Female","190","180","36430","35580"
"In post","2021","Declared disabled","Finance","SEO/HEO","Male","150","140","37640","37000"
"In post","2021","Declared disabled","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","AA/AO","Female","50","40","21050","21050"
"In post","2021","Declared disabled","Grants Management","AA/AO","Male","35","30","21050","21050"
"In post","2021","Declared disabled","Grants Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","EO","Female","25","20","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","EO","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","AA/AO","Female","135","120","21580","21130"
"In post","2021","Declared disabled","Human Resources","AA/AO","Male","60","60","21170","20920"
"In post","2021","Declared disabled","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","EO","Female","155","140","26790","26670"
"In post","2021","Declared disabled","Human Resources","EO","Male","60","60","27290","27380"
"In post","2021","Declared disabled","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","G6/G7","Female","170","165","57130","55000"
"In post","2021","Declared disabled","Human Resources","G6/G7","Male","75","75","58640","58270"
"In post","2021","Declared disabled","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","SCS level","Female","30","30","88930","80000"
"In post","2021","Declared disabled","Human Resources","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","SEO/HEO","Female","355","335","36710","36450"
"In post","2021","Declared disabled","Human Resources","SEO/HEO","Male","140","135","37270","36590"
"In post","2021","Declared disabled","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","SEO/HEO","Female","30","30","38750","39200"
"In post","2021","Declared disabled","Internal Audit","SEO/HEO","Male","35","35","40350","39190"
"In post","2021","Declared disabled","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","AA/AO","Female","130","115","22490","21950"
"In post","2021","Declared disabled","Legal","AA/AO","Male","70","65","22420","21950"
"In post","2021","Declared disabled","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","EO","Female","150","135","27970","28430"
"In post","2021","Declared disabled","Legal","EO","Male","70","65","28230","28430"
"In post","2021","Declared disabled","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","G6/G7","Female","310","275","59600","58220"
"In post","2021","Declared disabled","Legal","G6/G7","Male","185","180","59870","57330"
"In post","2021","Declared disabled","Legal","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","SCS level","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Legal","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","SEO/HEO","Female","205","190","38170","37860"
"In post","2021","Declared disabled","Legal","SEO/HEO","Male","95","90","40450","38760"
"In post","2021","Declared disabled","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","AA/AO","Female","3850","3270","21700","21180"
"In post","2021","Declared disabled","No function","AA/AO","Male","2845","2655","23680","21550"
"In post","2021","Declared disabled","No function","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","EO","Female","1680","1535","27050","26780"
"In post","2021","Declared disabled","No function","EO","Male","1455","1370","28970","27850"
"In post","2021","Declared disabled","No function","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","G6/G7","Female","760","725","57160","54480"
"In post","2021","Declared disabled","No function","G6/G7","Male","735","715","58340","55790"
"In post","2021","Declared disabled","No function","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","SCS level","Female","65","65","83230","76350"
"In post","2021","Declared disabled","No function","SCS level","Male","85","85","90340","79740"
"In post","2021","Declared disabled","No function","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","SEO/HEO","Female","2070","1965","36240","35000"
"In post","2021","Declared disabled","No function","SEO/HEO","Male","1735","1675","37240","36360"
"In post","2021","Declared disabled","No function","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Unknown","Female","1760","1620","30060","28200"
"In post","2021","Declared disabled","No function","Unknown","Male","465","445","32100","31420"
"In post","2021","Declared disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","AA/AO","Female","40","35","21670","21440"
"In post","2021","Declared disabled","Project Delivery","AA/AO","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","EO","Female","280","260","25340","26100"
"In post","2021","Declared disabled","Project Delivery","EO","Male","220","210","24760","25730"
"In post","2021","Declared disabled","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","G6/G7","Female","305","295","56720","55620"
"In post","2021","Declared disabled","Project Delivery","G6/G7","Male","270","265","57310","56190"
"In post","2021","Declared disabled","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","SCS level","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","SCS level","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","SEO/HEO","Female","660","625","35490","34630"
"In post","2021","Declared disabled","Project Delivery","SEO/HEO","Male","690","665","36890","37310"
"In post","2021","Declared disabled","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","Female","50","45","37260","35630"
"In post","2021","Declared disabled","Project Delivery","Unknown","Male","75","70","42590","41020"
"In post","2021","Declared disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","AA/AO","Female","90","80","21600","21100"
"In post","2021","Declared disabled","Property","AA/AO","Male","70","70","21210","20810"
"In post","2021","Declared disabled","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","EO","Female","75","65","27230","26670"
"In post","2021","Declared disabled","Property","EO","Male","80","80","27010","26620"
"In post","2021","Declared disabled","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","G6/G7","Female","45","40","57390","54990"
"In post","2021","Declared disabled","Property","G6/G7","Male","55","55","57870","57110"
"In post","2021","Declared disabled","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","SEO/HEO","Female","145","135","35650","33300"
"In post","2021","Declared disabled","Property","SEO/HEO","Male","160","155","37050","36160"
"In post","2021","Declared disabled","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","AA/AO","Female","75","70","25200","20920"
"In post","2021","Declared disabled","Security","AA/AO","Male","275","270","27100","21580"
"In post","2021","Declared disabled","Security","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","EO","Female","45","45","28050","26670"
"In post","2021","Declared disabled","Security","EO","Male","70","70","34150","28800"
"In post","2021","Declared disabled","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Security","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","SEO/HEO","Female","55","50","37290","34640"
"In post","2021","Declared disabled","Security","SEO/HEO","Male","95","95","40090","35630"
"In post","2021","Declared disabled","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","AA/AO","Female","4410","3625","21310","21010"
"In post","2021","Declared disabled","Unknown","AA/AO","Male","2625","2445","21260","21010"
"In post","2021","Declared disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","EO","Female","6750","5870","27970","27570"
"In post","2021","Declared disabled","Unknown","EO","Male","3440","3245","28010","27570"
"In post","2021","Declared disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","G6/G7","Female","495","470","59420","57460"
"In post","2021","Declared disabled","Unknown","G6/G7","Male","415","405","60330","58290"
"In post","2021","Declared disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SCS level","Female","45","45","86820","83230"
"In post","2021","Declared disabled","Unknown","SCS level","Male","50","50","90990","84710"
"In post","2021","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SEO/HEO","Female","1920","1780","35960","35070"
"In post","2021","Declared disabled","Unknown","SEO/HEO","Male","1320","1275","36810","35310"
"In post","2021","Declared disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","AA/AO","Female","60","55","21720","21050"
"In post","2021","Declared non-disabled","Analysis","AA/AO","Male","50","45","22390","21590"
"In post","2021","Declared non-disabled","Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","EO","Female","230","210","26420","26000"
"In post","2021","Declared non-disabled","Analysis","EO","Male","220","215","26790","26490"
"In post","2021","Declared non-disabled","Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","G6/G7","Female","690","635","57960","56410"
"In post","2021","Declared non-disabled","Analysis","G6/G7","Male","940","920","59520","57620"
"In post","2021","Declared non-disabled","Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","SCS level","Female","50","50","85750","78730"
"In post","2021","Declared non-disabled","Analysis","SCS level","Male","70","70","88080","78580"
"In post","2021","Declared non-disabled","Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","SEO/HEO","Female","1015","960","36230","36030"
"In post","2021","Declared non-disabled","Analysis","SEO/HEO","Male","1210","1190","36440","36160"
"In post","2021","Declared non-disabled","Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","AA/AO","Female","200","185","21930","21130"
"In post","2021","Declared non-disabled","Commercial","AA/AO","Male","120","120","21840","21130"
"In post","2021","Declared non-disabled","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","EO","Female","340","315","26930","26670"
"In post","2021","Declared non-disabled","Commercial","EO","Male","235","230","27110","26670"
"In post","2021","Declared non-disabled","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","G6/G7","Female","370","355","60930","58430"
"In post","2021","Declared non-disabled","Commercial","G6/G7","Male","450","445","61830","60430"
"In post","2021","Declared non-disabled","Commercial","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","SCS level","Female","55","50","106540","95940"
"In post","2021","Declared non-disabled","Commercial","SCS level","Male","115","115","112460","103390"
"In post","2021","Declared non-disabled","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","SEO/HEO","Female","1000","960","37480","36970"
"In post","2021","Declared non-disabled","Commercial","SEO/HEO","Male","935","925","39570","39240"
"In post","2021","Declared non-disabled","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Unknown","Female","80","75","37260","32720"
"In post","2021","Declared non-disabled","Commercial","Unknown","Male","80","80","42430","39860"
"In post","2021","Declared non-disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","AA/AO","Female","185","155","21290","21130"
"In post","2021","Declared non-disabled","Communications","AA/AO","Male","110","105","21630","21130"
"In post","2021","Declared non-disabled","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","EO","Female","765","720","26030","25560"
"In post","2021","Declared non-disabled","Communications","EO","Male","835","820","25540","25560"
"In post","2021","Declared non-disabled","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","G6/G7","Female","410","385","57740","56130"
"In post","2021","Declared non-disabled","Communications","G6/G7","Male","270","270","58470","56340"
"In post","2021","Declared non-disabled","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","SCS level","Female","45","45","85380","81760"
"In post","2021","Declared non-disabled","Communications","SCS level","Male","40","40","93800","81100"
"In post","2021","Declared non-disabled","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
