"Status","Year","Disability","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Communications","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Communications","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","EO","Heterosexual / straight","45","40","27300","26670"
"In post","2021","Declared disabled","Communications","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Communications","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","HEO","Heterosexual / straight","60","55","33640","33400"
"In post","2021","Declared disabled","Communications","HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Communications","HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","SEO","Heterosexual / straight","45","40","41840","42090"
"In post","2021","Declared disabled","Communications","SEO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Communications","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","EO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","AO","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","EO","Heterosexual / straight","175","170","27250","26670"
"In post","2021","Declared disabled","Digital, Data and Technology","EO","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","EO","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","EO","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","G6","Heterosexual / straight","35","35","66820","64670"
"In post","2021","Declared disabled","Digital, Data and Technology","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","G7","Heterosexual / straight","125","120","56000","53440"
"In post","2021","Declared disabled","Digital, Data and Technology","G7","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","G7","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","G7","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","HEO","Heterosexual / straight","190","180","33290","33090"
"In post","2021","Declared disabled","Digital, Data and Technology","HEO","LGBO","30","30","32840","31890"
"In post","2021","Declared disabled","Digital, Data and Technology","HEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","HEO","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","SEO","Heterosexual / straight","180","175","41720","40660"
"In post","2021","Declared disabled","Digital, Data and Technology","SEO","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","SEO","Undeclared","35","30","42660","42520"
"In post","2021","Declared disabled","Digital, Data and Technology","SEO","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Unknown","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Economics","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Economics","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Economics","G7","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Economics","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","HEO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Declared disabled","Economics","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Economics","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","AO","Heterosexual / straight","90","75","21510","21440"
"In post","2021","Declared disabled","Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","AO","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","EO","Heterosexual / straight","115","110","26450","26670"
"In post","2021","Declared disabled","Finance","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","EO","Undeclared","20","15","[c]","[c]"
"In post","2021","Declared disabled","Finance","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","G6","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","G6","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","G7","Heterosexual / straight","90","85","55000","53600"
"In post","2021","Declared disabled","Finance","G7","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","G7","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","HEO","Heterosexual / straight","140","130","33310","33300"
"In post","2021","Declared disabled","Finance","HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Finance","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","SEO","Heterosexual / straight","130","125","41810","41350"
"In post","2021","Declared disabled","Finance","SEO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","SEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","SEO","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","AO","Heterosexual / straight","100","90","21840","21580"
"In post","2021","Declared disabled","Human Resources","AO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","AO","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","EO","Heterosexual / straight","125","115","27430","26780"
"In post","2021","Declared disabled","Human Resources","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","EO","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","G6","Heterosexual / straight","50","45","67850","66620"
"In post","2021","Declared disabled","Human Resources","G6","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","G7","Heterosexual / straight","115","110","54330","53600"
"In post","2021","Declared disabled","Human Resources","G7","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","HEO","Heterosexual / straight","185","175","33040","32790"
"In post","2021","Declared disabled","Human Resources","HEO","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","HEO","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","SEO","Heterosexual / straight","165","155","42190","40970"
"In post","2021","Declared disabled","Human Resources","SEO","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","SEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","SEO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","AO","Heterosexual / straight","10","10","[c]","[c]"
