"Status","Year","Disability","Organisation","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Accountant in Bankruptcy","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Accountant in Bankruptcy","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Accountant in Bankruptcy","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Accountant in Bankruptcy","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","EO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","HEO","Heterosexual / straight","40","40","32920","31990"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","AO","Heterosexual / straight","105","95","22030","21050"
"In post","2021","Declared disabled","Animal and Plant Health Agency","AO","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","AO","Undeclared","15","10","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","AO","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","EO","Heterosexual / straight","75","70","26540","25460"
"In post","2021","Declared disabled","Animal and Plant Health Agency","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","HEO","Heterosexual / straight","50","45","31040","30580"
"In post","2021","Declared disabled","Animal and Plant Health Agency","HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","SEO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","SEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","AO","Heterosexual / straight","65","60","21970","20800"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","EO","Heterosexual / straight","90","85","27040","27500"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","EO","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","G6","Heterosexual / straight","40","40","67340","64500"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","G6","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","G7","Heterosexual / straight","125","125","55710","54700"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","G7","LGBO","35","30","55360","54700"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","G7","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","HEO","Heterosexual / straight","120","120","34120","34550"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","HEO","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","SCS level","Heterosexual / straight","35","35","92360","79090"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","SCS level","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","SEO","Heterosexual / straight","50","45","40550","40600"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","SEO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","SEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","AO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Declared disabled","Companies House","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","EO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Declared disabled","Companies House","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","HEO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Declared disabled","Companies House","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Companies House","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","SEO","Unknown","[c]","[c]","[c]","[c]"
