"Status","Year","Disability","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","London","1275","1250","49920","51730"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Outside London","55","55","42370","34020"
"In post","2021","Declared non-disabled","Department for Education","London","1830","1760","51390","53760"
"In post","2021","Declared non-disabled","Department for Education","Outside London","3745","3610","41900","37100"
"In post","2021","Declared non-disabled","Department for Education","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","London","1805","1755","45080","39910"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Outside London","6430","6065","32950","29270"
"In post","2021","Declared non-disabled","Department for International Trade","London","1175","1160","46100","39460"
"In post","2021","Declared non-disabled","Department for International Trade","Outside London","150","150","45320","47980"
"In post","2021","Declared non-disabled","Department for International Trade","Overseas","85","85","57120","54600"
"In post","2021","Declared non-disabled","Department for Transport","London","2285","2225","48470","43800"
"In post","2021","Declared non-disabled","Department for Transport","Outside London","8740","7985","29710","26780"
"In post","2021","Declared non-disabled","Department for Transport","Overseas","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions","London","7640","7150","33730","31060"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Outside London","62225","55410","27510","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Unknown","680","630","30160","27570"
"In post","2021","Declared non-disabled","Department of Health and Social Care","London","2930","2740","47430","41040"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Outside London","2940","2690","40200","36330"
"In post","2021","Declared non-disabled","ESTYN","Outside London","100","90","58270","74730"
"In post","2021","Declared non-disabled","Food Standards Agency","London","265","255","42630","40960"
"In post","2021","Declared non-disabled","Food Standards Agency","Outside London","545","525","33880","28800"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","London","2800","2735","49600","44820"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Outside London","1450","1395","38880","33930"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Overseas","1655","1650","51590","53000"
"In post","2021","Declared non-disabled","HM Land Registry","London","240","225","42320","37290"
"In post","2021","Declared non-disabled","HM Land Registry","Outside London","3450","3040","32460","27130"
"In post","2021","Declared non-disabled","HM Revenue and Customs","London","5125","4885","44250","37480"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Outside London","32280","29585","31060","28130"
"In post","2021","Declared non-disabled","HM Treasury","London","1560","1525","49300","52500"
"In post","2021","Declared non-disabled","HM Treasury","Outside London","270","255","43510","42190"
"In post","2021","Declared non-disabled","Home Office","London","10605","10005","40050","35070"
"In post","2021","Declared non-disabled","Home Office","Outside London","17605","16135","27170","25050"
"In post","2021","Declared non-disabled","Home Office","Overseas","280","275","28060","27370"
"In post","2021","Declared non-disabled","Home Office","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Ministry of Defence","London","2585","2535","41780","37640"
"In post","2021","Declared non-disabled","Ministry of Defence","Outside London","35010","33815","33380","30820"
"In post","2021","Declared non-disabled","Ministry of Defence","Overseas","415","415","40700","36460"
"In post","2021","Declared non-disabled","Ministry of Defence","Unknown","130","125","31890","27370"
"In post","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","London","1405","1375","48910","53130"
"In post","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","Outside London","1110","1035","42310","39100"
"In post","2021","Declared non-disabled","Ministry of Justice","London","9565","9180","36530","32950"
"In post","2021","Declared non-disabled","Ministry of Justice","Outside London","43605","40635","28500","26120"
"In post","2021","Declared non-disabled","Ministry of Justice","Unknown","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","National Crime Agency","London","505","490","47210","45210"
"In post","2021","Declared non-disabled","National Crime Agency","Outside London","1130","1095","39990","39000"
"In post","2021","Declared non-disabled","National Crime Agency","Overseas","75","75","64770","62470"
"In post","2021","Declared non-disabled","National Crime Agency","Unknown","45","40","46380","45480"
"In post","2021","Declared non-disabled","Northern Ireland Office","London","35","35","52840","52850"
"In post","2021","Declared non-disabled","Northern Ireland Office","Outside London","45","45","39250","34990"
"In post","2021","Declared non-disabled","Office for Standards in Education","London","360","350","57980","51360"
"In post","2021","Declared non-disabled","Office for Standards in Education","Outside London","1115","1075","48020","46360"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","London","585","575","51150","46590"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","Outside London","435","430","36410","32340"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Outside London","155","150","44400","38760"
"In post","2021","Declared non-disabled","Office of Rail and Road","London","185","175","56260","55430"
"In post","2021","Declared non-disabled","Office of Rail and Road","Outside London","105","105","51880","51660"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","London","80","80","54390","54700"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","Outside London","275","270","42450","36500"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland Office","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland Office","Outside London","35","35","49030","46600"
"In post","2021","Declared non-disabled","Scottish Government","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Government","Outside London","9820","9355","39170","34190"
"In post","2021","Declared non-disabled","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","The National Archives","London","340","325","35890","34260"
"In post","2021","Declared non-disabled","UK Export Finance","London","380","375","54030","49200"
"In post","2021","Declared non-disabled","UK Supreme Court","London","50","50","37580","32770"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","London","140","140","46980","39030"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Outside London","2460","2160","33610","30130"
"In post","2021","Declared non-disabled","Wales Office","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","London","45","45","72940","70000"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Outside London","125","120","51280","49160"
"In post","2021","Declared non-disabled","Welsh Government","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Outside London","4910","4640","41250","37410"
"In post","2021","Declared non-disabled","Welsh Government","Overseas","10","10","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","London","130","125","55510","56320"
"In post","2021","Undeclared","Attorney General's Departments","Outside London","10","10","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","London","190","185","50830","54700"
"In post","2021","Undeclared","Cabinet Office","Outside London","85","80","31350","32000"
"In post","2021","Undeclared","Cabinet Office","Unknown","10","10","[c]","[c]"
"In post","2021","Undeclared","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Competition and Markets Authority","London","15","15","[c]","[c]"
"In post","2021","Undeclared","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","London","270","270","50560","53380"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Outside London","140","135","34580","30950"
"In post","2021","Undeclared","Department for Digital, Culture, Media and Sport","London","70","70","46430","51440"
"In post","2021","Undeclared","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Education","London","115","110","52470","53420"
"In post","2021","Undeclared","Department for Education","Outside London","255","245","40460","36960"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs","London","90","85","42830","38750"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs","Outside London","340","320","35300","31900"
"In post","2021","Undeclared","Department for International Trade","London","65","65","47060","47870"
"In post","2021","Undeclared","Department for International Trade","Outside London","10","10","[c]","[c]"
"In post","2021","Undeclared","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Transport","London","675","660","42750","36180"
"In post","2021","Undeclared","Department for Transport","Outside London","870","805","29830","26700"
"In post","2021","Undeclared","Department for Work and Pensions","London","425","405","33440","31060"
"In post","2021","Undeclared","Department for Work and Pensions","Outside London","3745","3460","27500","27570"
"In post","2021","Undeclared","Department for Work and Pensions","Unknown","30","25","[c]","[c]"
"In post","2021","Undeclared","Department of Health and Social Care","London","250","220","51590","45750"
"In post","2021","Undeclared","Department of Health and Social Care","Outside London","305","270","43330","38070"
"In post","2021","Undeclared","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","London","180","175","42910","40350"
"In post","2021","Undeclared","Food Standards Agency","Outside London","250","245","35640","30810"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","London","185","180","51030","44880"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","Outside London","70","65","37800","33930"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","Overseas","90","90","51820","54000"
"In post","2021","Undeclared","HM Land Registry","London","5","5","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","Outside London","225","200","32220","31740"
"In post","2021","Undeclared","HM Revenue and Customs","London","530","500","44020","37610"
"In post","2021","Undeclared","HM Revenue and Customs","Outside London","2745","2505","31440","28130"
"In post","2021","Undeclared","HM Treasury","London","355","350","45070","38000"
"In post","2021","Undeclared","HM Treasury","Outside London","30","30","36450","37660"
"In post","2021","Undeclared","Home Office","London","685","645","39250","35070"
"In post","2021","Undeclared","Home Office","Outside London","1095","1005","28500","27090"
"In post","2021","Undeclared","Home Office","Overseas","25","25","[c]","[c]"
"In post","2021","Undeclared","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Defence","London","275","270","40370","37640"
"In post","2021","Undeclared","Ministry of Defence","Outside London","3855","3735","33880","33000"
"In post","2021","Undeclared","Ministry of Defence","Overseas","45","45","39540","33690"
"In post","2021","Undeclared","Ministry of Defence","Unknown","15","15","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","London","100","100","46440","46120"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","Outside London","70","65","43230","40720"
"In post","2021","Undeclared","Ministry of Justice","London","1440","1370","36240","34100"
"In post","2021","Undeclared","Ministry of Justice","Outside London","7650","7000","29840","31610"
"In post","2021","Undeclared","National Crime Agency","London","5","5","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","Outside London","5","5","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","Outside London","10","10","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","Outside London","10","10","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","London","10","10","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","Outside London","5","5","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","London","10","10","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","Outside London","25","25","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","Outside London","310","295","38930","34150"
"In post","2021","Undeclared","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Outside London","120","100","28760","23660"
"In post","2021","Undeclared","Wales Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","Outside London","180","170","42290","37410"
"In post","2021","Unknown","Attorney General's Departments","London","885","840","48120","50520"
"In post","2021","Unknown","Attorney General's Departments","Outside London","1115","1060","36770","34480"
"In post","2021","Unknown","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office","London","2385","2370","46220","34290"
"In post","2021","Unknown","Cabinet Office","Outside London","1135","1110","45310","36320"
"In post","2021","Unknown","Cabinet Office","Unknown","445","440","34640","32000"
"In post","2021","Unknown","Chancellor's other departments","London","45","40","54110","50540"
"In post","2021","Unknown","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","London","30","30","42470","37910"
"In post","2021","Unknown","Charity Commission","Outside London","165","155","33030","29230"
"In post","2021","Unknown","Competition and Markets Authority","London","75","70","72600","74650"
"In post","2021","Unknown","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","London","1100","1080","44430","40050"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","1805","1705","30260","26380"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","London","260","255","48770","51730"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Education","London","475","465","45750","40230"
"In post","2021","Unknown","Department for Education","Outside London","785","770","35700","32870"
"In post","2021","Unknown","Department for Education","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","London","440","425","46700","39910"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Outside London","785","730","36370","35900"
"In post","2021","Unknown","Department for International Trade","London","910","900","44080","38540"
"In post","2021","Unknown","Department for International Trade","Outside London","35","35","40320","38350"
"In post","2021","Unknown","Department for International Trade","Overseas","60","60","55960","53750"
"In post","2021","Unknown","Department for Transport","London","255","250","42830","37660"
"In post","2021","Unknown","Department for Transport","Outside London","1750","1655","27510","26350"
"In post","2021","Unknown","Department for Work and Pensions","London","555","540","36890","31060"
"In post","2021","Unknown","Department for Work and Pensions","Outside London","2635","2505","27080","27570"
"In post","2021","Unknown","Department for Work and Pensions","Unknown","50","50","35020","27570"
"In post","2021","Unknown","Department of Health and Social Care","London","3000","2915","48540","41080"
"In post","2021","Unknown","Department of Health and Social Care","Outside London","1805","1715","44920","39480"
"In post","2021","Unknown","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","London","855","835","49900","52430"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Outside London","360","350","38960","33930"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Overseas","370","365","55290","55530"
"In post","2021","Unknown","HM Land Registry","London","115","115","39680","30600"
"In post","2021","Unknown","HM Land Registry","Outside London","1830","1765","26480","22350"
"In post","2021","Unknown","HM Revenue and Customs","London","2320","2210","40800","36160"
"In post","2021","Unknown","HM Revenue and Customs","Outside London","17740","16270","26480","24500"
"In post","2021","Unknown","HM Treasury","London","205","200","54940","52500"
"In post","2021","Unknown","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office","London","845","835","39780","35050"
"In post","2021","Unknown","Home Office","Outside London","1150","1120","26260","24880"
"In post","2021","Unknown","Home Office","Overseas","5","5","[c]","[c]"
"In post","2021","Unknown","Home Office","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","London","655","635","40310","37640"
"In post","2021","Unknown","Ministry of Defence","Outside London","7225","6950","32800","29200"
"In post","2021","Unknown","Ministry of Defence","Overseas","300","300","45410","42280"
"In post","2021","Unknown","Ministry of Defence","Unknown","1895","1890","37620","34460"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","London","160","160","47510","42910"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","Outside London","220","205","41450","40720"
"In post","2021","Unknown","Ministry of Justice","London","2075","2045","32760","30220"
"In post","2021","Unknown","Ministry of Justice","Outside London","5575","5360","24560","22920"
"In post","2021","Unknown","Ministry of Justice","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","London","1080","1060","42480","40170"
"In post","2021","Unknown","National Crime Agency","Outside London","2335","2285","35930","36410"
"In post","2021","Unknown","National Crime Agency","Overseas","55","55","68210","65960"
"In post","2021","Unknown","National Crime Agency","Unknown","55","55","44560","43710"
"In post","2021","Unknown","Northern Ireland Office","London","35","35","45610","40500"
"In post","2021","Unknown","Northern Ireland Office","Outside London","30","30","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","London","50","45","51820","51360"
"In post","2021","Unknown","Office for Standards in Education","Outside London","120","110","38640","32010"
"In post","2021","Unknown","Office of Gas and Electricity Markets","London","65","65","52720","48810"
"In post","2021","Unknown","Office of Gas and Electricity Markets","Outside London","40","40","37390","30950"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","Outside London","70","65","50580","46660"
"In post","2021","Unknown","Other Cabinet Office Agencies","London","45","45","47370","48640"
"In post","2021","Unknown","Other Cabinet Office Agencies","Outside London","490","475","35570","34800"
"In post","2021","Unknown","Scotland Office","London","25","20","[c]","[c]"
"In post","2021","Unknown","Scotland Office","Outside London","40","40","45960","47760"
"In post","2021","Unknown","Scottish Government","London","5","5","[c]","[c]"
"In post","2021","Unknown","Scottish Government","Outside London","10335","9715","34060","30930"
"In post","2021","Unknown","Scottish Government","Overseas","10","10","[c]","[c]"
"In post","2021","Unknown","The National Archives","London","170","160","36230","32200"
"In post","2021","Unknown","United Kingdom Statistics Authority","London","205","200","40410","32540"
"In post","2021","Unknown","United Kingdom Statistics Authority","Outside London","2090","1890","29940","29540"
"In post","2021","Unknown","Wales Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","London","25","25","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Outside London","45","45","49250","43040"
"In post","2021","Unknown","Welsh Government","Outside London","345","330","39120","34490"
