"Status","Year","Organisation","Region_ITL1","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Office","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","London","Female","Unknown","20","15","[c]","[c]"
"In post","2021","Attorney General's Office","London","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Attorney General's Office","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","London","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Attorney General's Office","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East of England","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East of England","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East of England","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East of England","Female","Unknown","30","30","55010","52410"
"In post","2021","Cabinet Office (excl. agencies)","East of England","Male","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East of England","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East of England","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East of England","Male","Unknown","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East of England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
