"Status","Year","Parent_department","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Operational Delivery","London","Female","530","485","29240","27050"
"In post","2021","Attorney General's Departments","Operational Delivery","London","Male","265","260","30100","27440"
"In post","2021","Attorney General's Departments","Operational Delivery","Outside London","Female","1690","1520","26380","25480"
"In post","2021","Attorney General's Departments","Operational Delivery","Outside London","Male","575","565","27110","25480"
"In post","2021","Attorney General's Departments","Other","London","Female","260","250","32050","27580"
"In post","2021","Attorney General's Departments","Other","London","Male","160","155","33340","27580"
"In post","2021","Attorney General's Departments","Other","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Other","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","London","Female","50","45","50570","54760"
"In post","2021","Attorney General's Departments","Policy","London","Male","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Property","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","London","Female","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","London","Male","10","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Communications","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Communications","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","London","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Other","London","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office","Other","London","Male","20","20","[c]","[c]"
"In post","2021","Cabinet Office","Other","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Policy","London","Female","20","20","[c]","[c]"
"In post","2021","Cabinet Office","Policy","London","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","London","Female","3395","3325","47110","40600"
"In post","2021","Cabinet Office","Unknown","London","Male","3015","3000","52870","54700"
"In post","2021","Cabinet Office","Unknown","Outside London","Female","1255","1190","39070","33000"
"In post","2021","Cabinet Office","Unknown","Outside London","Male","1080","1065","42720","33300"
"In post","2021","Cabinet Office","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Unknown","Female","325","320","36060","32000"
"In post","2021","Cabinet Office","Unknown","Unknown","Male","270","270","36360","32000"
"In post","2021","Chancellor's other departments","Commercial","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Commercial","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","London","Female","15","15","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","London","Male","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Counter Fraud","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Counter Fraud","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","London","Male","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","London","Female","20","15","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","London","Male","20","20","[c]","[c]"
"In post","2021","Chancellor's other departments","Human Resources","London","Female","15","15","[c]","[c]"
"In post","2021","Chancellor's other departments","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Knowledge and Information Management","London","Male","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","London","Female","100","90","58170","51450"
"In post","2021","Chancellor's other departments","Other","London","Male","150","145","68790","57250"
"In post","2021","Chancellor's other departments","Other","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","London","Male","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Property","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Social Research","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Social Research","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","London","Female","5","5","[c]","[c]"
"In post","2021","Charity Commission","Communications","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Corporate Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","Outside London","Male","30","30","[c]","[c]"
"In post","2021","Charity Commission","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Intelligence Analysis","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Intelligence Analysis","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Intelligence Analysis","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Intelligence Analysis","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","London","Female","5","5","[c]","[c]"
"In post","2021","Charity Commission","Legal","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Charity Commission","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","London","Female","5","5","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","Outside London","Female","25","20","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Charity Commission","Other","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Charity Commission","Other","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Charity Commission","Policy","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Policy","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Charity Commission","Security","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","London","Female","20","20","[c]","[c]"
"In post","2021","Charity Commission","Unknown","London","Male","10","10","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Outside London","Female","115","105","30670","29160"
"In post","2021","Charity Commission","Unknown","Outside London","Male","75","70","33450","29160"
"In post","2021","Competition and Markets Authority","Commercial","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","London","Male","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","London","Female","20","20","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","London","Male","15","15","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","London","Female","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","London","Male","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","London","Female","25","25","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","London","Male","35","35","58840","54550"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Economics","London","Female","40","35","60820","57850"
"In post","2021","Competition and Markets Authority","Economics","London","Male","50","50","64710","62270"
"In post","2021","Competition and Markets Authority","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Economics","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","London","Female","30","25","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","London","Male","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","London","Female","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","London","Male","25","25","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","London","Female","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","London","Female","70","65","69630","71370"
"In post","2021","Competition and Markets Authority","Legal","London","Male","50","50","71720","73450"
"In post","2021","Competition and Markets Authority","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","London","Female","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","London","Male","15","15","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","London","Female","185","175","59150","55860"
"In post","2021","Competition and Markets Authority","Project Delivery","London","Male","155","155","63430","59870"
"In post","2021","Competition and Markets Authority","Project Delivery","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","London","Female","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","London","Male","15","15","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","Outside London","Female","120","110","40780","38880"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","Outside London","Male","105","105","45470","47140"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","London","Female","90","85","47940","45190"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","London","Male","70","70","46990","45100"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","Outside London","Female","55","50","37390","37810"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","Outside London","Male","35","35","36260","32730"
"In post","2021","Department for Business, Energy and Industrial Strategy","Corporate Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","London","Female","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","London","Male","30","30","42970","43150"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","Outside London","Female","95","90","38300","39170"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","Outside London","Male","125","120","38850","38510"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","London","Female","50","50","45830","41120"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","London","Male","100","100","46960","43100"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Outside London","Female","255","245","38450","36240"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Outside London","Male","620","615","40290","38000"
"In post","2021","Department for Business, Energy and Industrial Strategy","Economics","London","Female","115","110","46750","39570"
"In post","2021","Department for Business, Energy and Industrial Strategy","Economics","London","Male","190","190","46680","39640"
"In post","2021","Department for Business, Energy and Industrial Strategy","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Economics","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","London","Female","100","100","50610","53500"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","London","Male","100","100","53500","53600"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","Outside London","Female","90","80","34580","30660"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","Outside London","Male","65","65","39580","39820"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","London","Female","95","90","47180","44340"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","London","Male","45","45","53180","53490"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","Female","205","195","36490","32810"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","Male","70","70","38100","34620"
"In post","2021","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Internal Audit","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","London","Female","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","London","Male","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Outside London","Female","15","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","London","Female","15","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","London","Male","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","Outside London","Female","35","30","45970","44100"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","Outside London","Male","30","30","53250","52020"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","Female","405","390","41820","38670"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","Male","330","330","44760","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","Female","2005","1815","27560","24250"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","Male","1380","1340","29980","26000"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Research","London","Female","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Research","London","Male","15","15","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Research","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Research","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Other","Outside London","Female","25","25","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Other","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","London","Female","1750","1690","48410","52080"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","London","Male","1860","1840","51190","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","Outside London","Female","245","230","42740","39120"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","Outside London","Male","190","190","48320","49080"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","London","Female","35","35","44010","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","London","Male","40","40","51160","41550"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","Outside London","Female","160","150","41630","39650"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","Outside London","Male","170","165","43290","41020"
"In post","2021","Department for Business, Energy and Industrial Strategy","Property","Outside London","Female","20","15","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Property","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","London","Female","20","20","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","London","Male","20","20","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","Outside London","Female","375","345","39460","39650"
"In post","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","Outside London","Male","890","850","43970","40880"
"In post","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","Overseas","Female","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","Overseas","Male","20","20","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Security","London","Female","10","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Security","London","Male","15","15","[c]","[c]"
