"Status","Year","Organisation","Region_ITL1","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","East of England","East Anglia","Male","40","40","32310","31910"
"In post","2021","Animal and Plant Health Agency","East of England","Essex","Female","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Essex","Male","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Inner London - West","Female","15","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Inner London - West","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Outer London - West and North West","Female","40","35","33170","31690"
"In post","2021","Animal and Plant Health Agency","London","Outer London - West and North West","Male","45","45","34580","31800"
"In post","2021","Animal and Plant Health Agency","North East (England)","Northumberland and Tyne and Wear","Female","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","Northumberland and Tyne and Wear","Male","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Cheshire","Female","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Cheshire","Male","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Cumbria","Female","100","95","25540","21050"
"In post","2021","Animal and Plant Health Agency","North West (England)","Cumbria","Male","55","55","25810","21050"
"In post","2021","Animal and Plant Health Agency","North West (England)","Greater Manchester","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Greater Manchester","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Lancashire","Female","50","45","29720","25190"
"In post","2021","Animal and Plant Health Agency","North West (England)","Lancashire","Male","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Eastern Scotland","Female","30","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Eastern Scotland","Male","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Highlands and Islands","Female","15","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Highlands and Islands","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","North Eastern Scotland","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Southern Scotland","Female","35","30","28720","25770"
"In post","2021","Animal and Plant Health Agency","Scotland","Southern Scotland","Male","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Hampshire and Isle of Wight","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Hampshire and Isle of Wight","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Kent","Female","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Kent","Male","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Surrey, East and West Sussex","Female","345","325","31710","28430"
"In post","2021","Animal and Plant Health Agency","South East (England)","Surrey, East and West Sussex","Male","240","235","35330","32560"
"In post","2021","Animal and Plant Health Agency","South West (England)","Cornwall and Isles of Scilly","Female","30","30","33240","27850"
"In post","2021","Animal and Plant Health Agency","South West (England)","Cornwall and Isles of Scilly","Male","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Devon","Female","135","125","26050","21050"
"In post","2021","Animal and Plant Health Agency","South West (England)","Devon","Male","75","70","29510","24920"
"In post","2021","Animal and Plant Health Agency","South West (England)","Dorset and Somerset","Female","25","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Dorset and Somerset","Male","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","75","70","29530","25320"
"In post","2021","Animal and Plant Health Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","45","45","27890","25060"
"In post","2021","Animal and Plant Health Agency","Wales","East Wales","Female","70","65","27630","21050"
"In post","2021","Animal and Plant Health Agency","Wales","East Wales","Male","40","40","32700","30610"
"In post","2021","Animal and Plant Health Agency","Wales","West Wales and The Valleys","Female","140","125","27120","24920"
"In post","2021","Animal and Plant Health Agency","Wales","West Wales and The Valleys","Male","75","70","28680","25520"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","100","90","27580","25260"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","65","60","33280","31440"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Shropshire and Staffordshire","Female","60","55","27290","24920"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Shropshire and Staffordshire","Male","45","45","31630","29610"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","North Yorkshire","Female","100","95","27430","25210"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","North Yorkshire","Male","90","85","30940","25520"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","London","Inner London - West","Female","30","25","[c]","[c]"
"In post","2021","Attorney General's Office","London","Inner London - West","Male","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East of England","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East of England","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East of England","East Anglia","Female","55","50","47860","40250"
"In post","2021","Cabinet Office (excl. agencies)","East of England","East Anglia","Male","55","55","46530","44060"
"In post","2021","Cabinet Office (excl. agencies)","London","Inner London - East","Female","450","440","49270","54700"
"In post","2021","Cabinet Office (excl. agencies)","London","Inner London - East","Male","450","445","54950","54700"
"In post","2021","Cabinet Office (excl. agencies)","London","Inner London - West","Female","2970","2910","46810","38580"
"In post","2021","Cabinet Office (excl. agencies)","London","Inner London - West","Male","2580","2565","52520","46550"
"In post","2021","Cabinet Office (excl. agencies)","London","Outer London - South","Female","30","30","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","London","Outer London - South","Male","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","London","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","London","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North East (England)","Northumberland and Tyne and Wear","Female","250","225","27650","23850"
"In post","2021","Cabinet Office (excl. agencies)","North East (England)","Northumberland and Tyne and Wear","Male","155","150","29760","23850"
"In post","2021","Cabinet Office (excl. agencies)","North East (England)","Tees Valley and Durham","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North East (England)","Tees Valley and Durham","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","Cheshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","Greater Manchester","Female","160","155","43420","37300"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","Greater Manchester","Male","115","115","47950","49700"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","Lancashire","Female","25","25","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","Lancashire","Male","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","Merseyside","Female","60","55","47310","49700"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","Merseyside","Male","65","65","50760","49700"
"In post","2021","Cabinet Office (excl. agencies)","Northern Ireland","Northern Ireland","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Northern Ireland","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","Eastern Scotland","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","Eastern Scotland","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","Southern Scotland","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","Southern Scotland","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","West Central Scotland","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","West Central Scotland","Male","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","60","60","33420","33000"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","60","55","37790","33300"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","Hampshire and Isle of Wight","Female","40","40","47110","39830"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","Hampshire and Isle of Wight","Male","50","50","55730","53320"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South West (England)","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South West (England)","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South West (England)","Dorset and Somerset","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South West (England)","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","70","65","56320","51230"
"In post","2021","Cabinet Office (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","105","105","54730","53190"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","Female","325","320","36050","32000"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","Male","275","275","36480","32000"
"In post","2021","Cabinet Office (excl. agencies)","Wales","East Wales","Female","35","35","35410","29250"
"In post","2021","Cabinet Office (excl. agencies)","Wales","East Wales","Male","25","25","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Wales","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Wales","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands (England)","West Midlands","Female","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands (England)","West Midlands","Male","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","North Yorkshire","Female","235","220","28570","26670"
"In post","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","North Yorkshire","Male","210","205","30380","26670"
"In post","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","South Yorkshire","Female","55","55","46160","40160"
"In post","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","South Yorkshire","Male","45","45","48050","49700"
"In post","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","West Yorkshire","Female","105","100","47700","40250"
"In post","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","West Yorkshire","Male","85","85","46190","39810"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","East of England","East Anglia","Female","215","200","31780","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","East of England","East Anglia","Male","245","240","37130","32770"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Dorset and Somerset","Female","65","60","31190","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Dorset and Somerset","Male","70","70","34900","29750"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Inner London - West","Female","50","45","41680","37910"
"In post","2021","Charity Commission","London","Inner London - West","Male","25","25","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Merseyside","Female","175","160","32560","29160"
"In post","2021","Charity Commission","North West (England)","Merseyside","Male","130","130","33070","29160"
"In post","2021","Charity Commission","South West (England)","Dorset and Somerset","Female","25","20","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","Dorset and Somerset","Male","25","25","[c]","[c]"
"In post","2021","Charity Commission","Wales","East Wales","Female","5","5","[c]","[c]"
"In post","2021","Charity Commission","Wales","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","London","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","London","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Northern Ireland","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2021","Companies House","Northern Ireland","Northern Ireland","Male","10","10","[c]","[c]"
"In post","2021","Companies House","Scotland","Eastern Scotland","Female","25","20","[c]","[c]"
"In post","2021","Companies House","Scotland","Eastern Scotland","Male","15","15","[c]","[c]"
"In post","2021","Companies House","Wales","East Wales","Female","570","495","29340","24500"
"In post","2021","Companies House","Wales","East Wales","Male","460","455","33330","30720"
"In post","2021","Competition and Markets Authority","London","Inner London - East","Female","400","380","58800","56000"
"In post","2021","Competition and Markets Authority","London","Inner London - East","Male","385","380","62910","59170"
"In post","2021","Competition and Markets Authority","Northern Ireland","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Northern Ireland","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","Eastern Scotland","Female","30","30","55280","55090"
"In post","2021","Competition and Markets Authority","Scotland","Eastern Scotland","Male","20","20","[c]","[c]"
"In post","2021","Competition and Markets Authority","Wales","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Wales","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Scotland","West Central Scotland","Female","160","145","26500","22570"
"In post","2021","Criminal Injuries Compensation Authority","Scotland","West Central Scotland","Male","140","140","25680","22860"
"In post","2021","Crown Commercial Service","East Midlands (England)","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","East Midlands (England)","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","East of England","East Anglia","Female","80","75","34840","34800"
"In post","2021","Crown Commercial Service","East of England","East Anglia","Male","90","85","35180","32640"
"In post","2021","Crown Commercial Service","London","Inner London - East","Female","30","30","49280","45650"
"In post","2021","Crown Commercial Service","London","Inner London - East","Male","40","40","51190","49300"
"In post","2021","Crown Commercial Service","North West (England)","Merseyside","Female","225","220","36320","34800"
"In post","2021","Crown Commercial Service","North West (England)","Merseyside","Male","175","175","40710","35040"
"In post","2021","Crown Commercial Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Wales","East Wales","Female","50","50","33860","31680"
"In post","2021","Crown Commercial Service","Wales","East Wales","Male","55","55","33490","31300"
"In post","2021","Crown Commercial Service","West Midlands (England)","West Midlands","Female","15","15","[c]","[c]"
"In post","2021","Crown Commercial Service","West Midlands (England)","West Midlands","Male","15","15","[c]","[c]"
"In post","2021","Crown Commercial Service","Yorkshire and The Humber","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Yorkshire and The Humber","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","Eastern Scotland","Female","540","500","35950","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","Eastern Scotland","Male","225","220","38970","33040"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","Highlands and Islands","Female","60","55","31120","22220"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","Highlands and Islands","Male","15","15","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","North Eastern Scotland","Female","75","70","32540","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","North Eastern Scotland","Male","20","20","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","Southern Scotland","Female","210","190","33530","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","Southern Scotland","Male","55","55","41080","33550"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","West Central Scotland","Female","570","515","35050","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","West Central Scotland","Male","245","235","35910","31720"
"In post","2021","Crown Prosecution Service","East Midlands (England)","Derbyshire and Nottinghamshire","Female","180","165","36980","28430"
"In post","2021","Crown Prosecution Service","East Midlands (England)","Derbyshire and Nottinghamshire","Male","95","90","38360","34480"
"In post","2021","Crown Prosecution Service","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","110","100","37620","34480"
"In post","2021","Crown Prosecution Service","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","45","40","43880","48830"
"In post","2021","Crown Prosecution Service","East Midlands (England)","Lincolnshire","Female","5","5","[c]","[c]"
"In post","2021","Crown Prosecution Service","East Midlands (England)","Lincolnshire","Male","5","5","[c]","[c]"
"In post","2021","Crown Prosecution Service","East of England","Bedfordshire and Hertfordshire","Female","115","100","38990","30110"
"In post","2021","Crown Prosecution Service","East of England","Bedfordshire and Hertfordshire","Male","55","55","49620","51120"
"In post","2021","Crown Prosecution Service","East of England","East Anglia","Female","80","65","32660","28430"
"In post","2021","Crown Prosecution Service","East of England","East Anglia","Male","40","40","44050","48080"
"In post","2021","Crown Prosecution Service","East of England","Essex","Female","135","120","40170","34140"
"In post","2021","Crown Prosecution Service","East of England","Essex","Male","55","50","43630","36240"
"In post","2021","Crown Prosecution Service","London","Inner London - East","Female","15","15","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Inner London - East","Male","15","15","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Inner London - West","Female","1020","945","44070","40000"
"In post","2021","Crown Prosecution Service","London","Inner London - West","Male","545","535","47350","45530"
"In post","2021","Crown Prosecution Service","London","Outer London - East and North East","Female","15","15","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Outer London - East and North East","Male","10","10","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Outer London - South","Female","30","25","38420","30110"
"In post","2021","Crown Prosecution Service","London","Outer London - South","Male","15","15","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Outer London - West and North West","Female","15","15","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Outer London - West and North West","Male","10","10","[c]","[c]"
"In post","2021","Crown Prosecution Service","North East (England)","Northumberland and Tyne and Wear","Female","160","145","36040","28430"
"In post","2021","Crown Prosecution Service","North East (England)","Northumberland and Tyne and Wear","Male","85","80","41760","48080"
"In post","2021","Crown Prosecution Service","North East (England)","Tees Valley and Durham","Female","70","60","36990","28430"
"In post","2021","Crown Prosecution Service","North East (England)","Tees Valley and Durham","Male","25","25","[c]","[c]"
"In post","2021","Crown Prosecution Service","North West (England)","Cheshire","Female","20","20","[c]","[c]"
"In post","2021","Crown Prosecution Service","North West (England)","Cheshire","Male","5","5","[c]","[c]"
"In post","2021","Crown Prosecution Service","North West (England)","Cumbria","Female","30","25","33800","25950"
"In post","2021","Crown Prosecution Service","North West (England)","Cumbria","Male","5","5","[c]","[c]"
"In post","2021","Crown Prosecution Service","North West (England)","Greater Manchester","Female","240","210","39260","33310"
"In post","2021","Crown Prosecution Service","North West (England)","Greater Manchester","Male","115","115","43770","48080"
"In post","2021","Crown Prosecution Service","North West (England)","Lancashire","Female","110","100","38190","32890"
"In post","2021","Crown Prosecution Service","North West (England)","Lancashire","Male","65","65","43340","48080"
"In post","2021","Crown Prosecution Service","North West (England)","Merseyside","Female","240","225","35850","28430"
"In post","2021","Crown Prosecution Service","North West (England)","Merseyside","Male","125","125","40890","38180"
"In post","2021","Crown Prosecution Service","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","105","95","41740","36240"
"In post","2021","Crown Prosecution Service","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","35","35","48060","50520"
"In post","2021","Crown Prosecution Service","South East (England)","Hampshire and Isle of Wight","Female","175","160","42130","36240"
