"Status","Year","Disability","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Finance","LGBO","185","185","44300","40680"
"In post","2021","Declared non-disabled","Finance","Undeclared","490","460","40950","37410"
"In post","2021","Declared non-disabled","Finance","Unknown","410","385","38800","35560"
"In post","2021","Declared non-disabled","Human Resources","Heterosexual / straight","4550","4305","39310","35000"
"In post","2021","Declared non-disabled","Human Resources","LGBO","220","215","42450","38630"
"In post","2021","Declared non-disabled","Human Resources","Undeclared","305","290","36590","33300"
"In post","2021","Declared non-disabled","Human Resources","Unknown","230","220","38250","33860"
"In post","2021","Declared non-disabled","Inspector of Education and Training","Heterosexual / straight","630","615","67470","74730"
"In post","2021","Declared non-disabled","Inspector of Education and Training","LGBO","45","45","71430","75500"
"In post","2021","Declared non-disabled","Inspector of Education and Training","Undeclared","40","40","67240","74730"
"In post","2021","Declared non-disabled","Inspector of Education and Training","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Intelligence Analysis","Heterosexual / straight","2010","1930","33920","30830"
"In post","2021","Declared non-disabled","Intelligence Analysis","LGBO","90","90","34720","30830"
"In post","2021","Declared non-disabled","Intelligence Analysis","Undeclared","225","215","33150","30500"
"In post","2021","Declared non-disabled","Intelligence Analysis","Unknown","65","60","36450","32040"
"In post","2021","Declared non-disabled","Internal Audit","Heterosexual / straight","485","465","46210","43540"
"In post","2021","Declared non-disabled","Internal Audit","LGBO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Undeclared","45","45","44920","41280"
"In post","2021","Declared non-disabled","Internal Audit","Unknown","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","International Trade","Heterosexual / straight","620","610","47680","48220"
"In post","2021","Declared non-disabled","International Trade","LGBO","55","55","53110","51970"
"In post","2021","Declared non-disabled","International Trade","Undeclared","45","45","42520","38540"
"In post","2021","Declared non-disabled","International Trade","Unknown","60","60","48160","43060"
"In post","2021","Declared non-disabled","Knowledge and Information Management","Heterosexual / straight","1310","1255","36860","33300"
"In post","2021","Declared non-disabled","Knowledge and Information Management","LGBO","60","60","34020","31400"
"In post","2021","Declared non-disabled","Knowledge and Information Management","Undeclared","155","150","35660","33310"
"In post","2021","Declared non-disabled","Knowledge and Information Management","Unknown","75","75","35170","32110"
"In post","2021","Declared non-disabled","Legal","Heterosexual / straight","6205","5805","48570","50520"
"In post","2021","Declared non-disabled","Legal","LGBO","320","310","50890","51250"
"In post","2021","Declared non-disabled","Legal","Undeclared","520","480","48820","46530"
"In post","2021","Declared non-disabled","Legal","Unknown","1110","1005","54690","55610"
"In post","2021","Declared non-disabled","Medicine","Heterosexual / straight","1320","1185","53690","40000"
"In post","2021","Declared non-disabled","Medicine","LGBO","40","40","59340","53340"
"In post","2021","Declared non-disabled","Medicine","Undeclared","120","105","60220","47000"
"In post","2021","Declared non-disabled","Medicine","Unknown","75","65","50670","37890"
"In post","2021","Declared non-disabled","Operational Delivery","Heterosexual / straight","90450","83620","29040","26130"
"In post","2021","Declared non-disabled","Operational Delivery","LGBO","4295","4140","29150","25960"
"In post","2021","Declared non-disabled","Operational Delivery","Undeclared","8805","7875","28790","26700"
"In post","2021","Declared non-disabled","Operational Delivery","Unknown","9535","8375","28940","26590"
"In post","2021","Declared non-disabled","Operational Research","Heterosexual / straight","675","650","45100","46080"
"In post","2021","Declared non-disabled","Operational Research","LGBO","55","55","40700","37320"
"In post","2021","Declared non-disabled","Operational Research","Undeclared","40","40","45160","39890"
"In post","2021","Declared non-disabled","Operational Research","Unknown","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Other","Heterosexual / straight","11970","11470","31060","26670"
"In post","2021","Declared non-disabled","Other","LGBO","415","405","32970","28120"
"In post","2021","Declared non-disabled","Other","Undeclared","1115","1070","31910","26670"
"In post","2021","Declared non-disabled","Other","Unknown","580","555","39230","33260"
"In post","2021","Declared non-disabled","Planning","Heterosexual / straight","140","135","47420","40920"
"In post","2021","Declared non-disabled","Planning","LGBO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning Inspectors","Heterosexual / straight","220","200","58140","58810"
"In post","2021","Declared non-disabled","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning Inspectors","Undeclared","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Planning Inspectors","Unknown","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Policy","Heterosexual / straight","16090","15610","48220","45370"
"In post","2021","Declared non-disabled","Policy","LGBO","1325","1305","48080","46000"
"In post","2021","Declared non-disabled","Policy","Undeclared","1455","1415","47810","45070"
"In post","2021","Declared non-disabled","Policy","Unknown","840","795","47970","45200"
"In post","2021","Declared non-disabled","Project Delivery","Heterosexual / straight","9705","9415","42750","39310"
"In post","2021","Declared non-disabled","Project Delivery","LGBO","385","385","41950","38630"
"In post","2021","Declared non-disabled","Project Delivery","Undeclared","745","720","44520","40580"
"In post","2021","Declared non-disabled","Project Delivery","Unknown","625","605","40890","39200"
"In post","2021","Declared non-disabled","Property","Heterosexual / straight","3985","3825","37300","33300"
"In post","2021","Declared non-disabled","Property","LGBO","125","125","36270","32260"
"In post","2021","Declared non-disabled","Property","Undeclared","380","360","37110","33300"
"In post","2021","Declared non-disabled","Property","Unknown","330","310","36780","33300"
"In post","2021","Declared non-disabled","Psychology","Heterosexual / straight","880","845","35770","30450"
"In post","2021","Declared non-disabled","Psychology","LGBO","40","40","31840","29260"
"In post","2021","Declared non-disabled","Psychology","Undeclared","45","40","36730","31180"
"In post","2021","Declared non-disabled","Psychology","Unknown","50","45","42300","41740"
"In post","2021","Declared non-disabled","Science and Engineering","Heterosexual / straight","7155","6885","38410","37210"
"In post","2021","Declared non-disabled","Science and Engineering","LGBO","295","290","35810","31600"
"In post","2021","Declared non-disabled","Science and Engineering","Undeclared","745","710","39620","37320"
"In post","2021","Declared non-disabled","Science and Engineering","Unknown","1375","1305","40450","39650"
"In post","2021","Declared non-disabled","Security","Heterosexual / straight","4450","4355","30740","26670"
"In post","2021","Declared non-disabled","Security","LGBO","155","150","32380","30120"
"In post","2021","Declared non-disabled","Security","Undeclared","415","405","33630","35360"
"In post","2021","Declared non-disabled","Security","Unknown","210","210","34640","34290"
"In post","2021","Declared non-disabled","Social Research","Heterosexual / straight","630","600","45180","44580"
"In post","2021","Declared non-disabled","Social Research","LGBO","35","35","46410","47000"
"In post","2021","Declared non-disabled","Social Research","Undeclared","35","35","43350","41250"
"In post","2021","Declared non-disabled","Social Research","Unknown","40","35","44120","41290"
"In post","2021","Declared non-disabled","Statistics","Heterosexual / straight","1095","1055","44720","41760"
"In post","2021","Declared non-disabled","Statistics","LGBO","95","95","41320","37220"
"In post","2021","Declared non-disabled","Statistics","Undeclared","85","80","41690","36160"
"In post","2021","Declared non-disabled","Statistics","Unknown","80","75","46420","43740"
"In post","2021","Declared non-disabled","Tax","Heterosexual / straight","7965","7520","35760","31810"
"In post","2021","Declared non-disabled","Tax","LGBO","475","460","33210","31810"
"In post","2021","Declared non-disabled","Tax","Undeclared","565","520","37410","31870"
"In post","2021","Declared non-disabled","Tax","Unknown","750","680","35200","31810"
"In post","2021","Declared non-disabled","Unknown","Heterosexual / straight","57460","52920","31110","27570"
"In post","2021","Declared non-disabled","Unknown","LGBO","3210","3110","31290","27570"
"In post","2021","Declared non-disabled","Unknown","Undeclared","5530","4965","29530","27570"
"In post","2021","Declared non-disabled","Unknown","Unknown","18215","15665","28220","27570"
"In post","2021","Declared non-disabled","Veterinarian","Heterosexual / straight","245","235","45570","44640"
"In post","2021","Declared non-disabled","Veterinarian","LGBO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","Undeclared","50","50","46640","46270"
"In post","2021","Declared non-disabled","Veterinarian","Unknown","35","30","50490","50530"
"In post","2021","Undeclared","Commercial","Heterosexual / straight","165","155","43050","40000"
"In post","2021","Undeclared","Commercial","LGBO","10","10","[c]","[c]"
"In post","2021","Undeclared","Commercial","Undeclared","135","130","41250","40190"
"In post","2021","Undeclared","Commercial","Unknown","40","40","46050","42760"
"In post","2021","Undeclared","Communications","Heterosexual / straight","70","70","40660","36420"
"In post","2021","Undeclared","Communications","LGBO","10","10","[c]","[c]"
"In post","2021","Undeclared","Communications","Undeclared","70","65","38640","37800"
"In post","2021","Undeclared","Communications","Unknown","45","45","49320","43230"
"In post","2021","Undeclared","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Heterosexual / straight","50","50","37560","33550"
"In post","2021","Undeclared","Counter Fraud","LGBO","5","5","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Undeclared","20","15","[c]","[c]"
"In post","2021","Undeclared","Digital, Data and Technology","Heterosexual / straight","245","240","41360","38450"
"In post","2021","Undeclared","Digital, Data and Technology","LGBO","25","25","[c]","[c]"
"In post","2021","Undeclared","Digital, Data and Technology","Undeclared","395","385","41050","38630"
"In post","2021","Undeclared","Digital, Data and Technology","Unknown","55","55","40910","36300"
"In post","2021","Undeclared","Economics","Heterosexual / straight","40","40","43930","34940"
"In post","2021","Undeclared","Economics","LGBO","10","10","[c]","[c]"
"In post","2021","Undeclared","Economics","Undeclared","35","35","44450","35570"
"In post","2021","Undeclared","Economics","Unknown","40","40","45410","51900"
"In post","2021","Undeclared","Finance","Heterosexual / straight","210","200","38030","35330"
"In post","2021","Undeclared","Finance","LGBO","10","10","[c]","[c]"
"In post","2021","Undeclared","Finance","Undeclared","235","225","40540","36460"
"In post","2021","Undeclared","Finance","Unknown","60","55","42900","42200"
"In post","2021","Undeclared","Human Resources","Heterosexual / straight","200","190","38520","36720"
"In post","2021","Undeclared","Human Resources","LGBO","10","10","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Undeclared","160","150","36980","33300"
"In post","2021","Undeclared","Human Resources","Unknown","40","40","43870","40190"
"In post","2021","Undeclared","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","Heterosexual / straight","105","105","33120","30500"
"In post","2021","Undeclared","Intelligence Analysis","LGBO","5","5","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","Undeclared","145","140","34940","32100"
"In post","2021","Undeclared","Intelligence Analysis","Unknown","30","25","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Heterosexual / straight","35","30","48400","49230"
"In post","2021","Undeclared","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Undeclared","20","20","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","International Trade","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Undeclared","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","International Trade","Undeclared","25","25","[c]","[c]"
"In post","2021","Undeclared","International Trade","Unknown","5","5","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","Heterosexual / straight","55","55","37210","33300"
"In post","2021","Undeclared","Knowledge and Information Management","LGBO","5","5","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","Undeclared","90","85","39460","36460"
"In post","2021","Undeclared","Knowledge and Information Management","Unknown","15","15","[c]","[c]"
"In post","2021","Undeclared","Legal","Heterosexual / straight","170","160","48310","46950"
"In post","2021","Undeclared","Legal","LGBO","15","15","[c]","[c]"
"In post","2021","Undeclared","Legal","Undeclared","300","280","43800","38630"
"In post","2021","Undeclared","Legal","Unknown","50","45","47180","42400"
"In post","2021","Undeclared","Medicine","Heterosexual / straight","60","50","53270","38890"
"In post","2021","Undeclared","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Medicine","Undeclared","55","45","69910","77770"
"In post","2021","Undeclared","Medicine","Unknown","15","10","[c]","[c]"
"In post","2021","Undeclared","Operational Delivery","Heterosexual / straight","5180","4745","29220","27380"
"In post","2021","Undeclared","Operational Delivery","LGBO","405","395","29000","26850"
"In post","2021","Undeclared","Operational Delivery","Undeclared","4515","4155","29720","27370"
"In post","2021","Undeclared","Operational Delivery","Unknown","2650","2350","30340","31650"
"In post","2021","Undeclared","Operational Research","Heterosexual / straight","35","35","45260","46080"
"In post","2021","Undeclared","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Operational Research","Undeclared","45","45","46160","46080"
"In post","2021","Undeclared","Operational Research","Unknown","15","15","[c]","[c]"
"In post","2021","Undeclared","Other","Heterosexual / straight","560","535","27580","22780"
"In post","2021","Undeclared","Other","LGBO","40","40","27400","26070"
"In post","2021","Undeclared","Other","Undeclared","565","545","30700","26930"
"In post","2021","Undeclared","Other","Unknown","185","170","35430","32740"
"In post","2021","Undeclared","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning Inspectors","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Undeclared","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning Inspectors","Undeclared","10","10","[c]","[c]"
"In post","2021","Undeclared","Policy","Heterosexual / straight","610","600","44320","39680"
"In post","2021","Undeclared","Policy","LGBO","90","90","44740","37700"
"In post","2021","Undeclared","Policy","Undeclared","700","685","48190","47000"
"In post","2021","Undeclared","Policy","Unknown","245","245","44440","42470"
"In post","2021","Undeclared","Project Delivery","Heterosexual / straight","330","320","40280","38630"
"In post","2021","Undeclared","Project Delivery","LGBO","30","30","38410","38960"
"In post","2021","Undeclared","Project Delivery","Undeclared","440","430","42610","40000"
"In post","2021","Undeclared","Project Delivery","Unknown","130","130","45240","40580"
"In post","2021","Undeclared","Property","Heterosexual / straight","190","180","35850","33300"
"In post","2021","Undeclared","Property","LGBO","15","15","[c]","[c]"
"In post","2021","Undeclared","Property","Undeclared","250","235","37930","34690"
"In post","2021","Undeclared","Property","Unknown","85","80","36910","33280"
"In post","2021","Undeclared","Psychology","Heterosexual / straight","70","65","38120","31180"
"In post","2021","Undeclared","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Psychology","Undeclared","40","40","34010","31180"
"In post","2021","Undeclared","Psychology","Unknown","25","20","[c]","[c]"
"In post","2021","Undeclared","Science and Engineering","Heterosexual / straight","325","315","38190","35890"
"In post","2021","Undeclared","Science and Engineering","LGBO","25","25","[c]","[c]"
"In post","2021","Undeclared","Science and Engineering","Undeclared","570","540","38770","37360"
"In post","2021","Undeclared","Science and Engineering","Unknown","135","130","41350","44290"
"In post","2021","Undeclared","Security","Heterosexual / straight","290","280","31640","27420"
"In post","2021","Undeclared","Security","LGBO","30","30","39990","38620"
"In post","2021","Undeclared","Security","Undeclared","305","300","35440","39070"
"In post","2021","Undeclared","Security","Unknown","60","60","39830","38910"
"In post","2021","Undeclared","Social Research","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Undeclared","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Social Research","Undeclared","10","10","[c]","[c]"
"In post","2021","Undeclared","Social Research","Unknown","10","10","[c]","[c]"
"In post","2021","Undeclared","Statistics","Heterosexual / straight","35","35","46660","44970"
"In post","2021","Undeclared","Statistics","LGBO","[c]","[c]","[c]","[c]"
