"Status","Year","Ethnicity","Organisation","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Attorney General's Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Office","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Office","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office (excl. agencies)","Female","Heterosexual / straight","255","245","44440","40600"
"In post","2021","Asian","Cabinet Office (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office (excl. agencies)","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Asian","Cabinet Office (excl. agencies)","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Cabinet Office (excl. agencies)","Male","Heterosexual / straight","165","160","47790","40600"
"In post","2021","Asian","Cabinet Office (excl. agencies)","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Cabinet Office (excl. agencies)","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Cabinet Office (excl. agencies)","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Charity Commission","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Companies House","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","Companies House","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Companies House","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Companies House","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Companies House","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","Companies House","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Companies House","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Companies House","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Companies House","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Companies House","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Companies House","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Companies House","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Female","Heterosexual / straight","50","50","41770","34870"
"In post","2021","Asian","Competition and Markets Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Male","Heterosexual / straight","45","45","49570","42290"
"In post","2021","Asian","Competition and Markets Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Criminal Injuries Compensation Authority","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Criminal Injuries Compensation Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Criminal Injuries Compensation Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Criminal Injuries Compensation Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Criminal Injuries Compensation Authority","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Criminal Injuries Compensation Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Criminal Injuries Compensation Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Criminal Injuries Compensation Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Criminal Injuries Compensation Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Criminal Injuries Compensation Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Criminal Injuries Compensation Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Criminal Injuries Compensation Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Commercial Service","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","Crown Commercial Service","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Commercial Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Commercial Service","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Commercial Service","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","Crown Commercial Service","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Commercial Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Commercial Service","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Commercial Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Commercial Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Commercial Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Commercial Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Office and Procurator Fiscal Service","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Asian","Crown Office and Procurator Fiscal Service","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Office and Procurator Fiscal Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Office and Procurator Fiscal Service","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Office and Procurator Fiscal Service","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","Crown Office and Procurator Fiscal Service","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Office and Procurator Fiscal Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Office and Procurator Fiscal Service","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Office and Procurator Fiscal Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Office and Procurator Fiscal Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Office and Procurator Fiscal Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Office and Procurator Fiscal Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service","Female","Heterosexual / straight","350","315","39060","32490"
"In post","2021","Asian","Crown Prosecution Service","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service","Female","Unknown","70","55","39010","29960"
"In post","2021","Asian","Crown Prosecution Service","Male","Heterosexual / straight","150","145","40780","39750"
"In post","2021","Asian","Crown Prosecution Service","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service","Male","Unknown","20","20","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt Management Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt Management Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt Management Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt Management Office","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Debt Management Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt Management Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt Management Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt Management Office","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Debt Management Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt Management Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt Management Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt Management Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Equipment and Support","Female","Heterosexual / straight","95","90","32560","29780"
"In post","2021","Asian","Defence Equipment and Support","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Equipment and Support","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Defence Equipment and Support","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Equipment and Support","Male","Heterosexual / straight","190","190","34350","32580"
"In post","2021","Asian","Defence Equipment and Support","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Defence Equipment and Support","Male","Undeclared","15","10","[c]","[c]"
"In post","2021","Asian","Defence Equipment and Support","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Defence Equipment and Support","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Equipment and Support","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Equipment and Support","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Equipment and Support","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","Male","Heterosexual / straight","45","40","42390","40020"
"In post","2021","Asian","Defence Science and Technology Laboratory","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Heterosexual / straight","225","220","44720","40050"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Undeclared","15","10","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Heterosexual / straight","165","165","43060","40050"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Female","Heterosexual / straight","60","60","47280","51730"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Male","Heterosexual / straight","50","50","46210","41850"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education (excl. agencies)","Female","Heterosexual / straight","230","225","39860","36560"
"In post","2021","Asian","Department for Education (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education (excl. agencies)","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Department for Education (excl. agencies)","Female","Unknown","15","15","[c]","[c]"
"In post","2021","Asian","Department for Education (excl. agencies)","Male","Heterosexual / straight","175","170","39720","36500"
"In post","2021","Asian","Department for Education (excl. agencies)","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Department for Education (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education (excl. agencies)","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Asian","Department for Education (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Heterosexual / straight","125","125","39630","35610"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Unknown","10","5","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Heterosexual / straight","95","95","40430","36520"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Female","Heterosexual / straight","90","90","40520","38160"
"In post","2021","Asian","Department for International Trade","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Male","Heterosexual / straight","100","100","42950","38540"
