"Status","Year","Age","Region_ITL1","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","North West (England)","Outside London","AA","205","205","19210","19560"
"In post","2021","20-29","North West (England)","Outside London","AO","3525","3410","21480","21010"
"In post","2021","20-29","North West (England)","Outside London","EO","2815","2780","26330","25560"
"In post","2021","20-29","North West (England)","Outside London","G6","5","5","[c]","[c]"
"In post","2021","20-29","North West (England)","Outside London","G7","145","145","50770","52580"
"In post","2021","20-29","North West (England)","Outside London","HEO","1045","1040","31150","31810"
"In post","2021","20-29","North West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North West (England)","Outside London","SEO","315","315","37300","37460"
"In post","2021","20-29","North West (England)","Outside London","Unknown","290","275","25460","23840"
"In post","2021","20-29","Northern Ireland","Outside London","AA","20","20","20030","20310"
"In post","2021","20-29","Northern Ireland","Outside London","AO","240","225","20380","20140"
"In post","2021","20-29","Northern Ireland","Outside London","EO","110","105","25520","25560"
"In post","2021","20-29","Northern Ireland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland","Outside London","HEO","45","45","31840","31810"
"In post","2021","20-29","Northern Ireland","Outside London","SEO","10","10","[c]","[c]"
"In post","2021","20-29","Overseas","Overseas","AO","5","5","[c]","[c]"
"In post","2021","20-29","Overseas","Overseas","EO","20","20","27770","26670"
"In post","2021","20-29","Overseas","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Overseas","Overseas","G7","40","40","52910","52820"
"In post","2021","20-29","Overseas","Overseas","HEO","190","190","34570","33860"
"In post","2021","20-29","Overseas","Overseas","SEO","35","35","42650","42060"
"In post","2021","20-29","Overseas","Overseas","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Scotland","Outside London","AA","600","585","20620","20060"
"In post","2021","20-29","Scotland","Outside London","AO","2610","2520","21910","21010"
"In post","2021","20-29","Scotland","Outside London","EO","1870","1855","27010","27150"
"In post","2021","20-29","Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland","Outside London","G7","115","110","50550","52480"
"In post","2021","20-29","Scotland","Outside London","HEO","950","945","32300","31810"
"In post","2021","20-29","Scotland","Outside London","SEO","355","350","38970","38540"
"In post","2021","20-29","Scotland","Outside London","Unknown","15","15","27380","26670"
"In post","2021","20-29","South East (England)","Outside London","AA","320","295","20210","20600"
"In post","2021","20-29","South East (England)","Outside London","AO","2345","2320","25610","24750"
"In post","2021","20-29","South East (England)","Outside London","EO","1640","1625","27080","27050"
"In post","2021","20-29","South East (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","South East (England)","Outside London","G7","55","55","49680","50520"
"In post","2021","20-29","South East (England)","Outside London","HEO","785","780","30660","29540"
"In post","2021","20-29","South East (England)","Outside London","SEO","275","270","38320","37320"
"In post","2021","20-29","South East (England)","Outside London","Unknown","305","300","24810","24020"
"In post","2021","20-29","South West (England)","Outside London","AA","250","245","19370","19560"
"In post","2021","20-29","South West (England)","Outside London","AO","1555","1515","22210","21080"
"In post","2021","20-29","South West (England)","Outside London","EO","2240","2205","24900","25620"
"In post","2021","20-29","South West (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","South West (England)","Outside London","G7","110","110","50390","50480"
"In post","2021","20-29","South West (England)","Outside London","HEO","1815","1800","30230","30000"
"In post","2021","20-29","South West (England)","Outside London","SEO","570","570","38480","37530"
"In post","2021","20-29","South West (England)","Outside London","Unknown","505","500","27690","27540"
"In post","2021","20-29","Unknown","Unknown","AO","45","45","21460","21010"
"In post","2021","20-29","Unknown","Unknown","EO","100","95","27360","27570"
"In post","2021","20-29","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","G7","20","20","54010","54700"
"In post","2021","20-29","Unknown","Unknown","HEO","330","330","30610","30410"
"In post","2021","20-29","Unknown","Unknown","SEO","25","25","39200","40000"
"In post","2021","20-29","Unknown","Unknown","Unknown","375","375","28960","28980"
"In post","2021","20-29","Wales","Outside London","AA","255","235","18700","18060"
"In post","2021","20-29","Wales","Outside London","AO","2270","2200","21540","21140"
"In post","2021","20-29","Wales","Outside London","EO","1505","1485","26280","26290"
"In post","2021","20-29","Wales","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales","Outside London","G7","90","90","51230","49120"
"In post","2021","20-29","Wales","Outside London","HEO","680","675","30950","30700"
"In post","2021","20-29","Wales","Outside London","SEO","285","285","38440","37020"
"In post","2021","20-29","Wales","Outside London","Unknown","155","155","24580","22920"
"In post","2021","20-29","West Midlands (England)","Outside London","AA","185","185","19560","20600"
"In post","2021","20-29","West Midlands (England)","Outside London","AO","1830","1785","21820","21010"
"In post","2021","20-29","West Midlands (England)","Outside London","EO","1320","1305","26240","26670"
"In post","2021","20-29","West Midlands (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","Outside London","G7","70","65","51320","52580"
"In post","2021","20-29","West Midlands (England)","Outside London","HEO","500","500","31100","31180"
"In post","2021","20-29","West Midlands (England)","Outside London","SEO","160","160","37870","36780"
"In post","2021","20-29","West Midlands (England)","Outside London","Unknown","220","210","24420","22920"
"In post","2021","20-29","Yorkshire and The Humber","Outside London","AA","250","245","20190","20600"
"In post","2021","20-29","Yorkshire and The Humber","Outside London","AO","2345","2295","22240","21320"
"In post","2021","20-29","Yorkshire and The Humber","Outside London","EO","1675","1655","26120","25560"
"In post","2021","20-29","Yorkshire and The Humber","Outside London","G6","15","15","62370","62400"
"In post","2021","20-29","Yorkshire and The Humber","Outside London","G7","150","150","51040","50400"
"In post","2021","20-29","Yorkshire and The Humber","Outside London","HEO","855","850","30600","30820"
"In post","2021","20-29","Yorkshire and The Humber","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Yorkshire and The Humber","Outside London","SEO","280","280","37430","36820"
"In post","2021","20-29","Yorkshire and The Humber","Outside London","Unknown","220","215","24370","22920"
"In post","2021","30-39","East Midlands (England)","Outside London","AA","130","125","19750","20600"
"In post","2021","30-39","East Midlands (England)","Outside London","AO","1430","1290","22770","21010"
"In post","2021","30-39","East Midlands (England)","Outside London","EO","1200","1130","26760","27380"
"In post","2021","30-39","East Midlands (England)","Outside London","G6","25","25","63660","64420"
"In post","2021","30-39","East Midlands (England)","Outside London","G7","195","185","52420","52580"
"In post","2021","30-39","East Midlands (England)","Outside London","HEO","695","665","31910","31810"
"In post","2021","30-39","East Midlands (England)","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","Outside London","SEO","340","325","40340","38890"
"In post","2021","30-39","East Midlands (England)","Outside London","Unknown","225","205","29540","30210"
"In post","2021","30-39","East of England","Outside London","AA","165","155","20300","20600"
"In post","2021","30-39","East of England","Outside London","AO","1255","1150","25100","24050"
"In post","2021","30-39","East of England","Outside London","EO","1145","1075","27880","27570"
"In post","2021","30-39","East of England","Outside London","G6","35","35","66470","64670"
"In post","2021","30-39","East of England","Outside London","G7","190","180","53350","52580"
"In post","2021","30-39","East of England","Outside London","HEO","650","630","32470","31920"
"In post","2021","30-39","East of England","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","30-39","East of England","Outside London","SEO","365","350","40830","40480"
"In post","2021","30-39","East of England","Outside London","Unknown","250","230","29260","30210"
"In post","2021","30-39","London","London","AA","240","225","22480","22210"
"In post","2021","30-39","London","London","AO","1715","1605","27280","25630"
"In post","2021","30-39","London","London","EO","3860","3695","29950","29570"
"In post","2021","30-39","London","London","G6","2665","2590","67500","66230"
"In post","2021","30-39","London","London","G7","6780","6600","55770","54700"
"In post","2021","30-39","London","London","HEO","4010","3925","35320","35070"
"In post","2021","30-39","London","London","SCS level","935","905","79220","74840"
"In post","2021","30-39","London","London","SEO","3720","3645","42240","41810"
"In post","2021","30-39","London","London","Unknown","390","375","32600","34100"
"In post","2021","30-39","North East (England)","Outside London","AA","125","110","19680","20070"
"In post","2021","30-39","North East (England)","Outside London","AO","2315","2055","21500","21010"
"In post","2021","30-39","North East (England)","Outside London","EO","1700","1610","26390","25820"
"In post","2021","30-39","North East (England)","Outside London","G6","65","65","64300","64670"
"In post","2021","30-39","North East (England)","Outside London","G7","345","340","51090","52580"
"In post","2021","30-39","North East (England)","Outside London","HEO","955","920","31510","31810"
"In post","2021","30-39","North East (England)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","30-39","North East (England)","Outside London","SEO","525","510","38590","38630"
"In post","2021","30-39","North East (England)","Outside London","Unknown","170","160","27680","26310"
"In post","2021","30-39","North West (England)","Outside London","AA","215","195","19470","19600"
"In post","2021","30-39","North West (England)","Outside London","AO","3525","3205","21710","21010"
"In post","2021","30-39","North West (England)","Outside London","EO","3910","3710","26570","26480"
"In post","2021","30-39","North West (England)","Outside London","G6","150","145","64360","64670"
"In post","2021","30-39","North West (England)","Outside London","G7","745","720","51650","52580"
"In post","2021","30-39","North West (England)","Outside London","HEO","1910","1855","31850","31810"
"In post","2021","30-39","North West (England)","Outside London","SCS level","30","25","76790","71400"
"In post","2021","30-39","North West (England)","Outside London","SEO","1080","1060","38470","38280"
"In post","2021","30-39","North West (England)","Outside London","Unknown","500","470","29680","30210"
"In post","2021","30-39","Northern Ireland","Outside London","AA","45","45","19980","20310"
"In post","2021","30-39","Northern Ireland","Outside London","AO","255","230","20720","20140"
"In post","2021","30-39","Northern Ireland","Outside London","EO","250","240","25910","25560"
"In post","2021","30-39","Northern Ireland","Outside London","G6","5","5","[c]","[c]"
"In post","2021","30-39","Northern Ireland","Outside London","G7","50","50","53480","52580"
"In post","2021","30-39","Northern Ireland","Outside London","HEO","160","160","31780","31810"
"In post","2021","30-39","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland","Outside London","SEO","55","55","38100","37910"
"In post","2021","30-39","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Overseas","Overseas","AO","5","5","[c]","[c]"
"In post","2021","30-39","Overseas","Overseas","EO","50","50","27410","26670"
"In post","2021","30-39","Overseas","Overseas","G6","90","90","64590","64380"
"In post","2021","30-39","Overseas","Overseas","G7","375","375","54670","54470"
"In post","2021","30-39","Overseas","Overseas","HEO","325","325","36240","34260"
"In post","2021","30-39","Overseas","Overseas","SCS level","25","25","75920","73410"
"In post","2021","30-39","Overseas","Overseas","SEO","105","105","43610","40650"
"In post","2021","30-39","Overseas","Overseas","Unknown","80","80","[c]","[c]"
"In post","2021","30-39","Scotland","Outside London","AA","400","365","20670","20070"
"In post","2021","30-39","Scotland","Outside London","AO","2730","2510","22510","21010"
"In post","2021","30-39","Scotland","Outside London","EO","2955","2830","28020","27570"
"In post","2021","30-39","Scotland","Outside London","G6","210","205","67450","66290"
"In post","2021","30-39","Scotland","Outside London","G7","850","825","54640","52580"
"In post","2021","30-39","Scotland","Outside London","HEO","1845","1795","33030","32140"
"In post","2021","30-39","Scotland","Outside London","SCS level","25","25","78860","81020"
"In post","2021","30-39","Scotland","Outside London","SEO","1300","1260","42500","41060"
"In post","2021","30-39","Scotland","Outside London","Unknown","20","20","31620","26670"
"In post","2021","30-39","South East (England)","Outside London","AA","275","255","20660","20600"
"In post","2021","30-39","South East (England)","Outside London","AO","2145","2005","26480","25540"
"In post","2021","30-39","South East (England)","Outside London","EO","2265","2135","27970","27570"
"In post","2021","30-39","South East (England)","Outside London","G6","50","50","64870","64000"
"In post","2021","30-39","South East (England)","Outside London","G7","530","515","51990","51100"
"In post","2021","30-39","South East (England)","Outside London","HEO","1135","1090","33030","33000"
"In post","2021","30-39","South East (England)","Outside London","SCS level","15","15","83390","81610"
"In post","2021","30-39","South East (England)","Outside London","SEO","750","735","40090","39700"
"In post","2021","30-39","South East (England)","Outside London","Unknown","370","335","30690","31450"
"In post","2021","30-39","South West (England)","Outside London","AA","215","205","19680","19560"
"In post","2021","30-39","South West (England)","Outside London","AO","1455","1315","22950","21100"
"In post","2021","30-39","South West (England)","Outside London","EO","1840","1710","26510","26740"
"In post","2021","30-39","South West (England)","Outside London","G6","155","150","64230","63450"
"In post","2021","30-39","South West (England)","Outside London","G7","1085","1045","50870","49530"
"In post","2021","30-39","South West (England)","Outside London","HEO","2110","2010","31900","32060"
"In post","2021","30-39","South West (England)","Outside London","SCS level","20","20","78950","75010"
"In post","2021","30-39","South West (England)","Outside London","SEO","2035","1965","39870","39850"
"In post","2021","30-39","South West (England)","Outside London","Unknown","595","560","35660","33360"
"In post","2021","30-39","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Unknown","AO","30","25","21390","21010"
"In post","2021","30-39","Unknown","Unknown","EO","130","125","27670","27570"
"In post","2021","30-39","Unknown","Unknown","G6","20","20","66620","64500"
"In post","2021","30-39","Unknown","Unknown","G7","40","35","53860","54700"
"In post","2021","30-39","Unknown","Unknown","HEO","100","100","32520","32000"
"In post","2021","30-39","Unknown","Unknown","SCS level","10","10","79010","72560"
"In post","2021","30-39","Unknown","Unknown","SEO","30","30","39020","38070"
"In post","2021","30-39","Unknown","Unknown","Unknown","420","420","37240","33860"
"In post","2021","30-39","Wales","Outside London","AA","385","315","18690","18060"
"In post","2021","30-39","Wales","Outside London","AO","2525","2275","21730","21590"
"In post","2021","30-39","Wales","Outside London","EO","2315","2195","26760","27080"
"In post","2021","30-39","Wales","Outside London","G6","95","95","66130","64670"
"In post","2021","30-39","Wales","Outside London","G7","555","540","53620","52580"
"In post","2021","30-39","Wales","Outside London","HEO","1515","1460","32800","31810"
"In post","2021","30-39","Wales","Outside London","SCS level","25","25","76250","75150"
"In post","2021","30-39","Wales","Outside London","SEO","940","910","40760","39310"
"In post","2021","30-39","Wales","Outside London","Unknown","300","280","28740","30210"
"In post","2021","30-39","West Midlands (England)","Outside London","AA","165","155","19870","20600"
"In post","2021","30-39","West Midlands (England)","Outside London","AO","1855","1690","22040","21010"
"In post","2021","30-39","West Midlands (England)","Outside London","EO","1930","1815","26710","27570"
"In post","2021","30-39","West Midlands (England)","Outside London","G6","65","60","64490","64670"
"In post","2021","30-39","West Midlands (England)","Outside London","G7","375","365","52030","51850"
"In post","2021","30-39","West Midlands (England)","Outside London","HEO","1005","975","32160","31810"
"In post","2021","30-39","West Midlands (England)","Outside London","SCS level","20","20","82150","81600"
"In post","2021","30-39","West Midlands (England)","Outside London","SEO","605","585","39740","38630"
"In post","2021","30-39","West Midlands (England)","Outside London","Unknown","290","265","27830","28200"
"In post","2021","30-39","Yorkshire and The Humber","Outside London","AA","170","160","20090","20600"
"In post","2021","30-39","Yorkshire and The Humber","Outside London","AO","2045","1830","22840","21430"
"In post","2021","30-39","Yorkshire and The Humber","Outside London","EO","2115","1980","26960","26980"
"In post","2021","30-39","Yorkshire and The Humber","Outside London","G6","140","135","63780","62400"
"In post","2021","30-39","Yorkshire and The Humber","Outside London","G7","640","620","51890","51220"
"In post","2021","30-39","Yorkshire and The Humber","Outside London","HEO","1255","1200","31550","31810"
"In post","2021","30-39","Yorkshire and The Humber","Outside London","SCS level","30","30","73900","74100"
"In post","2021","30-39","Yorkshire and The Humber","Outside London","SEO","820","790","38560","37460"
"In post","2021","30-39","Yorkshire and The Humber","Outside London","Unknown","275","245","28840","30210"
"In post","2021","40-49","East Midlands (England)","Outside London","AA","170","155","19780","20600"
"In post","2021","40-49","East Midlands (England)","Outside London","AO","1345","1200","22420","21010"
"In post","2021","40-49","East Midlands (England)","Outside London","EO","1435","1320","27170","27570"
"In post","2021","40-49","East Midlands (England)","Outside London","G6","75","75","67500","64670"
"In post","2021","40-49","East Midlands (England)","Outside London","G7","390","370","54330","52580"
"In post","2021","40-49","East Midlands (England)","Outside London","HEO","750","715","32590","31810"
"In post","2021","40-49","East Midlands (England)","Outside London","SCS level","20","20","86020","77010"
"In post","2021","40-49","East Midlands (England)","Outside London","SEO","535","510","41180","39390"
"In post","2021","40-49","East Midlands (England)","Outside London","Unknown","255","230","31480","32690"
"In post","2021","40-49","East of England","Outside London","AA","230","215","19810","20070"
"In post","2021","40-49","East of England","Outside London","AO","1310","1175","24560","22080"
"In post","2021","40-49","East of England","Outside London","EO","1745","1615","28120","27570"
"In post","2021","40-49","East of England","Outside London","G6","90","85","68100","65370"
"In post","2021","40-49","East of England","Outside London","G7","335","320","55520","53460"
"In post","2021","40-49","East of England","Outside London","HEO","775","740","33460","33020"
"In post","2021","40-49","East of England","Outside London","SCS level","40","35","90730","88520"
"In post","2021","40-49","East of England","Outside London","SEO","540","515","41970","40580"
"In post","2021","40-49","East of England","Outside London","Unknown","230","205","30740","30880"
"In post","2021","40-49","London","London","AA","245","230","22450","22210"
"In post","2021","40-49","London","London","AO","2020","1825","26250","25110"
"In post","2021","40-49","London","London","EO","3985","3730","30150","30270"
"In post","2021","40-49","London","London","G6","2715","2580","69410","68290"
"In post","2021","40-49","London","London","G7","4770","4550","57330","57110"
"In post","2021","40-49","London","London","HEO","3130","3030","36090","36080"
"In post","2021","40-49","London","London","SCS level","2005","1925","89160","80800"
"In post","2021","40-49","London","London","SEO","3095","2985","43310","42270"
"In post","2021","40-49","London","London","Unknown","335","320","36260","36580"
"In post","2021","40-49","North East (England)","Outside London","AA","190","165","19930","20070"
"In post","2021","40-49","North East (England)","Outside London","AO","2705","2345","21600","21010"
"In post","2021","40-49","North East (England)","Outside London","EO","1895","1750","26830","27570"
"In post","2021","40-49","North East (England)","Outside London","G6","175","170","64400","64670"
"In post","2021","40-49","North East (England)","Outside London","G7","540","530","51880","52580"
"In post","2021","40-49","North East (England)","Outside London","HEO","1010","970","31990","31810"
"In post","2021","40-49","North East (England)","Outside London","SCS level","40","40","84180","76430"
"In post","2021","40-49","North East (England)","Outside London","SEO","740","715","39050","38630"
"In post","2021","40-49","North East (England)","Outside London","Unknown","190","175","31120","32100"
"In post","2021","40-49","North West (England)","Outside London","AA","285","260","19540","19600"
"In post","2021","40-49","North West (England)","Outside London","AO","4210","3705","21700","21010"
"In post","2021","40-49","North West (England)","Outside London","EO","4380","4070","27000","27570"
"In post","2021","40-49","North West (England)","Outside London","G6","380","370","66490","64670"
"In post","2021","40-49","North West (England)","Outside London","G7","1090","1060","52700","52580"
"In post","2021","40-49","North West (England)","Outside London","HEO","2070","1990","32280","31810"
"In post","2021","40-49","North West (England)","Outside London","SCS level","95","95","85970","81000"
"In post","2021","40-49","North West (England)","Outside London","SEO","1510","1460","39730","38630"
"In post","2021","40-49","North West (England)","Outside London","Unknown","540","500","32630","32690"
"In post","2021","40-49","Northern Ireland","Outside London","AA","125","125","20130","20310"
"In post","2021","40-49","Northern Ireland","Outside London","AO","285","260","21300","21430"
"In post","2021","40-49","Northern Ireland","Outside London","EO","265","250","26230","25560"
"In post","2021","40-49","Northern Ireland","Outside London","G6","5","5","[c]","[c]"
"In post","2021","40-49","Northern Ireland","Outside London","G7","65","60","53510","52580"
"In post","2021","40-49","Northern Ireland","Outside London","HEO","175","170","32880","31810"
"In post","2021","40-49","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Northern Ireland","Outside London","SEO","65","65","39020","38630"
"In post","2021","40-49","Overseas","Overseas","AO","15","15","22500","23000"
"In post","2021","40-49","Overseas","Overseas","EO","85","80","27920","27170"
"In post","2021","40-49","Overseas","Overseas","G6","180","180","66030","65210"
"In post","2021","40-49","Overseas","Overseas","G7","265","265","57070","56100"
"In post","2021","40-49","Overseas","Overseas","HEO","285","285","37210","34350"
"In post","2021","40-49","Overseas","Overseas","SCS level","115","115","81810","74740"
"In post","2021","40-49","Overseas","Overseas","SEO","140","140","48850","42840"
"In post","2021","40-49","Overseas","Overseas","Unknown","85","85","[c]","[c]"
"In post","2021","40-49","Scotland","Outside London","AA","400","370","20630","20070"
"In post","2021","40-49","Scotland","Outside London","AO","2790","2520","22510","21010"
"In post","2021","40-49","Scotland","Outside London","EO","2800","2640","28310","27570"
"In post","2021","40-49","Scotland","Outside London","G6","550","530","69850","69160"
"In post","2021","40-49","Scotland","Outside London","G7","1035","985","56780","56120"
"In post","2021","40-49","Scotland","Outside London","HEO","1660","1605","33830","33300"
"In post","2021","40-49","Scotland","Outside London","SCS level","105","105","86780","83230"
"In post","2021","40-49","Scotland","Outside London","SEO","1375","1315","44650","43660"
"In post","2021","40-49","Scotland","Outside London","Unknown","25","25","41660","41920"
"In post","2021","40-49","South East (England)","Outside London","AA","380","350","20360","19560"
"In post","2021","40-49","South East (England)","Outside London","AO","2080","1885","25460","22520"
"In post","2021","40-49","South East (England)","Outside London","EO","2945","2745","28000","27570"
"In post","2021","40-49","South East (England)","Outside London","G6","185","180","68510","65310"
"In post","2021","40-49","South East (England)","Outside London","G7","865","835","54810","53200"
"In post","2021","40-49","South East (England)","Outside London","HEO","1390","1340","33790","33300"
"In post","2021","40-49","South East (England)","Outside London","SCS level","70","70","87880","84380"
"In post","2021","40-49","South East (England)","Outside London","SEO","975","935","41640","40580"
"In post","2021","40-49","South East (England)","Outside London","Unknown","315","285","33070","34340"
"In post","2021","40-49","South West (England)","Outside London","AA","250","235","19340","19560"
"In post","2021","40-49","South West (England)","Outside London","AO","1465","1320","22980","21050"
"In post","2021","40-49","South West (England)","Outside London","EO","2175","1990","27070","27570"
"In post","2021","40-49","South West (England)","Outside London","G6","540","525","66040","65130"
"In post","2021","40-49","South West (England)","Outside London","G7","1570","1515","52390","51220"
"In post","2021","40-49","South West (England)","Outside London","HEO","1735","1640","32670","33000"
"In post","2021","40-49","South West (England)","Outside London","SCS level","115","110","91010","86700"
"In post","2021","40-49","South West (England)","Outside London","SEO","1965","1880","40860","40580"
"In post","2021","40-49","South West (England)","Outside London","Unknown","555","525","40970","38280"
"In post","2021","40-49","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Unknown","AO","40","35","21950","21010"
"In post","2021","40-49","Unknown","Unknown","EO","125","120","27890","27570"
"In post","2021","40-49","Unknown","Unknown","G6","15","15","69710","67500"
"In post","2021","40-49","Unknown","Unknown","G7","30","30","52770","51050"
"In post","2021","40-49","Unknown","Unknown","HEO","70","70","34280","33130"
