"Status","Year","Age","Organisation","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Defence Equipment and Support","Female","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Defence Equipment and Support","Male","Heterosexual / straight","50","50","18730","17780"
"In post","2021","16-19","Defence Equipment and Support","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Equipment and Support","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Equipment and Support","Male","Unknown","35","35","17060","16780"
"In post","2021","16-19","Defence Equipment and Support","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Equipment and Support","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Science and Technology Laboratory","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Science and Technology Laboratory","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Science and Technology Laboratory","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Science and Technology Laboratory","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Science and Technology Laboratory","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Defence Science and Technology Laboratory","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Science and Technology Laboratory","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Science and Technology Laboratory","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Science and Technology Laboratory","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Science and Technology Laboratory","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","Female","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Female","Heterosexual / straight","90","85","22710","21010"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Female","LGBO","15","15","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Female","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Male","Heterosexual / straight","65","60","22520","21010"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Male","LGBO","10","10","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Disclosure Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Disclosure Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Disclosure Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Disclosure Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Disclosure Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Disclosure Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Disclosure Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Disclosure Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Disclosure Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Disclosure Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Licensing Agency","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Licensing Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Licensing Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Licensing Agency","Female","Unknown","10","5","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Licensing Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Licensing Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Licensing Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Licensing Agency","Male","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Licensing Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Licensing Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","FCDO Services","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","FCDO Services","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","FCDO Services","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","FCDO Services","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","FCDO Services","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","FCDO Services","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","FCDO Services","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","FCDO Services","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","FCDO Services","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","FCDO Services","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Forestry and Land Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Forestry and Land Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Forestry and Land Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Forestry and Land Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Forestry and Land Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Forestry and Land Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Forestry and Land Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Forestry and Land Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Forestry and Land Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Forestry and Land Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Government Actuary's Department","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Government Actuary's Department","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Government Actuary's Department","Female","Undeclared","[c]","[c]","[c]","[c]"
