"Status","Year","Age","Parent_department","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","North West (England)","Male","5","5","[c]","[c]"
"In post","2021","16-19","Department for Education","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","London","Male","5","5","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","London","Female","5","5","[c]","[c]"
"In post","2021","16-19","Department for Transport","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Wales","Female","25","20","[c]","[c]"
"In post","2021","16-19","Department for Transport","Wales","Male","10","10","[c]","[c]"
"In post","2021","16-19","Department for Transport","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","East Midlands (England)","Male","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","East of England","Female","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","London","Female","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","North East (England)","Female","15","15","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","North East (England)","Male","20","20","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","North West (England)","Female","25","25","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","North West (England)","Male","10","10","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Scotland","Female","10","10","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Scotland","Male","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","South East (England)","Female","10","10","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","South East (England)","Male","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","South West (England)","Female","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Wales","Female","10","10","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Wales","Male","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","West Midlands (England)","Female","10","10","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Yorkshire and The Humber","Female","15","15","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Yorkshire and The Humber","Male","15","15","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","London","Female","10","5","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","London","Male","5","5","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","South West (England)","Female","5","5","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","South East (England)","Female","5","5","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","South East (England)","Male","10","10","[c]","[c]"
"In post","2021","16-19","HM Land Registry","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","South West (England)","Male","5","5","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","East Midlands (England)","Female","10","5","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","East Midlands (England)","Male","5","5","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","North East (England)","Female","30","30","20530","20140"
"In post","2021","16-19","HM Revenue and Customs","North East (England)","Male","25","25","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","North West (England)","Female","25","25","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","North West (England)","Male","25","20","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Scotland","Female","20","20","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Scotland","Male","20","15","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Wales","Female","15","10","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Wales","Male","10","10","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","West Midlands (England)","Male","5","5","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Yorkshire and The Humber","Female","15","15","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Yorkshire and The Humber","Male","20","20","[c]","[c]"
"In post","2021","16-19","HM Treasury","London","Female","15","15","[c]","[c]"
"In post","2021","16-19","HM Treasury","London","Male","15","15","[c]","[c]"
"In post","2021","16-19","Home Office","East of England","Female","10","10","[c]","[c]"
"In post","2021","16-19","Home Office","East of England","Male","5","5","[c]","[c]"
"In post","2021","16-19","Home Office","London","Female","5","5","[c]","[c]"
"In post","2021","16-19","Home Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","North West (England)","Female","5","5","[c]","[c]"
"In post","2021","16-19","Home Office","North West (England)","Male","5","5","[c]","[c]"
"In post","2021","16-19","Home Office","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","South East (England)","Female","10","10","[c]","[c]"
"In post","2021","16-19","Home Office","South East (England)","Male","15","15","[c]","[c]"
"In post","2021","16-19","Home Office","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2021","16-19","Home Office","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Scotland","Male","15","15","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","South East (England)","Male","20","20","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","South West (England)","Female","35","35","19020","19040"
"In post","2021","16-19","Ministry of Defence","South West (England)","Male","105","105","18030","17780"
"In post","2021","16-19","Ministry of Defence","Unknown","Female","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Unknown","Male","30","30","19060","16200"
"In post","2021","16-19","Ministry of Defence","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Wales","Male","15","15","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","East Midlands (England)","Female","10","10","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","East Midlands (England)","Male","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","East of England","Female","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","East of England","Male","10","10","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","London","Female","15","15","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","London","Male","10","10","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","North West (England)","Female","10","10","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","North West (England)","Male","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","South East (England)","Female","20","20","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","South East (England)","Male","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","South West (England)","Female","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","West Midlands (England)","Female","15","15","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","West Midlands (England)","Male","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Yorkshire and The Humber","Female","10","10","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Scotland","Female","60","55","21400","21150"
"In post","2021","16-19","Scottish Government","Scotland","Male","40","40","20890","20830"
"In post","2021","16-19","The National Archives","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","The National Archives","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Wales","Male","5","5","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","East Midlands (England)","Female","40","40","23930","21950"
"In post","2021","20-29","Attorney General's Departments","East Midlands (England)","Male","20","20","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","East of England","Female","45","45","27040","25480"
"In post","2021","20-29","Attorney General's Departments","East of England","Male","10","10","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","London","Female","435","430","32920","29280"
"In post","2021","20-29","Attorney General's Departments","London","Male","250","245","33120","29280"
"In post","2021","20-29","Attorney General's Departments","North East (England)","Female","20","20","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","North East (England)","Male","10","10","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","North West (England)","Female","90","90","27910","25480"
"In post","2021","20-29","Attorney General's Departments","North West (England)","Male","25","25","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","South East (England)","Female","85","85","26320","24590"
"In post","2021","20-29","Attorney General's Departments","South East (England)","Male","30","30","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","South West (England)","Female","40","40","24850","23470"
"In post","2021","20-29","Attorney General's Departments","South West (England)","Male","15","15","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Wales","Female","20","20","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Wales","Male","5","5","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","West Midlands (England)","Female","35","35","26710","24480"
"In post","2021","20-29","Attorney General's Departments","West Midlands (England)","Male","15","15","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Yorkshire and The Humber","Female","75","75","26540","25480"
"In post","2021","20-29","Attorney General's Departments","Yorkshire and The Humber","Male","45","45","27730","25480"
"In post","2021","20-29","Cabinet Office","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2021","20-29","Cabinet Office","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office","East of England","Female","5","5","[c]","[c]"
"In post","2021","20-29","Cabinet Office","East of England","Male","10","10","[c]","[c]"
"In post","2021","20-29","Cabinet Office","London","Female","1440","1440","34950","32000"
"In post","2021","20-29","Cabinet Office","London","Male","1075","1075","36120","32000"
"In post","2021","20-29","Cabinet Office","North East (England)","Female","55","55","25760","23850"
"In post","2021","20-29","Cabinet Office","North East (England)","Male","35","35","24260","23850"
"In post","2021","20-29","Cabinet Office","North West (England)","Female","50","50","31900","29250"
"In post","2021","20-29","Cabinet Office","North West (England)","Male","40","40","32660","29250"
"In post","2021","20-29","Cabinet Office","Scotland","Female","15","15","[c]","[c]"
"In post","2021","20-29","Cabinet Office","Scotland","Male","10","10","[c]","[c]"
"In post","2021","20-29","Cabinet Office","South East (England)","Female","20","20","[c]","[c]"
"In post","2021","20-29","Cabinet Office","South East (England)","Male","20","20","[c]","[c]"
"In post","2021","20-29","Cabinet Office","South West (England)","Female","10","10","[c]","[c]"
"In post","2021","20-29","Cabinet Office","South West (England)","Male","25","25","[c]","[c]"
"In post","2021","20-29","Cabinet Office","Unknown","Female","205","205","31720","31600"
"In post","2021","20-29","Cabinet Office","Unknown","Male","160","160","31290","29250"
"In post","2021","20-29","Cabinet Office","Wales","Female","20","20","[c]","[c]"
"In post","2021","20-29","Cabinet Office","Wales","Male","15","15","[c]","[c]"
"In post","2021","20-29","Cabinet Office","West Midlands (England)","Female","10","10","[c]","[c]"
"In post","2021","20-29","Cabinet Office","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office","Yorkshire and The Humber","Female","90","85","26810","26670"
"In post","2021","20-29","Cabinet Office","Yorkshire and The Humber","Male","75","75","28100","26670"
"In post","2021","20-29","Chancellor's other departments","London","Female","30","30","33440","29480"
"In post","2021","20-29","Chancellor's other departments","London","Male","50","50","37320","36500"
"In post","2021","20-29","Chancellor's other departments","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","London","Female","10","10","[c]","[c]"
"In post","2021","20-29","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","North West (England)","Female","20","20","[c]","[c]"
"In post","2021","20-29","Charity Commission","North West (England)","Male","15","15","[c]","[c]"
"In post","2021","20-29","Charity Commission","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","London","Female","70","70","38550","33660"
"In post","2021","20-29","Competition and Markets Authority","London","Male","65","65","37010","33610"
"In post","2021","20-29","Competition and Markets Authority","Scotland","Female","5","5","[c]","[c]"
