"Status","Year","Function_of_post","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","Analysis","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","Analysis","Unknown","Unknown","25","25","[c]","[c]"
"In post","2021","Commercial","Commercial","Heterosexual / straight","2805","2715","40840","37540"
"In post","2021","Commercial","Commercial","LGBO","125","125","38090","34490"
"In post","2021","Commercial","Commercial","Undeclared","360","345","38760","36460"
"In post","2021","Commercial","Commercial","Unknown","800","770","40350","38480"
"In post","2021","Commercial","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","Heterosexual / straight","55","55","34310","30850"
"In post","2021","Commercial","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Heterosexual / straight","505","495","32790","30200"
"In post","2021","Commercial","Knowledge and Information Management","LGBO","15","15","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Undeclared","115","110","37160","33300"
"In post","2021","Commercial","Knowledge and Information Management","Unknown","45","45","32660","26670"
"In post","2021","Commercial","Operational Delivery","Heterosexual / straight","300","290","43830","39000"
"In post","2021","Commercial","Operational Delivery","LGBO","20","20","[c]","[c]"
"In post","2021","Commercial","Operational Delivery","Undeclared","25","25","[c]","[c]"
"In post","2021","Commercial","Operational Delivery","Unknown","60","60","42720","36800"
"In post","2021","Commercial","Other","Heterosexual / straight","50","50","42550","40840"
"In post","2021","Commercial","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","Other","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Policy","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Project Delivery","Heterosexual / straight","55","55","47630","43950"
"In post","2021","Commercial","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Project Delivery","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","Project Delivery","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Property","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Science and Engineering","Heterosexual / straight","85","85","40190","40010"
"In post","2021","Commercial","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Science and Engineering","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","Science and Engineering","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Heterosexual / straight","315","305","70250","64500"
"In post","2021","Commercial","Unknown","LGBO","15","15","[c]","[c]"
"In post","2021","Commercial","Unknown","Undeclared","30","30","63420","56390"
"In post","2021","Commercial","Unknown","Unknown","1080","1065","70240","64500"
"In post","2021","Commercial","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Heterosexual / straight","2180","2105","41220","37560"
"In post","2021","Communications","Communications","LGBO","175","175","42070","40310"
"In post","2021","Communications","Communications","Undeclared","255","245","37910","35270"
"In post","2021","Communications","Communications","Unknown","810","790","42470","38650"
"In post","2021","Communications","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Digital, Data and Technology","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Communications","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Human Resources","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Communications","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Operational Delivery","Heterosexual / straight","945","895","30540","28130"
"In post","2021","Communications","Operational Delivery","LGBO","55","50","29260","31810"
"In post","2021","Communications","Operational Delivery","Undeclared","95","85","29680","25560"
"In post","2021","Communications","Operational Delivery","Unknown","435","405","28630","25560"
"In post","2021","Communications","Other","Heterosexual / straight","195","190","25360","21700"
"In post","2021","Communications","Other","LGBO","10","10","[c]","[c]"
"In post","2021","Communications","Other","Undeclared","30","25","[c]","[c]"
"In post","2021","Communications","Other","Unknown","20","20","[c]","[c]"
"In post","2021","Communications","Policy","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Communications","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Policy","Undeclared","5","5","[c]","[c]"
"In post","2021","Communications","Policy","Unknown","5","5","[c]","[c]"
"In post","2021","Communications","Project Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Communications","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tax","Heterosexual / straight","1015","975","27910","25560"
"In post","2021","Communications","Tax","LGBO","85","85","27750","25560"
"In post","2021","Communications","Tax","Undeclared","85","80","28380","25560"
"In post","2021","Communications","Tax","Unknown","950","925","26720","25560"
"In post","2021","Communications","Unknown","Heterosexual / straight","380","375","39240","34550"
"In post","2021","Communications","Unknown","LGBO","40","40","37370","33180"
"In post","2021","Communications","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2021","Communications","Unknown","Unknown","340","335","36570","31810"
"In post","2021","Counter Fraud","Counter Fraud","Heterosexual / straight","415","405","41080","38510"
"In post","2021","Counter Fraud","Counter Fraud","LGBO","25","25","[c]","[c]"
"In post","2021","Counter Fraud","Counter Fraud","Undeclared","45","40","38110","36060"
"In post","2021","Counter Fraud","Counter Fraud","Unknown","185","175","40950","39170"
"In post","2021","Counter Fraud","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Intelligence Analysis","Heterosexual / straight","120","115","38640","36160"
"In post","2021","Counter Fraud","Intelligence Analysis","LGBO","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Intelligence Analysis","Undeclared","20","15","[c]","[c]"
"In post","2021","Counter Fraud","Intelligence Analysis","Unknown","45","45","34810","31810"
"In post","2021","Counter Fraud","Knowledge and Information Management","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","Undeclared","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","Unknown","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Legal","Heterosexual / straight","1945","1855","31410","29570"
"In post","2021","Counter Fraud","Legal","LGBO","105","100","31020","29570"
"In post","2021","Counter Fraud","Legal","Undeclared","335","320","33360","31810"
"In post","2021","Counter Fraud","Legal","Unknown","955","915","30660","29570"
"In post","2021","Counter Fraud","Operational Delivery","Heterosexual / straight","1830","1690","31130","29570"
"In post","2021","Counter Fraud","Operational Delivery","LGBO","75","70","28610","25560"
"In post","2021","Counter Fraud","Operational Delivery","Undeclared","260","240","30230","28130"
"In post","2021","Counter Fraud","Operational Delivery","Unknown","720","660","27780","25560"
"In post","2021","Counter Fraud","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Other","Heterosexual / straight","190","170","40360","36160"
"In post","2021","Counter Fraud","Other","LGBO","15","15","[c]","[c]"
"In post","2021","Counter Fraud","Other","Undeclared","45","40","41290","35000"
"In post","2021","Counter Fraud","Other","Unknown","90","80","34090","29570"
"In post","2021","Counter Fraud","Policy","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Policy","Unknown","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Tax","Heterosexual / straight","1175","1105","39800","36160"
"In post","2021","Counter Fraud","Tax","LGBO","65","60","42290","36160"
"In post","2021","Counter Fraud","Tax","Undeclared","210","195","43330","38630"
"In post","2021","Counter Fraud","Tax","Unknown","455","430","35710","31810"
"In post","2021","Counter Fraud","Unknown","Heterosexual / straight","140","135","40750","35790"
"In post","2021","Counter Fraud","Unknown","LGBO","15","15","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Unknown","45","45","32150","29570"
"In post","2021","Debt","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Operational Delivery","Heterosexual / straight","1845","1635","24380","21440"
"In post","2021","Debt","Operational Delivery","LGBO","110","100","24110","21440"
"In post","2021","Debt","Operational Delivery","Undeclared","300","255","24170","21440"
"In post","2021","Debt","Operational Delivery","Unknown","1320","1170","23270","21440"
"In post","2021","Debt","Tax","Heterosexual / straight","270","260","21100","20140"
"In post","2021","Debt","Tax","LGBO","35","35","20590","20140"
"In post","2021","Debt","Tax","Undeclared","15","15","[c]","[c]"
"In post","2021","Debt","Tax","Unknown","670","655","20580","20140"
"In post","2021","Debt","Unknown","Heterosexual / straight","35","35","27260","20140"
"In post","2021","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","Unknown","50","50","23000","20140"
"In post","2021","Digital, Data & Technology","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Communications","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","Heterosexual / straight","6500","6315","41430","38450"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","LGBO","395","390","40460","36800"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","Undeclared","1060","1025","39890","37940"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","Unknown","2895","2835","40300","37100"
"In post","2021","Digital, Data & Technology","Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Knowledge and Information Management","Heterosexual / straight","105","100","37610","35510"
"In post","2021","Digital, Data & Technology","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Knowledge and Information Management","Undeclared","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Knowledge and Information Management","Unknown","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Operational Delivery","Heterosexual / straight","300","290","36200","31810"
"In post","2021","Digital, Data & Technology","Operational Delivery","LGBO","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Operational Delivery","Undeclared","35","30","37370","31810"
"In post","2021","Digital, Data & Technology","Operational Delivery","Unknown","120","115","32330","31810"
"In post","2021","Digital, Data & Technology","Operational Research","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Operational Research","Unknown","10","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Project Delivery","Heterosexual / straight","30","30","44770","41860"
"In post","2021","Digital, Data & Technology","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Science and Engineering","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Science and Engineering","Unknown","525","490","42260","39750"
"In post","2021","Digital, Data & Technology","Security","Heterosexual / straight","35","35","39210","38040"
"In post","2021","Digital, Data & Technology","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Security","Unknown","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Tax","Heterosexual / straight","45","45","36110","36160"
"In post","2021","Digital, Data & Technology","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Tax","Unknown","25","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Heterosexual / straight","825","810","50360","54700"
"In post","2021","Digital, Data & Technology","Unknown","LGBO","95","90","49030","54700"
"In post","2021","Digital, Data & Technology","Unknown","Undeclared","105","100","52280","54700"
"In post","2021","Digital, Data & Technology","Unknown","Unknown","315","310","44350","40410"
"In post","2021","Finance","Commercial","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Finance","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Corporate Finance","Heterosexual / straight","90","90","47570","46080"
"In post","2021","Finance","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Corporate Finance","Unknown","35","35","43550","40800"
"In post","2021","Finance","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Digital, Data and Technology","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Finance","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Economics","Heterosexual / straight","45","40","45720","38730"
"In post","2021","Finance","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Economics","Unknown","50","50","42740","36820"
"In post","2021","Finance","Finance","Heterosexual / straight","5360","5100","40390","36740"
"In post","2021","Finance","Finance","LGBO","200","200","42540","38630"
"In post","2021","Finance","Finance","Undeclared","735","690","39510","36160"
"In post","2021","Finance","Finance","Unknown","1255","1180","36870","32790"
"In post","2021","Finance","Human Resources","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Finance","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Knowledge and Information Management","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Finance","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Operational Delivery","Heterosexual / straight","460","430","30750","28130"
"In post","2021","Finance","Operational Delivery","LGBO","20","20","[c]","[c]"
"In post","2021","Finance","Operational Delivery","Undeclared","70","65","29890","25560"
"In post","2021","Finance","Operational Delivery","Unknown","315","280","25460","21440"
"In post","2021","Finance","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Other","Heterosexual / straight","130","115","44990","35910"
"In post","2021","Finance","Other","LGBO","5","5","[c]","[c]"
"In post","2021","Finance","Other","Undeclared","10","10","[c]","[c]"
"In post","2021","Finance","Other","Unknown","10","10","[c]","[c]"
"In post","2021","Finance","Policy","Heterosexual / straight","30","30","46640","41380"
"In post","2021","Finance","Policy","LGBO","[c]","[c]","[c]","[c]"
