"Status","Year","Disability","Ethnicity","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Asian","Legal","Heterosexual / straight","95","85","42750","39820"
"In post","2021","Declared disabled","Asian","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Legal","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Legal","Unknown","10","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","No function","Heterosexual / straight","655","615","31120","28220"
"In post","2021","Declared disabled","Asian","No function","LGBO","40","40","32590","27950"
"In post","2021","Declared disabled","Asian","No function","Undeclared","50","45","28200","25560"
"In post","2021","Declared disabled","Asian","No function","Unknown","50","40","30490","28080"
"In post","2021","Declared disabled","Asian","Project Delivery","Heterosexual / straight","80","75","41310","38630"
"In post","2021","Declared disabled","Asian","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Project Delivery","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Property","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Declared disabled","Asian","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Security","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Unknown","Heterosexual / straight","1155","1050","29560","27570"
"In post","2021","Declared disabled","Asian","Unknown","LGBO","40","35","29540","27570"
"In post","2021","Declared disabled","Asian","Unknown","Undeclared","105","95","26980","26670"
"In post","2021","Declared disabled","Asian","Unknown","Unknown","100","85","26650","27570"
"In post","2021","Declared disabled","Black","Analysis","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Commercial","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Communications","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Counter Fraud","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Black","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Debt","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Digital, Data & Technology","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Black","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","Heterosexual / straight","35","35","41550","35400"
"In post","2021","Declared disabled","Black","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","Heterosexual / straight","50","50","40100","35010"
"In post","2021","Declared disabled","Black","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","Heterosexual / straight","565","540","31750","29300"
"In post","2021","Declared disabled","Black","No function","LGBO","35","35","30740","27760"
"In post","2021","Declared disabled","Black","No function","Undeclared","40","40","31010","31530"
"In post","2021","Declared disabled","Black","No function","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","Heterosexual / straight","55","55","36640","34000"
"In post","2021","Declared disabled","Black","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Security","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","Heterosexual / straight","640","595","30210","29370"
"In post","2021","Declared disabled","Black","Unknown","LGBO","40","40","31550","29410"
"In post","2021","Declared disabled","Black","Unknown","Undeclared","65","55","30190","29370"
"In post","2021","Declared disabled","Black","Unknown","Unknown","65","55","28990","30330"
"In post","2021","Declared disabled","Chinese","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","No function","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Chinese","No function","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Analysis","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Commercial","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Communications","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Counter Fraud","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Digital, Data & Technology","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Digital, Data & Technology","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Finance","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Human Resources","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Human Resources","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Human Resources","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Legal","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Legal","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","No function","Heterosexual / straight","330","315","32180","30200"
"In post","2021","Declared disabled","Mixed","No function","LGBO","60","60","29640","27760"
"In post","2021","Declared disabled","Mixed","No function","Undeclared","40","35","33780","31990"
"In post","2021","Declared disabled","Mixed","No function","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Project Delivery","Heterosexual / straight","45","40","39470","38600"
"In post","2021","Declared disabled","Mixed","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Project Delivery","Undeclared","10","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Property","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Security","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Unknown","Heterosexual / straight","325","295","29540","27570"
"In post","2021","Declared disabled","Mixed","Unknown","LGBO","65","65","31360","27570"
"In post","2021","Declared disabled","Mixed","Unknown","Undeclared","55","50","29430","27570"
"In post","2021","Declared disabled","Mixed","Unknown","Unknown","35","30","25820","26120"
"In post","2021","Declared disabled","Other ethnicity","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Human Resources","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Legal","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Legal","LGBO","[c]","[c]","[c]","[c]"
