"Status","Year","Age","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","London","10","10","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","South East (England)","5","5","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","London","5","5","[c]","[c]"
"In post","2021","16-19","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","London","5","5","[c]","[c]"
"In post","2021","16-19","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Wales","35","30","19450","18060"
"In post","2021","16-19","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","East Midlands (England)","15","15","22520","21010"
"In post","2021","16-19","Department for Work and Pensions","East of England","10","10","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","London","10","10","29280","31060"
"In post","2021","16-19","Department for Work and Pensions","North East (England)","35","35","21540","21010"
"In post","2021","16-19","Department for Work and Pensions","North West (England)","35","35","20970","21010"
"In post","2021","16-19","Department for Work and Pensions","Scotland","15","15","21010","21010"
"In post","2021","16-19","Department for Work and Pensions","South East (England)","15","15","24850","24180"
"In post","2021","16-19","Department for Work and Pensions","South West (England)","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Wales","20","20","22830","21010"
"In post","2021","16-19","Department for Work and Pensions","West Midlands (England)","15","15","23530","21010"
"In post","2021","16-19","Department for Work and Pensions","Yorkshire and The Humber","30","30","22320","21010"
"In post","2021","16-19","Department of Health and Social Care","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","London","15","10","23630","22920"
"In post","2021","16-19","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","South West (England)","10","5","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","South East (England)","15","15","21490","21600"
"In post","2021","16-19","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","North West (England)","5","5","[c]","[c]"
"In post","2021","16-19","HM Land Registry","South West (England)","5","5","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","East Midlands (England)","15","15","21740","20140"
"In post","2021","16-19","HM Revenue and Customs","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","London","5","5","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","North East (England)","55","50","20770","20140"
"In post","2021","16-19","HM Revenue and Customs","North West (England)","50","45","20670","20140"
"In post","2021","16-19","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Scotland","40","35","20270","20140"
"In post","2021","16-19","HM Revenue and Customs","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Wales","25","25","20390","20140"
"In post","2021","16-19","HM Revenue and Customs","West Midlands (England)","10","10","20210","20140"
"In post","2021","16-19","HM Revenue and Customs","Yorkshire and The Humber","35","35","20200","20140"
"In post","2021","16-19","HM Treasury","London","25","25","23990","24300"
"In post","2021","16-19","Home Office","East of England","15","15","21430","21430"
"In post","2021","16-19","Home Office","London","10","10","28540","28650"
"In post","2021","16-19","Home Office","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","North West (England)","10","5","21430","21430"
"In post","2021","16-19","Home Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","South East (England)","25","25","21290","21430"
"In post","2021","16-19","Home Office","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","East of England","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","London","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Scotland","15","15","18090","17780"
"In post","2021","16-19","Ministry of Defence","South East (England)","25","25","20790","20570"
"In post","2021","16-19","Ministry of Defence","South West (England)","140","140","18280","17780"
"In post","2021","16-19","Ministry of Defence","Unknown","35","35","18640","15940"
"In post","2021","16-19","Ministry of Defence","Wales","15","15","16570","16780"
"In post","2021","16-19","Ministry of Defence","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","East Midlands (England)","20","20","20810","20600"
"In post","2021","16-19","Ministry of Justice","East of England","15","15","23480","22850"
"In post","2021","16-19","Ministry of Justice","London","25","25","23230","22680"
"In post","2021","16-19","Ministry of Justice","North West (England)","15","15","20130","20600"
"In post","2021","16-19","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","South East (England)","25","25","23210","22850"
"In post","2021","16-19","Ministry of Justice","South West (England)","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Wales","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","West Midlands (England)","20","20","21230","20600"
"In post","2021","16-19","Ministry of Justice","Yorkshire and The Humber","15","15","19970","20600"
"In post","2021","16-19","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Scotland","100","100","21190","21150"
"In post","2021","16-19","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","South East (England)","5","5","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Wales","10","10","21110","21090"
"In post","2021","16-19","Welsh Government","Wales","5","5","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","East Midlands (England)","60","60","25320","21950"
"In post","2021","20-29","Attorney General's Departments","East of England","60","60","28270","25480"
"In post","2021","20-29","Attorney General's Departments","London","680","675","33000","29280"
"In post","2021","20-29","Attorney General's Departments","North East (England)","30","30","29790","25480"
"In post","2021","20-29","Attorney General's Departments","North West (England)","115","115","27160","25480"
"In post","2021","20-29","Attorney General's Departments","South East (England)","115","115","26790","24590"
"In post","2021","20-29","Attorney General's Departments","South West (England)","55","55","25440","23470"
"In post","2021","20-29","Attorney General's Departments","Wales","25","25","32940","25920"
"In post","2021","20-29","Attorney General's Departments","West Midlands (England)","55","50","26580","23470"
"In post","2021","20-29","Attorney General's Departments","Yorkshire and The Humber","120","120","26970","25480"
"In post","2021","20-29","Cabinet Office","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","20-29","Cabinet Office","East of England","15","15","27170","28000"
"In post","2021","20-29","Cabinet Office","London","2515","2515","35450","32000"
"In post","2021","20-29","Cabinet Office","North East (England)","90","90","25160","23850"
"In post","2021","20-29","Cabinet Office","North West (England)","90","90","32230","29250"
"In post","2021","20-29","Cabinet Office","Scotland","25","25","30310","28000"
"In post","2021","20-29","Cabinet Office","South East (England)","40","40","26930","28000"
"In post","2021","20-29","Cabinet Office","South West (England)","35","35","31060","29250"
"In post","2021","20-29","Cabinet Office","Unknown","370","370","31530","29250"
"In post","2021","20-29","Cabinet Office","Wales","35","35","29260","28630"
"In post","2021","20-29","Cabinet Office","West Midlands (England)","15","15","29600","29250"
"In post","2021","20-29","Cabinet Office","Yorkshire and The Humber","160","160","27400","26670"
"In post","2021","20-29","Chancellor's other departments","London","80","80","35820","34030"
"In post","2021","20-29","Chancellor's other departments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","London","15","15","31080","29160"
"In post","2021","20-29","Charity Commission","North West (England)","35","35","25540","24440"
"In post","2021","20-29","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","London","140","140","37810","33610"
"In post","2021","20-29","Competition and Markets Authority","Scotland","10","10","48720","53530"
"In post","2021","20-29","Competition and Markets Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","East Midlands (England)","35","35","28040","24250"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","East of England","25","25","25740","20880"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","London","1855","1850","40840","39610"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","North East (England)","20","20","24770","24250"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","North West (England)","50","50","25370","24250"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Overseas","15","15","39400","41200"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Scotland","45","45","25380","24250"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","South East (England)","30","30","30470","34930"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","South West (England)","260","260","28490","26640"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Wales","445","440","28070","24500"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","West Midlands (England)","95","95","26100","24250"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","30","30","22930","20880"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","London","650","645","41310","35660"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","North West (England)","20","20","33290","34020"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Education","East Midlands (England)","30","30","30830","29730"
"In post","2021","20-29","Department for Education","East of England","5","5","[c]","[c]"
"In post","2021","20-29","Department for Education","London","655","650","39850","36980"
"In post","2021","20-29","Department for Education","North East (England)","95","95","31170","29550"
"In post","2021","20-29","Department for Education","North West (England)","265","265","32810","29730"
"In post","2021","20-29","Department for Education","South West (England)","50","50","34490","32870"
"In post","2021","20-29","Department for Education","West Midlands (England)","250","250","31220","29730"
"In post","2021","20-29","Department for Education","Yorkshire and The Humber","265","260","33670","30090"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","East Midlands (England)","20","20","27760","25100"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","East of England","125","125","26340","25100"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","London","780","775","36330","33120"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","North East (England)","80","80","25690","24920"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","North West (England)","195","190","24160","21050"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Scotland","15","15","28460","29180"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","South East (England)","185","180","28000","25130"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","South West (England)","245","245","29320","29180"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Wales","55","55","22010","21050"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","West Midlands (England)","75","75","24190","21740"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","160","160","27630","25190"
"In post","2021","20-29","Department for International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for International Trade","London","880","875","37440","33110"
"In post","2021","20-29","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for International Trade","Overseas","20","20","39940","36530"
"In post","2021","20-29","Department for International Trade","South East (England)","35","35","36580","32120"
"In post","2021","20-29","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for International Trade","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","20-29","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Transport","East Midlands (England)","60","60","29500","27250"
"In post","2021","20-29","Department for Transport","East of England","10","10","26470","27680"
"In post","2021","20-29","Department for Transport","London","865","865","38870","35060"
"In post","2021","20-29","Department for Transport","North East (England)","25","25","25240","21590"
"In post","2021","20-29","Department for Transport","North West (England)","15","15","25620","26350"
"In post","2021","20-29","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Transport","Scotland","20","20","27790","26590"
"In post","2021","20-29","Department for Transport","South East (England)","170","170","28520","26590"
"In post","2021","20-29","Department for Transport","South West (England)","75","75","28140","26350"
"In post","2021","20-29","Department for Transport","Wales","870","830","23100","21590"
"In post","2021","20-29","Department for Transport","West Midlands (England)","55","55","26920","26470"
"In post","2021","20-29","Department for Transport","Yorkshire and The Humber","50","50","26110","26580"
"In post","2021","20-29","Department for Work and Pensions","East Midlands (England)","485","475","25360","27570"
"In post","2021","20-29","Department for Work and Pensions","East of England","485","475","27430","27570"
"In post","2021","20-29","Department for Work and Pensions","London","1820","1805","31830","31060"
"In post","2021","20-29","Department for Work and Pensions","North East (England)","1080","1065","24960","21010"
"In post","2021","20-29","Department for Work and Pensions","North West (England)","1975","1950","25330","27570"
"In post","2021","20-29","Department for Work and Pensions","Scotland","735","710","24170","21010"
"In post","2021","20-29","Department for Work and Pensions","South East (England)","790","780","26490","27570"
"In post","2021","20-29","Department for Work and Pensions","South West (England)","545","525","25100","27570"
"In post","2021","20-29","Department for Work and Pensions","Unknown","125","125","28080","27570"
"In post","2021","20-29","Department for Work and Pensions","Wales","655","635","24840","27570"
"In post","2021","20-29","Department for Work and Pensions","West Midlands (England)","730","715","25800","27570"
"In post","2021","20-29","Department for Work and Pensions","Yorkshire and The Humber","1115","1095","26680","27570"
"In post","2021","20-29","Department of Health and Social Care","East Midlands (England)","20","20","27500","28590"
"In post","2021","20-29","Department of Health and Social Care","East of England","95","85","28440","27510"
"In post","2021","20-29","Department of Health and Social Care","London","1710","1675","35850","32790"
"In post","2021","20-29","Department of Health and Social Care","North East (England)","20","20","24020","23140"
"In post","2021","20-29","Department of Health and Social Care","North West (England)","135","125","23290","20150"
"In post","2021","20-29","Department of Health and Social Care","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","South East (England)","55","50","28930","25260"
"In post","2021","20-29","Department of Health and Social Care","South West (England)","275","260","25310","23140"
"In post","2021","20-29","Department of Health and Social Care","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","West Midlands (England)","75","70","22770","21590"
"In post","2021","20-29","Department of Health and Social Care","Yorkshire and The Humber","300","300","31330","28970"
"In post","2021","20-29","ESTYN","Wales","5","5","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","London","55","55","35760","32830"
"In post","2021","20-29","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Northern Ireland","10","10","31860","30350"
"In post","2021","20-29","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Wales","10","10","31790","30810"
"In post","2021","20-29","Food Standards Agency","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Yorkshire and The Humber","15","15","30860","30810"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","London","925","925","36250","35700"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Overseas","205","205","37310","34220"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Scotland","155","155","31870","33930"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","South East (England)","200","200","26410","26010"
"In post","2021","20-29","HM Land Registry","East Midlands (England)","170","165","25550","22350"
"In post","2021","20-29","HM Land Registry","East of England","35","35","24510","22350"
"In post","2021","20-29","HM Land Registry","London","50","50","31060","30600"
"In post","2021","20-29","HM Land Registry","North East (England)","175","170","24190","22350"
"In post","2021","20-29","HM Land Registry","North West (England)","130","125","24250","22350"
"In post","2021","20-29","HM Land Registry","South West (England)","260","255","26550","22350"
"In post","2021","20-29","HM Land Registry","Wales","120","120","24700","22350"
"In post","2021","20-29","HM Land Registry","West Midlands (England)","105","100","24510","22350"
"In post","2021","20-29","HM Land Registry","Yorkshire and The Humber","70","70","24240","22350"
"In post","2021","20-29","HM Revenue and Customs","East Midlands (England)","660","650","27660","25560"
"In post","2021","20-29","HM Revenue and Customs","East of England","120","120","27550","25560"
"In post","2021","20-29","HM Revenue and Customs","London","1195","1190","37260","36160"
"In post","2021","20-29","HM Revenue and Customs","North East (England)","1540","1495","24940","25560"
"In post","2021","20-29","HM Revenue and Customs","North West (England)","2065","2015","26030","25560"
"In post","2021","20-29","HM Revenue and Customs","Northern Ireland","300","285","22820","20140"
"In post","2021","20-29","HM Revenue and Customs","Scotland","1220","1180","23320","20140"
"In post","2021","20-29","HM Revenue and Customs","South East (England)","205","200","25180","25560"
"In post","2021","20-29","HM Revenue and Customs","South West (England)","320","315","29080","25560"
"In post","2021","20-29","HM Revenue and Customs","Wales","945","925","24810","25560"
"In post","2021","20-29","HM Revenue and Customs","West Midlands (England)","655","645","27170","25560"
"In post","2021","20-29","HM Revenue and Customs","Yorkshire and The Humber","1110","1085","25540","25560"
"In post","2021","20-29","HM Treasury","East of England","20","20","25700","23750"
"In post","2021","20-29","HM Treasury","London","1015","1010","38830","33110"
"In post","2021","20-29","HM Treasury","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Treasury","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Treasury","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","20-29","Home Office","East Midlands (England)","25","25","23690","24890"
"In post","2021","20-29","Home Office","East of England","255","240","22760","21430"
"In post","2021","20-29","Home Office","London","1935","1920","35740","35050"
"In post","2021","20-29","Home Office","North East (England)","175","155","22930","21430"
"In post","2021","20-29","Home Office","North West (England)","1340","1285","24190","24880"
"In post","2021","20-29","Home Office","Northern Ireland","75","70","23330","21430"
"In post","2021","20-29","Home Office","Overseas","15","15","[c]","[c]"
"In post","2021","20-29","Home Office","Scotland","150","145","23820","24880"
"In post","2021","20-29","Home Office","South East (England)","455","450","23920","24890"
"In post","2021","20-29","Home Office","South West (England)","40","35","24000","24890"
"In post","2021","20-29","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Home Office","Wales","80","75","24130","24890"
"In post","2021","20-29","Home Office","West Midlands (England)","135","135","24440","24890"
"In post","2021","20-29","Home Office","Yorkshire and The Humber","610","595","24590","24880"
"In post","2021","20-29","Ministry of Defence","East Midlands (England)","140","140","24040","21370"
"In post","2021","20-29","Ministry of Defence","East of England","335","335","28850","26670"
"In post","2021","20-29","Ministry of Defence","London","735","735","37000","37000"
"In post","2021","20-29","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Defence","North West (England)","180","175","24750","23540"
"In post","2021","20-29","Ministry of Defence","Northern Ireland","25","25","21400","20310"
"In post","2021","20-29","Ministry of Defence","Overseas","55","55","35650","34100"
"In post","2021","20-29","Ministry of Defence","Scotland","420","415","25190","23540"
"In post","2021","20-29","Ministry of Defence","South East (England)","1225","1220","28280","27680"
"In post","2021","20-29","Ministry of Defence","South West (England)","3760","3730","27840","27540"
"In post","2021","20-29","Ministry of Defence","Unknown","380","380","29060","28980"
"In post","2021","20-29","Ministry of Defence","Wales","30","30","21770","19810"
"In post","2021","20-29","Ministry of Defence","West Midlands (England)","195","190","25270","24760"
"In post","2021","20-29","Ministry of Defence","Yorkshire and The Humber","100","100","24690","23720"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","London","560","555","38420","33210"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","North West (England)","35","35","29120","30190"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","South West (England)","85","85","26310","23050"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","West Midlands (England)","20","20","33990","30870"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","Yorkshire and The Humber","10","10","36510","30190"
"In post","2021","20-29","Ministry of Justice","East Midlands (England)","1255","1235","23650","23910"
"In post","2021","20-29","Ministry of Justice","East of England","1220","1205","25970","25850"
"In post","2021","20-29","Ministry of Justice","London","2890","2870","30520","30220"
"In post","2021","20-29","Ministry of Justice","North East (England)","575","570","24000","23970"
"In post","2021","20-29","Ministry of Justice","North West (England)","1315","1295","23940","23840"
"In post","2021","20-29","Ministry of Justice","Scotland","65","65","22290","19930"
"In post","2021","20-29","Ministry of Justice","South East (England)","1800","1780","27260","27850"
"In post","2021","20-29","Ministry of Justice","South West (England)","880","865","24080","23970"
"In post","2021","20-29","Ministry of Justice","Unknown","10","10","21300","20610"
"In post","2021","20-29","Ministry of Justice","Wales","720","710","23710","22920"
"In post","2021","20-29","Ministry of Justice","West Midlands (England)","1670","1635","23250","22850"
"In post","2021","20-29","Ministry of Justice","Yorkshire and The Humber","1640","1615","24360","24000"
"In post","2021","20-29","National Crime Agency","East Midlands (England)","25","25","28440","28840"
"In post","2021","20-29","National Crime Agency","East of England","20","20","32850","33450"
"In post","2021","20-29","National Crime Agency","London","335","335","34900","36200"
"In post","2021","20-29","National Crime Agency","North East (England)","15","15","30350","32770"
"In post","2021","20-29","National Crime Agency","North West (England)","255","255","29970","30640"
"In post","2021","20-29","National Crime Agency","Northern Ireland","5","5","[c]","[c]"
"In post","2021","20-29","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Crime Agency","Scotland","5","5","[c]","[c]"
"In post","2021","20-29","National Crime Agency","South East (England)","50","50","30890","32260"
"In post","2021","20-29","National Crime Agency","South West (England)","120","120","29990","28840"
"In post","2021","20-29","National Crime Agency","Wales","5","5","[c]","[c]"
"In post","2021","20-29","National Crime Agency","West Midlands (England)","70","70","30830","30640"
"In post","2021","20-29","National Crime Agency","Yorkshire and The Humber","25","25","31110","32770"
"In post","2021","20-29","Northern Ireland Office","London","20","20","44520","41410"
"In post","2021","20-29","Northern Ireland Office","Northern Ireland","10","10","[c]","[c]"
