"Status","Year","Organisation","Region_ITL2","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","HEO","Male","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","SEO","Male","10","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Anglia","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Anglia","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Anglia","EO","Female","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Anglia","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Anglia","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Anglia","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Anglia","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Anglia","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Anglia","HEO","Female","15","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Anglia","HEO","Male","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Anglia","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Anglia","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Wales","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Wales","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Wales","EO","Female","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Wales","EO","Male","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Wales","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Wales","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Wales","HEO","Female","25","25","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Wales","HEO","Male","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Wales","SEO","Female","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Wales","SEO","Male","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Female","10","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Male","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","Female","20","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","Male","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","Male","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Greater Manchester","AO","Female","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Greater Manchester","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Greater Manchester","EO","Female","35","30","24750","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Greater Manchester","EO","Male","30","30","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Greater Manchester","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Greater Manchester","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Greater Manchester","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Greater Manchester","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Greater Manchester","HEO","Female","35","30","32920","34500"
"In post","2021","Advisory, Conciliation and Arbitration Service","Greater Manchester","HEO","Male","25","25","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Greater Manchester","SEO","Female","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Greater Manchester","SEO","Male","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","HEO","Male","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","SEO","Male","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Inner London - West","AO","Female","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Inner London - West","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Inner London - West","EO","Female","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Inner London - West","EO","Male","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Inner London - West","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Inner London - West","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Inner London - West","G7","Female","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Inner London - West","G7","Male","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Inner London - West","HEO","Female","45","45","37360","38570"
"In post","2021","Advisory, Conciliation and Arbitration Service","Inner London - West","HEO","Male","25","25","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Inner London - West","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Inner London - West","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Inner London - West","SEO","Female","25","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Inner London - West","SEO","Male","30","30","46770","47610"
"In post","2021","Advisory, Conciliation and Arbitration Service","Northumberland and Tyne and Wear","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Northumberland and Tyne and Wear","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Northumberland and Tyne and Wear","EO","Female","45","40","24430","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Northumberland and Tyne and Wear","EO","Male","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Northumberland and Tyne and Wear","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Northumberland and Tyne and Wear","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Northumberland and Tyne and Wear","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Northumberland and Tyne and Wear","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Northumberland and Tyne and Wear","HEO","Female","35","30","32170","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Northumberland and Tyne and Wear","HEO","Male","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Northumberland and Tyne and Wear","SEO","Female","10","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Northumberland and Tyne and Wear","SEO","Male","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Central Scotland","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Central Scotland","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Central Scotland","EO","Female","25","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Central Scotland","EO","Male","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Central Scotland","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Central Scotland","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Central Scotland","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Central Scotland","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Central Scotland","HEO","Female","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Central Scotland","HEO","Male","20","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Central Scotland","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Central Scotland","SEO","Male","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands","EO","Female","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands","EO","Male","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands","HEO","Female","25","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands","HEO","Male","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands","SEO","Female","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Yorkshire","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Yorkshire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Yorkshire","EO","Female","15","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Yorkshire","EO","Male","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Yorkshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Yorkshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Yorkshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Yorkshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Yorkshire","HEO","Female","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Yorkshire","HEO","Male","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Yorkshire","SEO","Female","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Yorkshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","EO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","SEO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire","EO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire","EO","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire","SEO","Female","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","AO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","AO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","EO","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","EO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","HEO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","SEO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","SEO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cumbria","AO","Female","60","55","21100","21050"
"In post","2021","Animal and Plant Health Agency","Cumbria","AO","Male","40","40","21050","21050"
"In post","2021","Animal and Plant Health Agency","Cumbria","EO","Female","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cumbria","EO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cumbria","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cumbria","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cumbria","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cumbria","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cumbria","HEO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cumbria","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cumbria","SEO","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cumbria","SEO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","AO","Female","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","EO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","HEO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","SEO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon","AO","Female","75","70","21100","21050"
"In post","2021","Animal and Plant Health Agency","Devon","AO","Male","30","30","21170","21050"
"In post","2021","Animal and Plant Health Agency","Devon","EO","Female","30","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon","EO","Male","20","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon","HEO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon","HEO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon","SEO","Female","20","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon","SEO","Male","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dorset and Somerset","EO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dorset and Somerset","EO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dorset and Somerset","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dorset and Somerset","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dorset and Somerset","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dorset and Somerset","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dorset and Somerset","SEO","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dorset and Somerset","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Anglia","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Anglia","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Anglia","EO","Female","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Anglia","EO","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Anglia","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Anglia","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Anglia","HEO","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Anglia","HEO","Male","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Anglia","SEO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Anglia","SEO","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Wales","AO","Female","35","35","21050","21050"
"In post","2021","Animal and Plant Health Agency","East Wales","AO","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Wales","EO","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Wales","EO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Wales","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Wales","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Wales","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Wales","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Wales","HEO","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Wales","HEO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Wales","SEO","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Wales","SEO","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","EO","Male","[c]","[c]","[c]","[c]"
