"Status","Year","Disability","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Male","Heterosexual / straight","5765","5560","33490","31650"
"In post","2021","Undeclared","Male","LGBO","500","490","34430","30760"
"In post","2021","Undeclared","Male","Undeclared","6510","6280","36170","32100"
"In post","2021","Undeclared","Male","Unknown","2865","2660","34350","31650"
"In post","2021","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Female","Heterosexual / straight","9600","8925","35060","31810"
"In post","2021","Unknown","Female","LGBO","550","535","33680","30560"
"In post","2021","Unknown","Female","Undeclared","2300","2070","31880","29350"
"In post","2021","Unknown","Female","Unknown","29290","27215","32430","27570"
"In post","2021","Unknown","Male","Heterosexual / straight","9385","9125","37310","33650"
"In post","2021","Unknown","Male","LGBO","610","600","36780","32910"
"In post","2021","Unknown","Male","Undeclared","1925","1855","36180","32960"
"In post","2021","Unknown","Male","Unknown","30985","30260","34150","29570"
"In post","2021","Unknown","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Unknown","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","20","20","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Heterosexual / straight","905","[c]","28490","26120"
"Leaver CS","2021","Declared disabled","Female","LGBO","95","[c]","28270","25940"
"Leaver CS","2021","Declared disabled","Female","Undeclared","160","[c]","29850","26500"
"Leaver CS","2021","Declared disabled","Female","Unknown","500","[c]","27990","26560"
"Leaver CS","2021","Declared disabled","Male","Heterosexual / straight","755","[c]","31310","27130"
"Leaver CS","2021","Declared disabled","Male","LGBO","90","[c]","32710","27570"
"Leaver CS","2021","Declared disabled","Male","Undeclared","125","[c]","30330","27570"
"Leaver CS","2021","Declared disabled","Male","Unknown","330","[c]","30200","27570"
"Leaver CS","2021","Declared disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Female","Heterosexual / straight","4810","[c]","31140","26500"
"Leaver CS","2021","Declared non-disabled","Female","LGBO","260","[c]","31720","25500"
"Leaver CS","2021","Declared non-disabled","Female","Undeclared","550","[c]","31160","26670"
"Leaver CS","2021","Declared non-disabled","Female","Unknown","2680","[c]","29160","26120"
"Leaver CS","2021","Declared non-disabled","Male","Heterosexual / straight","4635","[c]","35290","29200"
"Leaver CS","2021","Declared non-disabled","Male","LGBO","240","[c]","34990","27570"
"Leaver CS","2021","Declared non-disabled","Male","Undeclared","500","[c]","37840","31420"
"Leaver CS","2021","Declared non-disabled","Male","Unknown","1830","[c]","34870","27570"
"Leaver CS","2021","Declared non-disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","Heterosexual / straight","250","[c]","30800","26890"
"Leaver CS","2021","Undeclared","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","Undeclared","175","[c]","31740","27570"
"Leaver CS","2021","Undeclared","Female","Unknown","365","[c]","32940","31280"
"Leaver CS","2021","Undeclared","Male","Heterosexual / straight","285","[c]","32290","27570"
"Leaver CS","2021","Undeclared","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","Undeclared","255","[c]","35200","32450"
"Leaver CS","2021","Undeclared","Male","Unknown","375","[c]","37850","32030"
"Leaver CS","2021","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Heterosexual / straight","345","[c]","34050","29270"
"Leaver CS","2021","Unknown","Female","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Undeclared","95","[c]","31200","24620"
"Leaver CS","2021","Unknown","Female","Unknown","3390","[c]","30910","26470"
"Leaver CS","2021","Unknown","Male","Heterosexual / straight","370","[c]","36800","33190"
"Leaver CS","2021","Unknown","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Undeclared","115","[c]","32610","29940"
"Leaver CS","2021","Unknown","Male","Unknown","3170","[c]","33330","27570"
"Leaver CS","2021","Unknown","Unknown","Heterosexual / straight","45","[c]","38610","37010"
"Leaver CS","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","45","[c]","48760","40460"
"Leaver Dept.","2021","Declared disabled","Female","Heterosexual / straight","370","[c]","35230","32000"
"Leaver Dept.","2021","Declared disabled","Female","LGBO","55","[c]","34670","31420"
"Leaver Dept.","2021","Declared disabled","Female","Undeclared","45","[c]","38260","32760"
"Leaver Dept.","2021","Declared disabled","Female","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Male","Heterosexual / straight","280","[c]","36150","32360"
"Leaver Dept.","2021","Declared disabled","Male","LGBO","55","[c]","41340","33520"
"Leaver Dept.","2021","Declared disabled","Male","Undeclared","40","[c]","35170","32560"
"Leaver Dept.","2021","Declared disabled","Male","Unknown","65","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Female","Heterosexual / straight","2805","[c]","37130","32000"
"Leaver Dept.","2021","Declared non-disabled","Female","LGBO","180","[c]","36270","33510"
"Leaver Dept.","2021","Declared non-disabled","Female","Undeclared","210","[c]","40620","35180"
"Leaver Dept.","2021","Declared non-disabled","Female","Unknown","760","[c]","37770","31060"
"Leaver Dept.","2021","Declared non-disabled","Male","Heterosexual / straight","2020","[c]","38600","33300"
"Leaver Dept.","2021","Declared non-disabled","Male","LGBO","230","[c]","37170","32120"
"Leaver Dept.","2021","Declared non-disabled","Male","Undeclared","155","[c]","38700","33870"
"Leaver Dept.","2021","Declared non-disabled","Male","Unknown","585","[c]","37550","31990"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Heterosexual / straight","135","[c]","36360","32440"
"Leaver Dept.","2021","Undeclared","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Undeclared","90","[c]","40080","38260"
"Leaver Dept.","2021","Undeclared","Female","Unknown","75","[c]","39020","36970"
"Leaver Dept.","2021","Undeclared","Male","Heterosexual / straight","95","[c]","35410","32830"
"Leaver Dept.","2021","Undeclared","Male","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Undeclared","95","[c]","39550","36760"
"Leaver Dept.","2021","Undeclared","Male","Unknown","90","[c]","37270","34700"
"Leaver Dept.","2021","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Heterosexual / straight","150","[c]","40710","36740"
"Leaver Dept.","2021","Unknown","Female","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Undeclared","30","[c]","36620","33690"
"Leaver Dept.","2021","Unknown","Female","Unknown","1595","[c]","36790","32120"
"Leaver Dept.","2021","Unknown","Male","Heterosexual / straight","130","[c]","43060","37840"
"Leaver Dept.","2021","Unknown","Male","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Unknown","1450","[c]","37970","33120"
"Leaver Dept.","2021","Unknown","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Heterosexual / straight","1800","[c]","27850","27570"
"New entrant CS","2021","Declared disabled","Female","LGBO","390","[c]","27650","27570"
"New entrant CS","2021","Declared disabled","Female","Undeclared","155","[c]","27470","27570"
"New entrant CS","2021","Declared disabled","Female","Unknown","65","[c]","27870","26510"
"New entrant CS","2021","Declared disabled","Male","Heterosexual / straight","1145","[c]","28330","27570"
"New entrant CS","2021","Declared disabled","Male","LGBO","300","[c]","27460","27570"
"New entrant CS","2021","Declared disabled","Male","Undeclared","115","[c]","29880","27570"
"New entrant CS","2021","Declared disabled","Male","Unknown","40","[c]","29190","29290"
"New entrant CS","2021","Declared disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Female","Heterosexual / straight","14795","[c]","28460","27570"
"New entrant CS","2021","Declared non-disabled","Female","LGBO","1125","[c]","27650","27570"
"New entrant CS","2021","Declared non-disabled","Female","Undeclared","850","[c]","29510","27570"
"New entrant CS","2021","Declared non-disabled","Female","Unknown","315","[c]","30810","28120"
"New entrant CS","2021","Declared non-disabled","Male","Heterosexual / straight","11300","[c]","29820","27570"
"New entrant CS","2021","Declared non-disabled","Male","LGBO","1150","[c]","28970","27570"
"New entrant CS","2021","Declared non-disabled","Male","Undeclared","575","[c]","32150","27570"
"New entrant CS","2021","Declared non-disabled","Male","Unknown","305","[c]","31790","27540"
"New entrant CS","2021","Declared non-disabled","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Heterosexual / straight","615","[c]","29990","27570"
"New entrant CS","2021","Undeclared","Female","LGBO","90","[c]","27520","27570"
"New entrant CS","2021","Undeclared","Female","Undeclared","250","[c]","32690","29290"
"New entrant CS","2021","Undeclared","Female","Unknown","105","[c]","36380","31370"
"New entrant CS","2021","Undeclared","Male","Heterosexual / straight","410","[c]","29660","27570"
"New entrant CS","2021","Undeclared","Male","LGBO","70","[c]","27350","27570"
"New entrant CS","2021","Undeclared","Male","Undeclared","260","[c]","34310","28030"
"New entrant CS","2021","Undeclared","Male","Unknown","110","[c]","39200","34710"
"New entrant CS","2021","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Heterosexual / straight","2055","[c]","31880","28840"
"New entrant CS","2021","Unknown","Female","LGBO","180","[c]","29560","27680"
"New entrant CS","2021","Unknown","Female","Undeclared","200","[c]","30880","27200"
"New entrant CS","2021","Unknown","Female","Unknown","8685","[c]","28710","25560"
"New entrant CS","2021","Unknown","Male","Heterosexual / straight","1620","[c]","34630","32540"
"New entrant CS","2021","Unknown","Male","LGBO","160","[c]","32230","28840"
"New entrant CS","2021","Unknown","Male","Undeclared","150","[c]","33360","29040"
"New entrant CS","2021","Unknown","Male","Unknown","7745","[c]","30000","25560"
"New entrant CS","2021","Unknown","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","20","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
