"Status","Year","Age","Disability","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Declared disabled","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Policy","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Policy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Policy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Science and Engineering","South West (England)","5","5","[c]","[c]"
"In post","2021","16-19","Declared disabled","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Security","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Tax","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Tax","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Tax","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Tax","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Tax","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Tax","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Tax","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","London","5","5","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Economics","London","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Economics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Economics","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","South West (England)","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","London","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Operational Delivery","East Midlands (England)","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Operational Delivery","East of England","20","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Operational Delivery","London","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Operational Delivery","North West (England)","25","25","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Operational Delivery","Scotland","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Operational Delivery","South East (England)","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Operational Delivery","South West (England)","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Operational Delivery","Wales","30","30","20460","20600"
"In post","2021","16-19","Declared non-disabled","Operational Delivery","West Midlands (England)","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Operational Delivery","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Operational Research","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other","South West (England)","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Policy","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Policy","London","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Policy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Policy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","South East (England)","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Science and Engineering","South West (England)","45","45","18180","17780"
"In post","2021","16-19","Declared non-disabled","Science and Engineering","Wales","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Security","South East (England)","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Tax","North East (England)","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Tax","North West (England)","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Tax","Scotland","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Tax","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Tax","Wales","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Tax","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Tax","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","East of England","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","London","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","North East (England)","35","35","21360","21010"
"In post","2021","16-19","Declared non-disabled","Unknown","North West (England)","30","30","21010","21010"
"In post","2021","16-19","Declared non-disabled","Unknown","Scotland","60","55","21120","21150"
"In post","2021","16-19","Declared non-disabled","Unknown","South East (England)","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","South West (England)","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Wales","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2021","16-19","Undeclared","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Other","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Digital, Data and Technology","South West (England)","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Economics","London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Economics","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Finance","Scotland","10","5","[c]","[c]"
"In post","2021","16-19","Unknown","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Delivery","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Delivery","East of England","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Delivery","London","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Delivery","North West (England)","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Delivery","Scotland","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Delivery","South East (England)","45","40","22050","21430"
"In post","2021","16-19","Unknown","Operational Delivery","South West (England)","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Delivery","Wales","40","35","19700","19850"
"In post","2021","16-19","Unknown","Operational Delivery","West Midlands (England)","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Delivery","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Research","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Other","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Other","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Other","South West (England)","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Other","Unknown","35","35","18640","15940"
"In post","2021","16-19","Unknown","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Science and Engineering","Scotland","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Science and Engineering","South West (England)","35","35","16950","16780"
"In post","2021","16-19","Unknown","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Security","North West (England)","[c]","[c]","[c]","[c]"
