"Status","Year","Age","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","SCS level","Male","LGBO","60","55","81880","75180"
"In post","2021","30-39","SCS level","Male","Undeclared","35","35","78020","74660"
"In post","2021","30-39","SCS level","Male","Unknown","145","145","76750","72600"
"In post","2021","30-39","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SEO/HEO","Female","Heterosexual / straight","11365","10750","36160","35510"
"In post","2021","30-39","SEO/HEO","Female","LGBO","735","715","36100","35570"
"In post","2021","30-39","SEO/HEO","Female","Undeclared","1010","960","36150","35280"
"In post","2021","30-39","SEO/HEO","Female","Unknown","2835","2690","35910","35330"
"In post","2021","30-39","SEO/HEO","Male","Heterosexual / straight","9420","9370","36400","35980"
"In post","2021","30-39","SEO/HEO","Male","LGBO","795","790","36190","35590"
"In post","2021","30-39","SEO/HEO","Male","Undeclared","1130","1125","37110","36500"
"In post","2021","30-39","SEO/HEO","Male","Unknown","3035","3015","35990","35470"
"In post","2021","30-39","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SEO/HEO","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Female","Heterosexual / straight","2050","1855","30120","30210"
"In post","2021","30-39","Unknown","Female","LGBO","135","135","27870","26810"
"In post","2021","30-39","Unknown","Female","Undeclared","145","135","30470","30210"
"In post","2021","30-39","Unknown","Female","Unknown","235","210","29770","28200"
"In post","2021","30-39","Unknown","Male","Heterosexual / straight","730","720","33640","32100"
"In post","2021","30-39","Unknown","Male","LGBO","55","55","31110","30210"
"In post","2021","30-39","Unknown","Male","Undeclared","85","85","34100","32710"
"In post","2021","30-39","Unknown","Male","Unknown","445","440","36050","32700"
"In post","2021","30-39","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","AA/AO","Female","Heterosexual / straight","9790","8250","21690","21010"
"In post","2021","40-49","AA/AO","Female","LGBO","380","350","23100","21300"
"In post","2021","40-49","AA/AO","Female","Undeclared","1525","1265","21780","21130"
"In post","2021","40-49","AA/AO","Female","Unknown","4170","3385","21730","21010"
"In post","2021","40-49","AA/AO","Male","Heterosexual / straight","6950","6790","23880","21430"
"In post","2021","40-49","AA/AO","Male","LGBO","395","380","22610","21010"
"In post","2021","40-49","AA/AO","Male","Undeclared","1115","1090","23900","21430"
"In post","2021","40-49","AA/AO","Male","Unknown","2905","2810","23520","21050"
"In post","2021","40-49","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","EO","Female","Heterosexual / straight","11370","10155","27500","27570"
"In post","2021","40-49","EO","Female","LGBO","430","405","27760","27570"
"In post","2021","40-49","EO","Female","Undeclared","1450","1300","27680","27570"
"In post","2021","40-49","EO","Female","Unknown","3405","2935","27780","27570"
"In post","2021","40-49","EO","Male","Heterosexual / straight","7630","7545","28050","27570"
"In post","2021","40-49","EO","Male","LGBO","565","555","27760","27570"
"In post","2021","40-49","EO","Male","Undeclared","1190","1175","28000","27570"
"In post","2021","40-49","EO","Male","Unknown","2350","2320","28260","27570"
"In post","2021","40-49","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","G6/G7","Female","Heterosexual / straight","6885","6420","58870","57460"
"In post","2021","40-49","G6/G7","Female","LGBO","255","250","59520","57790"
"In post","2021","40-49","G6/G7","Female","Undeclared","740","695","59040","57460"
"In post","2021","40-49","G6/G7","Female","Unknown","1880","1730","58780","56860"
"In post","2021","40-49","G6/G7","Male","Heterosexual / straight","6210","6165","59130","57620"
"In post","2021","40-49","G6/G7","Male","LGBO","505","500","60310","59160"
"In post","2021","40-49","G6/G7","Male","Undeclared","810","800","59760","57740"
"In post","2021","40-49","G6/G7","Male","Unknown","1855","1835","59240","57430"
"In post","2021","40-49","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","SCS level","Female","Heterosexual / straight","1030","970","86130","79740"
"In post","2021","40-49","SCS level","Female","LGBO","55","55","86340","78000"
"In post","2021","40-49","SCS level","Female","Undeclared","75","70","83000","79590"
"In post","2021","40-49","SCS level","Female","Unknown","290","275","88130","79230"
"In post","2021","40-49","SCS level","Male","Heterosexual / straight","950","945","89340","82120"
"In post","2021","40-49","SCS level","Male","LGBO","100","100","88100","81780"
"In post","2021","40-49","SCS level","Male","Undeclared","80","80","86850","81080"
"In post","2021","40-49","SCS level","Male","Unknown","310","305","93420","84340"
"In post","2021","40-49","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","SEO/HEO","Female","Heterosexual / straight","11775","11000","37100","36540"
"In post","2021","40-49","SEO/HEO","Female","LGBO","490","480","37470","36460"
"In post","2021","40-49","SEO/HEO","Female","Undeclared","1445","1355","37130","36520"
"In post","2021","40-49","SEO/HEO","Female","Unknown","2670","2465","36920","36300"
"In post","2021","40-49","SEO/HEO","Male","Heterosexual / straight","9625","9560","37800","37300"
"In post","2021","40-49","SEO/HEO","Male","LGBO","515","510","36870","36540"
"In post","2021","40-49","SEO/HEO","Male","Undeclared","1515","1500","37840","37410"
"In post","2021","40-49","SEO/HEO","Male","Unknown","2615","2585","37500","37260"
"In post","2021","40-49","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Female","Heterosexual / straight","2065","1870","32910","32690"
"In post","2021","40-49","Unknown","Female","LGBO","90","85","32020","32690"
"In post","2021","40-49","Unknown","Female","Undeclared","215","195","34030","37170"
"In post","2021","40-49","Unknown","Female","Unknown","215","190","32290","32690"
"In post","2021","40-49","Unknown","Male","Heterosexual / straight","775","765","36800","37170"
"In post","2021","40-49","Unknown","Male","LGBO","55","55","32280","30210"
"In post","2021","40-49","Unknown","Male","Undeclared","130","125","39220","37170"
"In post","2021","40-49","Unknown","Male","Unknown","440","435","39530","35380"
"In post","2021","40-49","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","AA/AO","Female","Heterosexual / straight","14930","12955","21540","21010"
"In post","2021","50-59","AA/AO","Female","LGBO","395","365","22660","21130"
"In post","2021","50-59","AA/AO","Female","Undeclared","2800","2395","21640","21110"
"In post","2021","50-59","AA/AO","Female","Unknown","5830","4825","21700","21010"
"In post","2021","50-59","AA/AO","Male","Heterosexual / straight","10000","9620","23710","21430"
"In post","2021","50-59","AA/AO","Male","LGBO","465","445","23020","21130"
"In post","2021","50-59","AA/AO","Male","Undeclared","1815","1730","23860","21430"
"In post","2021","50-59","AA/AO","Male","Unknown","4255","4020","24230","21440"
"In post","2021","50-59","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","EO","Female","Heterosexual / straight","15445","14000","27670","27570"
"In post","2021","50-59","EO","Female","LGBO","360","340","28240","27570"
"In post","2021","50-59","EO","Female","Undeclared","2535","2270","27790","27570"
"In post","2021","50-59","EO","Female","Unknown","4590","4055","28020","27570"
"In post","2021","50-59","EO","Male","Heterosexual / straight","10350","9975","28680","27570"
"In post","2021","50-59","EO","Male","LGBO","540","515","28220","27570"
"In post","2021","50-59","EO","Male","Undeclared","2065","1990","28720","27570"
"In post","2021","50-59","EO","Male","Unknown","3300","3190","29330","27570"
"In post","2021","50-59","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","G6/G7","Female","Heterosexual / straight","5860","5635","59520","57680"
"In post","2021","50-59","G6/G7","Female","LGBO","195","190","60930","59620"
"In post","2021","50-59","G6/G7","Female","Undeclared","725","700","60410","59160"
"In post","2021","50-59","G6/G7","Female","Unknown","1520","1435","59650","58810"
"In post","2021","50-59","G6/G7","Male","Heterosexual / straight","6715","6645","60990","59540"
"In post","2021","50-59","G6/G7","Male","LGBO","335","330","61450","59420"
"In post","2021","50-59","G6/G7","Male","Undeclared","1105","1095","61330","59470"
"In post","2021","50-59","G6/G7","Male","Unknown","1970","1940","60540","58940"
"In post","2021","50-59","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SCS level","Female","Heterosexual / straight","800","780","91980","84340"
"In post","2021","50-59","SCS level","Female","LGBO","25","25","[c]","[c]"
"In post","2021","50-59","SCS level","Female","Undeclared","85","80","92600","87140"
"In post","2021","50-59","SCS level","Female","Unknown","235","225","100770","91120"
"In post","2021","50-59","SCS level","Male","Heterosexual / straight","1025","1010","96910","90690"
"In post","2021","50-59","SCS level","Male","LGBO","60","60","96560","83530"
"In post","2021","50-59","SCS level","Male","Undeclared","115","115","92870","84710"
"In post","2021","50-59","SCS level","Male","Unknown","285","285","100660","91000"
"In post","2021","50-59","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SEO/HEO","Female","Heterosexual / straight","12845","12205","36870","35900"
"In post","2021","50-59","SEO/HEO","Female","LGBO","325","315","37530","36670"
"In post","2021","50-59","SEO/HEO","Female","Undeclared","2050","1940","37610","36740"
"In post","2021","50-59","SEO/HEO","Female","Unknown","2720","2565","36930","36160"
"In post","2021","50-59","SEO/HEO","Male","Heterosexual / straight","12355","12165","38930","38160"
"In post","2021","50-59","SEO/HEO","Male","LGBO","530","520","37770","36730"
"In post","2021","50-59","SEO/HEO","Male","Undeclared","2345","2305","38740","37910"
"In post","2021","50-59","SEO/HEO","Male","Unknown","3115","3055","38630","38160"
"In post","2021","50-59","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Female","Heterosexual / straight","1825","1700","31800","28200"
"In post","2021","50-59","Unknown","Female","LGBO","70","65","33910","37170"
"In post","2021","50-59","Unknown","Female","Undeclared","195","185","34440","36420"
"In post","2021","50-59","Unknown","Female","Unknown","135","115","31420","31420"
"In post","2021","50-59","Unknown","Male","Heterosexual / straight","1005","985","38660","37170"
"In post","2021","50-59","Unknown","Male","LGBO","40","40","35690","37170"
"In post","2021","50-59","Unknown","Male","Undeclared","165","160","41330","37920"
"In post","2021","50-59","Unknown","Male","Unknown","580","575","41910","37170"
"In post","2021","50-59","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Female","Heterosexual / straight","5405","4275","21330","21010"
"In post","2021","60-64","AA/AO","Female","LGBO","95","75","21840","21050"
"In post","2021","60-64","AA/AO","Female","Undeclared","1115","840","21260","21010"
"In post","2021","60-64","AA/AO","Female","Unknown","2085","1550","21470","21010"
"In post","2021","60-64","AA/AO","Male","Heterosexual / straight","3675","3230","22410","21010"
"In post","2021","60-64","AA/AO","Male","LGBO","130","115","21810","21010"
"In post","2021","60-64","AA/AO","Male","Undeclared","630","545","22660","21080"
"In post","2021","60-64","AA/AO","Male","Unknown","1395","1160","23540","21440"
"In post","2021","60-64","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","EO","Female","Heterosexual / straight","3910","3045","27780","27570"
"In post","2021","60-64","EO","Female","LGBO","80","60","28120","27570"
"In post","2021","60-64","EO","Female","Undeclared","770","590","27840","27570"
"In post","2021","60-64","EO","Female","Unknown","1235","925","28110","27570"
"In post","2021","60-64","EO","Male","Heterosexual / straight","2945","2475","28480","27570"
"In post","2021","60-64","EO","Male","LGBO","125","105","28290","27570"
"In post","2021","60-64","EO","Male","Undeclared","660","540","28310","27570"
"In post","2021","60-64","EO","Male","Unknown","920","725","28980","27740"
"In post","2021","60-64","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","G6/G7","Female","Heterosexual / straight","770","665","60810","59160"
"In post","2021","60-64","G6/G7","Female","LGBO","15","15","[c]","[c]"
"In post","2021","60-64","G6/G7","Female","Undeclared","100","85","63290","61160"
"In post","2021","60-64","G6/G7","Female","Unknown","220","190","59980","58240"
"In post","2021","60-64","G6/G7","Male","Heterosexual / straight","1335","1185","62180","60670"
"In post","2021","60-64","G6/G7","Male","LGBO","55","45","62950","61010"
"In post","2021","60-64","G6/G7","Male","Undeclared","235","205","62550","60220"
"In post","2021","60-64","G6/G7","Male","Unknown","380","335","61530","59630"
"In post","2021","60-64","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS level","Female","Heterosexual / straight","115","100","98340","93000"
"In post","2021","60-64","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS level","Female","Undeclared","15","10","[c]","[c]"
"In post","2021","60-64","SCS level","Female","Unknown","30","25","[c]","[c]"
"In post","2021","60-64","SCS level","Male","Heterosexual / straight","195","185","105460","96630"
"In post","2021","60-64","SCS level","Male","LGBO","5","5","[c]","[c]"
"In post","2021","60-64","SCS level","Male","Undeclared","30","25","104470","95940"
"In post","2021","60-64","SCS level","Male","Unknown","50","50","105270","103550"
"In post","2021","60-64","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SEO/HEO","Female","Heterosexual / straight","2270","1865","36910","35350"
"In post","2021","60-64","SEO/HEO","Female","LGBO","40","35","37540","36560"
"In post","2021","60-64","SEO/HEO","Female","Undeclared","425","350","37020","35230"
"In post","2021","60-64","SEO/HEO","Female","Unknown","475","390","37040","35420"
"In post","2021","60-64","SEO/HEO","Male","Heterosexual / straight","3090","2680","39150","38020"
"In post","2021","60-64","SEO/HEO","Male","LGBO","80","65","38240","37570"
"In post","2021","60-64","SEO/HEO","Male","Undeclared","615","530","39610","38630"
"In post","2021","60-64","SEO/HEO","Male","Unknown","735","615","39400","38520"
"In post","2021","60-64","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Female","Heterosexual / straight","560","470","29790","28200"
"In post","2021","60-64","Unknown","Female","LGBO","10","10","[c]","[c]"
"In post","2021","60-64","Unknown","Female","Undeclared","70","60","32990","32190"
"In post","2021","60-64","Unknown","Female","Unknown","45","40","30050","28200"
"In post","2021","60-64","Unknown","Male","Heterosexual / straight","330","305","36570","37170"
"In post","2021","60-64","Unknown","Male","LGBO","20","15","[c]","[c]"
"In post","2021","60-64","Unknown","Male","Undeclared","70","60","38240","37170"
"In post","2021","60-64","Unknown","Male","Unknown","145","140","39050","37170"
"In post","2021","60-64","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","AA/AO","Female","Heterosexual / straight","1700","1265","21340","21010"
"In post","2021","65+","AA/AO","Female","LGBO","35","30","22020","21100"
