"Status","Year","Parent_department","Profession_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Human Resources","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","London","Female","80","75","42710","38010"
"In post","2021","Attorney General's Departments","Human Resources","London","Male","35","35","40320","34160"
"In post","2021","Attorney General's Departments","Human Resources","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","North West (England)","Female","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","North West (England)","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","South East (England)","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","West Midlands (England)","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Yorkshire and The Humber","Female","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Yorkshire and The Humber","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","London","Female","10","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","London","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","East Midlands (England)","Female","130","115","50990","51470"
"In post","2021","Attorney General's Departments","Legal","East Midlands (England)","Male","80","80","51260","49930"
"In post","2021","Attorney General's Departments","Legal","East of England","Female","150","130","51240","51470"
"In post","2021","Attorney General's Departments","Legal","East of England","Male","90","85","57290","59930"
"In post","2021","Attorney General's Departments","Legal","London","Female","1760","1600","59360","59160"
"In post","2021","Attorney General's Departments","Legal","London","Male","965","945","61520","62590"
"In post","2021","Attorney General's Departments","Legal","North East (England)","Female","95","85","51640","54200"
"In post","2021","Attorney General's Departments","Legal","North East (England)","Male","60","60","52380","54200"
"In post","2021","Attorney General's Departments","Legal","North West (England)","Female","265","240","52410","54200"
"In post","2021","Attorney General's Departments","Legal","North West (England)","Male","185","180","53950","55610"
"In post","2021","Attorney General's Departments","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","South East (England)","Female","215","195","55710","56460"
"In post","2021","Attorney General's Departments","Legal","South East (England)","Male","130","125","57000","56560"
"In post","2021","Attorney General's Departments","Legal","South West (England)","Female","105","95","51920","51470"
"In post","2021","Attorney General's Departments","Legal","South West (England)","Male","80","80","54040","55610"
"In post","2021","Attorney General's Departments","Legal","Wales","Female","115","105","51140","52060"
"In post","2021","Attorney General's Departments","Legal","Wales","Male","75","70","54580","55610"
"In post","2021","Attorney General's Departments","Legal","West Midlands (England)","Female","175","160","52010","51470"
"In post","2021","Attorney General's Departments","Legal","West Midlands (England)","Male","105","100","55440","55610"
"In post","2021","Attorney General's Departments","Legal","Yorkshire and The Humber","Female","280","245","53780","55610"
"In post","2021","Attorney General's Departments","Legal","Yorkshire and The Humber","Male","195","185","56880","55610"
"In post","2021","Attorney General's Departments","Operational Delivery","East Midlands (England)","Female","140","130","25730","23470"
"In post","2021","Attorney General's Departments","Operational Delivery","East Midlands (England)","Male","50","50","26120","25480"
"In post","2021","Attorney General's Departments","Operational Delivery","East of England","Female","175","150","26910","25480"
"In post","2021","Attorney General's Departments","Operational Delivery","East of England","Male","55","55","28130","27050"
"In post","2021","Attorney General's Departments","Operational Delivery","London","Female","530","485","29240","27050"
"In post","2021","Attorney General's Departments","Operational Delivery","London","Male","265","260","30100","27440"
"In post","2021","Attorney General's Departments","Operational Delivery","North East (England)","Female","130","110","25510","23470"
"In post","2021","Attorney General's Departments","Operational Delivery","North East (England)","Male","40","40","25790","21950"
"In post","2021","Attorney General's Departments","Operational Delivery","North West (England)","Female","345","310","26650","25820"
"In post","2021","Attorney General's Departments","Operational Delivery","North West (England)","Male","120","120","27050","25920"
"In post","2021","Attorney General's Departments","Operational Delivery","South East (England)","Female","245","225","27580","26970"
"In post","2021","Attorney General's Departments","Operational Delivery","South East (England)","Male","85","85","27600","24590"
"In post","2021","Attorney General's Departments","Operational Delivery","South West (England)","Female","90","85","26050","24480"
"In post","2021","Attorney General's Departments","Operational Delivery","South West (England)","Male","35","35","26760","26220"
"In post","2021","Attorney General's Departments","Operational Delivery","Wales","Female","115","110","26490","25480"
"In post","2021","Attorney General's Departments","Operational Delivery","Wales","Male","35","35","31460","23470"
"In post","2021","Attorney General's Departments","Operational Delivery","West Midlands (England)","Female","190","170","25250","23470"
"In post","2021","Attorney General's Departments","Operational Delivery","West Midlands (England)","Male","70","65","26540","25480"
"In post","2021","Attorney General's Departments","Operational Delivery","Yorkshire and The Humber","Female","265","230","26190","23470"
"In post","2021","Attorney General's Departments","Operational Delivery","Yorkshire and The Humber","Male","85","80","26070","21950"
"In post","2021","Attorney General's Departments","Other","London","Female","260","250","32050","27580"
"In post","2021","Attorney General's Departments","Other","London","Male","160","155","33340","27580"
"In post","2021","Attorney General's Departments","Other","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Other","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Other","South West (England)","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Other","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Other","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Other","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","London","Female","50","45","50570","54760"
"In post","2021","Attorney General's Departments","Policy","London","Male","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Property","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","London","Female","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","London","Male","10","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Communications","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Communications","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","London","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","North West (England)","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Other","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Other","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Other","London","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office","Other","London","Male","20","20","[c]","[c]"
"In post","2021","Cabinet Office","Other","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Other","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Other","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Other","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Other","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Other","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Policy","London","Female","20","20","[c]","[c]"
"In post","2021","Cabinet Office","Policy","London","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","East Midlands (England)","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","East of England","Female","60","55","47400","38500"
"In post","2021","Cabinet Office","Unknown","East of England","Male","55","55","46550","44060"
"In post","2021","Cabinet Office","Unknown","London","Female","3395","3325","47110","40600"
"In post","2021","Cabinet Office","Unknown","London","Male","3015","3000","52870","54700"
"In post","2021","Cabinet Office","Unknown","North East (England)","Female","250","230","28300","24210"
"In post","2021","Cabinet Office","Unknown","North East (England)","Male","160","160","31150","25170"
"In post","2021","Cabinet Office","Unknown","North West (England)","Female","240","235","45280","38990"
"In post","2021","Cabinet Office","Unknown","North West (England)","Male","200","200","48930","49700"
"In post","2021","Cabinet Office","Unknown","Northern Ireland","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Scotland","Female","45","45","48150","36460"
"In post","2021","Cabinet Office","Unknown","Scotland","Male","35","35","48250","50010"
"In post","2021","Cabinet Office","Unknown","South East (England)","Female","105","100","39030","33300"
"In post","2021","Cabinet Office","Unknown","South East (England)","Male","110","110","46100","34640"
"In post","2021","Cabinet Office","Unknown","South West (England)","Female","75","75","54100","49620"
"In post","2021","Cabinet Office","Unknown","South West (England)","Male","110","110","53480","51450"
"In post","2021","Cabinet Office","Unknown","Unknown","Female","325","320","36060","32000"
"In post","2021","Cabinet Office","Unknown","Unknown","Male","270","270","36360","32000"
"In post","2021","Cabinet Office","Unknown","Wales","Female","35","35","35320","29250"
"In post","2021","Cabinet Office","Unknown","Wales","Male","30","30","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","West Midlands (England)","Female","30","30","55500","51650"
"In post","2021","Cabinet Office","Unknown","West Midlands (England)","Male","20","20","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Yorkshire and The Humber","Female","395","370","36140","32960"
"In post","2021","Cabinet Office","Unknown","Yorkshire and The Humber","Male","340","330","36570","33300"
"In post","2021","Chancellor's other departments","Commercial","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Commercial","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Commercial","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Commercial","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","London","Female","15","15","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","London","Male","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Counter Fraud","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Counter Fraud","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","London","Male","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","London","Female","20","15","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","London","Male","20","20","[c]","[c]"
"In post","2021","Chancellor's other departments","Human Resources","London","Female","15","15","[c]","[c]"
"In post","2021","Chancellor's other departments","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Knowledge and Information Management","London","Male","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","London","Female","100","90","58170","51450"
"In post","2021","Chancellor's other departments","Other","London","Male","150","145","68790","57250"
"In post","2021","Chancellor's other departments","Other","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","North West (England)","Female","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","Scotland","Female","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","London","Male","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Property","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Social Research","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Social Research","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","London","Female","5","5","[c]","[c]"
"In post","2021","Charity Commission","Communications","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Corporate Finance","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Corporate Finance","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","North West (England)","Female","[c]","[c]","[c]","[c]"
