"Status","Year","Disability","Parent_department","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Chancellor's other departments","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","AA","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","AO","Heterosexual / straight","65","60","21900","21140"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","AO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","AO","Unknown","30","25","21850","20880"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","100","95","26870","26380"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","Unknown","30","30","26900","26410"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","G6","Heterosexual / straight","50","50","68290","67700"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","G6","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","G6","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","G6","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","G7","Heterosexual / straight","130","125","55060","53600"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","G7","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","G7","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","HEO","Heterosexual / straight","170","165","33900","33570"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","HEO","LGBO","35","35","33160","33570"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","HEO","Unknown","65","60","34300","33130"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO","Heterosexual / straight","115","115","42490","40720"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO","Unknown","30","30","41530","40850"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","G7","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","HEO","Heterosexual / straight","35","35","36290","34280"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","EO","Heterosexual / straight","85","80","26530","26000"
"In post","2021","Declared disabled","Department for Education","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","G6","Heterosexual / straight","40","40","64250","64180"
"In post","2021","Declared disabled","Department for Education","G6","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","G6","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","G6","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","G7","Heterosexual / straight","110","105","53140","52290"
"In post","2021","Declared disabled","Department for Education","G7","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","G7","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","HEO","Heterosexual / straight","130","120","31430","30230"
"In post","2021","Declared disabled","Department for Education","HEO","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","SEO","Heterosexual / straight","140","135","39100","37100"
"In post","2021","Declared disabled","Department for Education","SEO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","SEO","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","SEO","Unknown","20","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","AO","Heterosexual / straight","165","155","21870","21050"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","AO","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","AO","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","AO","Unknown","40","35","21300","21050"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","EO","Heterosexual / straight","160","150","26530","25890"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","EO","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","EO","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","EO","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","G6","Heterosexual / straight","40","35","61850","61400"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","G6","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","G7","Heterosexual / straight","120","120","51170","50590"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","G7","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","G7","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","HEO","Heterosexual / straight","180","170","31160","30640"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","HEO","LGBO","30","25","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","HEO","Undeclared","20","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","HEO","Unknown","20","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","SEO","Heterosexual / straight","155","150","38230","37480"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","SEO","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","SEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","SEO","Unknown","5","5","[c]","[c]"
