"Status","Year","Disability","Ethnicity","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Asian","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Statistics","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Tax","London","45","40","37350","36200"
"In post","2021","Declared disabled","Asian","Tax","Outside London","55","55","32310","31810"
"In post","2021","Declared disabled","Asian","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Unknown","London","395","360","33030","31060"
"In post","2021","Declared disabled","Asian","Unknown","Outside London","665","595","26050","27570"
"In post","2021","Declared disabled","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Unknown","Unknown","25","25","[c]","[c]"
"In post","2021","Declared disabled","Asian","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Commercial","London","10","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Commercial","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Communications","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Counter Fraud","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Digital, Data and Technology","London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Black","Digital, Data and Technology","Outside London","10","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","London","20","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","London","35","30","40390","34710"
"In post","2021","Declared disabled","Black","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Intelligence Analysis","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Operational Delivery","London","415","395","30650","28670"
"In post","2021","Declared disabled","Black","Operational Delivery","Outside London","230","215","27410","25310"
"In post","2021","Declared disabled","Black","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Other","London","40","40","31530","29080"
"In post","2021","Declared disabled","Black","Other","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Planning","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Policy","London","120","120","37840","34770"
"In post","2021","Declared disabled","Black","Policy","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","London","30","30","41620","36390"
"In post","2021","Declared disabled","Black","Project Delivery","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Science and Engineering","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Security","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Statistics","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Tax","London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Black","Tax","Outside London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Black","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","London","400","375","31710","31060"
"In post","2021","Declared disabled","Black","Unknown","Outside London","230","205","27220","27570"
"In post","2021","Declared disabled","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Operational Delivery","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Operational Delivery","Outside London","20","15","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Planning","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Tax","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Tax","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Commercial","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Commercial","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Commercial","Overseas","[c]","[c]","[c]","[c]"
