"Status","Year","Disability","Function_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","SEO","Female","95","95","42110","41390"
"In post","2021","Declared disabled","Commercial","SEO","Male","70","70","43430","42080"
"In post","2021","Declared disabled","Commercial","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Unknown","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","AA","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","AO","Female","35","30","21310","21440"
"In post","2021","Declared disabled","Communications","AO","Male","30","30","21430","20920"
"In post","2021","Declared disabled","Communications","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","EO","Female","100","90","26550","25560"
"In post","2021","Declared disabled","Communications","EO","Male","100","100","25280","25560"
"In post","2021","Declared disabled","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","G6","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","G7","Female","25","20","[c]","[c]"
"In post","2021","Declared disabled","Communications","G7","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Communications","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","HEO","Female","80","75","32590","31810"
"In post","2021","Declared disabled","Communications","HEO","Male","70","70","32730","31810"
"In post","2021","Declared disabled","Communications","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","SEO","Female","40","40","41810","41020"
"In post","2021","Declared disabled","Communications","SEO","Male","35","30","41230","40000"
"In post","2021","Declared disabled","Communications","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","AO","Female","65","55","21900","21440"
"In post","2021","Declared disabled","Counter Fraud","AO","Male","45","40","21450","21440"
"In post","2021","Declared disabled","Counter Fraud","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","EO","Female","165","145","27070","25560"
"In post","2021","Declared disabled","Counter Fraud","EO","Male","110","105","27220","26910"
"In post","2021","Declared disabled","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","G6","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","G6","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","G7","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","G7","Male","35","30","54610","52770"
"In post","2021","Declared disabled","Counter Fraud","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","HEO","Female","125","115","33480","31810"
"In post","2021","Declared disabled","Counter Fraud","HEO","Male","130","120","33420","31870"
"In post","2021","Declared disabled","Counter Fraud","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SEO","Female","50","50","39720","38630"
"In post","2021","Declared disabled","Counter Fraud","SEO","Male","45","45","40480","38700"
"In post","2021","Declared disabled","Counter Fraud","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","AO","Female","175","140","21430","21440"
"In post","2021","Declared disabled","Debt","AO","Male","105","100","20990","20140"
"In post","2021","Declared disabled","Debt","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","EO","Female","55","45","26890","25560"
"In post","2021","Declared disabled","Debt","EO","Male","25","20","[c]","[c]"
"In post","2021","Declared disabled","Debt","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","HEO","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Debt","HEO","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Debt","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","AO","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","AO","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","EO","Female","110","100","27590","26670"
"In post","2021","Declared disabled","Digital, Data & Technology","EO","Male","145","140","27370","26740"
"In post","2021","Declared disabled","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","G6","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","G6","Male","25","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","G7","Female","70","70","55320","54700"
"In post","2021","Declared disabled","Digital, Data & Technology","G7","Male","125","120","55940","54700"
"In post","2021","Declared disabled","Digital, Data & Technology","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","HEO","Female","135","125","33190","33090"
"In post","2021","Declared disabled","Digital, Data & Technology","HEO","Male","145","140","33380","33050"
"In post","2021","Declared disabled","Digital, Data & Technology","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","SEO","Female","95","90","40120","39540"
"In post","2021","Declared disabled","Digital, Data & Technology","SEO","Male","135","135","41730","40580"
"In post","2021","Declared disabled","Digital, Data & Technology","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","AA","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","AO","Female","95","75","21260","21440"
"In post","2021","Declared disabled","Finance","AO","Male","40","35","21210","21130"
"In post","2021","Declared disabled","Finance","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","EO","Female","105","95","26110","26580"
"In post","2021","Declared disabled","Finance","EO","Male","50","50","26060","26540"
"In post","2021","Declared disabled","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","G6","Female","20","15","[c]","[c]"
"In post","2021","Declared disabled","Finance","G6","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","G7","Female","60","60","55620","54390"
"In post","2021","Declared disabled","Finance","G7","Male","50","50","55080","54230"
"In post","2021","Declared disabled","Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","HEO","Female","105","95","32940","33010"
"In post","2021","Declared disabled","Finance","HEO","Male","80","75","33460","32370"
"In post","2021","Declared disabled","Finance","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","SEO","Female","90","85","40560","40260"
"In post","2021","Declared disabled","Finance","SEO","Male","70","65","42290","41930"
"In post","2021","Declared disabled","Finance","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","AO","Female","50","40","21050","21050"
"In post","2021","Declared disabled","Grants Management","AO","Male","35","30","21050","21050"
"In post","2021","Declared disabled","Grants Management","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","EO","Female","25","20","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","EO","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","HEO","Female","15","10","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","HEO","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","SEO","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","AA","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","AO","Female","130","115","21610","21130"
"In post","2021","Declared disabled","Human Resources","AO","Male","55","55","21320","20920"
"In post","2021","Declared disabled","Human Resources","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","EO","Female","155","140","26790","26670"
"In post","2021","Declared disabled","Human Resources","EO","Male","60","60","27290","27380"
"In post","2021","Declared disabled","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","G6","Female","45","40","65990","65320"
"In post","2021","Declared disabled","Human Resources","G6","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","G7","Female","125","120","54060","53480"
"In post","2021","Declared disabled","Human Resources","G7","Male","55","55","55040","54410"
"In post","2021","Declared disabled","Human Resources","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","HEO","Female","195","185","32850","32180"
"In post","2021","Declared disabled","Human Resources","HEO","Male","85","85","33880","33300"
"In post","2021","Declared disabled","Human Resources","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","SCS level","Female","30","30","88930","80000"
"In post","2021","Declared disabled","Human Resources","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","SEO","Female","160","150","41320","40460"
"In post","2021","Declared disabled","Human Resources","SEO","Male","55","50","42830","42200"
"In post","2021","Declared disabled","Human Resources","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","G7","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","HEO","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","HEO","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","SEO","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","SEO","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","AA","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Legal","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","AO","Female","125","110","22540","21950"
"In post","2021","Declared disabled","Legal","AO","Male","65","60","22660","21950"
"In post","2021","Declared disabled","Legal","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","EO","Female","150","135","27970","28430"
"In post","2021","Declared disabled","Legal","EO","Male","70","65","28230","28430"
"In post","2021","Declared disabled","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","G6","Female","60","50","69700","69130"
"In post","2021","Declared disabled","Legal","G6","Male","30","30","73320","70560"
"In post","2021","Declared disabled","Legal","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","G7","Female","250","225","57200","55610"
"In post","2021","Declared disabled","Legal","G7","Male","155","150","57290","55610"
"In post","2021","Declared disabled","Legal","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","HEO","Female","95","90","34340","33840"
"In post","2021","Declared disabled","Legal","HEO","Male","45","40","35180","34480"
"In post","2021","Declared disabled","Legal","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","SCS level","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Legal","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","SEO","Female","110","100","41450","40590"
"In post","2021","Declared disabled","Legal","SEO","Male","50","45","44990","43460"
"In post","2021","Declared disabled","Legal","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","AA","Female","690","580","19490","19060"
"In post","2021","Declared disabled","No function","AA","Male","540","495","20140","20600"
"In post","2021","Declared disabled","No function","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","AO","Female","3160","2695","22180","21440"
"In post","2021","Declared disabled","No function","AO","Male","2305","2165","24500","22350"
"In post","2021","Declared disabled","No function","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","EO","Female","1680","1535","27050","26780"
"In post","2021","Declared disabled","No function","EO","Male","1455","1370","28970","27850"
"In post","2021","Declared disabled","No function","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","G6","Female","185","175","66420","64990"
"In post","2021","Declared disabled","No function","G6","Male","180","175","69090","66230"
"In post","2021","Declared disabled","No function","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","G7","Female","575","555","54220","53380"
"In post","2021","Declared disabled","No function","G7","Male","555","540","54880","53670"
"In post","2021","Declared disabled","No function","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","HEO","Female","1295","1230","32910","32290"
"In post","2021","Declared disabled","No function","HEO","Male","1140","1095","34010","33740"
"In post","2021","Declared disabled","No function","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","SCS level","Female","65","65","83230","76350"
"In post","2021","Declared disabled","No function","SCS level","Male","85","85","90340","79740"
"In post","2021","Declared disabled","No function","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","SEO","Female","775","735","41800","40050"
"In post","2021","Declared disabled","No function","SEO","Male","595","580","43420","40940"
"In post","2021","Declared disabled","No function","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Unknown","Female","1760","1620","30060","28200"
"In post","2021","Declared disabled","No function","Unknown","Male","465","445","32100","31420"
"In post","2021","Declared disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","AO","Female","35","30","22010","21490"
"In post","2021","Declared disabled","Project Delivery","AO","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","EO","Female","280","260","25340","26100"
"In post","2021","Declared disabled","Project Delivery","EO","Male","220","210","24760","25730"
"In post","2021","Declared disabled","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","G6","Female","85","80","66560","65550"
"In post","2021","Declared disabled","Project Delivery","G6","Male","75","75","65980","65500"
"In post","2021","Declared disabled","Project Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","G7","Female","220","210","52960","53320"
"In post","2021","Declared disabled","Project Delivery","G7","Male","195","190","53970","54270"
"In post","2021","Declared disabled","Project Delivery","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","HEO","Female","385","365","32420","33000"
"In post","2021","Declared disabled","Project Delivery","HEO","Male","330","325","32530","32840"
"In post","2021","Declared disabled","Project Delivery","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","SCS level","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","SCS level","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","SEO","Female","275","260","39810","40290"
"In post","2021","Declared disabled","Project Delivery","SEO","Male","355","340","40960","40980"
"In post","2021","Declared disabled","Project Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","Female","50","45","37260","35630"
"In post","2021","Declared disabled","Project Delivery","Unknown","Male","75","70","42590","41020"
"In post","2021","Declared disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","AA","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Property","AA","Male","35","30","18370","17230"
