"Status","Year","Ethnicity","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Attorney General's Office","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office (excl. agencies)","AA/AO","AO","20","15","[c]","[c]"
"In post","2021","Asian","Cabinet Office (excl. agencies)","EO","EO","80","75","27800","27500"
"In post","2021","Asian","Cabinet Office (excl. agencies)","G6/G7","G6","35","35","67640","66440"
"In post","2021","Asian","Cabinet Office (excl. agencies)","G6/G7","G7","135","135","56050","54700"
"In post","2021","Asian","Cabinet Office (excl. agencies)","SCS level","SCS level","25","25","[c]","[c]"
"In post","2021","Asian","Cabinet Office (excl. agencies)","SEO/HEO","HEO","110","110","34690","34550"
"In post","2021","Asian","Cabinet Office (excl. agencies)","SEO/HEO","SEO","65","60","40970","40600"
"In post","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Companies House","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Companies House","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Asian","Companies House","EO","EO","5","5","[c]","[c]"
"In post","2021","Asian","Companies House","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Companies House","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Companies House","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Companies House","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Asian","Companies House","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","EO","EO","20","20","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","G6/G7","G6","15","15","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","G6/G7","G7","20","20","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","SEO/HEO","HEO","30","30","35430","34870"
"In post","2021","Asian","Competition and Markets Authority","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Asian","Criminal Injuries Compensation Authority","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Criminal Injuries Compensation Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Criminal Injuries Compensation Authority","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Criminal Injuries Compensation Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Criminal Injuries Compensation Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Criminal Injuries Compensation Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Criminal Injuries Compensation Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Commercial Service","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Commercial Service","EO","EO","5","5","[c]","[c]"
"In post","2021","Asian","Crown Commercial Service","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Commercial Service","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Asian","Crown Commercial Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Commercial Service","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Asian","Crown Commercial Service","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Asian","Crown Office and Procurator Fiscal Service","AA/AO","AO","15","10","[c]","[c]"
"In post","2021","Asian","Crown Office and Procurator Fiscal Service","EO","EO","5","5","[c]","[c]"
"In post","2021","Asian","Crown Office and Procurator Fiscal Service","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Office and Procurator Fiscal Service","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Asian","Crown Office and Procurator Fiscal Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Office and Procurator Fiscal Service","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Office and Procurator Fiscal Service","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service","AA/AO","AO","155","140","22770","23520"
"In post","2021","Asian","Crown Prosecution Service","EO","EO","120","110","27990","27760"
"In post","2021","Asian","Crown Prosecution Service","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service","G6/G7","G7","225","205","55810","54760"
"In post","2021","Asian","Crown Prosecution Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service","SEO/HEO","HEO","65","65","36390","36240"
"In post","2021","Asian","Crown Prosecution Service","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt Management Office","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt Management Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt Management Office","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Asian","Debt Management Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt Management Office","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Asian","Debt Management Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Equipment and Support","EO","EO","105","95","21890","20990"
"In post","2021","Asian","Defence Equipment and Support","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Asian","Defence Equipment and Support","G6/G7","G7","25","25","[c]","[c]"
"In post","2021","Asian","Defence Equipment and Support","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Equipment and Support","SEO/HEO","HEO","110","105","30460","31100"
"In post","2021","Asian","Defence Equipment and Support","SEO/HEO","SEO","85","85","41560","41620"
"In post","2021","Asian","Defence Equipment and Support","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","G6/G7","G7","20","20","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","EO","65","65","28080","27680"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G6","25","25","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G7","120","115","55060","53600"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","SCS level","15","15","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","HEO","125","120","33950","33570"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","SEO","95","95","41420","40050"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","EO","EO","20","20","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","G6/G7","G7","40","40","56240","52130"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","50","50","37640","35090"
"In post","2021","Asian","Department for Education (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education (excl. agencies)","EO","EO","95","90","26790","25000"
"In post","2021","Asian","Department for Education (excl. agencies)","G6/G7","G6","30","30","[c]","[c]"
"In post","2021","Asian","Department for Education (excl. agencies)","G6/G7","G7","90","90","52450","53420"
"In post","2021","Asian","Department for Education (excl. agencies)","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","Department for Education (excl. agencies)","SEO/HEO","HEO","120","115","32380","32940"
"In post","2021","Asian","Department for Education (excl. agencies)","SEO/HEO","SEO","115","110","39640","40230"
"In post","2021","Asian","Department for Education (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","AO","15","15","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","EO","45","45","27670","28170"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G6","15","15","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G7","40","35","53950","53550"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","HEO","70","70","32890","32560"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","SEO","60","55","38960","38750"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","EO","EO","30","30","27370","26510"
"In post","2021","Asian","Department for International Trade","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Asian","Department for International Trade","G6/G7","G7","55","55","52340","51970"
"In post","2021","Asian","Department for International Trade","SCS level","SCS level","15","15","[c]","[c]"
"In post","2021","Asian","Department for International Trade","SEO/HEO","HEO","50","50","32200","32120"
"In post","2021","Asian","Department for International Trade","SEO/HEO","SEO","50","50","38590","38540"
"In post","2021","Asian","Department for Transport (excl. agencies)","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","EO","EO","45","45","29810","30270"
"In post","2021","Asian","Department for Transport (excl. agencies)","G6/G7","G6","25","25","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","G6/G7","G7","70","65","55290","54760"
"In post","2021","Asian","Department for Transport (excl. agencies)","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","SEO/HEO","HEO","80","80","34850","35060"
"In post","2021","Asian","Department for Transport (excl. agencies)","SEO/HEO","SEO","55","55","43010","43360"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","AA/AO","AA","35","25","20130","20230"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","AA/AO","AO","2200","1845","21800","21010"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","EO","EO","4495","4155","29000","27570"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","G6/G7","G6","20","20","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","G6/G7","G7","80","80","54360","54070"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","SEO/HEO","HEO","365","355","35070","36400"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","SEO/HEO","SEO","130","130","39240","39960"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","EO","EO","30","25","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","G6/G7","G7","35","35","53760","53360"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","SEO/HEO","HEO","50","45","32470","32790"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","SEO/HEO","SEO","30","30","40110","40650"
"In post","2021","Asian","Disclosure Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Disclosure Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Disclosure Scotland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Disclosure Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Disclosure Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Disclosure Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Disclosure Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Disclosure Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Licensing Agency","AA/AO","AA","10","5","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Licensing Agency","AA/AO","AO","25","20","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Licensing Agency","EO","EO","5","5","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Licensing Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Licensing Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Licensing Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Licensing Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Licensing Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Standards Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Standards Agency","AA/AO","AO","30","25","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Standards Agency","EO","EO","60","55","28710","26780"
"In post","2021","Asian","Driver and Vehicle Standards Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Standards Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Standards Agency","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Standards Agency","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Asian","Education and Skills Funding Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Education and Skills Funding Agency","EO","EO","30","25","[c]","[c]"
"In post","2021","Asian","Education and Skills Funding Agency","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Asian","Education and Skills Funding Agency","G6/G7","G7","35","35","51690","50630"
"In post","2021","Asian","Education and Skills Funding Agency","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Asian","Education and Skills Funding Agency","SEO/HEO","HEO","50","50","30830","30090"
"In post","2021","Asian","Education and Skills Funding Agency","SEO/HEO","SEO","70","70","38780","37100"
"In post","2021","Asian","Education Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Education Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Education Scotland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Education Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Education Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Education Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Education Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Education Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","FCDO Services","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Asian","FCDO Services","EO","EO","25","25","[c]","[c]"
"In post","2021","Asian","FCDO Services","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","FCDO Services","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Asian","FCDO Services","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","FCDO Services","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Asian","FCDO Services","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Asian","FCDO Services","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","EO","EO","10","10","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Asian","Food Standards Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Scotland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","AO","45","40","27380","28000"
"In post","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","EO","EO","75","75","30840","30630"
"In post","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","G6","40","40","67480","65710"
"In post","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","G7","85","85","55360","55620"
"In post","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","SCS level","20","20","[c]","[c]"
"In post","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","HEO","125","125","36110","36360"
"In post","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","SEO","25","25","[c]","[c]"
"In post","2021","Asian","Forestry and Land Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Forestry and Land Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Forestry and Land Scotland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Forestry and Land Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Forestry and Land Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Forestry and Land Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Forestry and Land Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Forestry and Land Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Actuary's Department","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Actuary's Department","EO","EO","5","5","[c]","[c]"
"In post","2021","Asian","Government Actuary's Department","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Asian","Government Actuary's Department","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Actuary's Department","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Actuary's Department","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Asian","Government Actuary's Department","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
