"Status","Year","Parent_department","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department of Health and Social Care","Female","Heterosexual / straight","4650","4265","42070","37470"
"In post","2021","Department of Health and Social Care","Female","LGBO","230","220","39370","32790"
"In post","2021","Department of Health and Social Care","Female","Undeclared","655","585","43630","38890"
"In post","2021","Department of Health and Social Care","Female","Unknown","2150","2020","46520","40650"
"In post","2021","Department of Health and Social Care","Male","Heterosexual / straight","2160","2085","47580","40850"
"In post","2021","Department of Health and Social Care","Male","LGBO","240","230","46400","40650"
"In post","2021","Department of Health and Social Care","Male","Undeclared","340","315","50500","43360"
"In post","2021","Department of Health and Social Care","Male","Unknown","1325","1315","50490","47560"
"In post","2021","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Female","Heterosexual / straight","60","50","53540","62360"
"In post","2021","ESTYN","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","ESTYN","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Male","Heterosexual / straight","40","40","65060","74730"
"In post","2021","ESTYN","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Female","Heterosexual / straight","385","375","39120","37910"
"In post","2021","Food Standards Agency","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Food Standards Agency","Female","Undeclared","60","55","40570","40350"
"In post","2021","Food Standards Agency","Female","Unknown","65","60","38570","33150"
"In post","2021","Food Standards Agency","Male","Heterosexual / straight","470","465","37490","32830"
"In post","2021","Food Standards Agency","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Food Standards Agency","Male","Undeclared","65","65","38990","35630"
"In post","2021","Food Standards Agency","Male","Unknown","225","215","31320","26750"
"In post","2021","Food Standards Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Female","Heterosexual / straight","3020","2915","46180","39770"
"In post","2021","Foreign, Commonwealth and Development Office","Female","LGBO","150","145","42470","37530"
"In post","2021","Foreign, Commonwealth and Development Office","Female","Undeclared","280","275","46460","40120"
"In post","2021","Foreign, Commonwealth and Development Office","Female","Unknown","770","745","46740","43970"
"In post","2021","Foreign, Commonwealth and Development Office","Male","Heterosexual / straight","2960","2930","48500","44230"
"In post","2021","Foreign, Commonwealth and Development Office","Male","LGBO","265","260","50630","53000"
"In post","2021","Foreign, Commonwealth and Development Office","Male","Undeclared","395","395","49340","43850"
"In post","2021","Foreign, Commonwealth and Development Office","Male","Unknown","795","785","47930","47430"
"In post","2021","Foreign, Commonwealth and Development Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Female","Heterosexual / straight","2175","1915","31080","27130"
"In post","2021","HM Land Registry","Female","LGBO","55","55","27730","22350"
"In post","2021","HM Land Registry","Female","Undeclared","430","365","31780","27130"
"In post","2021","HM Land Registry","Female","Unknown","1150","1030","27860","27130"
"In post","2021","HM Land Registry","Male","Heterosexual / straight","1375","1300","33680","31740"
"In post","2021","HM Land Registry","Male","LGBO","85","85","30370","27130"
"In post","2021","HM Land Registry","Male","Undeclared","270","245","34720","33840"
"In post","2021","HM Land Registry","Male","Unknown","815","780","30010","27130"
"In post","2021","HM Land Registry","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","Female","Heterosexual / straight","19785","17560","31790","28130"
"In post","2021","HM Revenue and Customs","Female","LGBO","930","875","31720","28130"
"In post","2021","HM Revenue and Customs","Female","Undeclared","2450","2120","31640","28130"
"In post","2021","HM Revenue and Customs","Female","Unknown","11885","10350","27080","24120"
"In post","2021","HM Revenue and Customs","Male","Heterosexual / straight","16910","16275","34130","31810"
"In post","2021","HM Revenue and Customs","Male","LGBO","1295","1255","32620","28130"
"In post","2021","HM Revenue and Customs","Male","Undeclared","2475","2345","35180","31810"
"In post","2021","HM Revenue and Customs","Male","Unknown","10755","10310","29520","25560"
"In post","2021","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Female","Heterosexual / straight","980","940","46540","42900"
"In post","2021","HM Treasury","Female","LGBO","75","75","47470","52500"
"In post","2021","HM Treasury","Female","Undeclared","145","140","41810","37080"
"In post","2021","HM Treasury","Female","Unknown","100","90","45800","39690"
"In post","2021","HM Treasury","Male","Heterosexual / straight","970","960","49550","52500"
"In post","2021","HM Treasury","Male","LGBO","95","90","48970","52500"
"In post","2021","HM Treasury","Male","Undeclared","175","175","46700","46280"
"In post","2021","HM Treasury","Male","Unknown","135","135","59350","57070"
"In post","2021","HM Treasury","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Female","Heterosexual / straight","14905","13410","31300","27240"
"In post","2021","Home Office","Female","LGBO","490","465","31680","25960"
"In post","2021","Home Office","Female","Undeclared","2080","1845","31740","27370"
"In post","2021","Home Office","Female","Unknown","840","815","31540","27060"
"In post","2021","Home Office","Male","Heterosexual / straight","13285","12715","32440","27370"
"In post","2021","Home Office","Male","LGBO","680","660","33710","28760"
"In post","2021","Home Office","Male","Undeclared","2150","2035","33720","29080"
"In post","2021","Home Office","Male","Unknown","945","930","32010","25630"
"In post","2021","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Female","Heterosexual / straight","17575","16570","31990","28510"
"In post","2021","Ministry of Defence","Female","LGBO","625","615","31000","27540"
"In post","2021","Ministry of Defence","Female","Undeclared","2435","2295","32820","30380"
"In post","2021","Ministry of Defence","Female","Unknown","2175","2035","33870","32020"
"In post","2021","Ministry of Defence","Male","Heterosexual / straight","24670","24255","35070","33300"
"In post","2021","Ministry of Defence","Male","LGBO","770","760","33940","32670"
"In post","2021","Ministry of Defence","Male","Undeclared","4150","4050","36570","34640"
"In post","2021","Ministry of Defence","Male","Unknown","5285","5220","35500","33290"
"In post","2021","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Female","Heterosexual / straight","1320","1245","44740","40720"
"In post","2021","Ministry of Housing, Communities and Local Government","Female","LGBO","100","100","42250","39600"
"In post","2021","Ministry of Housing, Communities and Local Government","Female","Undeclared","110","110","45430","41650"
"In post","2021","Ministry of Housing, Communities and Local Government","Female","Unknown","160","145","39150","32780"
"In post","2021","Ministry of Housing, Communities and Local Government","Male","Heterosexual / straight","1230","1200","47170","46320"
"In post","2021","Ministry of Housing, Communities and Local Government","Male","LGBO","135","135","48480","48680"
"In post","2021","Ministry of Housing, Communities and Local Government","Male","Undeclared","140","135","45650","46670"
"In post","2021","Ministry of Housing, Communities and Local Government","Male","Unknown","205","195","41240","34860"
"In post","2021","Ministry of Housing, Communities and Local Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Female","Heterosexual / straight","31185","28525","28800","25380"
"In post","2021","Ministry of Justice","Female","LGBO","2250","2195","29220","26810"
"In post","2021","Ministry of Justice","Female","Undeclared","3700","3350","29160","25790"
"In post","2021","Ministry of Justice","Female","Unknown","6290","5755","27650","24440"
"In post","2021","Ministry of Justice","Male","Heterosexual / straight","23965","23190","31120","28800"
"In post","2021","Ministry of Justice","Male","LGBO","1305","1270","31550","28200"
"In post","2021","Ministry of Justice","Male","Undeclared","3075","2940","32090","31650"
"In post","2021","Ministry of Justice","Male","Unknown","7125","6730","29480","28860"
"In post","2021","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Female","Heterosexual / straight","1840","1760","37210","36200"
"In post","2021","National Crime Agency","Female","LGBO","110","110","36350","36410"
"In post","2021","National Crime Agency","Female","Undeclared","150","145","36610","34140"
"In post","2021","National Crime Agency","Female","Unknown","345","325","39420","37520"
"In post","2021","National Crime Agency","Male","Heterosexual / straight","2260","2245","42390","40170"
"In post","2021","National Crime Agency","Male","LGBO","80","80","38330","36410"
"In post","2021","National Crime Agency","Male","Undeclared","190","185","39160","36740"
"In post","2021","National Crime Agency","Male","Unknown","505","500","42940","40210"
"In post","2021","National Crime Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Female","Heterosexual / straight","50","50","44140","36860"
"In post","2021","Northern Ireland Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Female","Unknown","35","35","41030","37080"
"In post","2021","Northern Ireland Office","Male","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Northern Ireland Office","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Male","Unknown","35","35","40400","36800"
"In post","2021","Northern Ireland Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Female","Heterosexual / straight","990","940","49150","51360"
"In post","2021","Office for Standards in Education","Female","LGBO","50","50","50620","46360"
"In post","2021","Office for Standards in Education","Female","Undeclared","70","65","47120","39850"
"In post","2021","Office for Standards in Education","Female","Unknown","75","70","40910","39850"
"In post","2021","Office for Standards in Education","Male","Heterosexual / straight","445","440","52440","51360"
"In post","2021","Office for Standards in Education","Male","LGBO","75","75","46510","35010"
"In post","2021","Office for Standards in Education","Male","Undeclared","35","35","49840","51360"
"In post","2021","Office for Standards in Education","Male","Unknown","35","35","40940","35010"
"In post","2021","Office for Standards in Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Female","Heterosexual / straight","220","215","42830","38000"
"In post","2021","Office of Gas and Electricity Markets","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Female","Undeclared","25","25","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Female","Unknown","275","265","44040","38550"
"In post","2021","Office of Gas and Electricity Markets","Male","Heterosexual / straight","245","245","43170","37130"
"In post","2021","Office of Gas and Electricity Markets","Male","LGBO","35","35","42340","35050"
"In post","2021","Office of Gas and Electricity Markets","Male","Undeclared","30","30","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Male","Unknown","330","325","49260","44520"
"In post","2021","Office of Gas and Electricity Markets","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Female","Heterosexual / straight","105","100","41930","38510"
"In post","2021","Office of Qualifications and Examinations Regulation","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Female","Unknown","35","35","49070","47880"
"In post","2021","Office of Qualifications and Examinations Regulation","Male","Heterosexual / straight","65","65","49940","46660"
"In post","2021","Office of Qualifications and Examinations Regulation","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Male","Unknown","30","30","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Female","Heterosexual / straight","80","75","49590","50810"
"In post","2021","Office of Rail and Road","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","Female","Unknown","40","35","50150","44950"
"In post","2021","Office of Rail and Road","Male","Heterosexual / straight","85","85","52380","51730"
"In post","2021","Office of Rail and Road","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Office of Rail and Road","Male","Unknown","85","80","63920","62340"
"In post","2021","Office of Rail and Road","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Female","Heterosexual / straight","375","360","38870","35290"
"In post","2021","Other Cabinet Office Agencies","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Female","Unknown","90","85","35590","32000"
"In post","2021","Other Cabinet Office Agencies","Male","Heterosexual / straight","350","345","44070","37010"
"In post","2021","Other Cabinet Office Agencies","Male","LGBO","30","25","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Male","Unknown","100","100","35730","33780"
"In post","2021","Other Cabinet Office Agencies","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Female","Heterosexual / straight","30","30","49870","50700"
"In post","2021","Scotland Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Female","Unknown","35","35","46350","38230"
"In post","2021","Scotland Office","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Scotland Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Male","Unknown","30","25","[c]","[c]"
"In post","2021","Scotland Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Female","Heterosexual / straight","6425","6015","38600","33650"
"In post","2021","Scottish Government","Female","LGBO","395","385","35220","32140"
"In post","2021","Scottish Government","Female","Undeclared","1500","1350","30370","26850"
"In post","2021","Scottish Government","Female","Unknown","3240","3000","34190","30080"
"In post","2021","Scottish Government","Male","Heterosexual / straight","5225","5070","39580","34150"
"In post","2021","Scottish Government","Male","LGBO","400","390","38310","33620"
"In post","2021","Scottish Government","Male","Undeclared","880","840","32990","29350"
"In post","2021","Scottish Government","Male","Unknown","4165","3985","34520","33650"
"In post","2021","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Female","Heterosexual / straight","125","120","35060","33170"
"In post","2021","The National Archives","Female","LGBO","15","15","[c]","[c]"
"In post","2021","The National Archives","Female","Undeclared","30","30","33500","30000"
"In post","2021","The National Archives","Female","Unknown","115","110","36060","33450"
"In post","2021","The National Archives","Male","Heterosexual / straight","95","95","38400","35130"
"In post","2021","The National Archives","Male","LGBO","15","15","[c]","[c]"
"In post","2021","The National Archives","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","The National Archives","Male","Unknown","125","120","34270","31390"
"In post","2021","The National Archives","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Female","Heterosexual / straight","125","125","47970","43000"
"In post","2021","UK Export Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","UK Export Finance","Female","Unknown","10","10","[c]","[c]"
"In post","2021","UK Export Finance","Male","Heterosexual / straight","195","195","55450","50430"
"In post","2021","UK Export Finance","Male","LGBO","15","15","[c]","[c]"
"In post","2021","UK Export Finance","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","UK Export Finance","Male","Unknown","15","15","[c]","[c]"
"In post","2021","UK Export Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
