"Status","Year","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","London","1790","1750","46170","42130"
"In post","2021","Communications","Communications","Outside London","1625","1550","35960","33300"
"In post","2021","Communications","Communications","Overseas","5","5","[c]","[c]"
"In post","2021","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2021","Communications","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Human Resources","London","10","10","[c]","[c]"
"In post","2021","Communications","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Operational Delivery","London","80","75","46090","35290"
"In post","2021","Communications","Operational Delivery","Outside London","1445","1360","28990","25560"
"In post","2021","Communications","Other","London","190","185","25630","21800"
"In post","2021","Communications","Other","Outside London","65","60","26680","20130"
"In post","2021","Communications","Policy","London","10","10","[c]","[c]"
"In post","2021","Communications","Policy","Outside London","25","25","43780","41090"
"In post","2021","Communications","Project Delivery","London","10","10","[c]","[c]"
"In post","2021","Communications","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tax","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tax","Outside London","2140","2070","27390","25560"
"In post","2021","Communications","Unknown","London","350","345","48230","43120"
"In post","2021","Communications","Unknown","Outside London","440","430","29600","25560"
"In post","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Counter Fraud","London","330","325","44300","40000"
"In post","2021","Counter Fraud","Counter Fraud","Outside London","335","320","37240","36060"
"In post","2021","Counter Fraud","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Intelligence Analysis","London","65","60","43950","39800"
"In post","2021","Counter Fraud","Intelligence Analysis","Outside London","130","125","34980","31810"
"In post","2021","Counter Fraud","Knowledge and Information Management","London","10","10","39170","37550"
"In post","2021","Counter Fraud","Knowledge and Information Management","Outside London","25","25","36610","35000"
"In post","2021","Counter Fraud","Legal","London","920","895","36170","36160"
"In post","2021","Counter Fraud","Legal","Outside London","2415","2295","29550","27970"
"In post","2021","Counter Fraud","Operational Delivery","London","395","370","34840","32520"
"In post","2021","Counter Fraud","Operational Delivery","Outside London","2495","2290","29410","27230"
"In post","2021","Counter Fraud","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Operational Research","Outside London","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Other","London","80","70","40070","36160"
"In post","2021","Counter Fraud","Other","Outside London","255","230","38230","31810"
"In post","2021","Counter Fraud","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Policy","Outside London","20","20","36700","30630"
"In post","2021","Counter Fraud","Tax","London","385","370","43620","36780"
"In post","2021","Counter Fraud","Tax","Outside London","1520","1420","38190","31870"
"In post","2021","Counter Fraud","Unknown","London","120","120","45330","36160"
"In post","2021","Counter Fraud","Unknown","Outside London","90","85","30140","27700"
"In post","2021","Counter Fraud","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Debt","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Operational Delivery","London","505","450","28170","25630"
"In post","2021","Debt","Operational Delivery","Outside London","3070","2710","23250","21440"
"In post","2021","Debt","Tax","London","40","40","26360","24120"
"In post","2021","Debt","Tax","Outside London","955","925","20510","20140"
"In post","2021","Debt","Unknown","London","10","10","[c]","[c]"
"In post","2021","Debt","Unknown","Outside London","85","80","23100","20140"
"In post","2021","Digital, Data & Technology","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Communications","London","10","10","38810","37540"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","London","2245","2210","48410","44030"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","Outside London","8580","8335","39000","36500"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","Overseas","20","20","34620","33300"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Finance","Outside London","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Human Resources","London","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Knowledge and Information Management","London","40","40","44260","39600"
"In post","2021","Digital, Data & Technology","Knowledge and Information Management","Outside London","105","100","35700","33930"
"In post","2021","Digital, Data & Technology","Operational Delivery","London","90","85","43730","40000"
"In post","2021","Digital, Data & Technology","Operational Delivery","Outside London","385","365","33260","31810"
"In post","2021","Digital, Data & Technology","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Operational Research","Outside London","35","30","41240","38630"
"In post","2021","Digital, Data & Technology","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other","Outside London","25","20","30250","21860"
"In post","2021","Digital, Data & Technology","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Project Delivery","London","25","25","49420","52850"
"In post","2021","Digital, Data & Technology","Project Delivery","Outside London","10","10","38490","38470"
"In post","2021","Digital, Data & Technology","Science and Engineering","London","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Science and Engineering","Outside London","530","495","42630","39750"
"In post","2021","Digital, Data & Technology","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Security","London","15","15","33930","31090"
"In post","2021","Digital, Data & Technology","Security","Outside London","30","30","42470","39670"
"In post","2021","Digital, Data & Technology","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Tax","London","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Tax","Outside London","65","60","36370","31870"
"In post","2021","Digital, Data & Technology","Unknown","London","935","920","52310","54700"
"In post","2021","Digital, Data & Technology","Unknown","Outside London","385","375","40350","37300"
"In post","2021","Digital, Data & Technology","Unknown","Unknown","20","20","60670","49700"
"In post","2021","Finance","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Commercial","Outside London","15","15","43850","44280"
"In post","2021","Finance","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Corporate Finance","London","50","50","54740","52230"
"In post","2021","Finance","Corporate Finance","Outside London","85","80","41290","37840"
"In post","2021","Finance","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2021","Finance","Digital, Data and Technology","Outside London","10","10","35890","34070"
"In post","2021","Finance","Economics","London","70","70","44860","40650"
"In post","2021","Finance","Economics","Outside London","25","25","42620","36820"
"In post","2021","Finance","Finance","London","2060","2015","49200","44900"
"In post","2021","Finance","Finance","Outside London","5460","5120","36250","32840"
"In post","2021","Finance","Finance","Overseas","35","35","35040","33300"
"In post","2021","Finance","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2021","Finance","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Knowledge and Information Management","Outside London","15","15","36840","36050"
"In post","2021","Finance","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Operational Delivery","London","130","125","40590","36800"
"In post","2021","Finance","Operational Delivery","Outside London","735","665","26720","25560"
"In post","2021","Finance","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Other","London","25","25","52090","44080"
"In post","2021","Finance","Other","Outside London","130","115","42580","34870"
"In post","2021","Finance","Policy","London","25","20","48250","41380"
"In post","2021","Finance","Policy","Outside London","20","20","41020","39000"
"In post","2021","Finance","Project Delivery","London","15","10","46580","38600"
"In post","2021","Finance","Project Delivery","Outside London","65","65","44150","40610"
"In post","2021","Finance","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Statistics","Outside London","5","5","[c]","[c]"
"In post","2021","Finance","Tax","London","10","10","44020","41760"
"In post","2021","Finance","Tax","Outside London","55","50","31190","31810"
"In post","2021","Finance","Unknown","London","150","150","49550","41820"
"In post","2021","Finance","Unknown","Outside London","185","175","39610","35680"
"In post","2021","Grants Management","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Operational Delivery","Outside London","1885","1720","25430","21050"
"In post","2021","Grants Management","Policy","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","Communications","London","5","5","[c]","[c]"
"In post","2021","Human Resources","Communications","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Human Resources","London","1935","1875","46890","42200"
"In post","2021","Human Resources","Human Resources","Outside London","4960","4665","34900","31810"
"In post","2021","Human Resources","Human Resources","Overseas","25","25","37880","33300"
"In post","2021","Human Resources","Human Resources","Unknown","10","10","54130","58180"
"In post","2021","Human Resources","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","London","85","80","39370","36160"
"In post","2021","Human Resources","Operational Delivery","Outside London","850","775","28680","25560"
"In post","2021","Human Resources","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other","London","10","10","46840","41160"
"In post","2021","Human Resources","Other","Outside London","40","40","38450","35810"
"In post","2021","Human Resources","Policy","London","40","40","42360","39440"
"In post","2021","Human Resources","Policy","Outside London","45","45","36610","36030"
"In post","2021","Human Resources","Project Delivery","London","10","10","41710","34710"
"In post","2021","Human Resources","Project Delivery","Outside London","10","10","37480","35250"
"In post","2021","Human Resources","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Security","Outside London","20","20","37550","33520"
"In post","2021","Human Resources","Tax","London","25","25","42690","39800"
"In post","2021","Human Resources","Tax","Outside London","150","140","35010","31810"
"In post","2021","Human Resources","Unknown","London","550","530","47450","41820"
"In post","2021","Human Resources","Unknown","Outside London","760","720","33670","31810"
"In post","2021","Human Resources","Unknown","Unknown","15","15","30480","26190"
"In post","2021","Internal Audit","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Internal Audit","London","210","200","53870","51710"
"In post","2021","Internal Audit","Internal Audit","Outside London","535","510","42960","41160"
"In post","2021","Internal Audit","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Policy","London","5","5","[c]","[c]"
"In post","2021","Internal Audit","Policy","Outside London","5","5","[c]","[c]"
"In post","2021","Internal Audit","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Communications","London","5","5","[c]","[c]"
"In post","2021","Legal","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Knowledge and Information Management","London","15","15","51860","51590"
"In post","2021","Legal","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Legal","London","3835","3590","59280","59160"
"In post","2021","Legal","Legal","Outside London","4795","4405","50430","51470"
"In post","2021","Legal","Legal","Overseas","15","15","64020","70740"
"In post","2021","Legal","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Operational Delivery","London","950","895","30010","27440"
"In post","2021","Legal","Operational Delivery","Outside London","4225","3855","26710","24590"
"In post","2021","Legal","Other","London","345","330","30770","27580"
"In post","2021","Legal","Other","Outside London","15","15","35540","32450"
"In post","2021","Legal","Policy","London","60","55","52110","51250"
"In post","2021","Legal","Policy","Outside London","15","15","40460","35230"
"In post","2021","Legal","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Tax","London","35","35","47230","41760"
"In post","2021","Legal","Tax","Outside London","315","300","37930","33720"
"In post","2021","Legal","Unknown","London","140","135","66320","60180"
"In post","2021","Legal","Unknown","Outside London","60","60","36740","31810"
"In post","2021","No function","Commercial","London","110","110","52220","54110"
"In post","2021","No function","Commercial","Outside London","175","170","39240","36780"
"In post","2021","No function","Communications","London","90","90","43740","40220"
"In post","2021","No function","Communications","Outside London","35","30","35210","31000"
"In post","2021","No function","Corporate Finance","London","25","25","57460","54650"
"In post","2021","No function","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Counter Fraud","London","35","35","42560","40590"
"In post","2021","No function","Counter Fraud","Outside London","10","10","[c]","[c]"
"In post","2021","No function","Digital, Data and Technology","London","80","80","47230","42340"
"In post","2021","No function","Digital, Data and Technology","Outside London","145","140","35160","30950"
"In post","2021","No function","Economics","London","410","405","48850","52290"
"In post","2021","No function","Economics","Outside London","60","55","42760","45300"
"In post","2021","No function","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","No function","Finance","London","175","170","48110","42890"
"In post","2021","No function","Finance","Outside London","230","220","39390","36500"
"In post","2021","No function","Human Resources","London","40","40","49320","53850"
"In post","2021","No function","Human Resources","Outside London","25","25","29290","24200"
"In post","2021","No function","Inspector of Education and Training","London","230","225","66190","64500"
"In post","2021","No function","Inspector of Education and Training","Outside London","630","610","66570","74730"
"In post","2021","No function","Intelligence Analysis","London","80","75","37550","34710"
"In post","2021","No function","Intelligence Analysis","Outside London","400","390","30200","27970"
"In post","2021","No function","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Internal Audit","Outside London","5","5","[c]","[c]"
"In post","2021","No function","International Trade","London","1070","1055","47390","42470"
"In post","2021","No function","International Trade","Outside London","240","235","38690","31810"
"In post","2021","No function","International Trade","Overseas","155","155","56610","54470"
"In post","2021","No function","Knowledge and Information Management","London","435","415","41920","37780"
"In post","2021","No function","Knowledge and Information Management","Outside London","540","500","35520","31840"
"In post","2021","No function","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","No function","Legal","London","5","5","[c]","[c]"
"In post","2021","No function","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","London","170","145","102700","99580"
"In post","2021","No function","Medicine","Outside London","280","245","99220","98420"
"In post","2021","No function","Operational Delivery","London","16150","15450","34990","32180"
"In post","2021","No function","Operational Delivery","Outside London","110385","101015","27710","25560"
"In post","2021","No function","Operational Delivery","Overseas","140","140","64680","63190"
"In post","2021","No function","Operational Delivery","Unknown","115","115","40810","43630"
"In post","2021","No function","Operational Research","London","30","25","44690","41860"
"In post","2021","No function","Operational Research","Outside London","275","265","44540","46080"
"In post","2021","No function","Other","London","1145","1105","43350","35180"
"In post","2021","No function","Other","Outside London","1180","1095","36290","30950"
"In post","2021","No function","Planning","London","90","90","46190","42140"
"In post","2021","No function","Planning","Outside London","55","50","46800","40720"
"In post","2021","No function","Planning Inspectors","Outside London","345","305","57920","58810"
"In post","2021","No function","Policy","London","15060","14730","48140","44480"
"In post","2021","No function","Policy","Outside London","4110","3950","40640","36780"
"In post","2021","No function","Policy","Overseas","1465","1460","51800","53220"
"In post","2021","No function","Policy","Unknown","10","10","[c]","[c]"
"In post","2021","No function","Project Delivery","London","115","110","44650","40050"
"In post","2021","No function","Project Delivery","Outside London","100","95","38410","33730"
"In post","2021","No function","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Property","Outside London","20","15","25690","23480"
"In post","2021","No function","Psychology","London","60","60","41370","35950"
"In post","2021","No function","Psychology","Outside London","1330","1265","35270","30450"
"In post","2021","No function","Science and Engineering","London","1035","970","45120","41030"
"In post","2021","No function","Science and Engineering","Outside London","5890","5590","39250","37320"
"In post","2021","No function","Science and Engineering","Overseas","35","35","46670","45650"
"In post","2021","No function","Security","London","185","185","45860","43360"
"In post","2021","No function","Security","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Social Research","London","25","25","54970","54260"
"In post","2021","No function","Social Research","Outside London","15","15","41250","38060"
"In post","2021","No function","Statistics","London","25","25","50290","49560"
"In post","2021","No function","Statistics","Outside London","10","10","[c]","[c]"
"In post","2021","No function","Tax","London","1755","1650","43310","37900"
"In post","2021","No function","Tax","Outside London","10185","9540","32600","31810"
"In post","2021","No function","Unknown","London","3885","3845","43650","35060"
"In post","2021","No function","Unknown","Outside London","2915","2795","26230","21110"
"In post","2021","No function","Unknown","Unknown","470","465","34770","32000"
"In post","2021","No function","Veterinarian","London","45","45","52900","52130"
"In post","2021","No function","Veterinarian","Outside London","385","365","44300","38340"
"In post","2021","Project Delivery","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Commercial","Outside London","800","770","38600","34900"
"In post","2021","Project Delivery","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Communications","London","15","15","43260","38930"
"In post","2021","Project Delivery","Communications","Outside London","15","15","35220","35400"
"In post","2021","Project Delivery","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","Outside London","435","420","42560","42090"
"In post","2021","Project Delivery","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Economics","London","60","55","52580","55340"
"In post","2021","Project Delivery","Economics","Outside London","10","10","53640","55730"
"In post","2021","Project Delivery","Economics","Overseas","40","40","57630","57070"
"In post","2021","Project Delivery","Finance","London","35","35","51180","55620"
"In post","2021","Project Delivery","Finance","Outside London","360","345","42160","39100"
"In post","2021","Project Delivery","Finance","Overseas","10","10","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","London","5","5","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","Outside London","25","20","38980","37320"
"In post","2021","Project Delivery","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","London","10","10","47840","50540"
"In post","2021","Project Delivery","Knowledge and Information Management","Outside London","180","175","36680","36240"
"In post","2021","Project Delivery","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Medicine","London","10","10","62510","64130"
"In post","2021","Project Delivery","Medicine","Outside London","30","30","43440","30800"
"In post","2021","Project Delivery","Medicine","Overseas","15","15","59270","58030"
"In post","2021","Project Delivery","Operational Delivery","London","380","370","40820","38600"
"In post","2021","Project Delivery","Operational Delivery","Outside London","1505","1400","34160","30950"
"In post","2021","Project Delivery","Operational Delivery","Overseas","20","20","53230","46000"
"In post","2021","Project Delivery","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other","London","175","170","60480","64680"
"In post","2021","Project Delivery","Other","Outside London","3065","2940","31780","28630"
"In post","2021","Project Delivery","Other","Overseas","110","110","66820","67370"
"In post","2021","Project Delivery","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Policy","London","1395","1335","55320","56630"
"In post","2021","Project Delivery","Policy","Outside London","815","775","44960","40300"
"In post","2021","Project Delivery","Policy","Overseas","240","240","57900","56110"
"In post","2021","Project Delivery","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Project Delivery","London","2600","2540","50910","45200"
"In post","2021","Project Delivery","Project Delivery","Outside London","11260","10890","40030","38630"
"In post","2021","Project Delivery","Project Delivery","Overseas","155","155","46560","45490"
"In post","2021","Project Delivery","Project Delivery","Unknown","25","25","39740","39530"
"In post","2021","Project Delivery","Property","London","95","95","56830","64590"
"In post","2021","Project Delivery","Property","Outside London","210","205","46120","49860"
"In post","2021","Project Delivery","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Science and Engineering","London","30","25","52940","55060"
"In post","2021","Project Delivery","Science and Engineering","Outside London","3390","3320","37010","35000"
