"Status","Year","Ethnicity","Function_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Commercial","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2021","Asian","Commercial","South East (England)","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2021","Asian","Commercial","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","[c]","[c]"
"In post","2021","Asian","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","West Midlands (England)","Shropshire and Staffordshire","10","10","[c]","[c]"
"In post","2021","Asian","Commercial","West Midlands (England)","West Midlands","20","20","[c]","[c]"
"In post","2021","Asian","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Yorkshire and The Humber","West Yorkshire","10","10","[c]","[c]"
"In post","2021","Asian","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","45","40","28830","25560"
"In post","2021","Asian","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","London","Inner London - East","30","30","[c]","[c]"
"In post","2021","Asian","Communications","London","Inner London - West","120","120","43120","38600"
"In post","2021","Asian","Communications","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","London","Outer London - West and North West","50","45","23080","20170"
"In post","2021","Asian","Communications","North East (England)","Northumberland and Tyne and Wear","25","25","[c]","[c]"
"In post","2021","Asian","Communications","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","North West (England)","Greater Manchester","70","70","28610","25560"
"In post","2021","Asian","Communications","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Wales","East Wales","20","20","[c]","[c]"
"In post","2021","Asian","Communications","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","West Midlands (England)","West Midlands","45","45","32270","31810"
"In post","2021","Asian","Communications","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Yorkshire and The Humber","West Yorkshire","75","75","28540","25560"
"In post","2021","Asian","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","35","35","30250","31810"
"In post","2021","Asian","Counter Fraud","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2021","Asian","Counter Fraud","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","London","Inner London - East","25","20","[c]","[c]"
"In post","2021","Asian","Counter Fraud","London","Inner London - West","190","180","35440","32520"
"In post","2021","Asian","Counter Fraud","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","London","Outer London - South","50","50","35120","29570"
"In post","2021","Asian","Counter Fraud","London","Outer London - West and North West","10","5","[c]","[c]"
"In post","2021","Asian","Counter Fraud","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","North West (England)","Greater Manchester","55","55","30040","28130"
"In post","2021","Asian","Counter Fraud","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Scotland","West Central Scotland","5","5","[c]","[c]"
"In post","2021","Asian","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","15","15","[c]","[c]"
"In post","2021","Asian","Counter Fraud","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Wales","East Wales","5","5","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","West Midlands (England)","West Midlands","110","105","29360","25560"
"In post","2021","Asian","Counter Fraud","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Yorkshire and The Humber","West Yorkshire","85","80","28840","25560"
"In post","2021","Asian","Debt","East Midlands (England)","Derbyshire and Nottinghamshire","20","20","[c]","[c]"
"In post","2021","Asian","Debt","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","East of England","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2021","Asian","Debt","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","London","Inner London - East","75","60","26400","25630"
"In post","2021","Asian","Debt","London","Inner London - West","10","10","[c]","[c]"
"In post","2021","Asian","Debt","London","Outer London - South","35","35","26540","25630"
"In post","2021","Asian","Debt","London","Outer London - West and North West","15","10","[c]","[c]"
"In post","2021","Asian","Debt","North East (England)","Northumberland and Tyne and Wear","10","10","[c]","[c]"
"In post","2021","Asian","Debt","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Scotland","Eastern Scotland","10","10","[c]","[c]"
"In post","2021","Asian","Debt","Scotland","Southern Scotland","10","5","[c]","[c]"
"In post","2021","Asian","Debt","Scotland","West Central Scotland","5","5","[c]","[c]"
"In post","2021","Asian","Debt","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Wales","East Wales","5","5","[c]","[c]"
"In post","2021","Asian","Debt","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","West Midlands (England)","West Midlands","80","70","21500","20140"
"In post","2021","Asian","Debt","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Yorkshire and The Humber","West Yorkshire","60","50","21440","20140"
"In post","2021","Asian","Digital, Data & Technology","East Midlands (England)","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","10","10","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","East of England","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","East of England","Essex","10","10","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","London","Inner London - East","185","185","47330","42290"
"In post","2021","Asian","Digital, Data & Technology","London","Inner London - West","215","215","44550","40750"
"In post","2021","Asian","Digital, Data & Technology","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","London","Outer London - West and North West","25","25","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","North East (England)","Northumberland and Tyne and Wear","10","10","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","North West (England)","Greater Manchester","30","30","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","20","20","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","South East (England)","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","South West (England)","Devon","20","20","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Wales","East Wales","20","20","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Wales","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","West Midlands (England)","Shropshire and Staffordshire","20","20","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","West Midlands (England)","West Midlands","80","80","37410","36240"
"In post","2021","Asian","Digital, Data & Technology","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Yorkshire and The Humber","South Yorkshire","15","15","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Yorkshire and The Humber","West Yorkshire","50","50","33180","31810"
"In post","2021","Asian","Finance","East Midlands (England)","Derbyshire and Nottinghamshire","20","20","[c]","[c]"
"In post","2021","Asian","Finance","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2021","Asian","Finance","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","East of England","Bedfordshire and Hertfordshire","15","15","[c]","[c]"
"In post","2021","Asian","Finance","East of England","East Anglia","5","5","[c]","[c]"
"In post","2021","Asian","Finance","East of England","Essex","10","10","[c]","[c]"
"In post","2021","Asian","Finance","London","Inner London - East","75","75","43180","41760"
"In post","2021","Asian","Finance","London","Inner London - West","290","285","43370","39240"
"In post","2021","Asian","Finance","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","London","Outer London - South","15","15","[c]","[c]"
"In post","2021","Asian","Finance","London","Outer London - West and North West","20","20","[c]","[c]"
"In post","2021","Asian","Finance","North East (England)","Northumberland and Tyne and Wear","5","5","[c]","[c]"
"In post","2021","Asian","Finance","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","North West (England)","Greater Manchester","20","15","[c]","[c]"
"In post","2021","Asian","Finance","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","20","20","[c]","[c]"
"In post","2021","Asian","Finance","South East (England)","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2021","Asian","Finance","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","35","30","37800","33300"
"In post","2021","Asian","Finance","Wales","East Wales","5","5","[c]","[c]"
"In post","2021","Asian","Finance","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","West Midlands (England)","Shropshire and Staffordshire","10","10","[c]","[c]"
"In post","2021","Asian","Finance","West Midlands (England)","West Midlands","65","65","34420","29980"
"In post","2021","Asian","Finance","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Yorkshire and The Humber","West Yorkshire","95","85","25560","21440"
"In post","2021","Asian","Grants Management","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
