"Status","Year","Function_of_post","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","East Anglia","Suffolk","350","330","34350","30220"
"In post","2021","Analysis","East Wales","Cardiff and Vale of Glamorgan","10","10","[c]","[c]"
"In post","2021","Analysis","East Wales","Flintshire and Wrexham","5","5","[c]","[c]"
"In post","2021","Analysis","East Wales","Monmouthshire and Newport","1035","990","36370","36030"
"In post","2021","Analysis","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","City of Edinburgh","45","45","46330","41060"
"In post","2021","Analysis","Essex","Southend-on-Sea","25","25","43620","38630"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","55","55","40630","38530"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","150","145","39320","34950"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","115","110","37690","37320"
"In post","2021","Analysis","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","Greater Manchester South West","5","5","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","Manchester","220","215","38190","33600"
"In post","2021","Analysis","Hampshire and Isle of Wight","Central Hampshire","350","335","40800","37700"
"In post","2021","Analysis","Hampshire and Isle of Wight","Portsmouth","15","15","34150","31480"
"In post","2021","Analysis","Hampshire and Isle of Wight","South Hampshire","450","425","37290","36030"
"In post","2021","Analysis","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Herefordshire, Worcestershire and Warwickshire","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inner London - East","Hackney and Newham","10","10","48180","41760"
"In post","2021","Analysis","Inner London - East","Tower Hamlets","680","655","50780","46850"
"In post","2021","Analysis","Inner London - West","Camden and City of London","230","215","67630","60780"
"In post","2021","Analysis","Inner London - West","Westminster","2495","2430","46680","42980"
"In post","2021","Analysis","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","Lincolnshire","5","5","[c]","[c]"
"In post","2021","Analysis","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","Liverpool","75","70","39950","38630"
"In post","2021","Analysis","Merseyside","Sefton","40","35","40240","38630"
"In post","2021","Analysis","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","North Yorkshire CC","5","5","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","York","65","60","37880","31830"
"In post","2021","Analysis","Northumberland and Tyne and Wear","Tyneside","30","30","40800","40610"
"In post","2021","Analysis","Outer London - South","Croydon","35","35","49560","41760"
"In post","2021","Analysis","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","Staffordshire CC","5","5","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","Sheffield","125","115","44020","42580"
"In post","2021","Analysis","Surrey, East and West Sussex","East Sussex CC","5","5","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","West Surrey","5","5","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","West Sussex (South West)","5","5","[c]","[c]"
"In post","2021","Analysis","Tees Valley and Durham","Darlington","30","30","43530","42580"
"In post","2021","Analysis","Tees Valley and Durham","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","Glasgow City","20","20","48600","37700"
"In post","2021","Analysis","West Midlands","Birmingham","40","40","42650","39100"
"In post","2021","Analysis","West Midlands","Coventry","10","10","40740","38410"
"In post","2021","Analysis","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","Swansea","30","30","28880","26780"
"In post","2021","Analysis","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","Leeds","140","135","41610","41890"
"In post","2021","Analysis","West Yorkshire","Wakefield","10","10","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Central Bedfordshire","10","10","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Hertfordshire","25","20","44520","37640"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","30","30","41410","38940"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","70","70","39960","36800"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","75","75","43780","41160"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","35","35","35440","33300"
"In post","2021","Commercial","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","Warrington","20","20","40470","36000"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2021","Commercial","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","West Cumbria","15","15","39570","38860"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","North Nottinghamshire","5","5","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Nottingham","60","55","41870","40470"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","South and West Derbyshire","25","20","48850","45870"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","South Nottinghamshire","20","20","26520","24920"
"In post","2021","Commercial","Devon","Devon CC","200","190","42960","40140"
"In post","2021","Commercial","Devon","Plymouth","25","25","40990","38550"
"In post","2021","Commercial","Devon","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","Bournemouth and Poole","5","5","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","Dorset CC","25","25","40020","34610"
"In post","2021","Commercial","Dorset and Somerset","Somerset","35","35","40720","34320"
"In post","2021","Commercial","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","Cambridgeshire CC","125","120","37430","34800"
"In post","2021","Commercial","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","Norwich and East Norfolk","150","145","43090","38420"
"In post","2021","Commercial","East Anglia","Peterborough","40","40","41860","37160"
"In post","2021","Commercial","East Anglia","Suffolk","25","25","43560","42540"
"In post","2021","Commercial","East Wales","Cardiff and Vale of Glamorgan","35","35","43250","40080"
"In post","2021","Commercial","East Wales","Flintshire and Wrexham","25","25","33920","30800"
"In post","2021","Commercial","East Wales","Monmouthshire and Newport","110","110","37950","34800"
"In post","2021","Commercial","East Wales","Powys","10","10","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","10","10","42650","40870"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","10","10","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","City of Edinburgh","55","55","35800","33650"
"In post","2021","Commercial","Eastern Scotland","Clackmannanshire and Fife","20","20","35630","34960"
"In post","2021","Commercial","Eastern Scotland","Falkirk","5","5","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Perth and Kinross and Stirling","15","10","27710","25870"
"In post","2021","Commercial","Eastern Scotland","West Lothian","10","10","33400","39500"
"In post","2021","Commercial","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","635","615","44040","40580"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","80","75","41650","39830"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","5","5","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","335","325","39170","34800"
"In post","2021","Commercial","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Greater Manchester South East","30","25","30050","26670"
"In post","2021","Commercial","Greater Manchester","Greater Manchester South West","155","150","44690","38630"
"In post","2021","Commercial","Greater Manchester","Manchester","150","145","44830","38280"
"In post","2021","Commercial","Hampshire and Isle of Wight","Central Hampshire","210","205","37620","33630"
"In post","2021","Commercial","Hampshire and Isle of Wight","Isle of Wight","5","5","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","North Hampshire","5","5","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Portsmouth","105","100","37290","33300"
"In post","2021","Commercial","Hampshire and Isle of Wight","South Hampshire","45","40","38380","33630"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","10","10","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Worcestershire","20","20","41620","38050"
"In post","2021","Commercial","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Lambeth","15","15","49260","48900"
"In post","2021","Commercial","Inner London - East","Lewisham and Southwark","10","10","114770","126890"
"In post","2021","Commercial","Inner London - East","Tower Hamlets","170","165","49430","46130"
"In post","2021","Commercial","Inner London - West","Camden and City of London","10","10","62010","39430"
"In post","2021","Commercial","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Westminster","1440","1415","61930","54700"
"In post","2021","Commercial","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Kent Thames Gateway","10","5","[c]","[c]"
"In post","2021","Commercial","Kent","Medway","5","5","[c]","[c]"
"In post","2021","Commercial","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Blackpool","35","35","55620","49700"
"In post","2021","Commercial","Lancashire","Chorley and West Lancashire","15","15","46320","44760"
"In post","2021","Commercial","Lancashire","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Lancaster and Wyre","10","10","[c]","[c]"
"In post","2021","Commercial","Lancashire","Mid Lancashire","5","5","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Leicester","15","15","38790","33840"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","15","15","43690","49870"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Lincolnshire","20","20","35520","28800"
"In post","2021","Commercial","Merseyside","East Merseyside","10","10","[c]","[c]"
"In post","2021","Commercial","Merseyside","Liverpool","275","265","41840","35420"
"In post","2021","Commercial","Merseyside","Sefton","35","35","37630","32010"
"In post","2021","Commercial","Merseyside","Wirral","10","10","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","Aberdeen City and Aberdeenshire","5","5","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","North Yorkshire CC","15","15","33510","33300"
"In post","2021","Commercial","North Yorkshire","York","50","50","43210","38180"
"In post","2021","Commercial","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Tyneside","50","50","41750","41090"
"In post","2021","Commercial","Outer London - East and North East","Bexley and Greenwich","10","10","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - South","Croydon","125","120","48470","46600"
"In post","2021","Commercial","Outer London - West and North West","Barnet","15","15","44730","40470"
"In post","2021","Commercial","Outer London - West and North West","Harrow and Hillingdon","15","15","37720","31000"
"In post","2021","Commercial","Outer London - West and North West","Hounslow and Richmond upon Thames","55","55","32290","26120"
"In post","2021","Commercial","Overseas","Overseas","40","40","47880","42200"
"In post","2021","Commercial","Shropshire and Staffordshire","Shropshire CC","10","10","27880","26510"
"In post","2021","Commercial","Shropshire and Staffordshire","Staffordshire CC","130","130","33220","27010"
"In post","2021","Commercial","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Telford and Wrekin","45","45","46850","39470"
"In post","2021","Commercial","South Yorkshire","Barnsley, Doncaster and Rotherham","10","10","37890","31190"
"In post","2021","Commercial","South Yorkshire","Sheffield","95","90","48070","43690"
"In post","2021","Commercial","Southern Scotland","South Lanarkshire","95","95","44820","43110"
"In post","2021","Commercial","Surrey, East and West Sussex","Brighton and Hove","5","5","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","West Surrey","30","25","37740","32010"
"In post","2021","Commercial","Surrey, East and West Sussex","West Sussex (North East)","25","20","29500","25760"
"In post","2021","Commercial","Surrey, East and West Sussex","West Sussex (South West)","5","5","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","Darlington","30","30","51770","50760"
"In post","2021","Commercial","Tees Valley and Durham","Durham CC","20","15","47070","44850"
"In post","2021","Commercial","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","5","5","[c]","[c]"
"In post","2021","Commercial","Unknown","Unknown","30","30","47790","40580"
"In post","2021","Commercial","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","15","15","31140","25870"
"In post","2021","Commercial","West Central Scotland","Glasgow City","155","150","38010","33840"
"In post","2021","Commercial","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","North Lanarkshire","5","5","[c]","[c]"
"In post","2021","Commercial","West Midlands","Birmingham","80","75","47790","40830"
"In post","2021","Commercial","West Midlands","Coventry","40","40","45390","40780"
"In post","2021","Commercial","West Midlands","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Swansea","170","155","33450","31040"
"In post","2021","Commercial","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Yorkshire","Leeds","255","250","46540","40480"
"In post","2021","Commercial","West Yorkshire","Wakefield","10","10","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Central Bedfordshire","5","5","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Hertfordshire","20","20","38980","39050"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","35","35","34060","31560"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","30","30","32980","31200"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","10","5","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","25","25","30830","29170"
"In post","2021","Communications","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire","Warrington","10","10","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","10","10","23260","21130"
"In post","2021","Communications","Cumbria","East Cumbria","30","25","30390","26520"
"In post","2021","Communications","Cumbria","West Cumbria","40","35","26520","24920"
"In post","2021","Communications","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Derbyshire and Nottinghamshire","Nottingham","480","470","29450","25560"
"In post","2021","Communications","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Devon","Devon CC","55","50","34400","32730"
"In post","2021","Communications","Devon","Plymouth","10","10","27240","26510"
"In post","2021","Communications","Dorset and Somerset","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Dorset and Somerset","Dorset CC","20","20","30700","29200"
"In post","2021","Communications","Dorset and Somerset","Somerset","25","25","37650","33300"
"In post","2021","Communications","East Anglia","Cambridgeshire CC","15","15","30860","30680"
"In post","2021","Communications","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Anglia","Peterborough","15","15","36280","31270"
"In post","2021","Communications","East Anglia","Suffolk","15","15","31820","29960"
"In post","2021","Communications","East Wales","Cardiff and Vale of Glamorgan","800","770","28710","25560"
"In post","2021","Communications","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Wales","Monmouthshire and Newport","65","60","35610","30640"
"In post","2021","Communications","East Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","City of Edinburgh","145","135","33000","31810"
"In post","2021","Communications","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Essex","Essex Haven Gateway","10","10","27260","26670"
"In post","2021","Communications","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Essex","Southend-on-Sea","5","5","[c]","[c]"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","75","75","39300","35930"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","95","90","38260","36420"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","5","5","[c]","[c]"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","55","50","32850","30000"
"In post","2021","Communications","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester","Greater Manchester South West","375","370","28620","25560"
"In post","2021","Communications","Greater Manchester","Manchester","125","120","32150","30200"
"In post","2021","Communications","Hampshire and Isle of Wight","Central Hampshire","75","70","31600","26930"
"In post","2021","Communications","Hampshire and Isle of Wight","North Hampshire","20","20","32310","33150"
"In post","2021","Communications","Hampshire and Isle of Wight","Portsmouth","50","45","33100","33300"
"In post","2021","Communications","Hampshire and Isle of Wight","South Hampshire","40","40","32170","29540"
"In post","2021","Communications","Hampshire and Isle of Wight","Southampton","20","20","35110","33430"
"In post","2021","Communications","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Herefordshire, Worcestershire and Warwickshire","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Herefordshire, Worcestershire and Warwickshire","Worcestershire","20","15","38650","36970"
"In post","2021","Communications","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inner London - East","Hackney and Newham","15","15","47170","43500"
"In post","2021","Communications","Inner London - East","Lambeth","60","60","49970","45650"
"In post","2021","Communications","Inner London - East","Tower Hamlets","155","145","45580","37930"
"In post","2021","Communications","Inner London - West","Camden and City of London","25","25","45630","36160"
"In post","2021","Communications","Inner London - West","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inner London - West","Westminster","1950","1910","46540","42360"
"In post","2021","Communications","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lancashire","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lancashire","Lancaster and Wyre","15","15","29990","26930"
"In post","2021","Communications","Lancashire","Mid Lancashire","15","15","35130","33530"
"In post","2021","Communications","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","5","5","[c]","[c]"
"In post","2021","Communications","Lincolnshire","Lincolnshire","15","15","29900","29720"
"In post","2021","Communications","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Merseyside","Liverpool","35","35","37910","33340"
"In post","2021","Communications","Merseyside","Sefton","55","55","37930","35910"
"In post","2021","Communications","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North Yorkshire","North Yorkshire CC","10","10","24520","20750"
"In post","2021","Communications","North Yorkshire","York","25","25","30600","29440"
"In post","2021","Communications","Northern Ireland","Belfast","30","30","40200","37640"
"In post","2021","Communications","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","Sunderland","5","5","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","Tyneside","1505","1425","27900","25560"
"In post","2021","Communications","Outer London - South","Croydon","35","35","43590","40600"
"In post","2021","Communications","Outer London - West and North West","Barnet","15","15","40900","38430"
"In post","2021","Communications","Outer London - West and North West","Harrow and Hillingdon","175","170","23760","21190"
"In post","2021","Communications","Outer London - West and North West","Hounslow and Richmond upon Thames","20","15","34170","29470"
"In post","2021","Communications","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","Shropshire CC","10","10","27150","26670"
"In post","2021","Communications","Shropshire and Staffordshire","Staffordshire CC","20","20","32160","29200"
"In post","2021","Communications","Shropshire and Staffordshire","Telford and Wrekin","10","10","35080","34280"
