"Status","Year","Disability","Parent_department","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","AO","Female","165","145","21700","21050"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","AO","Male","85","80","21760","21050"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","EO","Female","140","130","26330","25450"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","EO","Male","85","85","26580","25920"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","G6","Female","30","30","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","G6","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","G7","Female","80","75","51050","50360"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","G7","Male","80","80","52000","52290"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","HEO","Female","135","130","31260","31080"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","HEO","Male","105","105","31280","30610"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","SEO","Female","130","120","38200","37550"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","SEO","Male","80","80","38400","37810"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","EO","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","EO","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","G6","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","G6","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","G7","Female","30","30","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","G7","Male","30","30","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","HEO","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","HEO","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","SEO","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","SEO","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","AA","Female","135","95","18140","18060"
"In post","2021","Declared disabled","Department for Transport","AA","Male","55","50","18310","18060"
"In post","2021","Declared disabled","Department for Transport","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","AO","Female","270","220","21710","21590"
"In post","2021","Declared disabled","Department for Transport","AO","Male","135","130","23150","21590"
"In post","2021","Declared disabled","Department for Transport","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","EO","Female","175","150","27510","26780"
"In post","2021","Declared disabled","Department for Transport","EO","Male","230","215","28170","26780"
"In post","2021","Declared disabled","Department for Transport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","G6","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","G6","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","G7","Female","30","30","53430","54110"
"In post","2021","Declared disabled","Department for Transport","G7","Male","40","40","56980","54760"
"In post","2021","Declared disabled","Department for Transport","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","HEO","Female","80","75","33110","33350"
"In post","2021","Declared disabled","Department for Transport","HEO","Male","90","85","33640","33350"
"In post","2021","Declared disabled","Department for Transport","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","SEO","Female","50","50","42190","42470"
"In post","2021","Declared disabled","Department for Transport","SEO","Male","55","50","43620","42520"
"In post","2021","Declared disabled","Department for Transport","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","AA","Female","35","25","20150","20230"
"In post","2021","Declared disabled","Department for Work and Pensions","AA","Male","35","30","20100","20230"
"In post","2021","Declared disabled","Department for Work and Pensions","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","AO","Female","3295","2645","21180","21010"
"In post","2021","Declared disabled","Department for Work and Pensions","AO","Male","1755","1615","21150","21010"
"In post","2021","Declared disabled","Department for Work and Pensions","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","EO","Female","5840","5040","28060","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","EO","Male","2600","2450","28080","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","G6","Female","45","45","67120","66250"
"In post","2021","Declared disabled","Department for Work and Pensions","G6","Male","30","30","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","G7","Female","150","140","52630","52150"
"In post","2021","Declared disabled","Department for Work and Pensions","G7","Male","110","105","53800","53030"
"In post","2021","Declared disabled","Department for Work and Pensions","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","HEO","Female","780","705","33620","32900"
"In post","2021","Declared disabled","Department for Work and Pensions","HEO","Male","385","370","33800","33170"
"In post","2021","Declared disabled","Department for Work and Pensions","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","SEO","Female","275","250","39400","38810"
"In post","2021","Declared disabled","Department for Work and Pensions","SEO","Male","185","175","42270","39960"
"In post","2021","Declared disabled","Department for Work and Pensions","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","AA","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","AA","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","AO","Female","45","40","21350","20150"
"In post","2021","Declared disabled","Department of Health and Social Care","AO","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","EO","Female","60","55","26620","26910"
"In post","2021","Declared disabled","Department of Health and Social Care","EO","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","G6","Female","30","25","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","G6","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","G7","Female","55","55","53220","53100"
"In post","2021","Declared disabled","Department of Health and Social Care","G7","Male","30","30","54290","53100"
"In post","2021","Declared disabled","Department of Health and Social Care","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","HEO","Female","70","65","32000","32330"
"In post","2021","Declared disabled","Department of Health and Social Care","HEO","Male","40","35","32560","32790"
"In post","2021","Declared disabled","Department of Health and Social Care","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","SCS level","Male","15","10","[c]","[c]"
