"Status","Year","Age","Disability","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Undeclared","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","London","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Undeclared","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Midlands (England)","Unknown","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East of England","Unknown","20","15","[c]","[c]"
"In post","2021","16-19","Unknown","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","London","Unknown","35","35","24190","24300"
"In post","2021","16-19","Unknown","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","North East (England)","Unknown","40","40","20910","20140"
"In post","2021","16-19","Unknown","North West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","North West (England)","Unknown","45","45","20600","20140"
"In post","2021","16-19","Unknown","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Scotland","Undeclared","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Scotland","Unknown","70","65","19930","20140"
"In post","2021","16-19","Unknown","South East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","South East (England)","Unknown","50","45","22090","21430"
"In post","2021","16-19","Unknown","South West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","South West (England)","Unknown","50","50","17510","16780"
"In post","2021","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Unknown","40","40","18910","15940"
"In post","2021","16-19","Unknown","Wales","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Wales","Unknown","50","45","20130","20140"
"In post","2021","16-19","Unknown","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","West Midlands (England)","Unknown","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Yorkshire and The Humber","Unknown","45","45","20530","20140"
"In post","2021","20-29","Declared disabled","East Midlands (England)","Heterosexual / straight","155","150","24940","24850"
"In post","2021","20-29","Declared disabled","East Midlands (England)","LGBO","35","35","24440","22850"
"In post","2021","20-29","Declared disabled","East Midlands (England)","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","East Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","East of England","Heterosexual / straight","170","170","26170","25850"
"In post","2021","20-29","Declared disabled","East of England","LGBO","40","40","25580","24920"
"In post","2021","20-29","Declared disabled","East of England","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","East of England","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","London","Heterosexual / straight","970","960","35100","33050"
"In post","2021","20-29","Declared disabled","London","LGBO","315","310","35580","32560"
"In post","2021","20-29","Declared disabled","London","Undeclared","115","115","34960","32420"
"In post","2021","20-29","Declared disabled","London","Unknown","45","45","36320","33570"
"In post","2021","20-29","Declared disabled","North East (England)","Heterosexual / straight","170","170","24730","21430"
"In post","2021","20-29","Declared disabled","North East (England)","LGBO","30","30","24930","21220"
"In post","2021","20-29","Declared disabled","North East (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","North East (England)","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","North West (England)","Heterosexual / straight","360","350","26080","25290"
"In post","2021","20-29","Declared disabled","North West (England)","LGBO","100","100","25550","25300"
"In post","2021","20-29","Declared disabled","North West (England)","Undeclared","35","30","26240","24890"
"In post","2021","20-29","Declared disabled","North West (England)","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Northern Ireland","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scotland","Heterosexual / straight","240","235","28080","27150"
"In post","2021","20-29","Declared disabled","Scotland","LGBO","100","100","26890","25560"
"In post","2021","20-29","Declared disabled","Scotland","Undeclared","30","30","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scotland","Unknown","35","30","26620","25870"
"In post","2021","20-29","Declared disabled","South East (England)","Heterosexual / straight","300","295","26970","27570"
"In post","2021","20-29","Declared disabled","South East (England)","LGBO","90","90","26140","27090"
"In post","2021","20-29","Declared disabled","South East (England)","Undeclared","30","30","28200","27570"
"In post","2021","20-29","Declared disabled","South East (England)","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","South West (England)","Heterosexual / straight","370","365","27280","26670"
"In post","2021","20-29","Declared disabled","South West (England)","LGBO","100","100","26320","26130"
"In post","2021","20-29","Declared disabled","South West (England)","Undeclared","40","35","27700","27540"
"In post","2021","20-29","Declared disabled","South West (England)","Unknown","30","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","20-29","Declared disabled","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Wales","Heterosexual / straight","185","180","25300","23830"
"In post","2021","20-29","Declared disabled","Wales","LGBO","60","55","26080","22920"
"In post","2021","20-29","Declared disabled","Wales","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Wales","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","West Midlands (England)","Heterosexual / straight","205","200","24940","25000"
"In post","2021","20-29","Declared disabled","West Midlands (England)","LGBO","60","55","24460","24530"
"In post","2021","20-29","Declared disabled","West Midlands (England)","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Yorkshire and The Humber","Heterosexual / straight","225","220","27050","25560"
"In post","2021","20-29","Declared disabled","Yorkshire and The Humber","LGBO","75","75","26160","25560"
"In post","2021","20-29","Declared disabled","Yorkshire and The Humber","Undeclared","25","20","[c]","[c]"
"In post","2021","20-29","Declared disabled","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","East Midlands (England)","Heterosexual / straight","1595","1565","25680","25390"
"In post","2021","20-29","Declared non-disabled","East Midlands (England)","LGBO","115","110","24730","24680"
"In post","2021","20-29","Declared non-disabled","East Midlands (England)","Undeclared","65","65","25080","24920"
"In post","2021","20-29","Declared non-disabled","East Midlands (England)","Unknown","50","50","28160","27570"
"In post","2021","20-29","Declared non-disabled","East of England","Heterosexual / straight","1635","1600","26710","26670"
"In post","2021","20-29","Declared non-disabled","East of England","LGBO","130","130","26670","25850"
"In post","2021","20-29","Declared non-disabled","East of England","Undeclared","75","70","26030","25020"
"In post","2021","20-29","Declared non-disabled","East of England","Unknown","80","80","27690","26670"
"In post","2021","20-29","Declared non-disabled","London","Heterosexual / straight","11065","10995","36080","33570"
"In post","2021","20-29","Declared non-disabled","London","LGBO","1195","1190","38220","34710"
"In post","2021","20-29","Declared non-disabled","London","Undeclared","825","820","36850","33930"
"In post","2021","20-29","Declared non-disabled","London","Unknown","305","305","36160","34240"
"In post","2021","20-29","Declared non-disabled","North East (England)","Heterosexual / straight","1975","1930","25180","24250"
"In post","2021","20-29","Declared non-disabled","North East (England)","LGBO","210","210","24890","22850"
"In post","2021","20-29","Declared non-disabled","North East (England)","Undeclared","80","75","25690","24890"
"In post","2021","20-29","Declared non-disabled","North East (England)","Unknown","125","125","25460","24920"
"In post","2021","20-29","Declared non-disabled","North West (England)","Heterosexual / straight","4400","4300","25620","24890"
"In post","2021","20-29","Declared non-disabled","North West (England)","LGBO","410","405","25320","24890"
"In post","2021","20-29","Declared non-disabled","North West (England)","Undeclared","200","190","25500","24890"
"In post","2021","20-29","Declared non-disabled","North West (England)","Unknown","305","300","25140","24920"
"In post","2021","20-29","Declared non-disabled","Northern Ireland","Heterosexual / straight","170","165","24050","21430"
"In post","2021","20-29","Declared non-disabled","Northern Ireland","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Northern Ireland","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Northern Ireland","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Overseas","Heterosexual / straight","160","160","35680","33860"
"In post","2021","20-29","Declared non-disabled","Overseas","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Overseas","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Overseas","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Scotland","Heterosexual / straight","2640","2585","26710","25560"
"In post","2021","20-29","Declared non-disabled","Scotland","LGBO","270","265","26180","25560"
"In post","2021","20-29","Declared non-disabled","Scotland","Undeclared","135","130","26710","25560"
"In post","2021","20-29","Declared non-disabled","Scotland","Unknown","260","255","25810","24410"
"In post","2021","20-29","Declared non-disabled","South East (England)","Heterosexual / straight","3100","3065","27430","27150"
"In post","2021","20-29","Declared non-disabled","South East (England)","LGBO","305","300","26710","27570"
"In post","2021","20-29","Declared non-disabled","South East (England)","Undeclared","180","180","26890","26480"
"In post","2021","20-29","Declared non-disabled","South East (England)","Unknown","90","90","29420","28130"
"In post","2021","20-29","Declared non-disabled","South West (England)","Heterosexual / straight","3945","3895","27210","26670"
"In post","2021","20-29","Declared non-disabled","South West (England)","LGBO","330","325","27070","26670"
"In post","2021","20-29","Declared non-disabled","South West (England)","Undeclared","230","225","27940","27540"
"In post","2021","20-29","Declared non-disabled","South West (England)","Unknown","365","360","28160","27130"
"In post","2021","20-29","Declared non-disabled","Unknown","Heterosexual / straight","130","130","30090","27570"
"In post","2021","20-29","Declared non-disabled","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Wales","Heterosexual / straight","2670","2605","25510","23970"
"In post","2021","20-29","Declared non-disabled","Wales","LGBO","240","240","26290","24750"
"In post","2021","20-29","Declared non-disabled","Wales","Undeclared","120","115","26260","25560"
"In post","2021","20-29","Declared non-disabled","Wales","Unknown","90","85","25680","23830"
"In post","2021","20-29","Declared non-disabled","West Midlands (England)","Heterosexual / straight","2260","2220","25570","24890"
"In post","2021","20-29","Declared non-disabled","West Midlands (England)","LGBO","175","170","25310","23970"
"In post","2021","20-29","Declared non-disabled","West Midlands (England)","Undeclared","105","100","25580","24890"
"In post","2021","20-29","Declared non-disabled","West Midlands (England)","Unknown","130","130","26750","27570"
"In post","2021","20-29","Declared non-disabled","Yorkshire and The Humber","Heterosexual / straight","2950","2905","26350","25400"
"In post","2021","20-29","Declared non-disabled","Yorkshire and The Humber","LGBO","260","255","27300","25810"
"In post","2021","20-29","Declared non-disabled","Yorkshire and The Humber","Undeclared","140","140","26490","24920"
"In post","2021","20-29","Declared non-disabled","Yorkshire and The Humber","Unknown","110","110","26160","25380"
"In post","2021","20-29","Undeclared","East Midlands (England)","Heterosexual / straight","55","55","25400","25790"
"In post","2021","20-29","Undeclared","East Midlands (England)","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","East Midlands (England)","Undeclared","30","30","26820","26610"
"In post","2021","20-29","Undeclared","East Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","East of England","Heterosexual / straight","50","50","27800","27710"
"In post","2021","20-29","Undeclared","East of England","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","East of England","Undeclared","30","30","28010","27910"
"In post","2021","20-29","Undeclared","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","London","Heterosexual / straight","425","425","35240","32830"
"In post","2021","20-29","Undeclared","London","LGBO","90","90","35900","33570"
