"Status","Year","Age","Ethnicity","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Mixed","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Mixed","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Female","Unknown","225","215","20800","20140"
"In post","2021","16-19","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Male","Unknown","265","255","20250","20140"
"In post","2021","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Female","Heterosexual / straight","330","320","21750","21010"
"In post","2021","16-19","White","Female","LGBO","25","25","[c]","[c]"
"In post","2021","16-19","White","Female","Undeclared","25","25","[c]","[c]"
"In post","2021","16-19","White","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Male","Heterosexual / straight","285","280","21190","21010"
"In post","2021","16-19","White","Male","LGBO","20","20","[c]","[c]"
"In post","2021","16-19","White","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","16-19","White","Male","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Female","Heterosexual / straight","2820","2750","29180","27570"
"In post","2021","20-29","Asian","Female","LGBO","60","60","30110","29290"
"In post","2021","20-29","Asian","Female","Undeclared","100","95","28750","27570"
"In post","2021","20-29","Asian","Female","Unknown","120","120","30010","27680"
"In post","2021","20-29","Asian","Male","Heterosexual / straight","2340","2305","29090","27570"
"In post","2021","20-29","Asian","Male","LGBO","80","80","32430","31060"
"In post","2021","20-29","Asian","Male","Undeclared","90","85","28230","27500"
"In post","2021","20-29","Asian","Male","Unknown","115","110","30040","27570"
"In post","2021","20-29","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Female","Heterosexual / straight","1365","1345","29980","29440"
"In post","2021","20-29","Black","Female","LGBO","65","65","31380","31060"
"In post","2021","20-29","Black","Female","Undeclared","50","50","29590","29290"
"In post","2021","20-29","Black","Female","Unknown","45","40","29930","29570"
"In post","2021","20-29","Black","Male","Heterosexual / straight","580","575","29810","28670"
"In post","2021","20-29","Black","Male","LGBO","25","25","[c]","[c]"
"In post","2021","20-29","Black","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","20-29","Black","Male","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Female","Heterosexual / straight","95","95","33420","30270"
"In post","2021","20-29","Chinese","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Chinese","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Male","Heterosexual / straight","90","90","33700","30820"
"In post","2021","20-29","Chinese","Male","LGBO","15","10","[c]","[c]"
"In post","2021","20-29","Chinese","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Chinese","Male","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Chinese","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Female","Heterosexual / straight","1030","1010","30200","28500"
"In post","2021","20-29","Mixed","Female","LGBO","140","140","30960","28890"
"In post","2021","20-29","Mixed","Female","Undeclared","85","85","30700","29920"
"In post","2021","20-29","Mixed","Female","Unknown","35","35","30330","29470"
"In post","2021","20-29","Mixed","Male","Heterosexual / straight","670","660","31270","28670"
"In post","2021","20-29","Mixed","Male","LGBO","105","105","32240","29290"
"In post","2021","20-29","Mixed","Male","Undeclared","55","50","31580","28670"
"In post","2021","20-29","Mixed","Male","Unknown","35","30","31080","29540"
"In post","2021","20-29","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Female","Heterosexual / straight","220","215","31260","30850"
"In post","2021","20-29","Other ethnicity","Female","LGBO","25","25","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Female","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Male","Heterosexual / straight","140","135","32460","30080"
"In post","2021","20-29","Other ethnicity","Male","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Male","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Female","Heterosexual / straight","130","125","28410","25870"
"In post","2021","20-29","Undeclared","Female","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Female","Undeclared","350","340","31010","28840"
"In post","2021","20-29","Undeclared","Female","Unknown","55","55","29820","27660"
"In post","2021","20-29","Undeclared","Male","Heterosexual / straight","145","145","30450","28330"
"In post","2021","20-29","Undeclared","Male","LGBO","25","25","[c]","[c]"
"In post","2021","20-29","Undeclared","Male","Undeclared","665","655","31790","29290"
"In post","2021","20-29","Undeclared","Male","Unknown","85","85","30940","29740"
"In post","2021","20-29","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Female","Heterosexual / straight","260","250","29480","27570"
"In post","2021","20-29","Unknown","Female","LGBO","25","25","[c]","[c]"
"In post","2021","20-29","Unknown","Female","Undeclared","235","230","26690","23990"
"In post","2021","20-29","Unknown","Female","Unknown","9430","9245","28060","26410"
"In post","2021","20-29","Unknown","Male","Heterosexual / straight","250","250","29590","27730"
"In post","2021","20-29","Unknown","Male","LGBO","25","25","[c]","[c]"
"In post","2021","20-29","Unknown","Male","Undeclared","160","155","27260","26480"
"In post","2021","20-29","Unknown","Male","Unknown","9360","9280","28330","26530"
"In post","2021","20-29","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","White","Female","Heterosexual / straight","20415","19990","28940","27270"
"In post","2021","20-29","White","Female","LGBO","2630","2600","28880","27570"
"In post","2021","20-29","White","Female","Undeclared","1255","1235","29820","27570"
"In post","2021","20-29","White","Female","Unknown","885","855","28380","27130"
"In post","2021","20-29","White","Male","Heterosexual / straight","16530","16440","29200","27540"
"In post","2021","20-29","White","Male","LGBO","2155","2135","30930","27610"
"In post","2021","20-29","White","Male","Undeclared","830","820","30790","28500"
"In post","2021","20-29","White","Male","Unknown","760","755","28890","27570"
"In post","2021","20-29","White","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Female","Heterosexual / straight","3610","3290","33160","29290"
"In post","2021","30-39","Asian","Female","LGBO","60","55","33650","31430"
"In post","2021","30-39","Asian","Female","Undeclared","170","150","31600","27920"
"In post","2021","30-39","Asian","Female","Unknown","335","285","30640","27570"
"In post","2021","30-39","Asian","Male","Heterosexual / straight","3300","3250","33130","29730"
"In post","2021","30-39","Asian","Male","LGBO","80","80","37990","32830"
"In post","2021","30-39","Asian","Male","Undeclared","135","130","33030","30400"
"In post","2021","30-39","Asian","Male","Unknown","270","260","32450","29510"
"In post","2021","30-39","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Female","Heterosexual / straight","1805","1720","32740","31060"
"In post","2021","30-39","Black","Female","LGBO","40","40","32700","31060"
"In post","2021","30-39","Black","Female","Undeclared","60","55","31770","30130"
"In post","2021","30-39","Black","Female","Unknown","130","115","32220","31060"
"In post","2021","30-39","Black","Male","Heterosexual / straight","955","950","32530","31060"
"In post","2021","30-39","Black","Male","LGBO","30","30","34910","31810"
"In post","2021","30-39","Black","Male","Undeclared","40","40","35450","31990"
"In post","2021","30-39","Black","Male","Unknown","50","50","32210","30610"
"In post","2021","30-39","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Female","Heterosexual / straight","170","160","38960","36160"
"In post","2021","30-39","Chinese","Female","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Chinese","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Chinese","Female","Unknown","25","25","[c]","[c]"
"In post","2021","30-39","Chinese","Male","Heterosexual / straight","100","100","38500","34740"
"In post","2021","30-39","Chinese","Male","LGBO","20","20","[c]","[c]"
"In post","2021","30-39","Chinese","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Chinese","Male","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Chinese","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Female","Heterosexual / straight","1100","1025","35690","31060"
"In post","2021","30-39","Mixed","Female","LGBO","105","100","36500","32410"
"In post","2021","30-39","Mixed","Female","Undeclared","70","65","33870","30950"
"In post","2021","30-39","Mixed","Female","Unknown","75","70","37490","33590"
"In post","2021","30-39","Mixed","Male","Heterosexual / straight","755","745","37580","33260"
"In post","2021","30-39","Mixed","Male","LGBO","95","95","38310","33520"
"In post","2021","30-39","Mixed","Male","Undeclared","60","60","37780","32180"
"In post","2021","30-39","Mixed","Male","Unknown","55","55","36630","33700"
"In post","2021","30-39","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Female","Heterosexual / straight","305","285","36580","31910"
"In post","2021","30-39","Other ethnicity","Female","LGBO","15","15","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Female","Unknown","20","15","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Male","Heterosexual / straight","190","190","37790","34770"
"In post","2021","30-39","Other ethnicity","Male","LGBO","25","25","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Male","Undeclared","30","30","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Male","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Female","Heterosexual / straight","270","250","33200","29320"
"In post","2021","30-39","Undeclared","Female","LGBO","25","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Female","Undeclared","755","705","35750","31810"
"In post","2021","30-39","Undeclared","Female","Unknown","285","245","32110","27570"
"In post","2021","30-39","Undeclared","Male","Heterosexual / straight","345","340","34960","31060"
"In post","2021","30-39","Undeclared","Male","LGBO","45","45","34000","28220"
"In post","2021","30-39","Undeclared","Male","Undeclared","1500","1485","37330","33520"
"In post","2021","30-39","Undeclared","Male","Unknown","310","305","34750","33650"
"In post","2021","30-39","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Female","Heterosexual / straight","415","375","32960","29290"
"In post","2021","30-39","Unknown","Female","LGBO","30","30","[c]","[c]"
"In post","2021","30-39","Unknown","Female","Undeclared","410","370","29830","29350"
"In post","2021","30-39","Unknown","Female","Unknown","7430","6840","33670","28650"
"In post","2021","30-39","Unknown","Male","Heterosexual / straight","360","355","33020","30810"
"In post","2021","30-39","Unknown","Male","LGBO","35","35","43640","33570"
"In post","2021","30-39","Unknown","Male","Undeclared","265","260","32510","29350"
"In post","2021","30-39","Unknown","Male","Unknown","8000","7915","34230","30720"
"In post","2021","30-39","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","White","Female","Heterosexual / straight","30535","27715","34050","30210"
"In post","2021","30-39","White","Female","LGBO","2370","2305","33510","30210"
"In post","2021","30-39","White","Female","Undeclared","2090","1900","33690","29960"
"In post","2021","30-39","White","Female","Unknown","2775","2370","31300","27570"
"In post","2021","30-39","White","Male","Heterosexual / straight","24790","24605","35290","31650"
"In post","2021","30-39","White","Male","LGBO","2345","2325","37210","31950"
"In post","2021","30-39","White","Male","Undeclared","1540","1520","35060","31810"
"In post","2021","30-39","White","Male","Unknown","2120","2100","34480","31810"
"In post","2021","30-39","White","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Female","Heterosexual / straight","3465","3080","35060","30460"
"In post","2021","40-49","Asian","Female","LGBO","65","55","32600","28950"
"In post","2021","40-49","Asian","Female","Undeclared","305","260","31550","27570"
"In post","2021","40-49","Asian","Female","Unknown","690","555","31430","27570"
"In post","2021","40-49","Asian","Male","Heterosexual / straight","2665","2600","35510","30980"
"In post","2021","40-49","Asian","Male","LGBO","90","85","35480","28200"
"In post","2021","40-49","Asian","Male","Undeclared","160","155","32630","28910"
"In post","2021","40-49","Asian","Male","Unknown","415","400","33650","28000"
"In post","2021","40-49","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Female","Heterosexual / straight","1885","1770","33860","31060"
"In post","2021","40-49","Black","Female","LGBO","35","30","38470","31060"
"In post","2021","40-49","Black","Female","Undeclared","130","115","34400","30320"
"In post","2021","40-49","Black","Female","Unknown","195","170","33130","31060"
"In post","2021","40-49","Black","Male","Heterosexual / straight","1185","1175","34220","31060"
"In post","2021","40-49","Black","Male","LGBO","35","30","33670","29290"
"In post","2021","40-49","Black","Male","Undeclared","45","45","35950","31850"
"In post","2021","40-49","Black","Male","Unknown","110","110","35770","31880"
"In post","2021","40-49","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Female","Heterosexual / straight","170","155","36620","31060"
"In post","2021","40-49","Chinese","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Female","Undeclared","20","15","[c]","[c]"
"In post","2021","40-49","Chinese","Female","Unknown","35","30","40780","36240"
"In post","2021","40-49","Chinese","Male","Heterosexual / straight","90","85","36580","32440"
"In post","2021","40-49","Chinese","Male","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Chinese","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Chinese","Male","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Chinese","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Female","Heterosexual / straight","810","740","37760","31990"
"In post","2021","40-49","Mixed","Female","LGBO","45","45","42480","35310"
"In post","2021","40-49","Mixed","Female","Undeclared","75","65","37030","30210"
"In post","2021","40-49","Mixed","Female","Unknown","100","85","35330","31060"
"In post","2021","40-49","Mixed","Male","Heterosexual / straight","545","535","40070","35310"
"In post","2021","40-49","Mixed","Male","LGBO","75","70","41210","35300"
"In post","2021","40-49","Mixed","Male","Undeclared","45","40","36370","31650"
"In post","2021","40-49","Mixed","Male","Unknown","75","75","37780","34960"
"In post","2021","40-49","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Female","Heterosexual / straight","245","225","36810","31060"
"In post","2021","40-49","Other ethnicity","Female","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Female","Undeclared","45","40","45630","41010"
"In post","2021","40-49","Other ethnicity","Female","Unknown","50","45","35150","30120"
"In post","2021","40-49","Other ethnicity","Male","Heterosexual / straight","195","190","38120","32910"
"In post","2021","40-49","Other ethnicity","Male","LGBO","25","25","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Male","Undeclared","40","40","48780","52750"
"In post","2021","40-49","Other ethnicity","Male","Unknown","35","35","36750","31650"
"In post","2021","40-49","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Female","Heterosexual / straight","320","290","32890","27840"
"In post","2021","40-49","Undeclared","Female","LGBO","25","25","[c]","[c]"
"In post","2021","40-49","Undeclared","Female","Undeclared","1265","1155","34730","31060"
"In post","2021","40-49","Undeclared","Female","Unknown","495","425","32370","27570"
"In post","2021","40-49","Undeclared","Male","Heterosexual / straight","370","365","35000","31650"
"In post","2021","40-49","Undeclared","Male","LGBO","40","40","40650","33550"
"In post","2021","40-49","Undeclared","Male","Undeclared","1995","1965","37570","33300"
"In post","2021","40-49","Undeclared","Male","Unknown","490","485","36230","31810"
